horodatage,media,reussis,echecs
2026-06-11T04:36:05,les_echos,17591,357
2026-06-11T04:36:05,nice_matin,16879,272
2026-06-11T04:36:05,paris_match,16461,1487
2026-06-11T04:36:05,telerama,17852,96
2026-06-11T04:36:05,valeurs_actuelles,17816,132
2026-06-11T04:58:06,le_capital,18040,8
2026-06-11T04:58:06,le_figaro,11009,7026
2026-06-11T04:58:06,le_journal_du_dimanche,17877,171
2026-06-11T04:58:06,le_monde,3812,8585
2026-06-11T04:58:06,le_nouvel_observateur,17710,338
2026-06-11T04:58:06,les_echos,17677,371
2026-06-11T04:58:06,nice_matin,16979,272
2026-06-11T04:58:06,paris_match,16555,1493
2026-06-11T04:58:06,telerama,17952,96
2026-06-11T04:58:06,valeurs_actuelles,17914,134
2026-06-11T05:18:56,le_capital,18140,8
2026-06-11T05:18:56,le_figaro,11068,7067
2026-06-11T05:18:56,le_journal_du_dimanche,17977,171
2026-06-11T05:18:56,le_monde,3841,8656
2026-06-11T05:18:56,le_nouvel_observateur,17810,338
2026-06-11T05:18:56,les_echos,17762,386
2026-06-11T05:18:56,nice_matin,17078,273
2026-06-11T05:18:56,paris_match,16629,1519
2026-06-11T05:18:56,telerama,18052,96
2026-06-11T05:18:56,valeurs_actuelles,18012,136
2026-06-11T05:40:08,le_capital,18240,8
2026-06-11T05:40:08,le_figaro,11128,7107
2026-06-11T05:40:08,le_journal_du_dimanche,18075,173
2026-06-11T05:40:08,le_monde,3876,8721
2026-06-11T05:40:08,le_nouvel_observateur,17907,341
2026-06-11T05:40:08,les_echos,17853,395
2026-06-11T05:40:08,nice_matin,17174,277
2026-06-11T05:40:08,paris_match,16725,1523
2026-06-11T05:40:08,telerama,18152,96
2026-06-11T05:40:08,valeurs_actuelles,18112,136
2026-06-11T06:01:33,le_capital,18340,8
2026-06-11T06:01:33,le_figaro,11205,7130
2026-06-11T06:01:33,le_journal_du_dimanche,18174,174
2026-06-11T06:01:33,le_monde,3914,8783
2026-06-11T06:01:33,le_nouvel_observateur,18004,344
2026-06-11T06:01:33,les_echos,17945,403
2026-06-11T06:01:33,nice_matin,17262,289
2026-06-11T06:01:33,paris_match,16818,1530
2026-06-11T06:01:33,telerama,18251,97
2026-06-11T06:01:33,valeurs_actuelles,18212,136
2026-06-11T06:22:50,le_capital,18440,8
2026-06-11T06:22:50,le_figaro,11259,7176
2026-06-11T06:22:50,le_journal_du_dimanche,18273,175
2026-06-11T06:22:50,le_monde,3953,8844
2026-06-11T06:22:50,le_nouvel_observateur,18104,344
2026-06-11T06:22:50,les_echos,18025,423
2026-06-11T06:22:50,nice_matin,17359,292
2026-06-11T06:22:50,paris_match,16912,1536
2026-06-11T06:22:50,telerama,18350,98
2026-06-11T06:22:50,valeurs_actuelles,18312,136
2026-06-11T06:44:23,le_capital,18540,8
2026-06-11T06:44:23,le_figaro,11329,7206
2026-06-11T06:44:23,le_journal_du_dimanche,18372,176
2026-06-11T06:44:23,le_monde,3989,8908
2026-06-11T06:44:23,le_nouvel_observateur,18203,345
2026-06-11T06:44:23,les_echos,18112,436
2026-06-11T06:44:23,nice_matin,17458,293
2026-06-11T06:44:23,paris_match,17002,1546
2026-06-11T06:44:23,telerama,18450,98
2026-06-11T06:44:23,valeurs_actuelles,18410,138
2026-06-11T07:10:31,le_capital,18640,8
2026-06-11T07:10:31,le_figaro,11394,7241
2026-06-11T07:10:31,le_journal_du_dimanche,18471,177
2026-06-11T07:10:31,le_monde,4019,8978
2026-06-11T07:10:31,le_nouvel_observateur,18302,346
2026-06-11T07:10:31,les_echos,18197,451
2026-06-11T07:10:31,nice_matin,17556,295
2026-06-11T07:10:31,paris_match,17099,1549
2026-06-11T07:10:31,telerama,18550,98
2026-06-11T07:10:31,valeurs_actuelles,18507,141
2026-06-11T07:40:16,le_capital,18740,8
2026-06-11T07:40:16,le_figaro,11442,7293
2026-06-11T07:40:16,le_journal_du_dimanche,18570,178
2026-06-11T07:40:16,le_monde,4051,9046
2026-06-11T07:40:16,le_nouvel_observateur,18399,349
2026-06-11T07:40:16,les_echos,18283,465
2026-06-11T07:40:16,nice_matin,17656,295
2026-06-11T07:40:16,paris_match,17196,1552
2026-06-11T07:40:16,telerama,18645,103
2026-06-11T07:40:16,valeurs_actuelles,18606,142
2026-06-11T08:19:50,le_capital,18840,8
2026-06-11T08:19:50,le_figaro,11493,7342
2026-06-11T08:19:50,le_journal_du_dimanche,18670,178
2026-06-11T08:19:50,le_monde,4085,9112
2026-06-11T08:19:50,le_nouvel_observateur,18495,353
2026-06-11T08:19:50,les_echos,18371,477
2026-06-11T08:19:50,nice_matin,17754,297
2026-06-11T08:19:50,paris_match,17292,1556
2026-06-11T08:19:50,telerama,18745,103
2026-06-11T08:19:50,valeurs_actuelles,18703,145
2026-06-11T08:50:07,le_capital,18940,8
2026-06-11T08:50:07,le_figaro,11558,7377
2026-06-11T08:50:07,le_journal_du_dimanche,18769,179
2026-06-11T08:50:07,le_monde,4122,9175
2026-06-11T08:50:07,le_nouvel_observateur,18593,355
2026-06-11T08:50:07,les_echos,18450,498
2026-06-11T08:50:07,nice_matin,17852,299
2026-06-11T08:50:07,paris_match,17385,1563
2026-06-11T08:50:07,telerama,18845,103
2026-06-11T08:50:07,valeurs_actuelles,18801,147
2026-06-11T09:19:53,le_capital,19040,8
2026-06-11T09:19:53,le_figaro,11615,7420
2026-06-11T09:19:53,le_journal_du_dimanche,18868,180
2026-06-11T09:19:53,le_monde,4161,9236
2026-06-11T09:19:53,le_nouvel_observateur,18692,356
2026-06-11T09:19:53,les_echos,18538,510
2026-06-11T09:19:53,nice_matin,17952,299
2026-06-11T09:19:53,paris_match,17476,1572
2026-06-11T09:19:53,telerama,18945,103
2026-06-11T09:19:53,valeurs_actuelles,18901,147
2026-06-11T09:39:59,le_capital,19140,8
2026-06-11T09:39:59,le_figaro,11670,7465
2026-06-11T09:39:59,le_journal_du_dimanche,18968,180
2026-06-11T09:39:59,le_monde,4195,9302
2026-06-11T09:39:59,le_nouvel_observateur,18790,358
2026-06-11T09:39:59,les_echos,18628,520
2026-06-11T09:39:59,nice_matin,18050,301
2026-06-11T09:39:59,paris_match,17571,1577
2026-06-11T09:39:59,telerama,19045,103
2026-06-11T09:39:59,valeurs_actuelles,19001,147
2026-06-11T09:59:24,le_capital,19240,8
2026-06-11T09:59:24,le_figaro,11733,7502
2026-06-11T09:59:24,le_journal_du_dimanche,19067,181
2026-06-11T09:59:24,le_monde,4231,9366
2026-06-11T09:59:24,le_nouvel_observateur,18889,359
2026-06-11T09:59:24,les_echos,18710,538
2026-06-11T09:59:24,nice_matin,18146,305
2026-06-11T09:59:24,paris_match,17664,1584
2026-06-11T09:59:24,telerama,19145,103
2026-06-11T09:59:24,valeurs_actuelles,19097,151
2026-06-11T10:20:09,le_capital,19340,8
2026-06-11T10:20:09,le_figaro,11802,7533
2026-06-11T10:20:09,le_journal_du_dimanche,19166,182
2026-06-11T10:20:09,le_monde,4261,9436
2026-06-11T10:20:09,le_nouvel_observateur,18988,360
2026-06-11T10:20:09,les_echos,18806,542
2026-06-11T10:20:09,nice_matin,18216,335
2026-06-11T10:20:09,paris_match,17759,1589
2026-06-11T10:20:09,telerama,19245,103
2026-06-11T10:20:09,valeurs_actuelles,19193,155
2026-06-11T10:39:05,le_capital,19440,8
2026-06-11T10:39:05,le_figaro,11853,7582
2026-06-11T10:39:05,le_journal_du_dimanche,19265,183
2026-06-11T10:39:05,le_monde,4298,9499
2026-06-11T10:39:05,le_nouvel_observateur,19085,363
2026-06-11T10:39:05,les_echos,18898,550
2026-06-11T10:39:05,nice_matin,18302,349
2026-06-11T10:39:05,paris_match,17841,1607
2026-06-11T10:39:05,telerama,19345,103
2026-06-11T10:39:05,valeurs_actuelles,19289,159
2026-06-11T11:00:51,le_capital,19540,8
2026-06-11T11:00:51,le_figaro,11916,7619
2026-06-11T11:00:51,le_journal_du_dimanche,19365,183
2026-06-11T11:00:51,le_monde,4344,9553
2026-06-11T11:00:51,le_nouvel_observateur,19182,366
2026-06-11T11:00:51,les_echos,18993,555
2026-06-11T11:00:51,nice_matin,18394,357
2026-06-11T11:00:51,paris_match,17930,1618
2026-06-11T11:00:51,telerama,19445,103
2026-06-11T11:00:51,valeurs_actuelles,19386,162
2026-06-11T11:20:02,le_capital,19640,8
2026-06-11T11:20:02,le_figaro,11971,7664
2026-06-11T11:20:02,le_journal_du_dimanche,19464,184
2026-06-11T11:20:02,le_monde,4388,9609
2026-06-11T11:20:02,le_nouvel_observateur,19280,368
2026-06-11T11:20:02,les_echos,19085,563
2026-06-11T11:20:02,nice_matin,18490,361
2026-06-11T11:20:02,paris_match,18027,1621
2026-06-11T11:20:02,telerama,19545,103
2026-06-11T11:20:02,valeurs_actuelles,19485,163
2026-06-11T11:38:56,le_capital,19740,8
2026-06-11T11:38:56,le_figaro,12042,7693
2026-06-11T11:38:56,le_journal_du_dimanche,19563,185
2026-06-11T11:38:56,le_monde,4420,9677
2026-06-11T11:38:56,le_nouvel_observateur,19374,374
2026-06-11T11:38:56,les_echos,19176,572
2026-06-11T11:38:56,nice_matin,18589,362
2026-06-11T11:38:56,paris_match,18122,1626
2026-06-11T11:38:56,telerama,19645,103
2026-06-11T11:38:56,valeurs_actuelles,19585,163
2026-06-11T11:57:38,le_capital,19840,8
2026-06-11T11:57:38,le_figaro,12098,7737
2026-06-11T11:57:38,le_journal_du_dimanche,19662,186
2026-06-11T11:57:38,le_monde,4465,9732
2026-06-11T11:57:38,le_nouvel_observateur,19470,378
2026-06-11T11:57:38,les_echos,19264,584
2026-06-11T11:57:38,nice_matin,18689,362
2026-06-11T11:57:38,paris_match,18211,1637
2026-06-11T11:57:38,telerama,19745,103
2026-06-11T11:57:38,valeurs_actuelles,19683,165
2026-06-11T12:18:03,le_capital,19940,8
2026-06-11T12:18:03,le_figaro,12150,7785
2026-06-11T12:18:03,le_journal_du_dimanche,19762,186
2026-06-11T12:18:03,le_monde,4502,9795
2026-06-11T12:18:03,le_nouvel_observateur,19567,381
2026-06-11T12:18:03,les_echos,19354,594
2026-06-11T12:18:03,nice_matin,18787,364
2026-06-11T12:18:03,paris_match,18308,1640
2026-06-11T12:18:03,telerama,19845,103
2026-06-11T12:18:03,valeurs_actuelles,19777,171
2026-06-11T12:37:36,le_capital,20040,8
2026-06-11T12:37:36,le_figaro,12214,7821
2026-06-11T12:37:36,le_journal_du_dimanche,19861,187
2026-06-11T12:37:36,le_monde,4535,9862
2026-06-11T12:37:36,le_nouvel_observateur,19664,384
2026-06-11T12:37:36,les_echos,19445,603
2026-06-11T12:37:36,nice_matin,18885,366
2026-06-11T12:37:36,paris_match,18405,1643
2026-06-11T12:37:36,telerama,19945,103
2026-06-11T12:37:36,valeurs_actuelles,19876,172
2026-06-11T12:54:57,le_capital,20140,8
2026-06-11T12:54:57,le_figaro,12274,7861
2026-06-11T12:54:57,le_journal_du_dimanche,19960,188
2026-06-11T12:54:57,le_monde,4573,9924
2026-06-11T12:54:57,le_nouvel_observateur,19760,388
2026-06-11T12:54:57,les_echos,19534,614
2026-06-11T12:54:57,nice_matin,18984,367
2026-06-11T12:54:57,paris_match,18498,1650
2026-06-11T12:54:57,telerama,20045,103
2026-06-11T12:54:57,valeurs_actuelles,19975,173
2026-06-11T13:12:29,le_capital,20240,8
2026-06-11T13:12:29,le_figaro,12331,7904
2026-06-11T13:12:29,le_journal_du_dimanche,20060,188
2026-06-11T13:12:29,le_monde,4612,9985
2026-06-11T13:12:29,le_nouvel_observateur,19858,390
2026-06-11T13:12:29,les_echos,19608,640
2026-06-11T13:12:29,nice_matin,19081,370
2026-06-11T13:12:29,paris_match,18594,1654
2026-06-11T13:12:29,telerama,20140,108
2026-06-11T13:12:29,valeurs_actuelles,20075,173
2026-06-11T13:29:26,le_capital,20340,8
2026-06-11T13:29:26,le_figaro,12395,7940
2026-06-11T13:29:26,le_journal_du_dimanche,20159,189
2026-06-11T13:29:26,le_monde,4644,10053
2026-06-11T13:29:26,le_nouvel_observateur,19956,392
2026-06-11T13:29:26,les_echos,19673,675
2026-06-11T13:29:26,nice_matin,19174,377
2026-06-11T13:29:26,paris_match,18685,1663
2026-06-11T13:29:26,telerama,20240,108
2026-06-11T13:29:26,valeurs_actuelles,20173,175
2026-06-11T13:48:17,le_capital,20440,8
2026-06-11T13:48:17,le_figaro,12453,7982
2026-06-11T13:48:17,le_journal_du_dimanche,20259,189
2026-06-11T13:48:17,le_monde,4672,10125
2026-06-11T13:48:17,le_nouvel_observateur,20056,392
2026-06-11T13:48:17,les_echos,19747,701
2026-06-11T13:48:17,nice_matin,19271,380
2026-06-11T13:48:17,paris_match,18777,1671
2026-06-11T13:48:17,telerama,20340,108
2026-06-11T13:48:17,valeurs_actuelles,20269,179
2026-06-11T14:06:28,le_capital,20540,8
2026-06-11T14:06:28,le_figaro,12510,8025
2026-06-11T14:06:28,le_journal_du_dimanche,20358,190
2026-06-11T14:06:28,le_monde,4706,10191
2026-06-11T14:06:28,le_nouvel_observateur,20154,394
2026-06-11T14:06:28,les_echos,19825,723
2026-06-11T14:06:28,nice_matin,19369,382
2026-06-11T14:06:28,paris_match,18875,1673
2026-06-11T14:06:28,telerama,20440,108
2026-06-11T14:06:28,valeurs_actuelles,20367,181
2026-06-11T14:24:14,le_capital,20640,8
2026-06-11T14:24:14,le_figaro,12575,8060
2026-06-11T14:24:14,le_journal_du_dimanche,20458,190
2026-06-11T14:24:14,le_monde,4739,10258
2026-06-11T14:24:14,le_nouvel_observateur,20251,397
2026-06-11T14:24:14,les_echos,19902,746
2026-06-11T14:24:14,nice_matin,19468,383
2026-06-11T14:24:14,paris_match,18969,1679
2026-06-11T14:24:14,telerama,20540,108
2026-06-11T14:24:14,valeurs_actuelles,20467,181
2026-06-11T14:44:01,le_capital,20740,8
2026-06-11T14:44:01,le_figaro,12635,8100
2026-06-11T14:44:01,le_journal_du_dimanche,20557,191
2026-06-11T14:44:01,le_monde,4768,10329
2026-06-11T14:44:01,le_nouvel_observateur,20351,397
2026-06-11T14:44:01,les_echos,19978,770
2026-06-11T14:44:01,nice_matin,19568,383
2026-06-11T14:44:01,paris_match,19066,1682
2026-06-11T14:44:01,telerama,20640,108
2026-06-11T14:44:01,valeurs_actuelles,20566,182
2026-06-11T15:05:38,le_capital,20840,8
2026-06-11T15:05:38,le_figaro,12699,8136
2026-06-11T15:05:38,le_journal_du_dimanche,20655,193
2026-06-11T15:05:38,le_monde,4807,10390
2026-06-11T15:05:38,le_nouvel_observateur,20449,399
2026-06-11T15:05:38,les_echos,20060,788
2026-06-11T15:05:38,nice_matin,19664,387
2026-06-11T15:05:38,paris_match,19144,1704
2026-06-11T15:05:38,telerama,20740,108
2026-06-11T15:05:38,valeurs_actuelles,20664,184
2026-06-11T15:26:25,le_capital,20940,8
2026-06-11T15:26:25,le_figaro,12764,8171
2026-06-11T15:26:25,le_journal_du_dimanche,20755,193
2026-06-11T15:26:25,le_monde,4839,10458
2026-06-11T15:26:25,le_nouvel_observateur,20547,401
2026-06-11T15:26:25,les_echos,20135,813
2026-06-11T15:26:25,nice_matin,19764,387
2026-06-11T15:26:25,paris_match,19235,1713
2026-06-11T15:26:25,telerama,20840,108
2026-06-11T15:26:25,valeurs_actuelles,20763,185
2026-06-11T15:45:34,le_capital,21040,8
2026-06-11T15:45:34,le_figaro,12837,8198
2026-06-11T15:45:34,le_journal_du_dimanche,20855,193
2026-06-11T15:45:34,le_monde,4872,10525
2026-06-11T15:45:34,le_nouvel_observateur,20647,401
2026-06-11T15:45:34,les_echos,20214,834
2026-06-11T15:45:34,nice_matin,19864,387
2026-06-11T15:45:34,paris_match,19329,1719
2026-06-11T15:45:34,telerama,20940,108
2026-06-11T15:45:34,valeurs_actuelles,20861,187
2026-06-11T16:04:30,le_capital,21140,8
2026-06-11T16:04:30,le_figaro,12898,8237
2026-06-11T16:04:30,le_journal_du_dimanche,20954,194
2026-06-11T16:04:30,le_monde,4905,10592
2026-06-11T16:04:30,le_nouvel_observateur,20745,403
2026-06-11T16:04:30,les_echos,20298,850
2026-06-11T16:04:30,nice_matin,19964,387
2026-06-11T16:04:30,paris_match,19422,1726
2026-06-11T16:04:30,telerama,21040,108
2026-06-11T16:04:30,valeurs_actuelles,20961,187
2026-06-11T16:24:29,le_capital,21240,8
2026-06-11T16:24:29,le_figaro,12949,8286
2026-06-11T16:24:29,le_journal_du_dimanche,21054,194
2026-06-11T16:24:29,le_monde,4939,10658
2026-06-11T16:24:29,le_nouvel_observateur,20844,404
2026-06-11T16:24:29,les_echos,20383,865
2026-06-11T16:24:29,nice_matin,20064,387
2026-06-11T16:24:29,paris_match,19504,1744
2026-06-11T16:24:29,telerama,21140,108
2026-06-11T16:24:29,valeurs_actuelles,21061,187
2026-06-11T16:47:44,le_capital,21340,8
2026-06-11T16:47:44,le_figaro,13011,8324
2026-06-11T16:47:44,le_journal_du_dimanche,21153,195
2026-06-11T16:47:44,le_monde,4968,10729
2026-06-11T16:47:44,le_nouvel_observateur,20942,406
2026-06-11T16:47:44,les_echos,20461,887
2026-06-11T16:47:44,nice_matin,20164,387
2026-06-11T16:47:44,paris_match,19591,1757
2026-06-11T16:47:44,telerama,21240,108
2026-06-11T16:47:44,valeurs_actuelles,21161,187
2026-06-12T10:05:55,atlantico,22,3
2026-06-12T10:05:55,challenges,25,0
2026-06-12T10:05:55,l_opinion,1,24
2026-06-12T10:05:55,la_depeche,25,0
2026-06-12T10:05:55,le_capital,21425,8
2026-06-12T10:05:55,le_figaro,13068,8352
2026-06-12T10:05:55,le_journal_du_dimanche,21238,195
2026-06-12T10:05:55,le_monde,4995,10787
2026-06-12T10:05:55,le_nouvel_observateur,21022,411
2026-06-12T10:05:55,le_telegramme,24,1
2026-06-12T10:05:55,les_echos,20533,900
2026-06-12T10:05:55,nice_matin,20249,387
2026-06-12T10:05:55,paris_match,19673,1760
2026-06-12T10:05:55,sud_ouest,0,25
2026-06-12T10:05:55,telerama,21325,108
2026-06-12T10:05:55,valeurs_actuelles,21245,188
2026-06-12T10:22:17,atlantico,83,5
2026-06-12T10:22:17,challenges,88,0
2026-06-12T10:22:17,l_opinion,3,85
2026-06-12T10:22:17,la_depeche,88,0
2026-06-12T10:22:17,le_capital,21488,8
2026-06-12T10:22:17,le_figaro,13117,8366
2026-06-12T10:22:17,le_journal_du_dimanche,21301,195
2026-06-12T10:22:17,le_monde,5019,10826
2026-06-12T10:22:17,le_nouvel_observateur,21085,411
2026-06-12T10:22:17,le_telegramme,87,1
2026-06-12T10:22:17,les_echos,20590,906
2026-06-12T10:22:17,nice_matin,20312,387
2026-06-12T10:22:17,paris_match,19735,1761
2026-06-12T10:22:17,sud_ouest,0,88
2026-06-12T10:22:17,telerama,21388,108
2026-06-12T10:22:17,valeurs_actuelles,21305,191
2026-06-12T10:42:24,atlantico,136,15
2026-06-12T10:42:24,challenges,151,0
2026-06-12T10:42:24,l_opinion,38,113
2026-06-12T10:42:24,la_depeche,151,0
2026-06-12T10:42:24,le_capital,21551,8
2026-06-12T10:42:24,le_figaro,13149,8397
2026-06-12T10:42:24,le_journal_du_dimanche,21362,197
2026-06-12T10:42:24,le_monde,5029,10879
2026-06-12T10:42:24,le_nouvel_observateur,21144,415
2026-06-12T10:42:24,le_telegramme,150,1
2026-06-12T10:42:24,les_echos,20646,913
2026-06-12T10:42:24,nice_matin,20375,387
2026-06-12T10:42:24,paris_match,19795,1764
2026-06-12T10:42:24,sud_ouest,0,151
2026-06-12T10:42:24,telerama,21451,108
2026-06-12T10:42:24,valeurs_actuelles,21368,191
2026-06-12T11:09:09,atlantico,195,19
2026-06-12T11:09:09,challenges,214,0
2026-06-12T11:09:09,l_opinion,100,114
2026-06-12T11:09:09,la_depeche,214,0
2026-06-12T11:09:09,le_capital,21614,8
2026-06-12T11:09:09,le_figaro,13185,8424
2026-06-12T11:09:09,le_journal_du_dimanche,21425,197
2026-06-12T11:09:09,le_monde,5029,10942
2026-06-12T11:09:09,le_nouvel_observateur,21203,419
2026-06-12T11:09:09,le_telegramme,213,1
2026-06-12T11:09:09,les_echos,20702,920
2026-06-12T11:09:09,nice_matin,20438,387
2026-06-12T11:09:09,paris_match,19857,1765
2026-06-12T11:09:09,sud_ouest,0,214
2026-06-12T11:09:09,telerama,21514,108
2026-06-12T11:09:09,valeurs_actuelles,21430,192
2026-06-12T11:37:27,atlantico,258,19
2026-06-12T11:37:27,challenges,277,0
2026-06-12T11:37:27,l_opinion,159,118
2026-06-12T11:37:27,la_depeche,277,0
2026-06-12T11:37:27,le_capital,21677,8
2026-06-12T11:37:27,le_figaro,13219,8453
2026-06-12T11:37:27,le_journal_du_dimanche,21488,197
2026-06-12T11:37:27,le_monde,5029,11005
2026-06-12T11:37:27,le_nouvel_observateur,21259,426
2026-06-12T11:37:27,le_telegramme,276,1
2026-06-12T11:37:27,les_echos,20758,927
2026-06-12T11:37:27,nice_matin,20501,387
2026-06-12T11:37:27,paris_match,19918,1767
2026-06-12T11:37:27,sud_ouest,0,277
2026-06-12T11:37:27,telerama,21577,108
2026-06-12T11:37:27,valeurs_actuelles,21492,193
2026-06-12T12:08:57,atlantico,319,21
2026-06-12T12:08:57,challenges,340,0
2026-06-12T12:08:57,l_opinion,213,127
2026-06-12T12:08:57,la_depeche,340,0
2026-06-12T12:08:57,le_capital,21740,8
2026-06-12T12:08:57,le_figaro,13266,8469
2026-06-12T12:08:57,le_journal_du_dimanche,21551,197
2026-06-12T12:08:57,le_monde,5029,11068
2026-06-12T12:08:57,le_nouvel_observateur,21320,428
2026-06-12T12:08:57,le_telegramme,339,1
2026-06-12T12:08:57,les_echos,20811,937
2026-06-12T12:08:57,nice_matin,20562,389
2026-06-12T12:08:57,paris_match,19977,1771
2026-06-12T12:08:57,sud_ouest,0,340
2026-06-12T12:08:57,telerama,21639,109
2026-06-12T12:08:57,valeurs_actuelles,21555,193
2026-06-12T12:47:55,atlantico,373,30
2026-06-12T12:47:55,challenges,403,0
2026-06-12T12:47:55,l_opinion,271,132
2026-06-12T12:47:55,la_depeche,403,0
2026-06-12T12:47:55,le_capital,21803,8
2026-06-12T12:47:55,le_figaro,13311,8487
2026-06-12T12:47:55,le_journal_du_dimanche,21613,198
2026-06-12T12:47:55,le_monde,5029,11131
2026-06-12T12:47:55,le_nouvel_observateur,21379,432
2026-06-12T12:47:55,le_telegramme,402,1
2026-06-12T12:47:55,les_echos,20859,952
2026-06-12T12:47:55,nice_matin,20625,389
2026-06-12T12:47:55,paris_match,20039,1772
2026-06-12T12:47:55,sud_ouest,0,403
2026-06-12T12:47:55,telerama,21702,109
2026-06-12T12:47:55,valeurs_actuelles,21618,193
2026-06-12T13:34:47,atlantico,431,35
2026-06-12T13:34:47,challenges,466,0
2026-06-12T13:34:47,l_opinion,328,138
2026-06-12T13:34:47,la_depeche,466,0
2026-06-12T13:34:47,le_capital,21866,8
2026-06-12T13:34:47,le_figaro,13351,8510
2026-06-12T13:34:47,le_journal_du_dimanche,21676,198
2026-06-12T13:34:47,le_monde,5029,11194
2026-06-12T13:34:47,le_nouvel_observateur,21437,437
2026-06-12T13:34:47,le_telegramme,465,1
2026-06-12T13:34:47,les_echos,20911,963
2026-06-12T13:34:47,nice_matin,20688,389
2026-06-12T13:34:47,paris_match,20100,1774
2026-06-12T13:34:47,sud_ouest,0,466
2026-06-12T13:34:47,telerama,21765,109
2026-06-12T13:34:47,valeurs_actuelles,21681,193
2026-06-12T14:19:19,atlantico,490,39
2026-06-12T14:19:19,challenges,529,0
2026-06-12T14:19:19,l_opinion,363,166
2026-06-12T14:19:19,la_depeche,529,0
2026-06-12T14:19:19,le_capital,21929,8
2026-06-12T14:19:19,le_figaro,13388,8536
2026-06-12T14:19:19,le_journal_du_dimanche,21739,198
2026-06-12T14:19:19,le_monde,5029,11257
2026-06-12T14:19:19,le_nouvel_observateur,21498,439
2026-06-12T14:19:19,le_telegramme,528,1
2026-06-12T14:19:19,les_echos,20956,981
2026-06-12T14:19:19,nice_matin,20749,391
2026-06-12T14:19:19,paris_match,20162,1775
2026-06-12T14:19:19,sud_ouest,0,529
2026-06-12T14:19:19,telerama,21828,109
2026-06-12T14:19:19,valeurs_actuelles,21743,194
2026-06-12T15:11:20,atlantico,548,44
2026-06-12T15:11:20,challenges,592,0
2026-06-12T15:11:20,l_opinion,400,192
2026-06-12T15:11:20,la_depeche,592,0
2026-06-12T15:11:20,le_capital,21992,8
2026-06-12T15:11:20,le_figaro,13425,8562
2026-06-12T15:11:20,le_journal_du_dimanche,21801,199
2026-06-12T15:11:20,le_monde,5029,11320
2026-06-12T15:11:20,le_nouvel_observateur,21558,442
2026-06-12T15:11:20,le_telegramme,591,1
2026-06-12T15:11:20,les_echos,21003,997
2026-06-12T15:11:20,nice_matin,20801,402
2026-06-12T15:11:20,paris_match,20217,1783
2026-06-12T15:11:20,sud_ouest,0,592
2026-06-12T15:11:20,telerama,21891,109
2026-06-12T15:11:20,valeurs_actuelles,21806,194
2026-06-12T16:11:08,atlantico,610,45
2026-06-12T16:11:08,challenges,655,0
2026-06-12T16:11:08,l_opinion,400,255
2026-06-12T16:11:08,la_depeche,655,0
2026-06-12T16:11:08,le_capital,22055,8
2026-06-12T16:11:08,le_figaro,13467,8583
2026-06-12T16:11:08,le_journal_du_dimanche,21863,200
2026-06-12T16:11:08,le_monde,5029,11383
2026-06-12T16:11:08,le_nouvel_observateur,21620,443
2026-06-12T16:11:08,le_telegramme,654,1
2026-06-12T16:11:08,les_echos,21056,1007
2026-06-12T16:11:08,nice_matin,20858,408
2026-06-12T16:11:08,paris_match,20280,1783
2026-06-12T16:11:08,sud_ouest,0,655
2026-06-12T16:11:08,telerama,21954,109
2026-06-12T16:11:08,valeurs_actuelles,21868,195
2026-06-12T16:57:44,atlantico,670,48
2026-06-12T16:57:44,challenges,718,0
2026-06-12T16:57:44,l_opinion,401,317
2026-06-12T16:57:44,la_depeche,718,0
2026-06-12T16:57:44,le_capital,22117,9
2026-06-12T16:57:44,le_figaro,13500,8613
2026-06-12T16:57:44,le_journal_du_dimanche,21926,200
2026-06-12T16:57:44,le_monde,5029,11446
2026-06-12T16:57:44,le_nouvel_observateur,21681,445
2026-06-12T16:57:44,le_telegramme,717,1
2026-06-12T16:57:44,les_echos,21103,1023
2026-06-12T16:57:44,nice_matin,20912,417
2026-06-12T16:57:44,paris_match,20334,1792
2026-06-12T16:57:44,sud_ouest,0,718
2026-06-12T16:57:44,telerama,22017,109
2026-06-12T16:57:44,valeurs_actuelles,21931,195
2026-06-12T17:39:02,atlantico,717,64
2026-06-12T17:39:02,challenges,781,0
2026-06-12T17:39:02,l_opinion,445,336
2026-06-12T17:39:02,la_depeche,781,0
2026-06-12T17:39:02,le_capital,22180,9
2026-06-12T17:39:02,le_figaro,13546,8630
2026-06-12T17:39:02,le_journal_du_dimanche,21989,200
2026-06-12T17:39:02,le_monde,5029,11509
2026-06-12T17:39:02,le_nouvel_observateur,21743,446
2026-06-12T17:39:02,le_telegramme,780,1
2026-06-12T17:39:02,les_echos,21153,1036
2026-06-12T17:39:02,nice_matin,20969,423
2026-06-12T17:39:02,paris_match,20392,1797
2026-06-12T17:39:02,sud_ouest,0,781
2026-06-12T17:39:02,telerama,22080,109
2026-06-12T17:39:02,valeurs_actuelles,21994,195
2026-06-12T17:52:00,atlantico,717,127
2026-06-12T17:52:00,challenges,844,0
2026-06-12T17:52:00,l_opinion,505,339
2026-06-12T17:52:00,la_depeche,844,0
2026-06-12T17:52:00,le_capital,22243,9
2026-06-12T17:52:00,le_figaro,13575,8664
2026-06-12T17:52:00,le_journal_du_dimanche,22052,200
2026-06-12T17:52:00,le_monde,5029,11572
2026-06-12T17:52:00,le_nouvel_observateur,21805,447
