horodatage,media,reussis,echecs
2026-06-13T08:39:23,les_echos,23931,1849
2026-06-13T08:39:23,nice_matin,24455,528
2026-06-13T08:39:23,paris_match,23719,2061
2026-06-13T08:39:23,sud_ouest,0,4372
2026-06-13T08:39:23,telerama,25652,128
2026-06-13T08:39:23,valeurs_actuelles,25570,210
2026-06-13T08:56:07,atlantico,717,3718
2026-06-13T08:56:07,challenges,3688,747
2026-06-13T08:56:07,l_opinion,3150,1285
2026-06-13T08:56:07,la_depeche,4429,6
2026-06-13T08:56:07,le_capital,25833,10
2026-06-13T08:56:07,le_figaro,15632,10198
2026-06-13T08:56:07,le_journal_du_dimanche,25594,249
2026-06-13T08:56:07,le_monde,5029,15163
2026-06-13T08:56:07,le_nouvel_observateur,25307,536
2026-06-13T08:56:07,le_telegramme,4424,11
2026-06-13T08:56:07,les_echos,23982,1861
2026-06-13T08:56:07,nice_matin,24517,529
2026-06-13T08:56:07,paris_match,23780,2063
2026-06-13T08:56:07,sud_ouest,0,4435
2026-06-13T08:56:07,telerama,25715,128
2026-06-13T08:56:07,valeurs_actuelles,25632,211
2026-06-13T09:11:22,atlantico,717,3781
2026-06-13T09:11:22,challenges,3749,749
2026-06-13T09:11:22,l_opinion,3195,1303
2026-06-13T09:11:22,la_depeche,4492,6
2026-06-13T09:11:22,le_capital,25896,10
2026-06-13T09:11:22,le_figaro,15656,10237
2026-06-13T09:11:22,le_journal_du_dimanche,25655,251
2026-06-13T09:11:22,le_monde,5029,15226
2026-06-13T09:11:22,le_nouvel_observateur,25367,539
2026-06-13T09:11:22,le_telegramme,4485,13
2026-06-13T09:11:22,les_echos,24028,1878
2026-06-13T09:11:22,nice_matin,24579,530
2026-06-13T09:11:22,paris_match,23836,2070
2026-06-13T09:11:22,sud_ouest,0,4498
2026-06-13T09:11:22,telerama,25778,128
2026-06-13T09:11:22,valeurs_actuelles,25694,212
2026-06-13T09:27:54,atlantico,717,3844
2026-06-13T09:27:54,challenges,3812,749
2026-06-13T09:27:54,l_opinion,3239,1322
2026-06-13T09:27:54,la_depeche,4555,6
2026-06-13T09:27:54,le_capital,25959,10
2026-06-13T09:27:54,le_figaro,15687,10269
2026-06-13T09:27:54,le_journal_du_dimanche,25718,251
2026-06-13T09:27:54,le_monde,5029,15289
2026-06-13T09:27:54,le_nouvel_observateur,25428,541
2026-06-13T09:27:54,le_telegramme,4548,13
2026-06-13T09:27:54,les_echos,24080,1889
2026-06-13T09:27:54,nice_matin,24642,530
2026-06-13T09:27:54,paris_match,23897,2072
2026-06-13T09:27:54,sud_ouest,0,4561
2026-06-13T09:27:54,telerama,25841,128
2026-06-13T09:27:54,valeurs_actuelles,25757,212
2026-06-13T09:43:30,atlantico,717,3907
2026-06-13T09:43:30,challenges,3873,751
2026-06-13T09:43:30,l_opinion,3301,1323
2026-06-13T09:43:30,la_depeche,4618,6
2026-06-13T09:43:30,le_capital,26022,10
2026-06-13T09:43:30,le_figaro,15730,10289
2026-06-13T09:43:30,le_journal_du_dimanche,25781,251
2026-06-13T09:43:30,le_monde,5029,15352
2026-06-13T09:43:30,le_nouvel_observateur,25491,541
2026-06-13T09:43:30,le_telegramme,4611,13
2026-06-13T09:43:30,les_echos,24127,1905
2026-06-13T09:43:30,nice_matin,24704,531
2026-06-13T09:43:30,paris_match,23957,2075
2026-06-13T09:43:30,sud_ouest,0,4624
2026-06-13T09:43:30,telerama,25904,128
2026-06-13T09:43:30,valeurs_actuelles,25819,213
2026-06-13T10:00:39,atlantico,717,3970
2026-06-13T10:00:39,challenges,3926,761
2026-06-13T10:00:39,l_opinion,3356,1331
2026-06-13T10:00:39,la_depeche,4681,6
2026-06-13T10:00:39,le_capital,26085,10
2026-06-13T10:00:39,le_figaro,15771,10311
2026-06-13T10:00:39,le_journal_du_dimanche,25844,251
2026-06-13T10:00:39,le_monde,5029,15415
2026-06-13T10:00:39,le_nouvel_observateur,25552,543
2026-06-13T10:00:39,le_telegramme,4674,13
2026-06-13T10:00:39,les_echos,24178,1917
2026-06-13T10:00:39,nice_matin,24767,531
2026-06-13T10:00:39,paris_match,24015,2080
2026-06-13T10:00:39,sud_ouest,0,4687
2026-06-13T10:00:39,telerama,25967,128
2026-06-13T10:00:39,valeurs_actuelles,25882,213
2026-06-13T10:14:39,atlantico,717,4033
2026-06-13T10:14:39,challenges,3989,761
2026-06-13T10:14:39,l_opinion,3417,1333
2026-06-13T10:14:39,la_depeche,4744,6
2026-06-13T10:14:39,le_capital,26148,10
2026-06-13T10:14:39,le_figaro,15795,10350
2026-06-13T10:14:39,le_journal_du_dimanche,25905,253
2026-06-13T10:14:39,le_monde,5029,15478
2026-06-13T10:14:39,le_nouvel_observateur,25615,543
2026-06-13T10:14:39,le_telegramme,4737,13
2026-06-13T10:14:39,les_echos,24230,1928
2026-06-13T10:14:39,nice_matin,24830,531
2026-06-13T10:14:39,paris_match,24073,2085
2026-06-13T10:14:39,sud_ouest,0,4750
2026-06-13T10:14:39,telerama,26030,128
2026-06-13T10:14:39,valeurs_actuelles,25945,213
2026-06-13T10:29:35,atlantico,717,4096
2026-06-13T10:29:35,challenges,4052,761
2026-06-13T10:29:35,l_opinion,3478,1335
2026-06-13T10:29:35,la_depeche,4807,6
2026-06-13T10:29:35,le_capital,26211,10
2026-06-13T10:29:35,le_figaro,15822,10386
2026-06-13T10:29:35,le_journal_du_dimanche,25968,253
2026-06-13T10:29:35,le_monde,5029,15541
2026-06-13T10:29:35,le_nouvel_observateur,25675,546
2026-06-13T10:29:35,le_telegramme,4800,13
2026-06-13T10:29:35,les_echos,24283,1938
2026-06-13T10:29:35,nice_matin,24893,531
2026-06-13T10:29:35,paris_match,24134,2087
2026-06-13T10:29:35,sud_ouest,0,4813
2026-06-13T10:29:35,telerama,26093,128
2026-06-13T10:29:35,valeurs_actuelles,26007,214
2026-06-13T10:44:23,atlantico,717,4159
2026-06-13T10:44:23,challenges,4103,773
2026-06-13T10:44:23,l_opinion,3536,1340
2026-06-13T10:44:23,la_depeche,4870,6
2026-06-13T10:44:23,le_capital,26274,10
2026-06-13T10:44:23,le_figaro,15855,10416
2026-06-13T10:44:23,le_journal_du_dimanche,26031,253
2026-06-13T10:44:23,le_monde,5029,15604
2026-06-13T10:44:23,le_nouvel_observateur,25737,547
2026-06-13T10:44:23,le_telegramme,4863,13
2026-06-13T10:44:23,les_echos,24320,1964
2026-06-13T10:44:23,nice_matin,24956,531
2026-06-13T10:44:23,paris_match,24192,2092
2026-06-13T10:44:23,sud_ouest,0,4876
2026-06-13T10:44:23,telerama,26156,128
2026-06-13T10:44:23,valeurs_actuelles,26070,214
2026-06-13T10:58:43,atlantico,717,4222
2026-06-13T10:58:43,challenges,4166,773
2026-06-13T10:58:43,l_opinion,3597,1342
2026-06-13T10:58:43,la_depeche,4933,6
2026-06-13T10:58:43,le_capital,26337,10
2026-06-13T10:58:43,le_figaro,15888,10446
2026-06-13T10:58:43,le_journal_du_dimanche,26093,254
2026-06-13T10:58:43,le_monde,5029,15667
2026-06-13T10:58:43,le_nouvel_observateur,25799,548
2026-06-13T10:58:43,le_telegramme,4926,13
2026-06-13T10:58:43,les_echos,24357,1990
2026-06-13T10:58:43,nice_matin,25017,533
2026-06-13T10:58:43,paris_match,24252,2095
2026-06-13T10:58:43,sud_ouest,0,4939
2026-06-13T10:58:43,telerama,26219,128
2026-06-13T10:58:43,valeurs_actuelles,26133,214
2026-06-13T11:12:21,atlantico,717,4285
2026-06-13T11:12:21,challenges,4229,773
2026-06-13T11:12:21,l_opinion,3655,1347
2026-06-13T11:12:21,la_depeche,4995,7
2026-06-13T11:12:21,le_capital,26400,10
2026-06-13T11:12:21,le_figaro,15927,10470
2026-06-13T11:12:21,le_journal_du_dimanche,26156,254
2026-06-13T11:12:21,le_monde,5029,15730
2026-06-13T11:12:21,le_nouvel_observateur,25861,549
2026-06-13T11:12:21,le_telegramme,4989,13
2026-06-13T11:12:21,les_echos,24403,2007
2026-06-13T11:12:21,nice_matin,25080,533
2026-06-13T11:12:21,paris_match,24313,2097
2026-06-13T11:12:21,sud_ouest,0,5002
2026-06-13T11:12:21,telerama,26282,128
2026-06-13T11:12:21,valeurs_actuelles,26195,215
2026-06-13T11:26:20,atlantico,717,4348
2026-06-13T11:26:20,challenges,4284,781
2026-06-13T11:26:20,l_opinion,3716,1349
2026-06-13T11:26:20,la_depeche,5058,7
2026-06-13T11:26:20,le_capital,26463,10
2026-06-13T11:26:20,le_figaro,15971,10489
2026-06-13T11:26:20,le_journal_du_dimanche,26219,254
2026-06-13T11:26:20,le_monde,5029,15793
2026-06-13T11:26:20,le_nouvel_observateur,25919,554
2026-06-13T11:26:20,le_telegramme,5049,16
2026-06-13T11:26:20,les_echos,24445,2028
2026-06-13T11:26:20,nice_matin,25143,533
2026-06-13T11:26:20,paris_match,24373,2100
2026-06-13T11:26:20,sud_ouest,0,5065
2026-06-13T11:26:20,telerama,26345,128
2026-06-13T11:26:20,valeurs_actuelles,26257,216
2026-06-13T11:39:17,atlantico,717,4411
2026-06-13T11:39:17,challenges,4341,787
2026-06-13T11:39:17,l_opinion,3777,1351
2026-06-13T11:39:17,la_depeche,5121,7
2026-06-13T11:39:17,le_capital,26526,10
2026-06-13T11:39:17,le_figaro,16010,10513
2026-06-13T11:39:17,le_journal_du_dimanche,26282,254
2026-06-13T11:39:17,le_monde,5029,15856
2026-06-13T11:39:17,le_nouvel_observateur,25980,556
2026-06-13T11:39:17,le_telegramme,5111,17
2026-06-13T11:39:17,les_echos,24483,2053
2026-06-13T11:39:17,nice_matin,25206,533
2026-06-13T11:39:17,paris_match,24430,2106
2026-06-13T11:39:17,sud_ouest,0,5128
2026-06-13T11:39:17,telerama,26408,128
2026-06-13T11:39:17,valeurs_actuelles,26320,216
2026-06-13T11:52:16,atlantico,717,4474
2026-06-13T11:52:16,challenges,4404,787
2026-06-13T11:52:16,l_opinion,3829,1362
2026-06-13T11:52:16,la_depeche,5184,7
2026-06-13T11:52:16,le_capital,26589,10
2026-06-13T11:52:16,le_figaro,16043,10543
2026-06-13T11:52:16,le_journal_du_dimanche,26344,255
2026-06-13T11:52:16,le_monde,5029,15919
2026-06-13T11:52:16,le_nouvel_observateur,26043,556
2026-06-13T11:52:16,le_telegramme,5174,17
2026-06-13T11:52:16,les_echos,24518,2081
2026-06-13T11:52:16,nice_matin,25269,533
2026-06-13T11:52:16,paris_match,24492,2107
2026-06-13T11:52:16,sud_ouest,0,5191
2026-06-13T11:52:16,telerama,26471,128
2026-06-13T11:52:16,valeurs_actuelles,26383,216
2026-06-13T12:05:41,atlantico,717,4537
2026-06-13T12:05:41,challenges,4467,787
2026-06-13T12:05:41,l_opinion,3890,1364
2026-06-13T12:05:41,la_depeche,5247,7
2026-06-13T12:05:41,le_capital,26652,10
2026-06-13T12:05:41,le_figaro,16076,10573
2026-06-13T12:05:41,le_journal_du_dimanche,26407,255
2026-06-13T12:05:41,le_monde,5029,15982
2026-06-13T12:05:41,le_nouvel_observateur,26105,557
2026-06-13T12:05:41,le_telegramme,5237,17
2026-06-13T12:05:41,les_echos,24551,2111
2026-06-13T12:05:41,nice_matin,25332,533
2026-06-13T12:05:41,paris_match,24551,2111
2026-06-13T12:05:41,sud_ouest,0,5254
2026-06-13T12:05:41,telerama,26534,128
2026-06-13T12:05:41,valeurs_actuelles,26445,217
2026-06-13T12:20:33,atlantico,717,4600
2026-06-13T12:20:33,challenges,4519,798
2026-06-13T12:20:33,l_opinion,3900,1417
2026-06-13T12:20:33,la_depeche,5310,7
2026-06-13T12:20:33,le_capital,26715,10
2026-06-13T12:20:33,le_figaro,16122,10590
2026-06-13T12:20:33,le_journal_du_dimanche,26470,255
2026-06-13T12:20:33,le_monde,5029,16045
2026-06-13T12:20:33,le_nouvel_observateur,26167,558
2026-06-13T12:20:33,le_telegramme,5300,17
2026-06-13T12:20:33,les_echos,24594,2131
2026-06-13T12:20:33,nice_matin,25395,533
2026-06-13T12:20:33,paris_match,24611,2114
2026-06-13T12:20:33,sud_ouest,0,5317
2026-06-13T12:20:33,telerama,26597,128
2026-06-13T12:20:33,valeurs_actuelles,26508,217
2026-06-13T12:34:00,atlantico,717,4663
2026-06-13T12:34:00,challenges,4576,804
2026-06-13T12:34:00,l_opinion,3900,1480
2026-06-13T12:34:00,la_depeche,5373,7
2026-06-13T12:34:00,le_capital,26778,10
2026-06-13T12:34:00,le_figaro,16157,10618
2026-06-13T12:34:00,le_journal_du_dimanche,26533,255
2026-06-13T12:34:00,le_monde,5029,16108
2026-06-13T12:34:00,le_nouvel_observateur,26227,561
2026-06-13T12:34:00,le_telegramme,5363,17
2026-06-13T12:34:00,les_echos,24637,2151
2026-06-13T12:34:00,nice_matin,25458,533
2026-06-13T12:34:00,paris_match,24670,2118
2026-06-13T12:34:00,sud_ouest,0,5380
2026-06-13T12:34:00,telerama,26660,128
2026-06-13T12:34:00,valeurs_actuelles,26571,217
2026-06-13T12:47:50,atlantico,717,4726
2026-06-13T12:47:50,challenges,4639,804
2026-06-13T12:47:50,l_opinion,3902,1541
2026-06-13T12:47:50,la_depeche,5435,8
2026-06-13T12:47:50,le_capital,26841,10
2026-06-13T12:47:50,le_figaro,16198,10640
2026-06-13T12:47:50,le_journal_du_dimanche,26595,256
2026-06-13T12:47:50,le_monde,5029,16171
2026-06-13T12:47:50,le_nouvel_observateur,26289,562
2026-06-13T12:47:50,le_telegramme,5426,17
2026-06-13T12:47:50,les_echos,24682,2169
2026-06-13T12:47:50,nice_matin,25521,533
2026-06-13T12:47:50,paris_match,24727,2124
2026-06-13T12:47:50,sud_ouest,0,5443
2026-06-13T12:47:50,telerama,26723,128
2026-06-13T12:47:50,valeurs_actuelles,26632,219
2026-06-13T13:00:58,atlantico,717,4789
2026-06-13T13:00:58,challenges,4702,804
2026-06-13T13:00:58,l_opinion,3954,1552
2026-06-13T13:00:58,la_depeche,5498,8
2026-06-13T13:00:58,le_capital,26904,10
2026-06-13T13:00:58,le_figaro,16242,10659
2026-06-13T13:00:58,le_journal_du_dimanche,26658,256
2026-06-13T13:00:58,le_monde,5029,16234
2026-06-13T13:00:58,le_nouvel_observateur,26351,563
2026-06-13T13:00:58,le_telegramme,5489,17
2026-06-13T13:00:58,les_echos,24732,2182
2026-06-13T13:00:58,nice_matin,25584,533
2026-06-13T13:00:58,paris_match,24769,2145
2026-06-13T13:00:58,sud_ouest,0,5506
2026-06-13T13:00:58,telerama,26786,128
2026-06-13T13:00:58,valeurs_actuelles,26694,220
2026-06-13T13:15:27,atlantico,717,4852
2026-06-13T13:15:27,challenges,4762,807
2026-06-13T13:15:27,l_opinion,4011,1558
2026-06-13T13:15:27,la_depeche,5561,8
2026-06-13T13:15:27,le_capital,26967,10
2026-06-13T13:15:27,le_figaro,16271,10693
2026-06-13T13:15:27,le_journal_du_dimanche,26721,256
2026-06-13T13:15:27,le_monde,5029,16297
2026-06-13T13:15:27,le_nouvel_observateur,26414,563
2026-06-13T13:15:27,le_telegramme,5552,17
2026-06-13T13:15:27,les_echos,24769,2208
2026-06-13T13:15:27,nice_matin,25647,533
2026-06-13T13:15:27,paris_match,24823,2154
2026-06-13T13:15:27,sud_ouest,0,5569
2026-06-13T13:15:27,telerama,26849,128
2026-06-13T13:15:27,valeurs_actuelles,26757,220
2026-06-13T13:28:57,atlantico,717,4915
2026-06-13T13:28:57,challenges,4818,814
2026-06-13T13:28:57,l_opinion,4070,1562
2026-06-13T13:28:57,la_depeche,5624,8
2026-06-13T13:28:57,le_capital,27030,10
2026-06-13T13:28:57,le_figaro,16309,10718
2026-06-13T13:28:57,le_journal_du_dimanche,26783,257
2026-06-13T13:28:57,le_monde,5029,16360
2026-06-13T13:28:57,le_nouvel_observateur,26476,564
2026-06-13T13:28:57,le_telegramme,5615,17
2026-06-13T13:28:57,les_echos,24803,2237
2026-06-13T13:28:57,nice_matin,25710,533
2026-06-13T13:28:57,paris_match,24879,2161
2026-06-13T13:28:57,sud_ouest,0,5632
2026-06-13T13:28:57,telerama,26912,128
2026-06-13T13:28:57,valeurs_actuelles,26820,220
2026-06-13T13:42:01,atlantico,717,4978
2026-06-13T13:42:01,challenges,4881,814
2026-06-13T13:42:01,l_opinion,4130,1565
2026-06-13T13:42:01,la_depeche,5687,8
2026-06-13T13:42:01,le_capital,27093,10
2026-06-13T13:42:01,le_figaro,16340,10750
2026-06-13T13:42:01,le_journal_du_dimanche,26846,257
2026-06-13T13:42:01,le_monde,5029,16423
2026-06-13T13:42:01,le_nouvel_observateur,26538,565
2026-06-13T13:42:01,le_telegramme,5678,17
2026-06-13T13:42:01,les_echos,24845,2258
2026-06-13T13:42:01,nice_matin,25773,533
2026-06-13T13:42:01,paris_match,24936,2167
2026-06-13T13:42:01,sud_ouest,0,5695
2026-06-13T13:42:01,telerama,26975,128
2026-06-13T13:42:01,valeurs_actuelles,26883,220
2026-06-13T13:56:18,atlantico,717,5041
2026-06-13T13:56:18,challenges,4944,814
2026-06-13T13:56:18,l_opinion,4190,1568
2026-06-13T13:56:18,la_depeche,5750,8
2026-06-13T13:56:18,le_capital,27156,10
2026-06-13T13:56:18,le_figaro,16375,10778
2026-06-13T13:56:18,le_journal_du_dimanche,26909,257
2026-06-13T13:56:18,le_monde,5029,16486
2026-06-13T13:56:18,le_nouvel_observateur,26599,567
2026-06-13T13:56:18,le_telegramme,5741,17
2026-06-13T13:56:18,les_echos,24884,2282
2026-06-13T13:56:18,nice_matin,25836,533
2026-06-13T13:56:18,paris_match,24995,2171
2026-06-13T13:56:18,sud_ouest,0,5758
2026-06-13T13:56:18,telerama,27038,128
2026-06-13T13:56:18,valeurs_actuelles,26945,221
2026-06-13T14:12:03,atlantico,717,5104
2026-06-13T14:12:03,challenges,4990,831
2026-06-13T14:12:03,l_opinion,4249,1572
2026-06-13T14:12:03,la_depeche,5812,9
2026-06-13T14:12:03,le_capital,27219,10
2026-06-13T14:12:03,le_figaro,16412,10804
2026-06-13T14:12:03,le_journal_du_dimanche,26972,257
2026-06-13T14:12:03,le_monde,5029,16549
2026-06-13T14:12:03,le_nouvel_observateur,26662,567
2026-06-13T14:12:03,le_telegramme,5804,17
2026-06-13T14:12:03,les_echos,24929,2300
2026-06-13T14:12:03,nice_matin,25899,533
2026-06-13T14:12:03,paris_match,25057,2172
2026-06-13T14:12:03,sud_ouest,0,5821
2026-06-13T14:12:03,telerama,27101,128
2026-06-13T14:12:03,valeurs_actuelles,27004,225
2026-06-13T14:26:58,atlantico,717,5167
2026-06-13T14:26:58,challenges,5053,831
2026-06-13T14:26:58,l_opinion,4309,1575
2026-06-13T14:26:58,la_depeche,5874,10
2026-06-13T14:26:58,le_capital,27282,10
2026-06-13T14:26:58,le_figaro,16461,10818
2026-06-13T14:26:58,le_journal_du_dimanche,27034,258
2026-06-13T14:26:58,le_monde,5029,16612
2026-06-13T14:26:58,le_nouvel_observateur,26723,569
2026-06-13T14:26:58,le_telegramme,5867,17
2026-06-13T14:26:58,les_echos,24976,2316
2026-06-13T14:26:58,nice_matin,25961,534
2026-06-13T14:26:58,paris_match,25116,2176
2026-06-13T14:26:58,sud_ouest,0,5884
2026-06-13T14:26:58,telerama,27164,128
2026-06-13T14:26:58,valeurs_actuelles,27064,228
2026-06-13T14:41:33,atlantico,717,5230
2026-06-13T14:41:33,challenges,5116,831
2026-06-13T14:41:33,l_opinion,4368,1579
2026-06-13T14:41:33,la_depeche,5937,10
2026-06-13T14:41:33,le_capital,27345,10
2026-06-13T14:41:33,le_figaro,16490,10852
2026-06-13T14:41:33,le_journal_du_dimanche,27097,258
2026-06-13T14:41:33,le_monde,5029,16675
2026-06-13T14:41:33,le_nouvel_observateur,26784,571
2026-06-13T14:41:33,le_telegramme,5930,17
2026-06-13T14:41:33,les_echos,25026,2329
2026-06-13T14:41:33,nice_matin,26024,534
2026-06-13T14:41:33,paris_match,25172,2183
2026-06-13T14:41:33,sud_ouest,0,5947
2026-06-13T14:41:33,telerama,27227,128
2026-06-13T14:41:33,valeurs_actuelles,27125,230
2026-06-13T14:57:41,atlantico,717,5293
2026-06-13T14:57:41,challenges,5179,831
2026-06-13T14:57:41,l_opinion,4426,1584
2026-06-13T14:57:41,la_depeche,6000,10
2026-06-13T14:57:41,le_capital,27408,10
2026-06-13T14:57:41,le_figaro,16520,10885
2026-06-13T14:57:41,le_journal_du_dimanche,27160,258
2026-06-13T14:57:41,le_monde,5029,16738
2026-06-13T14:57:41,le_nouvel_observateur,26843,575
2026-06-13T14:57:41,le_telegramme,5993,17
2026-06-13T14:57:41,les_echos,25081,2337
2026-06-13T14:57:41,nice_matin,26086,535
2026-06-13T14:57:41,paris_match,25234,2184
2026-06-13T14:57:41,sud_ouest,0,6010
2026-06-13T14:57:41,telerama,27290,128
2026-06-13T14:57:41,valeurs_actuelles,27188,230
2026-06-13T15:11:40,atlantico,717,5356
2026-06-13T15:11:40,challenges,5242,831
2026-06-13T15:11:40,l_opinion,4484,1589
2026-06-13T15:11:40,la_depeche,6063,10
2026-06-13T15:11:40,le_capital,27471,10
2026-06-13T15:11:40,le_figaro,16557,10911
2026-06-13T15:11:40,le_journal_du_dimanche,27221,260
2026-06-13T15:11:40,le_monde,5029,16801
2026-06-13T15:11:40,le_nouvel_observateur,26905,576
2026-06-13T15:11:40,le_telegramme,6056,17
2026-06-13T15:11:40,les_echos,25130,2351
2026-06-13T15:11:40,nice_matin,26149,535
2026-06-13T15:11:40,paris_match,25294,2187
2026-06-13T15:11:40,sud_ouest,0,6073
2026-06-13T15:11:40,telerama,27353,128
2026-06-13T15:11:40,valeurs_actuelles,27251,230
2026-06-13T15:26:29,atlantico,717,5419
2026-06-13T15:26:29,challenges,5289,847
2026-06-13T15:26:29,l_opinion,4540,1596
2026-06-13T15:26:29,la_depeche,6126,10
2026-06-13T15:26:29,le_capital,27534,10
2026-06-13T15:26:29,le_figaro,16592,10939
2026-06-13T15:26:29,le_journal_du_dimanche,27284,260
2026-06-13T15:26:29,le_monde,5029,16864
2026-06-13T15:26:29,le_nouvel_observateur,26967,577
2026-06-13T15:26:29,le_telegramme,6119,17
2026-06-13T15:26:29,les_echos,25173,2371
2026-06-13T15:26:29,nice_matin,26212,535
2026-06-13T15:26:29,paris_match,25354,2190
2026-06-13T15:26:29,sud_ouest,0,6136
2026-06-13T15:26:29,telerama,27416,128
2026-06-13T15:26:29,valeurs_actuelles,27313,231
2026-06-13T15:42:44,atlantico,717,5482
2026-06-13T15:42:44,challenges,5352,847
2026-06-13T15:42:44,l_opinion,4569,1630
2026-06-13T15:42:44,la_depeche,6189,10
2026-06-13T15:42:44,le_capital,27597,10
2026-06-13T15:42:44,le_figaro,16633,10961
2026-06-13T15:42:44,le_journal_du_dimanche,27347,260
2026-06-13T15:42:44,le_monde,5029,16927
2026-06-13T15:42:44,le_nouvel_observateur,27029,578
2026-06-13T15:42:44,le_telegramme,6182,17
2026-06-13T15:42:44,les_echos,25219,2388
2026-06-13T15:42:44,nice_matin,26275,535
2026-06-13T15:42:44,paris_match,25414,2193
2026-06-13T15:42:44,sud_ouest,0,6199
2026-06-13T15:42:44,telerama,27479,128
2026-06-13T15:42:44,valeurs_actuelles,27374,233
2026-06-13T15:59:18,atlantico,717,5545
2026-06-13T15:59:18,challenges,5415,847
2026-06-13T15:59:18,l_opinion,4569,1693
2026-06-13T15:59:18,la_depeche,6252,10
2026-06-13T15:59:18,le_capital,27660,10
2026-06-13T15:59:18,le_figaro,16666,10991
2026-06-13T15:59:18,le_journal_du_dimanche,27409,261
2026-06-13T15:59:18,le_monde,5029,16990
2026-06-13T15:59:18,le_nouvel_observateur,27091,579
2026-06-13T15:59:18,le_telegramme,6243,19
2026-06-13T15:59:18,les_echos,25260,2410
2026-06-13T15:59:18,nice_matin,26338,535
2026-06-13T15:59:18,paris_match,25471,2199
2026-06-13T15:59:18,sud_ouest,0,6262
2026-06-13T15:59:18,telerama,27542,128
2026-06-13T15:59:18,valeurs_actuelles,27437,233
2026-06-13T16:17:14,atlantico,717,5608
2026-06-13T16:17:14,challenges,5478,847
2026-06-13T16:17:14,l_opinion,4570,1755
2026-06-13T16:17:14,la_depeche,6315,10
2026-06-13T16:17:14,le_capital,27723,10
2026-06-13T16:17:14,le_figaro,16705,11015
2026-06-13T16:17:14,le_journal_du_dimanche,27472,261
2026-06-13T16:17:14,le_monde,5029,17053
2026-06-13T16:17:14,le_nouvel_observateur,27154,579
2026-06-13T16:17:14,le_telegramme,6306,19
2026-06-13T16:17:14,les_echos,25297,2436
2026-06-13T16:17:14,nice_matin,26401,535
2026-06-13T16:17:14,paris_match,25529,2204
2026-06-13T16:17:14,sud_ouest,0,6325
2026-06-13T16:17:14,telerama,27605,128
2026-06-13T16:17:14,valeurs_actuelles,27500,233
2026-06-13T16:36:58,atlantico,717,5671
2026-06-13T16:36:58,challenges,5528,860
2026-06-13T16:36:58,l_opinion,4609,1779
2026-06-13T16:36:58,la_depeche,6378,10
2026-06-13T16:36:58,le_capital,27786,10
2026-06-13T16:36:58,le_figaro,16742,11041
2026-06-13T16:36:58,le_journal_du_dimanche,27535,261
2026-06-13T16:36:58,le_monde,5029,17116
2026-06-13T16:36:58,le_nouvel_observateur,27216,580
2026-06-13T16:36:58,le_telegramme,6369,19
2026-06-13T16:36:58,les_echos,25338,2458
2026-06-13T16:36:58,nice_matin,26464,535
2026-06-13T16:36:58,paris_match,25588,2208
2026-06-13T16:36:58,sud_ouest,0,6388
2026-06-13T16:36:58,telerama,27668,128
2026-06-13T16:36:58,valeurs_actuelles,27562,234
2026-06-13T16:58:12,atlantico,717,5734
2026-06-13T16:58:12,challenges,5591,860
2026-06-13T16:58:12,l_opinion,4668,1783
2026-06-13T16:58:12,la_depeche,6441,10
2026-06-13T16:58:12,le_capital,27849,10
2026-06-13T16:58:12,le_figaro,16775,11071
2026-06-13T16:58:12,le_journal_du_dimanche,27596,263
2026-06-13T16:58:12,le_monde,5029,17179
2026-06-13T16:58:12,le_nouvel_observateur,27277,582
2026-06-13T16:58:12,le_telegramme,6432,19
2026-06-13T16:58:12,les_echos,25380,2479
2026-06-13T16:58:12,nice_matin,26527,535
2026-06-13T16:58:12,paris_match,25649,2210
2026-06-13T16:58:12,sud_ouest,0,6451
2026-06-13T16:58:12,telerama,27731,128
2026-06-13T16:58:12,valeurs_actuelles,27625,234
2026-06-13T17:24:23,atlantico,717,5797
2026-06-13T17:24:23,challenges,5654,860
2026-06-13T17:24:23,l_opinion,4729,1785
2026-06-13T17:24:23,la_depeche,6502,12
2026-06-13T17:24:23,le_capital,27912,10
2026-06-13T17:24:23,le_figaro,16802,11107
2026-06-13T17:24:23,le_journal_du_dimanche,27659,263
2026-06-13T17:24:23,le_monde,5029,17242
2026-06-13T17:24:23,le_nouvel_observateur,27339,583
2026-06-13T17:24:23,le_telegramme,6494,20
2026-06-13T17:24:23,les_echos,25425,2497
2026-06-13T17:24:23,nice_matin,26590,535
2026-06-13T17:24:23,paris_match,25705,2217
2026-06-13T17:24:23,sud_ouest,0,6514
2026-06-13T17:24:23,telerama,27794,128
2026-06-13T17:24:23,valeurs_actuelles,27688,234
2026-06-13T17:47:18,atlantico,717,5860
2026-06-13T17:47:18,challenges,5717,860
2026-06-13T17:47:18,l_opinion,4788,1789
2026-06-13T17:47:18,la_depeche,6565,12
2026-06-13T17:47:18,le_capital,27975,10
2026-06-13T17:47:18,le_figaro,16852,11120
2026-06-13T17:47:18,le_journal_du_dimanche,27722,263
2026-06-13T17:47:18,le_monde,5029,17305
2026-06-13T17:47:18,le_nouvel_observateur,27401,584
2026-06-13T17:47:18,le_telegramme,6557,20
2026-06-13T17:47:18,les_echos,25472,2513
2026-06-13T17:47:18,nice_matin,26652,536
2026-06-13T17:47:18,paris_match,25765,2220
