date,20minutes,atlantico,bfmtv,challenges,cnews,francesoir,gala,l_opinion,la_croix,la_depeche,laprovence,latribune,le_capital,le_courrier_de_l_ouest,le_journal_du_dimanche,le_maine_libre,le_marin,le_nouvel_observateur,le_telegramme,leparisien,marianne,midilibre,nice_matin,ouest_france2,paris_match,paris_normandie,presse_ocean,sud_ouest,telerama,valeurs_actuelles,voici,voiles_et_voiliers,lemonde,lefigaro,lesechos,mediapart
20160807,14711,1977,6243,0,10425,7350,1484,2951,7045,114911,31474,2598,0,1961,34590,730,0,0,0,69195,0,19467,24127,141953,13803,0,722,21637,6049,0,332,1336,38267,63953,9325,8964
20160808,31665,6727,23436,10789,12144,18847,9300,4656,12939,117712,48395,12302,6228,2402,8742,2093,3461,0,0,74184,1678,46443,28196,218704,28728,0,1481,79342,8330,3938,2612,139,82493,106767,51999,5863
20160809,38646,3865,24667,11415,10563,19811,11675,5768,16095,155970,48163,15111,8036,3791,9836,1079,1917,0,0,73933,1351,37776,388,206246,31505,0,1735,92292,4774,4597,2834,1434,87057,116708,46242,5021
20160810,36818,3841,23465,7508,12057,17707,12206,4146,16259,159290,53591,16729,3740,3353,10460,1034,3122,0,0,76925,1334,44655,15218,217854,21963,0,1429,84115,10836,2375,4207,1520,72346,111524,53014,8368
20160811,35116,3678,25463,10522,10723,20265,12912,3603,11641,162243,51167,13097,2724,2757,8688,1378,1503,0,0,56285,0,46711,25493,215695,26751,0,2378,91822,9035,4925,2786,3637,89074,106625,49783,6872
20160812,40007,9308,22661,10031,16225,15917,13635,1223,27188,162425,42338,14139,10766,2744,7506,1312,1578,0,0,79275,2213,40979,28835,330503,25598,0,1732,101568,8371,2720,1995,198,98505,135411,39943,7815
20160813,17626,4251,10235,1494,6068,10393,2642,1392,8577,138717,34869,2600,0,1645,6717,1310,0,0,0,80404,1237,23641,85405,193347,14259,0,1605,74407,5009,0,1243,1121,51045,62408,7440,2084
20160814,14019,2060,8147,1041,10041,8248,2179,1305,8762,108570,35752,1474,1459,1826,39882,742,0,0,0,72519,1882,26925,47389,163442,13023,0,385,28102,5577,0,910,0,32321,54958,4428,8125
20160815,16545,2468,12429,720,8732,9001,2669,4709,15852,95910,29663,3402,4542,1531,8022,816,0,0,0,79148,397,29143,61352,208295,20908,0,1936,75125,4070,0,2851,1059,64142,79799,8783,6075
20160816,35575,4587,28723,15835,15810,21835,10558,5110,10535,154914,42019,9674,5770,2433,7078,1146,1598,0,0,70098,1887,29553,39967,211465,23249,0,1705,95568,9520,3081,1813,1074,84434,109324,51164,3613
20160817,38430,4055,29314,15012,13367,21226,12941,5437,15457,163874,43070,10094,7855,2813,9229,1613,2132,0,0,76965,1228,52015,3727,202621,29501,0,2280,87666,10549,3072,2488,1154,91175,117599,54223,8106
20160818,33766,4957,27660,9488,17010,21876,11563,3319,12473,164745,34090,13038,5869,3502,6430,1795,2471,0,0,80081,686,34818,1242,216297,24880,0,1832,93826,7532,2825,2454,493,78834,107999,46353,1027
20160819,32993,13224,25398,13245,10837,22228,10754,1849,14627,172012,46053,11949,7097,4100,6625,1109,1498,0,0,79252,2861,41003,2703,221891,29243,0,3189,98872,9080,3880,3620,1439,102657,138575,42437,3834
20160820,12903,2011,14450,5768,7586,7446,2821,1183,6449,132943,38779,3750,0,4205,9201,1508,0,0,0,80721,673,20887,2025,206939,11934,0,1776,82094,7879,0,0,0,52107,51369,10585,1541
20160821,14942,2966,11257,4590,8718,6595,2159,3454,9343,112821,42537,3495,0,4945,42102,792,0,0,0,66795,1684,19083,18624,166778,11470,0,929,30672,5719,0,1051,0,28561,62923,17184,4162
20160822,40505,6009,32994,9382,11331,22061,10691,5421,14134,117093,48981,10779,6100,2459,5567,1024,1357,0,0,74141,1564,42973,42188,220503,26022,0,1877,81241,10172,2107,2538,907,92905,115267,54227,4381
20160823,40454,7326,32801,16781,14600,21952,11577,6601,12447,173872,45733,15205,4613,3501,7709,1353,2233,0,0,72567,1599,32048,56998,215210,16250,0,3285,93152,10304,1993,3843,0,78086,121742,54801,3671
20160824,39872,5845,33291,12174,13043,22130,10594,5466,15260,170430,53055,11439,5742,4130,10246,1958,3558,0,0,71995,1041,41290,42404,221846,30363,0,2392,96364,14797,1346,5112,1357,76545,121351,58799,4110
20160825,49965,6076,29679,12914,14944,21962,9480,7087,23762,159983,44488,15861,12363,3892,8772,1708,2687,0,0,77234,1319,36884,64355,225030,16315,0,2694,91980,8650,5044,4876,160,107572,107945,56754,13569
20160826,41723,14464,34047,16703,17589,21197,8310,3164,28510,175348,39680,19858,7091,3641,6362,2598,2789,0,0,25270,1875,41106,59983,228368,26233,0,1655,99196,9028,2833,3950,1082,89087,132516,69488,4003
20160827,13093,3464,15261,11402,12317,9250,1546,1071,5164,128670,30822,7003,414,2098,7219,1952,0,0,0,78975,2065,19528,48796,207919,12308,0,2498,7083,11255,0,2051,144,44767,43727,12915,9416
20160828,17484,3312,9882,9115,7579,7931,1459,3223,8768,116381,38846,4798,0,4051,41187,634,0,0,0,75940,593,24853,31764,173974,7569,0,1203,5480,5667,0,893,1230,23577,57023,12447,3752
20160829,42441,5416,33446,10725,15703,17638,8656,12490,20162,132686,52103,12598,5698,4104,9791,1452,2940,0,0,69906,548,36960,48755,223531,21003,0,880,61498,12580,5172,2140,105,101364,122257,52978,2587
20160830,43962,6914,41072,12399,11264,25136,12339,7434,14236,182021,37512,18318,8080,4134,9273,1993,2309,0,0,79286,2692,36072,55544,200937,22864,0,1560,86501,10939,5404,2849,898,88524,131301,56693,3157
20160831,48113,6402,37392,12970,12565,20782,13082,12900,18597,187763,44313,27663,11475,4031,7679,1556,2020,0,0,52700,2702,40331,59234,227127,27333,0,1861,96359,14859,2345,3630,0,104622,132430,69195,4199
20160901,56382,6785,35844,18568,10191,19645,10753,5072,30560,189672,43864,19012,11708,3566,8222,2446,4313,21434,0,71287,2708,42504,65050,217493,23823,0,2355,107335,15907,7418,1502,680,99458,145368,66055,2314
20160902,41543,13670,29394,12599,12031,15152,9833,4112,18424,186917,36964,19433,7879,4440,9673,2680,4478,23079,0,50144,1593,48465,45672,210909,20566,0,2364,108711,17495,5392,3137,148,112034,141974,82068,1830
20160903,15010,3893,15438,11427,10803,7650,3360,2302,6443,153050,37146,4655,1049,3807,11391,1900,0,17919,0,73842,2408,23231,57500,201856,16144,0,429,92362,14003,0,0,1339,61072,46685,12945,3586
20160904,27014,2773,14509,5169,14332,7532,2452,3818,13952,119804,31228,4639,664,5003,44394,1830,0,16007,0,76289,0,26074,27620,188398,12129,0,1136,34395,6690,0,0,0,33719,68429,23463,5566
20160905,52130,6545,32009,13999,15027,22040,10454,6362,21890,159733,48698,18562,5991,5084,10451,2357,2951,22604,0,45309,680,46236,55642,222023,25083,0,2902,116343,14574,12510,4075,1548,99008,125070,87106,4026
20160906,47225,6305,31476,11363,14597,21130,9425,7170,22716,210686,41896,17160,9109,3744,8037,2194,3142,29455,0,26732,1686,52006,59441,206499,28249,0,4249,109310,13901,3778,3917,1657,103403,133142,72558,4515
20160907,60713,6297,29727,14327,16984,21573,16309,8041,17312,198245,42703,20296,10677,6450,6798,2600,2551,28120,0,72749,0,39579,58459,211114,20186,0,2901,110722,16364,4173,5590,1067,95752,145861,81147,11420
20160908,53462,6927,35146,13362,16623,25394,9500,10815,18185,203967,52309,20919,9306,4267,7564,2677,2148,24162,0,72603,884,42701,63423,219940,28973,0,3830,116010,13452,3769,3902,1389,126436,149931,77463,14494
20160909,45258,12863,30862,11072,15770,21281,10176,3094,27222,223456,48021,20169,6163,7624,8462,3687,1758,18452,0,50639,2590,43746,8196,233406,24748,0,4492,123578,22573,6386,3482,2365,106295,146793,100198,6505
20160910,13860,2522,16602,5331,13238,8481,2415,1220,6439,169772,37157,8107,0,3801,8794,1661,0,14185,0,73225,889,28674,822,205946,14414,0,1005,104159,11473,0,1007,1370,61494,45453,12671,3615
20160911,25195,3143,14964,2473,14223,7891,3284,4406,9023,125056,36235,3501,0,3246,39378,1880,0,17144,0,70006,0,23608,1181,189003,11039,0,1646,45161,9545,0,977,1564,34791,75144,19420,4738
20160912,45578,6811,39597,16491,14325,23033,11363,4666,19407,177024,45910,17429,6067,4857,5811,1954,3232,25647,0,74338,1056,40384,1024,222203,17310,0,3533,116244,10515,6203,4819,146,110208,134426,87886,2784
20160913,55786,6340,35236,13941,12363,23520,10063,5897,20630,193885,40439,20572,8831,4179,9695,1973,2510,27397,0,68575,1283,46151,3329,206911,24040,0,4701,121421,9881,9137,6163,1649,96572,136092,78443,6107
20160914,57535,5555,35685,13346,17165,20106,12772,6645,19049,199520,33941,20786,8290,5175,9532,3000,3770,25588,0,73263,1669,51975,1513,219947,25621,0,4497,114783,20776,3292,3906,2012,103847,155043,77657,1731
20160915,49804,6375,37099,15255,17155,19668,13853,5802,18552,213229,37399,19904,8554,5821,10650,2363,3987,19296,0,76827,619,38193,8165,215826,26045,0,3024,129838,12763,6776,3508,495,129093,139737,85941,11844
20160916,45463,14549,32449,15115,20040,20782,11798,2970,23769,242431,42341,20131,11055,6826,3580,1672,2156,29977,0,79906,1233,43348,3315,246579,22236,0,3734,137803,18314,4007,2861,143,107000,163338,97413,5310
20160917,15623,3592,14345,13523,8951,6442,2142,1171,7066,178163,34210,4066,0,4256,12043,2237,0,12762,0,75363,2118,20620,2762,209829,16568,0,3874,110150,15845,0,1041,2044,58879,45794,12069,11401
20160918,29594,2851,13830,11956,14363,6292,2911,3293,9546,132343,49424,7039,0,5659,48817,2049,0,18731,0,74610,5170,21019,20393,203713,16911,0,2737,37150,5541,0,1191,1957,36313,70743,22720,9984
20160919,52667,6595,36343,11540,16496,24839,13567,5164,17046,210097,45424,25606,6924,4347,6524,1661,2830,26937,0,57381,737,51651,60800,227228,27746,0,4134,119737,16029,6305,3585,1318,108168,146905,97116,5215
20160920,58998,6527,41389,13732,20510,23306,14392,6564,22271,213312,40667,22399,7840,7471,13958,4512,2192,25136,0,71455,1335,47940,65465,202743,23364,0,2686,123432,18278,8580,4216,67,99191,147373,87303,3767
20160921,58560,5719,40061,14020,13986,25533,16737,6231,18566,229576,41487,31571,10282,4574,7448,1963,2660,23875,0,71587,972,50000,58331,224988,23513,0,4356,120129,19026,5595,3589,1434,101485,158268,79957,2886
20160922,47279,5562,31556,11029,11283,23347,14114,4840,13573,216095,33621,21647,7454,4693,10101,2237,2397,20314,0,45347,495,50575,48899,221773,27923,0,5163,77403,18621,5716,3839,2374,101714,130878,81764,7492
20160923,44081,10726,34278,18443,16802,23600,13471,3143,27898,225643,51807,27938,8348,5953,4596,2875,3576,21515,0,76641,3019,40422,64629,219383,18200,0,3827,67715,23006,6423,3749,197,111870,178380,97314,8857
20160924,15980,3809,16793,8751,7142,7603,2736,1323,6727,187054,43035,4590,0,5293,8794,1738,0,15454,0,70844,2497,26864,52218,215104,23294,0,2020,94483,19325,0,0,1265,56651,45299,10238,5312
20160925,25552,3107,16754,7503,11074,6758,3297,4457,6139,128727,43090,4773,0,4822,45840,2092,0,20918,0,72651,936,23507,33740,206506,14103,0,1707,45678,8504,0,397,1028,28751,76520,18617,4558
20160926,49480,6532,34222,11960,13009,24673,14053,8362,15437,195104,42519,28407,9715,6438,7952,1763,2420,26291,0,69062,1239,51106,64710,213524,22410,0,3410,121435,11839,8602,3560,1042,115605,147810,92438,2598
20160927,53935,5357,36929,17962,14453,26120,14011,6493,20980,226654,53899,23967,7151,4461,11243,2159,2498,21571,0,75801,566,50176,59644,203205,24944,0,4131,120430,24027,6409,3819,1181,117186,155677,84207,8402
20160928,64143,5726,39932,18698,12584,24228,13713,8844,20072,211745,48858,34723,6669,5939,8219,1773,2558,36177,0,72625,2059,48036,70339,230945,37226,0,4310,131644,15520,7474,3625,96,99803,156020,92649,8769
20160929,51921,5680,37545,19810,12891,20557,12342,9671,22366,218618,60663,38290,5657,7074,7704,1750,2567,31632,0,74516,1399,43597,57869,222488,23718,0,5581,115980,14859,7843,2525,1194,118062,130382,80524,3877
20160930,41718,11756,32233,17523,11207,23268,10954,9410,26350,216308,54179,26613,8104,7622,8744,2233,3399,20481,0,46487,1728,49886,72520,222747,22476,0,5102,127650,18358,8869,2423,984,122597,171558,105507,3655
20161001,14128,3235,13595,13160,11849,10289,6959,968,8551,195117,31771,3718,637,4373,6708,2030,0,15422,0,75006,1416,26627,56936,199579,19469,0,2328,96173,15991,0,1007,499,53012,41675,13924,6614
20161002,30486,3674,16350,5337,11082,9897,2956,2866,13820,130984,34147,3336,0,6416,47090,1199,0,22477,0,74512,2998,26052,34354,221201,14221,0,1300,35794,6194,0,1152,730,34203,75304,18075,2543
20161003,50320,5027,35240,22044,11308,23485,13233,8075,19228,202226,43351,22217,6026,5591,6676,1743,3241,22750,0,71735,1325,46848,46608,228040,24958,0,4825,131350,13485,7779,1678,0,101076,122380,86538,10146
20161004,54396,5517,37897,15237,12695,24520,11997,7600,20699,219541,47166,24385,13676,6852,12232,1828,2550,27294,0,77223,1960,59950,5794,209012,28531,0,6775,105257,18653,7302,4573,1683,106664,127879,84049,3472
20161005,61474,7003,40759,16819,12431,25139,9653,5799,28101,210239,40422,26786,5648,4815,5449,1422,2135,31759,0,71775,332,55436,38857,208933,27904,0,2208,104414,16923,8008,3549,1692,102222,145465,85554,10391
20161006,56152,7049,36530,13715,10483,18851,11624,4853,24809,199959,55103,25558,6437,6918,8718,2332,2992,24604,0,71419,1209,51205,69758,204445,26796,0,5287,103640,10092,4921,4241,2627,116168,135427,82060,11797
20161007,46747,14235,31445,10699,16369,21968,12842,3970,23929,223217,50050,25829,9853,6008,8544,2617,1843,27154,0,51168,2154,50503,78167,219476,28190,0,4932,107387,13867,10082,5300,197,128036,156751,103257,16094
20161008,17239,3873,17463,8220,10062,7263,3766,887,7231,187883,37735,7431,0,4650,11014,2838,0,21749,0,79006,1075,37842,59951,199610,15808,0,1608,80730,19836,0,2449,709,53394,46630,14517,3769
20161009,27698,3531,15269,7704,7089,8228,2637,3370,10442,130424,36295,4241,0,5664,40302,1885,0,16592,0,79771,2437,25830,29338,196481,14840,0,1996,24195,8563,0,2022,0,27163,68466,20687,6843
20161010,51548,6272,36009,15932,10548,25211,12556,6320,27555,185216,49818,26702,2685,5868,9857,1826,3339,26937,0,81195,1569,69022,63248,213784,25988,0,4087,105318,22811,15908,5202,1375,113183,134015,80780,5741
20161011,60083,5793,35440,14873,12104,24886,12436,5585,24133,221677,42852,29064,5324,4852,7082,2465,2394,29917,0,71238,1961,47002,66855,200837,22004,0,3969,96061,18149,5641,4838,440,110983,144080,85834,13294
20161012,60666,6396,38643,17295,8348,23927,15728,5050,16745,198382,50761,27504,7479,6370,9076,2054,2405,26884,0,77453,1175,51281,107305,203513,27267,0,4422,92579,13918,7238,3413,1775,101657,144982,79421,13409
20161013,55181,5228,42291,18476,14804,25756,13290,8234,17485,200113,53701,26239,5908,5166,10009,1995,2056,31231,0,52765,2304,52654,82260,212070,25941,0,4164,102751,19372,5803,4507,1986,127358,149331,87776,12172
20161014,43534,16228,31967,14345,15786,27848,12857,8316,23343,213359,50069,23043,8858,6563,11364,1663,3652,21351,0,81377,1026,52954,84847,220788,28963,0,4928,108140,17413,10220,3122,0,133695,170969,96092,10865
20161015,22351,3332,18096,8768,10587,6948,3283,785,8054,196426,44867,7589,297,5315,7935,2582,0,13037,0,72776,2255,32261,64866,208648,17759,0,3324,79178,16501,0,1896,1172,58846,58150,13901,9456
20161016,27693,3693,17286,18992,10504,7196,3076,2624,8368,130771,38988,4395,0,6187,41643,2463,0,19128,0,74964,1823,28046,38933,219374,17334,0,1604,25055,9410,628,1783,1240,27903,84037,17381,5412
20161017,53970,5473,37912,12908,12309,24016,11918,6419,16805,204750,54900,21455,5329,5420,10946,2116,2703,20110,0,72432,1248,49538,6419,209204,25745,0,3928,98754,16873,3604,5561,0,117185,137727,88473,16099
20161018,62413,5708,44190,8109,14615,22510,15858,12147,21774,225366,45577,30129,4672,5574,6725,2533,3178,27394,0,72838,1355,46103,6367,203087,26887,0,6165,110979,17718,4351,3495,857,113672,152398,80523,7417
20161019,65997,5573,38850,11034,12597,25978,15865,5443,17429,189741,51134,22442,4512,4205,8918,1939,2889,28827,0,79396,1053,35621,4909,208026,21386,0,3920,103309,18887,3326,6453,1632,111874,152039,86163,11924
20161020,54980,5724,43697,18363,13251,20394,10931,5980,20875,195214,58049,23704,5761,4842,8425,2135,1865,32899,0,53218,2128,41621,4088,215402,25799,0,3703,98798,17734,4721,6098,1134,111981,145084,87923,19784
20161021,50717,15416,38921,13206,12196,25459,11559,4275,18316,193172,54498,18737,7762,5322,6888,2358,2165,22336,0,48037,1453,43975,6511,222678,18271,0,3662,108592,14963,5964,4760,0,133109,166433,99484,3286
20161022,19498,3671,14458,2807,10558,9017,4841,1199,6813,171180,53085,6856,1299,4694,5992,1944,0,13397,0,74884,1002,26039,1215,211230,18774,0,1541,77659,13470,0,444,1355,55257,48112,11435,1030
20161023,31748,2517,15088,5817,8600,8871,2385,3492,8608,138342,33920,5102,3550,4582,43296,1246,0,16142,0,77979,1985,29458,3240,198855,19918,0,1841,27301,8269,0,0,770,34655,72932,19154,4582
20161024,47165,7811,41025,11874,17015,27666,14010,7862,17269,204028,44650,18943,5353,4169,5454,2075,2558,19138,0,79736,375,46611,75222,215603,23480,0,2887,105055,14664,5154,6402,2403,97856,130624,88544,12919
20161025,55868,6066,41941,13784,16418,25059,11873,8120,20372,183790,52882,27715,6693,5490,6465,2703,1812,24096,0,71002,240,45443,70778,128128,27246,0,3270,93726,12618,2840,2928,0,104585,142522,67955,3756
20161026,48638,5073,40159,16713,7334,22001,12615,6943,15891,178839,58873,13081,8597,4108,8995,2232,2062,28388,0,74002,522,43167,7002,121552,26129,0,4292,98256,16468,2705,4962,1379,80411,136803,80308,5318
20161027,48237,4515,37015,18134,13434,20761,11298,9248,22519,184507,55455,20926,6611,4938,5755,1330,2753,23652,0,79422,3161,41753,4186,116428,26669,0,4364,106832,8117,2534,5219,1414,128073,136192,73793,6529
20161028,43809,12645,35842,18787,13343,25627,10394,5835,19679,181950,51365,20562,12017,5705,8222,1934,2697,19023,0,48830,2161,38415,5939,115002,23258,0,3763,118130,13135,5278,3527,1194,98480,154793,89516,2020
20161029,14095,3798,18347,9142,11037,7867,2660,990,6783,166017,47830,6493,0,5297,6233,1777,0,16050,0,78973,438,22102,5565,74893,14269,0,2874,93542,13609,0,485,2504,54664,47495,11939,4825
20161030,18510,3892,17747,8964,11196,7739,2276,2801,9023,134281,46448,5215,0,3985,39207,490,0,15626,0,76553,3631,28398,5355,74317,17749,0,1976,36243,6196,0,754,720,27514,75717,20447,3458
20161031,32433,6559,31815,16329,6587,12465,13290,3588,13390,197776,42450,13523,8683,3208,6089,925,1748,21871,0,77351,2184,30280,17748,100289,28341,0,1357,119029,11998,2351,7208,1185,95512,113926,79880,7167
20161101,33779,3009,14953,6198,6642,13198,7302,7150,14820,135787,38678,5730,1249,2305,6032,1521,2012,0,0,75637,1495,31954,54659,92230,22149,0,2222,84259,7168,0,1899,2291,59090,87909,16391,6862
20161102,54132,6060,36424,14486,10286,29910,17294,6936,14048,168972,49664,24173,6263,5171,6788,2175,2304,0,0,54162,811,39562,59430,226721,26542,0,1856,102940,11874,3251,5136,1330,89562,150164,77524,2044
20161103,56846,5611,35263,14167,16801,24999,10769,9359,18200,168343,52026,19902,5421,5099,12344,2007,2912,0,0,79116,1112,42132,62588,215279,25843,0,3058,101593,14611,14591,5091,889,124524,131611,94802,4633
20161104,46087,13331,36781,17230,17262,24732,14253,5962,26503,220010,60620,23796,7133,6198,7641,2120,3235,0,0,55613,2095,33475,58952,230711,23570,0,3876,116892,12544,8252,3714,1972,108749,179304,113206,3270
20161105,15970,2770,16887,6093,12185,8390,3442,1046,6981,192369,36817,3513,994,5114,9664,2234,0,0,0,73016,837,28025,52468,217210,19714,0,1466,82342,14162,0,1755,742,61502,57530,13013,8186
20161106,22902,3100,15812,8036,11944,7844,3098,3572,12103,127896,37283,1401,367,4408,43085,2161,0,0,0,80906,2398,28480,30836,220708,17060,0,2501,40053,6523,0,1916,1933,29770,76340,17051,7071
20161107,60753,7605,40109,17977,15939,30203,12998,6484,17697,203215,61881,35902,3262,5183,9687,2008,5150,0,0,75884,4923,45316,64082,238632,22597,0,4129,116653,17197,8159,4194,2356,104795,139386,87576,5969
20161108,64929,4963,41916,32400,10099,28695,12918,8103,24591,217402,51233,24432,4062,5425,15107,2078,2066,0,0,82558,6300,50757,11475,208813,30633,0,5694,110357,12665,5618,7491,1528,114168,147055,90985,5723
20161109,64606,6723,46462,24029,13128,31042,11281,12725,33804,201734,42716,27763,5825,5686,15822,2172,2578,0,0,89577,5197,45454,3730,221427,38805,0,5483,114527,17664,3438,4334,1800,129331,164051,113464,9918
20161110,48981,4443,36284,23172,10386,26619,10628,7016,28004,208694,41371,19946,7255,4771,20182,1998,1852,0,0,54584,1683,30369,1383,224916,22792,0,4304,111779,20169,4095,3463,1523,115078,159252,77430,0
20161111,20137,10411,16939,6079,12374,20484,5355,2108,25300,142966,33886,7944,1157,4629,9762,1956,452,0,0,78798,2594,35094,19492,228610,19387,0,3633,91205,14672,0,2563,1420,122586,107345,11228,14151
20161112,19150,4657,15920,7142,15640,7962,2334,1337,8516,182760,33044,3389,940,4887,11046,1797,0,0,0,81502,0,27944,48024,203883,20040,0,1586,95659,15734,0,1666,896,62885,58131,8725,7058
20161113,26688,2940,13983,5206,9766,7703,3638,2628,11669,132453,44577,5130,2375,3268,43357,1754,0,0,0,78157,1853,21436,28942,202090,20530,0,2025,43080,9187,0,1816,1590,36107,82000,17927,10339
20161114,64156,5457,33230,16823,11948,25660,13419,9330,28714,188007,43001,22787,5591,4687,8218,2191,2235,0,0,76711,1195,60829,55649,211740,20931,0,6769,111649,16134,982,4647,1091,112443,133159,91358,10736
20161115,59237,5375,42190,14573,11204,23723,11005,12020,26905,209031,48004,20086,9732,5361,6216,2322,2550,0,0,74009,1006,46697,61262,213860,27221,0,5936,112110,15017,1882,4992,1005,90947,150094,86109,9375
20161116,62611,4379,35143,21023,11125,21639,10630,8729,22445,209701,29719,22949,5788,6130,7479,3382,2756,0,0,76599,358,40266,65219,224042,26753,0,3334,111351,19491,3766,4430,2285,114296,162766,87278,1943
20161117,68817,4500,41729,23647,9500,21628,12225,7757,24190,202622,30327,23011,13200,4306,14355,2100,1823,0,0,82223,542,39485,69220,221227,32813,0,4715,122517,12212,12737,5290,2266,119774,140479,90877,0
20161118,54304,13078,43075,14983,16206,21356,12795,10395,25618,217404,56876,20853,12099,5886,7227,2875,2292,0,0,54310,1398,52750,66682,222355,26913,0,6109,131297,21093,5061,3065,2397,138618,180556,69510,8703
20161119,19470,2950,18451,14940,11311,22168,2366,1341,5094,195248,40469,15151,677,5667,8353,2376,0,0,0,80475,466,23512,59946,210022,19684,0,1686,96701,14753,0,1605,3296,68335,45347,12093,5312
20161120,21453,4361,16208,10541,14814,10991,1923,7435,17506,127300,38844,2529,406,8365,46147,1312,0,0,0,87656,1801,26409,38219,221017,12224,0,4940,51776,7263,2704,828,147,28436,75744,20140,10654
20161121,51787,4622,34676,14585,7587,28931,10686,7348,32612,181180,37007,18839,6196,4958,16095,1829,3626,0,0,53754,0,48799,64241,232116,23779,0,3579,98407,19020,1713,6200,1893,129414,152390,95211,6041
20161122,60723,5198,35529,15436,10964,27795,14519,6714,21726,208505,38502,19164,4537,4413,9031,2939,2928,0,0,83419,737,40411,75116,208475,28035,0,5265,112633,16926,3100,5827,1492,119893,151478,83140,12497
20161123,65007,5846,38404,20081,10373,27477,11493,7086,23970,210652,49120,23005,14698,4610,8885,2247,3254,0,0,75278,735,47997,24935,211169,28425,0,4912,111815,16338,2581,3461,695,118437,172408,82442,5319
20161124,44563,5142,38888,20809,13924,23116,12173,6821,22659,207715,52624,28227,7079,5834,7799,3097,3100,0,0,29799,659,44685,58009,213862,29233,0,4624,122348,17333,3136,6365,1592,113379,144321,87367,13579
20161125,56374,15942,31635,12709,12072,22006,8435,9438,26032,213666,40023,31709,14734,5489,7289,3730,2043,0,0,79835,1408,40444,60012,218068,28046,0,4707,114920,15961,1003,3249,1361,151299,149127,73028,12181
20161126,22047,3700,19638,10401,8194,17845,3298,1103,5373,184658,41455,3123,4605,4811,8528,2419,0,0,0,81830,3667,28184,67755,199212,23497,0,2647,92854,20283,1230,1179,1010,52086,54178,13981,11153
20161127,29101,4606,19882,7067,13080,10220,5239,5105,12838,134211,42351,3780,916,7178,51933,3188,567,0,0,86844,801,30571,38567,235795,18547,0,3734,40953,8914,1622,1759,1547,33540,82125,21168,7894
20161128,53306,6223,36343,17265,11618,20864,11978,6515,18064,170588,44896,21471,9702,4193,10445,1234,3549,0,0,81881,830,47712,21428,221325,29039,0,3060,116295,14011,2902,2213,967,115976,143824,98848,11013
20161129,61642,4110,41214,23162,15431,20304,8802,7895,24291,254791,38893,24194,5726,3865,9459,2512,2498,0,0,82039,667,49321,2934,194123,26520,0,5827,109573,16573,6813,5241,1464,130622,145687,93035,1480
20161130,57377,4305,40187,22941,10625,23661,13633,8730,27036,222136,53818,29877,4124,4457,11233,2324,3030,0,0,80434,2749,47827,2801,210255,25545,0,4906,112051,19351,2643,4230,1365,102505,153153,94792,12894
20161201,60613,4709,44254,30028,13625,18639,9607,7484,32897,225131,47745,27695,5561,5974,10399,2547,2072,30393,0,73088,2701,42527,4373,210808,29795,0,4902,104304,28360,5136,4085,2727,121985,150074,81704,13756
20161202,52963,10667,35324,20270,15026,20619,9198,8397,27406,225425,43234,27083,10396,6212,9002,2993,2795,29600,0,77920,1245,34635,3626,209645,30775,0,5542,118177,16125,2970,2412,2025,139079,164476,79481,14770
20161203,21939,3797,15473,11473,10279,7819,5275,1381,8598,173478,42429,6551,1524,3929,11328,2520,0,18017,0,79330,2990,27832,44031,196897,17792,0,3398,98435,17600,0,1520,1537,62880,54632,12084,5610
20161204,33064,3200,14191,7677,12438,7252,3182,4526,8752,134862,34518,4646,369,4454,45312,1515,147,22196,0,78816,1872,26957,26591,216344,17455,0,2504,40997,12216,0,2710,1046,29841,76728,21532,12002
20161205,55725,4820,34416,17654,9359,30325,12681,6424,17444,186575,50399,22343,6679,5589,10055,2703,2132,30911,0,54671,1353,48320,69046,194617,29470,0,5041,123367,12288,1480,4819,3111,125804,137048,76640,11493
20161206,63019,6266,39451,22208,10976,24977,11800,6540,26297,213328,47690,23221,5042,6487,13327,2112,2934,33976,0,78789,1567,49501,67953,459816,31945,0,7106,103834,19039,772,6270,1015,98986,152622,103816,12842
20161207,61672,4842,45383,24411,13635,29087,16538,5463,19159,215926,42516,22780,9650,7536,6661,2715,2327,35224,0,81524,0,43035,68724,461945,24346,0,5921,115921,14336,3487,1835,1468,112688,151206,79870,8153
20161208,60579,5007,44108,20900,15255,26208,13297,7758,27589,205586,36009,25469,18179,6803,8479,1513,3715,31186,0,49977,995,42170,20694,505742,31425,0,5124,115415,13025,1799,2708,2904,144862,152034,76660,7697
20161209,49606,12515,39979,19385,14442,28422,10265,10627,22620,213730,45344,22122,9735,6582,8553,2881,3779,21109,0,79724,2125,43481,11425,492448,29181,0,5608,120373,16698,3308,3445,2179,132791,156207,71814,6040
20161210,19993,3585,16648,3023,10333,6979,2344,971,4158,178870,34088,6569,0,6481,7577,2116,267,25026,0,81661,745,23393,64260,459522,22099,0,1900,96491,15646,0,1525,815,61916,55824,959,3205
20161211,27004,3874,17146,8276,12141,5168,4032,3540,10160,117972,33851,7220,439,5414,37405,1572,0,19635,0,79637,3039,27040,32711,199542,17758,0,2031,33290,6571,0,1516,2108,30999,76901,15523,7103
