date,20minutes,atlantico,bfmtv,challenges,cnews,francesoir,gala,l_opinion,la_croix,la_depeche,laprovence,latribune,le_capital,le_courrier_de_l_ouest,le_journal_du_dimanche,le_maine_libre,le_marin,le_nouvel_observateur,le_telegramme,leparisien,marianne,midilibre,nice_matin,ouest_france2,paris_match,paris_normandie,presse_ocean,sud_ouest,telerama,valeurs_actuelles,voici,voiles_et_voiliers,lemonde,lefigaro,lesechos,mediapart
20141213,42747,5371,12746,10502,8680,5239,1712,1450,9627,190674,25817,0,1249,2544,7024,2429,0,27421,0,85222,24,39030,0,184070,18519,0,1735,132195,10723,0,1134,2503,25990,46768,6573,6586
20141214,67286,3653,9826,4435,9730,5497,4204,4478,7101,137750,24625,0,2835,2678,33450,1354,0,22362,0,60675,2352,34714,0,210991,14123,0,1336,36885,6704,0,533,73,36335,64001,11982,5436
20141215,98814,7549,62273,8215,13741,12901,7035,7497,18906,207094,32122,0,7773,5570,4814,3294,2940,26492,0,80471,0,75842,0,196432,21951,0,3655,135673,13693,4998,1194,2632,92879,132355,89605,5061
20141216,109802,8578,80164,15971,14325,12808,12880,9795,23559,221437,27752,0,11880,5334,8208,2876,2225,26635,0,84538,1457,63803,0,168521,21208,0,4059,135941,8609,6332,862,74,102500,148323,84050,4234
20141217,114366,7022,69684,15008,16173,14369,12270,13934,17887,213838,26136,0,8627,5553,5946,2280,3643,33849,0,63978,1849,52441,0,171841,17877,0,3647,144917,9795,1682,2058,1944,108857,154280,88699,15161
20141218,114915,6534,64903,14970,13345,9305,10163,6752,17744,215664,22882,0,6772,5301,7528,2778,4666,71301,0,51330,357,45668,0,184025,21997,0,6059,146001,11146,2071,2035,307,109842,131624,85716,3497
20141219,91793,10908,69171,14751,14157,9529,7997,4782,18306,212676,16250,0,11648,4122,6419,2385,2363,27869,0,54141,785,42566,0,184024,25467,0,3364,149818,10125,3742,1705,70,96302,166463,87121,10885
20141220,34473,3427,13119,4431,8602,5798,2293,1925,4149,177959,28222,0,1340,2574,6500,1793,0,28388,0,53331,0,33059,0,184440,13011,0,3029,140515,12368,326,1646,2592,20358,60633,3426,4890
20141221,33174,3653,15277,1618,10128,5624,1913,2766,5194,116506,14907,0,690,1539,27239,1438,0,26681,0,44385,721,54980,0,184753,14909,0,1959,33988,6640,0,1372,97,26276,57650,15826,7882
20141222,76343,6657,41630,18383,11085,9121,6895,7267,10113,168211,28641,0,9338,5948,6161,2686,2598,24407,0,78636,1441,41981,0,164594,21998,0,3908,121004,10450,4873,1772,1715,74693,109100,53919,3147
20141223,76651,8809,45010,9765,11333,11362,10734,6665,13523,186964,20956,0,10432,2495,7911,2510,2097,27446,0,76946,3397,58276,0,163683,19499,0,4615,117380,12440,5056,1590,885,64013,111667,53299,5972
20141224,54199,4514,27730,11681,8214,8858,4430,2756,13540,164144,21173,0,5902,2699,4863,3782,1394,26652,0,71071,392,59974,0,171344,14474,0,2904,114710,7330,0,610,1958,40377,55770,39120,6957
20141225,24494,3348,5313,1536,4369,3712,1379,1625,6995,121833,7311,0,362,1759,2723,418,0,90586,0,55933,359,55214,0,20055,8230,0,2324,81148,3785,0,662,112,26970,43216,8154,3675
20141226,52766,10392,14442,5325,9350,7952,8421,953,11846,143942,17236,0,7731,3365,3766,1074,0,23151,0,69452,676,36102,0,188712,16765,0,1997,111742,5441,2747,1780,304,62235,95002,37514,2934
20141227,31658,3865,8661,0,8034,4221,1818,1273,6849,143257,15398,0,1673,630,5472,1429,0,16568,0,70669,263,26586,0,185990,11366,0,6303,91755,10909,204,477,87,16446,37835,4650,3695
20141228,32115,4732,8444,0,5881,4098,2158,3222,7261,102166,17979,0,2988,678,32758,597,0,21491,0,44970,2149,23012,0,153412,9556,0,1222,26474,6240,0,566,2330,20532,54413,6558,4313
20141229,62776,5377,40456,10450,8765,9940,8310,5647,10994,108768,8903,0,5211,2733,7926,2292,2759,25838,0,79268,56,29079,0,199819,15731,0,5109,99916,8051,6442,1796,689,65777,94783,44459,3505
20141230,60670,5141,46618,13012,9386,13438,11589,4823,11430,159211,26066,0,12013,1164,7415,2386,3835,29080,0,79580,0,27546,0,207361,16833,0,4418,104979,9262,3624,1322,2680,46320,104238,48660,7535
20141231,72129,7502,31050,8298,10366,9756,7753,2545,17095,148539,20003,0,1867,2289,7726,1997,1069,25051,0,78545,0,36014,0,199886,15595,0,1670,99214,6027,4897,2069,78,43721,72740,43077,5877
20150101,27329,6526,8580,0,9820,3944,4627,859,12715,102347,15695,0,584,1814,3711,1802,0,17820,0,53201,0,23454,9827,27097,7150,0,1709,81586,3300,311,316,4000,24178,44621,9614,6521
20150102,58252,12808,34603,8246,11099,7656,6767,1454,16473,141183,21025,0,2448,3866,4228,2487,0,19604,0,75233,1897,23955,9206,196104,15614,0,3945,84594,3991,3511,0,88,55924,107502,43726,2501
20150103,35603,2750,8777,649,7884,8198,1255,1301,6252,130840,21686,0,654,1126,5483,3339,0,17244,0,75544,607,25260,10476,206708,12061,0,2956,81423,2276,0,638,2119,15389,35586,1055,5503
20150104,52913,3616,10819,1159,7468,9098,1526,5305,13902,103128,20909,0,1539,1319,33782,1343,0,24030,0,54121,0,17649,15841,161309,5725,0,1987,31759,5864,0,596,84,30493,55234,9984,4388
20150105,107644,6731,56712,14464,14236,16714,11097,6715,14148,121803,33976,0,11996,7418,4878,3684,3079,20402,0,84101,0,34672,13136,224105,23201,0,4422,99491,7424,6208,3474,2021,89171,119094,91683,2067
20150106,106232,6014,67264,10411,14513,10575,10720,6872,24640,170579,31108,0,6119,5438,7757,2450,3364,25775,0,80354,373,38006,17395,203653,19076,0,6615,108991,9366,9429,1569,99,117181,130091,81791,6875
20150107,123281,5063,70164,11585,12539,15411,12174,6619,27295,184785,30103,0,7074,5096,19949,3668,2323,41190,0,60002,0,94963,15899,204797,31729,0,4052,120451,11925,3011,2377,0,89780,135176,80911,3470
20150108,120080,3645,59739,11174,13137,12551,10802,7196,23066,190632,27027,0,4468,9322,7211,10199,2320,29367,0,57579,0,59987,10362,199031,32752,0,8409,134586,10523,1713,2087,2331,120144,118250,75399,4535
20150109,97210,8402,53009,7925,20608,11973,11951,4140,25564,197579,19008,0,12622,7821,14645,9806,3134,40940,0,50598,2163,74571,14893,199500,25840,0,6167,128977,12289,1713,1159,149,121473,110832,32905,1903
20150110,42045,3539,18051,2429,8591,5511,2929,1851,10323,181100,23477,0,3185,2501,5457,2160,0,24435,0,80554,0,32414,10067,199326,22607,0,3702,109471,11461,0,1329,78,42961,61099,8642,4073
20150111,56882,8969,15540,1586,5920,6987,2930,4613,9753,144218,20261,0,2708,2980,33075,2579,0,30869,0,67386,0,29144,7556,193304,19030,0,3530,40172,7695,0,895,2637,40159,67802,18506,7456
20150112,124924,8786,60609,19017,18837,13450,11859,7237,21251,199964,25082,0,11209,2525,19548,3606,2859,36053,0,104007,524,47148,15421,214404,25978,0,4335,129088,6835,5546,1026,84,112924,131556,96725,3176
20150113,117588,7468,66316,21618,16223,12757,10658,7103,22801,214952,27389,0,5684,4440,9181,4397,3284,40834,0,99822,1176,52969,21109,196302,24405,0,6039,121821,11353,7782,701,2126,132181,139158,88362,11407
20150114,111933,7114,70153,12294,11772,9785,9240,7860,21691,214461,27376,0,13279,4102,16473,2128,3433,49752,0,93317,0,42244,20780,195261,19566,0,4370,153378,10148,2749,1702,105,118351,153010,92344,12641
20150115,114511,8136,67749,16049,16968,11654,9922,9063,11254,200196,33022,0,14887,4085,10575,3254,2847,35465,0,28560,0,33849,19154,200226,22320,0,3855,151958,16264,3132,1414,885,107899,143208,81081,7147
20150116,105908,11543,56855,15273,14446,12391,7623,3377,24844,212579,39501,0,9144,3656,12073,4172,3019,33043,0,80822,1414,64125,18317,198109,19929,0,4275,161225,10771,4194,3873,390,136802,153117,89607,4642
20150117,38075,4938,12490,2437,8160,4310,3324,1718,6496,198390,25058,0,3172,2772,5723,2583,0,21296,0,83481,0,70425,10152,199183,12495,0,1783,136702,12945,0,1178,47,35379,55243,3242,4992
20150118,52940,6441,9713,6528,8488,3411,3677,2833,9086,135336,19939,0,2409,1045,33412,1961,0,25122,0,66829,0,32329,0,208032,8401,0,3507,39699,9235,720,1190,2151,31979,65346,15807,4186
20150119,123693,6819,58829,13191,14139,13461,9532,7210,16731,215003,31821,0,4897,6712,6848,4199,3347,34449,0,79635,733,43502,2476,218454,24076,0,4526,153161,9209,3990,1725,105,99609,142567,94492,3107
20150120,119409,9039,68611,14424,14900,10604,11522,7782,25794,219695,38227,0,14101,6602,9105,3064,3396,31041,0,81866,494,52023,7209,203207,26315,0,6033,143611,9850,9948,1208,1384,111058,159777,80956,3752
20150121,121843,7134,64581,15671,13979,13883,15123,9492,16773,235261,32840,0,7078,5345,8205,2614,3277,32688,0,64074,848,63533,15827,198517,24945,0,5378,163459,11327,3731,2704,81,115362,161696,85917,3725
20150122,123328,8738,84259,18654,16101,9444,8309,6647,16269,229224,40812,0,9735,6171,9462,2934,2902,32694,0,55051,0,48486,26604,200445,22422,0,5346,153420,11291,5339,2759,1655,112718,153999,92858,7273
20150123,98360,6727,72768,18830,12892,8576,8662,9181,24064,222448,33445,0,8688,7023,9201,5679,4160,34381,0,78399,1235,46231,21595,208008,20859,0,3691,161629,10747,7996,2384,97,126276,164359,86649,0
20150124,37730,3679,11375,3559,8792,4234,3003,1133,8354,184308,26744,0,849,2228,6220,1621,0,37580,0,84944,1674,43985,15774,198477,14299,0,2113,139907,13498,0,533,1283,28370,55022,5807,10255
20150125,71332,3405,17083,3855,11576,3525,2117,3536,10262,140025,27312,0,3613,1630,36437,1382,0,32733,0,62416,845,28846,11343,187884,12316,0,1232,38793,8926,0,810,93,38638,77927,17264,6014
20150126,127040,7735,84649,16641,15194,8685,9195,8021,17384,182107,32773,0,8654,4240,7707,2961,2955,47533,0,87757,0,46027,26357,215293,27398,0,2668,134721,17135,6408,2217,1118,123683,139392,101478,3427
20150127,123559,8104,82354,20310,18660,11410,10466,11191,24053,231364,32278,0,12137,7505,4019,4059,3008,47176,0,84817,1299,64562,18642,197223,26760,0,7191,155248,13344,8586,2316,2323,125218,168468,97930,19059
20150128,121870,6920,68382,16940,18773,15916,11870,10987,22788,210281,30798,0,9740,6334,6106,4476,4107,34098,0,61267,0,48397,24716,203462,25112,0,5273,148491,11527,5904,1350,87,115907,163875,96658,3438
20150129,120163,8068,65618,20414,11588,11513,10248,8772,18587,237173,37497,0,10423,4374,8211,7956,2788,42517,0,73037,797,49498,17548,232638,27648,0,4810,168096,8394,5722,4515,2668,138091,140531,82145,10062
20150130,116704,7487,63035,17375,16275,6643,8632,3858,22689,233271,29407,0,7714,7999,8887,6084,1992,29992,0,91262,2288,45833,18609,205747,27420,0,6013,166498,11160,5853,3661,890,110626,150063,87076,8997
20150131,51836,4808,9979,8058,9148,6373,3254,2325,10758,210998,24446,0,1615,2421,6614,1757,0,24623,0,70269,896,31423,13885,197595,13289,0,2053,147778,12824,0,1185,1172,27043,58308,3128,6290
20150201,65882,3972,11920,4036,11477,6875,2202,4690,8727,142367,24844,0,4245,1738,33814,557,0,29104,0,55945,1770,30932,13470,202852,10117,0,3040,38309,9978,0,560,493,33890,76664,10771,4206
20150202,120579,6274,69048,15282,12974,11853,10655,6564,19861,180993,38065,0,13725,9722,7676,3098,3000,34836,0,85232,1072,73449,21561,208138,37806,0,2437,137734,13132,6756,2209,2654,132751,127225,91076,8435
20150203,116325,6830,86929,15877,15728,12735,13015,8715,12588,205916,37899,0,10771,5494,9037,3902,3387,34286,0,60219,0,49617,20786,191905,29794,0,3359,135962,15480,3911,2769,821,124044,130345,87437,6663
20150204,130418,8626,86123,15253,14530,12651,8316,7167,17519,202585,28541,0,13438,5107,10270,2268,3839,31155,0,55298,0,46207,15368,190977,23404,0,3129,142518,11729,2639,2566,1118,115328,140257,96308,4286
20150205,118020,7744,86476,20424,14386,12699,7289,8383,22044,201207,27524,0,13198,5644,14511,4520,4800,43538,0,85916,624,59843,21537,210260,22912,0,4136,155107,16194,6111,1791,107,145146,148218,107562,8308
20150206,92986,11045,72873,15588,14021,7851,7803,3673,22787,201975,35287,0,9346,7666,10110,6596,3169,35790,0,82641,3374,47190,22752,202842,22522,0,5400,163396,12595,4207,1275,484,109792,156931,85047,3227
20150207,38965,3808,11978,3425,9750,6597,2537,2003,9271,184671,28945,0,0,1930,8604,2086,0,24378,0,80795,950,33111,15687,206178,17033,0,1803,133459,13594,0,909,77,26793,53825,6458,4640
20150208,59384,4789,12941,4162,10560,5755,2111,4105,6639,130767,25055,0,2774,2429,35046,1541,0,26930,0,68659,2663,23705,12030,213746,16244,0,2416,39360,14940,0,894,1199,52214,68018,10180,5742
20150209,112929,9568,63667,12439,20262,9017,10312,7664,19146,169690,41142,0,10014,4923,5739,2731,2471,29801,0,64777,106,46778,25513,211586,24923,0,4188,144556,11544,8146,2876,99,130024,126149,101674,1127
20150210,119948,5973,90892,14792,17421,10357,11013,6885,14685,197072,32047,0,9854,3766,7420,4150,3390,39288,0,85862,1163,42060,18391,200523,28163,0,3827,141640,12015,5248,2475,1399,107884,132139,87775,6650
20150211,136369,6586,97621,13860,18280,6825,12149,8994,18655,196363,38882,0,8634,4094,9393,3005,2686,42290,0,65654,1177,39956,17503,208259,29938,0,2431,156893,11133,3144,1977,389,130604,160024,97183,12685
20150212,130241,6895,117480,19311,15681,7819,7216,6952,13487,187066,40327,0,14530,3695,6533,2462,2298,31725,0,83511,1328,48594,23575,209876,26481,0,3196,149041,13930,2838,2932,1766,106443,161475,90066,3561
20150213,102347,11307,64133,16860,16757,7016,8215,1959,17857,178860,47676,0,9657,4171,8847,4473,4297,26770,0,79372,996,35304,21127,211232,32278,0,4499,143392,11549,6750,3742,0,133097,157760,83876,3300
20150214,44263,3976,8525,7845,9199,5325,5507,1399,7543,166007,32954,0,1051,4243,7663,699,0,29671,0,58386,329,31304,23918,199058,14558,0,3682,124626,13126,0,1377,0,30127,57518,4379,4189
20150215,63287,5143,11025,7470,7920,6229,3106,3832,8154,125278,25508,0,260,3007,33039,987,0,26057,0,53114,1923,26853,14319,178529,15074,0,1843,42650,4165,0,633,141,33686,59820,13446,9908
20150216,105981,8139,57314,16780,18208,10023,8034,6553,18307,173632,40355,0,8413,3460,7304,4536,3020,36927,0,93578,0,35227,29002,216165,27070,0,2944,138019,4933,5815,1548,0,106025,128571,102544,9884
20150217,106740,6548,89967,19491,17417,0,8489,8275,14057,187214,33035,0,6644,5040,8189,2764,2833,39255,0,66127,862,67582,18505,193772,27989,0,4060,129439,9247,8651,3410,991,98222,137288,67586,10344
20150218,130132,5758,88909,22602,19352,0,12274,7781,12902,195002,24017,0,8935,3573,5181,2858,3872,38575,0,59036,0,37357,25514,195177,27498,0,5538,134029,10376,6150,2470,142,110610,146521,74728,3431
20150219,106954,6562,89263,18771,13717,0,7263,5302,15536,178893,26594,0,6563,5671,6455,3109,2735,34274,0,53755,0,39409,20560,196052,28299,0,5050,122087,10284,4950,2595,968,113427,139492,79207,0
20150220,97606,11396,72348,14311,14047,0,6998,6642,17591,183718,31882,0,7638,4462,4950,5313,3535,32460,0,89637,2901,43933,29368,200567,21480,0,2938,145929,13236,3694,3300,246,113275,139407,77842,5298
20150221,44956,3621,10313,6755,11291,0,3138,2216,5019,174113,27660,0,1064,3340,5376,1889,0,32304,0,83394,2360,30353,14083,198902,17032,0,4197,121722,12568,0,0,2532,27745,62587,5110,3504
20150222,62911,3145,11922,5251,10494,0,2033,4528,6932,128142,31739,0,1810,2500,26488,1625,0,32773,0,61482,0,33592,3270,184300,13996,0,1434,38150,6549,0,0,0,31741,67133,17791,3279
20150223,105581,6179,59718,15516,13363,0,9086,7113,14895,197714,31568,1586,9003,4308,5448,2418,2618,28621,0,84898,0,49015,0,213225,27939,0,5366,138836,8460,5915,2564,2130,91976,120658,89286,7529
20150224,111908,7300,65962,17525,12999,0,8112,6870,16092,194640,34564,0,10758,5352,5447,3445,3150,32173,0,86104,0,41710,0,193395,20957,0,5447,135127,11288,2253,4366,357,109715,121962,65462,8502
20150225,127304,7437,78713,15143,16094,0,11357,7740,11181,196814,34325,731,6886,4259,8199,1230,3444,26986,0,24474,361,42096,0,205309,23094,0,2149,137665,8092,8788,2788,1734,94290,139296,75614,7982
20150226,113132,5993,29169,20164,13934,0,7069,5910,12871,190724,37465,0,15739,4937,8158,2207,3204,19819,0,80120,403,35534,0,207569,27729,0,5005,121983,6115,6185,2390,3258,104381,130592,69708,5259
20150227,94842,10244,25868,17582,16257,0,7234,3309,14002,203694,32015,0,12275,3751,7179,6523,3537,30349,0,57976,1739,51351,0,213150,23444,0,4358,129411,7532,5354,4937,0,111586,136145,74938,1216
20150228,44734,5109,8106,7145,9302,0,1925,1611,5410,204778,30230,0,1588,3184,4077,2394,0,26802,0,74734,3208,35742,0,200315,18252,0,1400,123918,11202,1297,273,0,29610,52188,7819,4764
20150301,67126,3259,12307,9856,6497,0,1843,3730,6126,132318,28641,0,2175,2887,31670,943,0,25579,0,34445,0,33536,0,193596,13242,0,1602,38779,9693,364,1212,1975,43886,67185,18658,7038
20150302,104854,7493,27246,12324,19080,0,9512,6581,13410,174245,37087,597,13859,5610,8178,2838,3875,38218,0,59999,1439,50171,0,211306,22379,0,4771,128323,8431,9125,1683,1846,101298,126417,85095,3294
20150303,107330,8619,29877,16573,16512,0,9977,7842,14041,202143,30382,0,14894,4119,9015,2973,4608,27209,0,57543,0,53198,0,198587,28091,0,6567,131382,8806,7772,2539,0,106882,120262,72699,0
20150304,128802,7568,26993,20517,14612,0,8512,5976,23627,201823,31592,0,9119,5954,8869,2910,3608,32775,0,52030,1435,48328,0,197135,21134,0,6741,126165,13061,4292,1579,2688,110890,137289,78551,8909
20150305,125806,6156,29902,21689,18378,0,9117,12903,17902,202519,37807,116,10691,4460,8275,2297,3142,29120,0,86550,775,38621,0,197628,24719,0,6761,128251,12577,1884,1687,566,100988,143177,83821,9842
20150306,95556,10351,24353,15114,16499,0,11836,3298,14113,200758,30450,378,10603,5038,9589,5453,3334,31563,0,80517,2054,45121,7423,202061,20738,0,5137,137980,11182,3617,5833,735,118205,139839,99230,7261
20150307,40460,4678,10297,3403,11585,0,1818,1624,5925,186732,22082,0,535,5705,8932,2070,0,24361,0,76742,0,24735,13632,202764,15973,0,4662,129867,9359,881,851,2192,28298,49179,5103,1962
20150308,58461,6010,12425,8141,10077,0,1685,3649,9613,138283,19472,0,740,3093,34733,940,0,20914,0,71772,0,27747,12256,199798,19932,0,2666,41785,5781,0,1224,0,34888,62309,18613,3800
20150309,111932,10462,27667,16608,14613,0,10605,8566,13667,197684,35271,423,8447,8249,6005,2327,3162,21748,0,86236,0,48737,29710,211975,20107,0,4608,132268,9182,6926,2889,1434,109270,146935,103561,3065
20150310,115412,7156,28546,13188,15396,0,13790,11155,19224,222433,30274,932,4981,7564,11530,5802,3233,35047,0,56362,729,45074,24436,193755,29496,0,5490,144585,14254,7614,3694,2620,109169,145017,83522,8974
20150311,110298,7506,30362,15731,15525,0,10077,9317,14935,216947,43458,15315,7953,4671,8348,3227,3417,28144,0,53593,432,45668,23797,194699,26107,0,5127,132216,11771,4114,1948,0,99111,153781,97498,6347
20150312,121430,6315,30678,21093,13591,0,8343,8009,15549,211186,30492,21815,7044,4508,5969,3300,3573,32672,0,77481,0,49298,22895,202390,26938,0,5664,142583,10746,3264,3773,1180,125049,149226,78981,2516
20150313,99110,5990,26533,15097,16055,0,6780,3630,12840,227954,34938,14236,5260,4039,5801,5404,4673,24255,0,80528,3027,65574,18679,200817,25576,0,5456,154890,10080,7144,3174,0,119197,150801,76407,4852
20150314,35640,4124,11239,5260,9320,0,2873,1689,2927,199932,22729,3256,924,2883,10632,1031,0,27835,0,59904,2043,36159,24057,192640,12252,0,2256,130454,10662,0,1544,1516,23310,47756,8393,9194
20150315,57051,3681,9451,7028,10822,0,2857,3813,9871,136565,23689,3052,404,3884,26879,3290,0,25832,0,72070,2458,26958,22074,201939,11560,0,1158,40554,7518,1741,876,372,25049,71642,13953,3410
20150316,115086,7183,28510,17368,17399,0,12412,5740,25849,197330,45065,18308,9211,7035,6288,2262,2875,27621,0,84070,0,49647,19384,208249,22413,0,5177,135307,8571,5496,1117,1673,120017,148882,93155,3184
20150317,127799,7432,31490,20499,15320,0,10254,6544,17272,246110,40052,14827,8662,6913,11773,4122,3360,36619,0,57849,0,54436,30669,183606,27012,0,4768,144088,11211,9232,2329,0,137122,138713,81322,4604
20150318,135372,5788,37698,23088,13450,0,12350,8549,17871,214690,34436,16904,12306,4848,11470,3855,4143,30939,0,83830,0,49198,26089,190170,28213,0,5041,135308,11383,4035,2335,2174,102730,156870,86767,2029
20150319,130008,8033,35632,16576,17792,0,7818,7619,13973,228944,36430,15632,10008,7298,8146,4203,5206,28262,0,56502,1431,47286,24810,202619,24819,0,5390,145599,10097,6189,2707,0,136709,128349,85136,6954
20150320,104719,8382,34423,19609,10651,0,7856,4190,10657,225733,31285,16563,11580,4300,7779,5308,4173,34472,0,86675,964,45318,20268,202032,23509,0,5936,147836,10973,6605,4329,2531,134558,165690,81144,7369
20150321,38039,4172,10373,5205,7394,0,1765,1158,5598,177389,25950,6262,1986,4607,5090,740,0,28139,0,75159,1983,30084,15281,190260,15900,0,4335,117566,15981,826,1332,0,29518,56466,8856,5825
20150322,65365,6237,17396,15095,12918,0,1442,6850,10330,132593,24235,3226,1689,5724,34454,3504,0,31180,0,80834,298,38598,16673,196142,14294,0,5555,39080,9863,782,264,0,32571,61427,22194,2332
20150323,118653,5189,71653,20988,14523,0,7558,6246,14559,178281,31188,22121,15689,4578,11119,2904,3445,34261,0,99650,0,36986,11756,197564,25726,0,4992,104548,7601,10373,2634,1492,128257,142662,92301,6549
20150324,115587,7746,92431,12060,18318,0,10194,5708,13445,218824,30687,18372,7534,5873,11840,4052,4117,27658,0,88842,0,45559,11275,190237,29386,0,6109,146793,12890,9090,1977,0,118274,146690,78390,7016
20150325,130729,8540,88399,18973,16699,0,10359,16472,14453,217004,26331,18894,6056,5604,7319,2890,3411,29703,0,23927,0,50708,16056,184699,30655,0,8504,135720,10696,8320,2439,616,117543,148943,86820,10552
20150326,122873,6043,92432,16907,15626,0,7697,8189,14303,203364,26947,15931,6122,7935,8433,5048,3840,98270,0,81546,1708,41971,12490,198807,21725,0,5427,146186,11237,4971,4755,0,119243,135288,84656,3682
20150327,98159,7261,69841,28161,9698,0,9016,3146,15280,221832,29984,20895,16551,10403,9683,5865,2982,30757,0,72977,2947,48699,13249,207477,31817,0,6849,145350,9540,6829,2361,1772,136354,139790,83533,4813
20150328,32837,4049,15649,8119,13435,0,1869,905,6273,193776,24304,9351,1623,3416,8383,1652,0,29057,0,75296,1074,26792,7282,192914,16188,0,5005,125251,13597,0,1736,1176,41212,52531,6616,818
20150329,73844,4790,15135,11809,16758,0,2863,4854,9413,150831,24839,5236,1226,5906,33326,3756,0,30941,0,67231,3048,24967,13102,191766,13872,0,7190,34876,10152,2793,463,0,43623,68118,20399,1224
20150330,111651,7533,77992,13220,15132,0,13544,8064,12510,192798,37121,24103,11535,6458,5501,3615,3663,35108,0,21011,707,51418,15424,211755,26931,0,3643,112062,6661,6490,4224,2308,93196,132672,92542,5216
20150331,122942,6083,88588,20746,16020,0,11397,6078,14474,219962,32776,18998,7351,4470,9108,1775,3089,29301,0,120871,1188,53408,17333,189899,28054,0,3089,143011,9409,5634,2708,122,132793,143461,84490,7293
20150401,126327,6733,82178,16894,17431,0,12701,14997,16950,205054,29841,13196,21222,5887,7971,1504,3212,42259,0,59625,0,53463,19750,193803,33773,0,6753,123946,9639,6805,2582,1864,116340,145906,80474,5753
20150402,115152,6979,71043,18254,13410,0,10145,6804,11543,217743,33302,29137,11410,4498,13493,4961,2716,37659,0,88512,1388,46489,22218,197492,28507,0,3913,139136,10915,5714,2209,2014,116399,130107,91843,4673
20150403,84219,5633,39627,17366,13178,0,9964,3896,24287,210777,35892,22833,13765,3597,10400,6741,1089,29700,0,56854,2422,50293,35600,198149,22078,0,4120,146553,13517,11636,4524,2431,113194,157412,87938,8883
20150404,38095,3604,14939,5496,8499,0,1730,1558,7178,181507,29839,4346,593,5287,5824,1998,0,20297,0,74221,2352,36183,14107,238757,17732,0,2546,121867,9809,0,1040,1293,26973,50233,5103,5430
20150405,36261,4259,12629,6024,10615,0,1921,1304,1482,121943,35582,4743,2427,3588,35207,950,0,21980,0,76751,923,28729,10184,206989,10188,0,2059,25118,5040,0,635,1603,36515,62061,9748,13879
20150406,63911,3338,16501,6984,8580,0,9010,5118,13043,146586,22664,4620,2697,3586,5209,927,0,33217,0,75230,0,38958,15882,199823,13101,0,4473,120907,4575,0,273,0,78019,66397,11739,3147
20150407,118602,7165,78311,16090,13591,0,10254,5789,13492,199582,36572,16747,11123,6655,3509,2752,4604,24671,0,80322,0,54596,16612,186146,29116,0,6266,130212,8952,10325,2424,281,96341,135433,72955,3895
20150408,124779,7293,166759,20723,13804,0,12391,8886,18014,213288,36746,20543,11365,5972,10551,2397,3624,32354,0,57294,406,49636,15878,193719,36747,0,4246,139083,9535,6221,3413,303,115662,138416,89837,12982
20150409,112336,6179,72882,18274,14176,0,9734,10667,15168,199046,38651,23277,8845,5028,5468,2556,4210,32056,0,20783,262,48504,17267,194212,27201,0,7115,145850,10757,4494,3793,1755,109798,136874,85923,4191
20150410,94544,10304,68933,13366,9578,0,8450,8883,19659,208272,38021,12968,9841,6195,5112,5469,3683,27308,0,25822,1980,45874,17921,201638,23076,0,4094,142515,9228,5853,3049,0,124372,162705,78775,10507
20150411,38996,5531,14955,10016,4769,0,1305,1981,5164,210600,25039,3709,741,2920,10726,2998,0,23598,0,47307,817,33347,13755,190846,16006,0,1324,130653,8882,962,1790,1417,41725,46660,8582,7373
20150412,69195,6666,13714,6612,7058,0,2105,3967,6380,134325,14086,7599,1221,3098,30786,1435,0,21449,0,54057,1992,34299,11572,208997,12906,0,3302,37042,8351,467,1499,0,35818,75259,17436,4962
20150413,113929,6231,66088,18030,10713,0,7941,5926,14731,171081,26220,22890,9788,6875,6768,1680,2937,38038,0,52823,0,43469,13282,199192,23107,0,1303,147783,12857,9334,2220,2011,95312,138551,90625,7686
20150414,119229,7625,85247,19210,13123,5930,10085,6766,16834,214501,32443,18277,12608,5784,8968,3201,2680,25457,0,57025,305,38487,14065,186813,25960,0,3931,161643,9463,6915,2737,0,96999,141026,75839,14035
20150415,122115,6273,90416,18471,10235,10961,8738,10289,16887,185190,40675,19755,9824,4988,13318,1574,2810,28719,0,75560,1010,45601,10679,192547,29422,0,4311,158991,16867,6341,3275,1849,57802,144938,85527,5007
20150416,132431,6089,89305,18731,10142,7659,10629,7416,12516,196198,34165,22197,9391,4963,8705,3000,3832,22445,0,82960,339,55430,14102,198867,35018,0,4209,148359,14109,6494,2050,0,58678,143085,79057,7744
20150417,102140,9858,77782,15644,8552,8332,8991,10429,13012,200927,35044,26594,9196,4592,6320,2184,2780,22715,0,24264,2315,45590,15118,201349,22104,0,4535,171176,9967,7079,3069,1456,61147,148786,84099,7435
20150418,45021,3749,19378,6248,5704,5117,3706,1383,4542,197835,22781,5356,1681,4895,6838,1826,0,34445,0,49788,3499,21444,14100,196626,11938,0,2166,123351,13322,0,252,177,15442,42072,4820,5774
20150419,50306,3550,15528,6068,4569,6684,3245,4415,5160,123921,18260,7088,2578,2892,32753,1102,0,22340,0,77761,1270,34576,13179,200045,13218,0,1516,39150,8226,0,275,1660,18692,70478,18937,2394
20150420,104736,7839,73727,16485,6360,9703,7303,5786,10256,176489,31855,14841,10206,2754,5720,1105,3592,29362,0,80033,0,40787,11149,206223,29473,0,2942,139146,12934,4977,2755,1809,51762,121453,75889,6511
