mot,date,X_t,N_t,f_t,p_t,surprise
ans,20080120,2786,725027,384.26,6.452851e-07,6.1902
ans,20080129,4119,1111081,370.72,2.630984e-06,5.5799
ans,20080201,4782,1033454,462.72,3.021926e-11,10.5197
ans,20080204,5613,870957,644.46,3.971446e-23,22.4011
ans,20080207,5344,1238512,431.49,1.749663e-09,8.7570
ans,20080210,11617,890998,1303.82,9.118053e-77,76.0401
ans,20080213,8528,1123267,759.21,1.009459e-31,30.9959
ans,20080216,7630,842314,905.84,4.582381e-43,42.3389
ans,20080219,11194,1224280,914.33,5.246284e-44,43.2801
ans,20080222,8211,1228354,668.46,5.507558e-25,24.2590
ans,20080225,6752,898716,751.29,5.241620e-31,30.2805
ans,20080228,7505,1220111,615.11,3.559719e-21,20.4486
ans,20080302,6110,853926,715.52,2.717863e-28,27.5658
ans,20080305,5792,1274427,454.48,8.486240e-11,10.0713
ans,20080314,4412,1141163,386.62,4.318569e-07,6.3647
ans,20080317,4407,1177540,374.25,1.754219e-06,5.7559
ans,20080323,3317,617191,537.43,1.039166e-15,14.9833
ans,20140217,12426,3456411,359.51,7.829631e-06,5.1063
ans,20140220,14345,4217222,340.15,5.862328e-05,4.2319
ans,20140223,12159,3150020,386.00,4.002377e-07,6.3977
ans,20140226,15597,4152792,375.58,1.303248e-06,5.8850
ans,20140301,11860,2983179,397.56,1.021442e-07,6.9908
ans,20140304,15245,4068541,374.70,1.440931e-06,5.8414
ans,20140307,15314,3714913,412.23,1.661624e-08,7.7795
ans,20140310,11751,3475196,338.14,7.240945e-05,4.1402
ans,20200207,16925,5015852,337.43,7.655630e-05,4.1160
ans,20200210,22312,4939600,451.70,9.678777e-11,10.0142
ans,20200213,24831,5828405,426.03,2.802427e-09,8.5525
ans,20200216,19001,3762576,505.00,5.627243e-14,13.2497
ans,20200219,26283,5336488,492.51,3.279843e-13,12.4841
ans,20200222,21486,4226275,508.39,3.375793e-14,13.4716
ans,20200225,27761,5540378,501.07,9.517598e-14,13.0215
ans,20200228,22447,5079711,441.90,3.574402e-10,9.4468
ans,20200302,22946,4969210,461.76,2.464783e-11,10.6082
ans,20200305,23134,6056557,381.97,6.143343e-07,6.2116
ans,20260202,15001,3846244,390.02,2.457405e-07,6.6095
ans,20260205,17888,4423943,404.35,4.340177e-08,7.3625
ans,20260208,14801,3408018,434.30,1.005953e-09,8.9974
ans,20260211,21936,4439025,494.16,2.640345e-13,12.5783
ans,20260214,17257,3569965,483.39,1.259396e-12,11.8998
ans,20260217,21231,4098651,518.00,8.241538e-15,14.0840
ans,20260220,17570,3860833,455.08,6.274997e-11,10.2024
ans,20260223,20123,3583965,561.47,1.154053e-17,16.9378
ans,20260226,21911,4114809,532.49,9.464807e-16,15.0239
ans,20260301,14760,3441934,428.83,2.041794e-09,8.6900
ans,20260304,18556,4478794,414.31,1.262682e-08,7.8987
france,20080618,2634,1140492,230.95,7.475592e-06,5.1264
france,20080630,1762,794513,221.77,4.558121e-05,4.3412
france,20080703,2503,936336,267.32,4.645921e-09,8.3329
france,20120114,3829,1610025,237.82,1.780606e-06,5.7494
france,20151115,9716,3377213,287.69,2.198302e-11,10.6579
france,20160709,6898,2924555,235.86,2.299799e-06,5.6383
france,20180714,8114,3276606,247.63,2.059088e-07,6.6863
france,20240811,8162,3661823,222.89,2.622687e-05,4.5813
temps,20191130,5973,4324818,138.11,6.208942e-05,4.2070
temps,20191215,5779,4054877,142.52,1.999060e-05,4.6992
temps,20191221,5859,4186738,139.94,3.901334e-05,4.4088
temps,20191224,5367,3394867,158.09,2.591959e-07,6.5864
temps,20191227,5082,3283076,154.79,6.870769e-07,6.1630
temps,20191230,4827,3063886,157.55,3.116363e-07,6.5064
temps,20200102,4977,3470845,143.39,1.619786e-05,4.7905
temps,20200105,5233,3442130,152.03,1.507554e-06,5.8217
temps,20200111,5509,3995998,137.86,6.665658e-05,4.1762
temps,20200126,6545,4457132,146.84,6.172018e-06,5.2096
temps,20200222,5840,4226275,138.18,6.109522e-05,4.2140
temps,20200317,7155,5075458,140.97,2.927076e-05,4.5336
temps,20200320,6794,4162331,163.23,5.274512e-08,7.2778
temps,20200323,7045,4118154,171.07,4.483047e-09,8.3484
temps,20200326,8263,5008309,164.99,2.962441e-08,7.5284
temps,20200329,4348,3188473,136.37,9.964813e-05,4.0015
temps,20200401,7577,4842990,156.45,3.957169e-07,6.4026
temps,20200404,6341,3602998,175.99,9.349734e-10,9.0292
temps,20200407,7292,4749111,153.54,9.273198e-07,6.0328
temps,20200410,6929,4093810,169.26,8.023117e-09,8.0957
temps,20200413,6542,3544946,184.54,5.327496e-11,10.2735
temps,20200416,7461,4924882,151.50,1.660577e-06,5.7797
temps,20200419,5895,3434306,171.65,3.887830e-09,8.4103
temps,20200422,7640,4745995,160.98,1.024698e-07,6.9894
temps,20200425,6697,3630365,184.47,5.421853e-11,10.2659
temps,20200428,7388,4889715,151.09,1.863974e-06,5.7296
temps,20200501,6339,3633950,174.44,1.552304e-09,8.8090
temps,20200504,6469,4239631,152.58,1.242555e-06,5.9057
temps,20200507,7857,4764968,164.89,3.076583e-08,7.5119
temps,20200510,6192,3705036,167.12,1.608877e-08,7.7935
temps,20200513,7224,4940828,146.21,7.249662e-06,5.1397
temps,20200516,5987,3630802,164.89,3.240298e-08,7.4894
temps,20200519,7379,4634252,159.23,1.744814e-07,6.7583
temps,20200522,5913,3607675,163.90,4.412018e-08,7.3554
temps,20200525,6393,4040255,158.23,2.403721e-07,6.6191
temps,20200528,7296,5213179,139.95,3.804429e-05,4.4197
temps,20200531,5046,3080217,163.82,4.695968e-08,7.3283
temps,20200606,5360,3618308,148.14,4.454343e-06,5.3512
temps,20200615,5999,4299861,139.52,4.340132e-05,4.3625
temps,20200621,5533,3694125,149.78,2.810861e-06,5.5512
temps,20200706,5811,4146456,140.14,3.707390e-05,4.4309
temps,20200712,5037,3225524,156.16,4.629816e-07,6.3344
temps,20200718,5152,3324494,154.97,6.509985e-07,6.1864
temps,20200721,5840,4193349,139.27,4.637867e-05,4.3337
temps,20200802,4950,2884403,171.61,4.136801e-09,8.3833
temps,20200805,7210,3981001,181.11,1.654836e-10,9.7812
temps,20200808,4824,2939909,164.09,4.378893e-08,7.3586
temps,20200811,5581,3723867,149.87,2.735241e-06,5.5630
temps,20200814,5421,3291292,164.71,3.513103e-08,7.4543
temps,20200817,5496,3231126,170.10,6.500771e-09,8.1870
temps,20200820,7540,4256330,177.15,6.123401e-10,9.2130
temps,20200823,7001,3187090,219.67,1.517056e-16,15.8190
temps,20200826,6554,4255304,154.02,8.213341e-07,6.0855
temps,20200829,5604,3477145,161.17,1.025401e-07,6.9891
temps,20200901,6560,4604437,142.47,1.994919e-05,4.7001
temps,20200904,6564,4400827,149.15,3.261873e-06,5.4865
temps,20200907,7375,4535759,162.60,6.299895e-08,7.2007
temps,20200910,7114,5202523,136.74,8.613734e-05,4.0648
temps,20200913,6106,3833034,159.30,1.764652e-07,6.7533
temps,20200916,8223,5617151,146.39,6.807395e-06,5.1670
temps,20200919,5932,4039875,146.84,6.264918e-06,5.2031
temps,20210502,4975,3461111,143.74,1.478265e-05,4.8302
temps,20210514,5688,4005689,142.00,2.296837e-05,4.6389
temps,20210517,6338,4464389,141.97,2.285683e-05,4.6410
temps,20210523,4889,3494089,139.92,4.009833e-05,4.3969
monde,20080814,950,752074,126.32,1.742314e-05,4.7589
monde,20080817,819,575212,142.38,1.123757e-07,6.9493
monde,20080820,1014,835536,121.36,7.304170e-05,4.1364
monde,20080823,877,614559,142.70,9.082081e-08,7.0418
monde,20081106,1511,1159577,130.31,3.510277e-06,5.4547
monde,20100611,2913,2079378,140.09,8.004590e-08,7.0967
monde,20100614,2191,1781109,123.01,3.057274e-05,4.5147
monde,20100626,1987,1478479,134.39,7.485624e-07,6.1258
monde,20100711,2001,1633218,122.52,3.681553e-05,4.4340
monde,20110910,1828,1493230,122.42,3.930131e-05,4.4056
monde,20140714,3356,2717656,123.49,2.328320e-05,4.6330
monde,20180617,4694,3951644,118.79,9.453472e-05,4.0244
monde,20180711,6449,4918302,131.12,1.595332e-06,5.7971
monde,20180714,6578,3276606,200.76,1.178986e-19,18.9285
monde,20180717,7870,4315892,182.35,8.015281e-16,15.0961
monde,20221120,5275,4004192,131.74,1.335873e-06,5.8742
monde,20221217,5499,3779796,145.48,8.107491e-09,8.0911
monde,20230907,6410,5249761,122.10,3.241557e-05,4.4892
monde,20260611,5029,4187000,120.11,6.242081e-05,4.2047
monde,20260614,3524,2958754,119.10,8.996127e-05,4.0459
monde,20260617,4619,3732154,123.76,1.998446e-05,4.6993
monde,20260714,3825,3138398,121.88,3.767068e-05,4.4240
monde,20260720,3515,2915813,120.55,5.788401e-05,4.2374
premier,20080308,1259,786012,160.18,1.802470e-06,5.7441
premier,20080311,2671,1283062,208.17,2.599769e-12,11.5851
premier,20080314,2069,1141163,181.31,6.286393e-09,8.2016
premier,20080317,2822,1177540,239.65,1.463164e-16,15.8347
premier,20080320,1766,1211510,145.77,4.209605e-05,4.3758
premier,20080323,1553,617191,251.62,8.182821e-18,17.0871
premier,20080730,1129,790123,142.89,9.174678e-05,4.0374
premier,20080829,1194,830412,143.78,7.420652e-05,4.1296
premier,20080901,1035,705584,146.69,4.257794e-05,4.3708
premier,20120422,4312,2324466,185.50,1.429633e-09,8.8448
premier,20120507,3730,2167664,172.07,5.727303e-08,7.2420
premier,20120516,3510,2220469,158.07,2.025928e-06,5.6934
premier,20140322,4558,3151092,144.65,4.480682e-05,4.3487
premier,20140325,7711,4078665,189.06,4.515421e-10,9.3453
premier,20140331,7814,3721906,209.95,9.179235e-13,12.0372
premier,20150323,6578,3826165,171.92,5.269637e-08,7.2782
premier,20151206,5402,3364162,160.57,1.010347e-06,5.9955
premier,20170423,5915,3181447,185.92,1.164672e-09,8.9338
premier,20170508,6349,3593058,176.70,1.469566e-08,7.8328
premier,20170610,5312,3585745,148.14,1.995273e-05,4.7000
premier,20170613,6877,4596203,149.62,1.379719e-05,4.8602
premier,20170619,6464,4187989,154.35,4.538496e-06,5.3431
premier,20200314,7422,4429874,167.54,1.635707e-07,6.7863
premier,20200317,7148,5075458,140.83,9.972508e-05,4.0012
premier,20200627,6049,3884692,155.71,3.287368e-06,5.4832
premier,20210628,7038,4680983,150.35,1.161090e-05,4.9351
premier,20220409,6946,4502489,154.27,4.587066e-06,5.3385
premier,20220412,7621,5187002,146.92,2.550179e-05,4.5934
premier,20220424,7848,4038281,194.34,9.777343e-11,10.0098
premier,20220611,18232,5199282,350.66,2.226093e-34,33.6525
premier,20220620,6766,4783922,141.43,8.788146e-05,4.0561
premier,20220629,17770,6364325,279.21,7.041472e-23,22.1523
premier,20240630,9448,4372010,216.10,1.301360e-13,12.8856
premier,20240706,6450,4136126,155.94,3.086019e-06,5.5106
premier,20260316,13379,4233427,316.03,1.230982e-28,27.9097
premier,20260322,8389,3902927,214.94,1.927054e-13,12.7151
paris,20080308,1052,786012,133.84,9.411894e-07,6.0263
paris,20080407,1042,799831,130.28,2.296979e-06,5.6388
paris,20080419,708,607720,116.50,7.080759e-05,4.1499
paris,20150110,4747,3111979,152.54,3.501586e-09,8.4557
paris,20151115,11400,3377213,337.56,5.476123e-37,36.2615
paris,20151118,7780,4032644,192.93,1.406181e-14,13.8520
paris,20151121,5130,3225140,159.06,5.231529e-10,9.2814
paris,20151124,5630,4139652,136.00,3.281127e-07,6.4840
paris,20151127,4783,3872671,123.51,8.304292e-06,5.0807
paris,20190416,8979,4334071,207.17,1.293329e-16,15.8883
paris,20240724,6538,5461411,119.71,2.047995e-05,4.6887
paris,20240727,7555,3971775,190.22,3.375924e-14,13.4716
paris,20240730,6472,5040261,128.41,2.351166e-06,5.6287
paris,20240802,5651,4264149,132.52,8.212065e-07,6.0855
paris,20240811,5314,3661823,145.12,2.770477e-08,7.5574
quatre,20080817,455,575212,79.10,1.297910e-06,5.8868
président,20080703,1699,936336,181.45,2.819610e-05,4.5498
président,20081106,2232,1159577,192.48,4.535787e-06,5.3433
président,20090120,3291,1770962,185.83,1.244604e-05,4.9050
président,20120507,5359,2167664,247.22,1.853046e-10,9.7321
président,20120516,4160,2220469,187.35,9.450553e-06,5.0245
président,20170508,7240,3593058,201.50,8.316251e-07,6.0801
grand,20190113,3408,3733849,91.27,7.376715e-06,5.1321
grand,20190116,4867,5214131,93.34,1.905019e-06,5.7201
grand,20190119,3167,3437804,92.12,4.658045e-06,5.3318
grand,20190122,5001,5548939,90.13,1.252720e-05,4.9021
grand,20190125,4539,4743755,95.68,4.605908e-07,6.3367
grand,20190203,2963,3258840,90.92,9.577390e-06,5.0188
grand,20190407,3328,3635194,91.55,6.353713e-06,5.1970
cinq,20080323,397,617191,64.32,8.402448e-08,7.0756
cinq,20100918,881,1519308,57.99,2.817635e-06,5.5501
cinq,20220412,2865,5187002,55.23,1.215391e-05,4.9153
cinq,20220424,2930,4038281,72.56,6.040993e-16,15.2189
devant,20150110,2318,3111979,74.49,1.037834e-05,4.9839
devant,20151115,2802,3377213,82.97,4.978251e-08,7.3029
jour,20141226,1711,2260756,75.68,1.304167e-05,4.8847
jour,20200320,3607,4162331,86.66,4.068131e-10,9.3906
jour,20200323,3796,4118154,92.18,1.206179e-12,11.9186
jour,20200326,4632,5008309,92.49,6.700485e-13,12.1739
jour,20200329,3290,3188473,103.18,4.686792e-18,17.3291
jour,20200401,4660,4842990,96.22,9.707272e-15,14.0129
jour,20200404,3188,3602998,88.48,7.476942e-11,10.1263
jour,20200407,4047,4749111,85.22,1.515367e-09,8.8195
jour,20200410,3852,4093810,94.09,1.430494e-13,12.8445
jour,20200413,3098,3544946,87.39,2.331118e-10,9.6324
jour,20200416,4066,4924882,82.56,1.912619e-08,7.7184
jour,20200419,2651,3434306,77.19,2.801739e-06,5.5526
jour,20200422,3639,4745995,76.68,3.480496e-06,5.4584
jour,20200425,2820,3630365,77.68,1.804474e-06,5.7436
jour,20200501,2941,3633950,80.93,1.093191e-07,6.9613
jour,20200504,3154,4239631,74.39,2.232852e-05,4.6511
jour,20200507,3568,4764968,74.88,1.451674e-05,4.8381
jour,20200510,3094,3705036,83.51,1.000596e-08,7.9997
jour,20200513,3806,4940828,77.03,2.542041e-06,5.5948
jour,20211225,1722,2301024,74.84,2.417615e-05,4.6166
jour,20241224,2078,2758742,75.32,1.442236e-05,4.8410
jour,20251225,1993,2659037,74.95,1.967052e-05,4.7062
fin,20121221,4926,4180551,117.83,5.978277e-07,6.2234
fin,20191221,4468,4186738,106.72,8.686135e-05,4.0612
fin,20200612,4789,4450298,107.61,5.933948e-05,4.2267
fin,20210502,3823,3461111,110.46,1.886897e-05,4.7243
fin,20260813,6602,3103147,212.75,4.817497e-35,34.3172
jours,20200317,5428,5075458,106.95,7.680400e-07,6.1146
jours,20200320,4922,4162331,118.25,6.527726e-09,8.1852
jours,20200323,4883,4118154,118.57,5.674419e-09,8.2461
jours,20200326,5953,5008309,118.86,4.731855e-09,8.3250
jours,20200329,3831,3188473,120.15,3.051322e-09,8.5155
jours,20200401,5539,4842990,114.37,3.446466e-08,7.4626
jours,20200404,3830,3602998,106.30,1.069653e-06,5.9708
jours,20200407,4999,4749111,105.26,1.528987e-06,5.8156
jours,20200410,3995,4093810,97.59,2.931504e-05,4.5329
jours,20200510,3510,3705036,94.74,8.240282e-05,4.0841
jours,20220103,3583,3647346,98.24,2.358987e-05,4.6273
grande,20140903,2454,3995178,61.42,1.561109e-05,4.8066
grande,20160624,2418,4058180,59.58,7.386451e-05,4.1316
grande,20170523,2634,4272921,61.64,1.237541e-05,4.9074
grande,20170701,1834,3024567,60.64,3.662060e-05,4.4363
grande,20181105,2522,4079849,61.82,1.091201e-05,4.9621
grande,20181108,3551,5244295,67.71,2.939059e-08,7.5318
grande,20181111,2434,3675116,66.23,1.807356e-07,6.7430
français,20080531,864,726607,118.91,5.873682e-05,4.2311
français,20080811,885,671133,131.87,2.792862e-06,5.5540
français,20080814,1013,752074,134.69,1.283476e-06,5.8916
français,20080817,843,575212,146.55,7.201703e-08,7.1426
français,20080820,1220,835536,146.01,6.232559e-08,7.2053
français,20080823,908,614559,147.75,4.937416e-08,7.3065
français,20151115,4065,3377213,120.37,2.905723e-05,4.5367
mois,20081224,906,594190,152.48,1.146971e-08,7.9404
place,20150110,4367,3111979,140.33,8.815747e-05,4.0547
place,20220611,8363,5199282,160.85,1.827889e-07,6.7381
pays,20080609,1214,816496,148.68,1.466481e-06,5.8337
pays,20080612,1463,1027030,142.45,6.782872e-06,5.1686
pays,20080615,1075,745647,144.17,5.191534e-06,5.2847
pays,20080621,908,683272,132.89,9.120843e-05,4.0400
pays,20080730,1072,790123,135.68,4.314679e-05,4.3651
pays,20220226,5673,4110234,138.02,1.511849e-05,4.8205
pays,20220301,7162,4950830,144.66,2.488847e-06,5.6040
nouveau,20080114,704,830422,84.78,2.203993e-05,4.6568
nouveau,20080317,1202,1177540,102.08,3.862073e-10,9.4132
nouveau,20080320,1074,1211510,88.65,1.684414e-06,5.7736
nouveau,20080323,903,617191,146.31,8.292729e-24,23.0813
nouveau,20080326,873,1056284,82.65,4.929235e-05,4.3072
nouveau,20081106,1033,1159577,89.08,1.386160e-06,5.8582
nouveau,20090120,1435,1770962,81.03,7.511062e-05,4.1243
nouveau,20101114,1616,1614048,100.12,8.557674e-10,9.0676
nouveau,20120507,1980,2167664,91.34,1.899199e-07,6.7214
nouveau,20120516,2337,2220469,105.25,1.469375e-11,10.8329
nouveau,20140331,3748,3721906,100.70,2.414528e-10,9.6172
nouveau,20140403,4645,4381261,106.02,4.299030e-12,11.3666
nouveau,20140406,2753,3176209,86.68,2.497325e-06,5.6025
nouveau,20170508,3443,3593058,95.82,7.296861e-09,8.1369
nouveau,20170514,3052,3301634,92.44,7.109718e-08,7.1481
nouveau,20170517,3909,4471022,87.43,1.389298e-06,5.8572
nouveau,20200525,3228,4040255,79.90,9.610929e-05,4.0172
nouveau,20200528,4329,5213179,83.04,1.674951e-05,4.7760
nouveau,20200531,2547,3080217,82.69,2.396414e-05,4.6204
nouveau,20200703,3912,4496101,87.01,1.782929e-06,5.7489
nouveau,20200706,4275,4146456,103.10,3.942836e-11,10.4042
nouveau,20211128,3208,3947331,81.27,4.715407e-05,4.3265
nouveau,20240615,3950,4213539,93.75,2.670913e-08,7.5733
nouveau,20240618,4564,5622563,81.17,4.551595e-05,4.3418
nouveau,20240621,4114,4604832,89.34,4.290432e-07,6.3675
nouveau,20240630,5508,4372010,125.98,3.305213e-19,18.4808
nouveau,20240703,4478,5609978,79.82,9.273940e-05,4.0327
nouveau,20240706,4151,4136126,100.36,2.874596e-10,9.5414
nouveau,20240709,6054,6909677,87.62,1.093948e-06,5.9610
nouveau,20240922,3364,3944195,85.29,5.104430e-06,5.2921
nouveau,20260325,3687,4357826,84.61,7.298102e-06,5.1368
part,20080410,535,1011821,52.87,3.092212e-05,4.5097
part,20080422,521,971648,53.62,1.801175e-05,4.7444
part,20220611,2769,5199282,53.26,4.270633e-06,5.3695
plusieurs,20260804,3084,2613734,117.99,5.185680e-05,4.2852
faut,20080615,616,745647,82.61,4.684019e-05,4.3294
faut,20200320,3366,4162331,80.87,3.070161e-05,4.5128
faut,20200323,3275,4118154,79.53,6.736537e-05,4.1716
politique,20080108,878,1006776,87.21,8.857926e-05,4.0527
politique,20120507,2129,2167664,98.22,4.421230e-06,5.3545
politique,20140825,2963,2654450,111.62,1.037324e-07,6.9841
politique,20170508,3401,3593058,94.65,1.066214e-05,4.9722
partie,20191221,2790,4186738,66.64,2.401061e-07,6.6196
partie,20191230,1969,3063886,64.26,6.100127e-06,5.2147
partie,20200501,2281,3633950,62.77,2.592228e-05,4.5863
partie,20200606,2251,3618308,62.21,4.687716e-05,4.3290
partie,20200802,1880,2884403,65.18,2.346350e-06,5.6296
partie,20200814,2080,3291292,63.20,1.812621e-05,4.7417
partie,20200817,2047,3231126,63.35,1.563844e-05,4.8058
partie,20200823,2192,3187090,68.78,2.285431e-08,7.6410
partie,20210502,2185,3461111,63.13,1.846836e-05,4.7336
partie,20210514,2460,4005689,61.41,9.771583e-05,4.0100
partie,20210523,2198,3494089,62.91,2.327009e-05,4.6332
dix,20080820,388,835536,46.44,1.098761e-07,6.9591
dix,20080826,370,845733,43.75,3.391054e-06,5.4697
dix,20110910,658,1493230,44.07,3.187512e-07,6.4965
dix,20111230,713,1743970,40.88,1.731898e-05,4.7615
dix,20251113,1992,4690132,42.47,3.857503e-07,6.4137
point,20080123,543,1100628,49.34,3.724103e-05,4.4290
point,20081019,392,755412,51.89,7.842227e-06,5.1056
point,20081203,578,1149978,50.26,1.261850e-05,4.8990
point,20081206,388,757299,51.23,1.515500e-05,4.8194
point,20181117,2683,3648065,73.55,2.011038e-24,23.6966
point,20181120,3529,4945067,71.36,6.615268e-23,22.1795
point,20181123,2780,4593330,60.52,1.459443e-13,12.8358
point,20181126,2266,4437224,51.07,4.540296e-07,6.3429
point,20181202,1924,3656371,52.62,6.726120e-08,7.1722
point,20181208,1993,3742599,53.25,2.643605e-08,7.5778
point,20181214,2261,4513479,50.09,1.628724e-06,5.7882
point,20181217,1969,4040488,48.73,1.006324e-05,4.9973
point,20240126,2348,5004273,46.92,7.272304e-05,4.1383
point,20240129,2235,4728893,47.26,5.092621e-05,4.2931
point,20250911,2485,4571718,54.36,3.885193e-09,8.4106
cours,20090902,1489,1765379,84.34,7.079530e-06,5.1500
cours,20090905,1150,1315445,87.42,2.262585e-06,5.6454
cours,20090908,1980,1839629,107.63,1.432889e-10,9.8438
cours,20090911,1855,1864368,99.50,7.771949e-09,8.1095
cours,20090914,1570,1534588,102.31,2.302949e-09,8.6377
cours,20090917,1694,1896433,89.33,8.203115e-07,6.0860
cours,20090923,1599,1882910,84.92,5.422910e-06,5.2658
cours,20090926,1225,1473432,83.14,1.257335e-05,4.9005
cours,20120904,4150,4271140,97.16,1.677853e-08,7.7752
cours,20120907,3037,3746804,81.06,2.202304e-05,4.6571
cours,20120910,3417,3997381,85.48,3.438677e-06,5.4636
cours,20120913,3766,4807799,78.33,6.280535e-05,4.2020
cours,20120916,2654,3265401,81.28,2.068778e-05,4.6843
cours,20130902,3483,4006738,86.93,1.840320e-06,5.7351
cours,20130905,4192,4973701,84.28,5.508699e-06,5.2590
cours,20130911,3953,5016629,78.80,5.198818e-05,4.2841
cours,20130917,3949,4929170,80.11,3.083690e-05,4.5109
cours,20140903,3186,3995178,79.75,3.687255e-05,4.4333
cours,20200823,2599,3187090,81.55,1.862573e-05,4.7299
cours,20200907,3754,4535759,82.76,1.057050e-05,4.9759
pris,20160814,1155,2418778,47.75,4.864004e-05,4.3130
certains,20200317,2867,5075458,56.49,1.485315e-05,4.8282
certains,20200320,2583,4162331,62.06,1.000370e-07,6.9998
certains,20200323,2466,4118154,59.88,8.028286e-07,6.0954
certains,20200326,2860,5008309,57.11,8.783371e-06,5.0563
certains,20200329,1984,3188473,62.22,1.055185e-07,6.9767
certains,20200401,2819,4842990,58.21,3.375855e-06,5.4716
certains,20200404,2082,3602998,57.79,5.757773e-06,5.2397
certains,20200407,2665,4749111,56.12,2.090225e-05,4.6798
certains,20200410,2243,4093810,54.79,6.591794e-05,4.1810
certains,20200413,1927,3544946,54.36,9.876586e-05,4.0054
certains,20200416,2860,4924882,58.07,3.779415e-06,5.4226
certains,20200419,1952,3434306,56.84,1.336246e-05,4.8741
certains,20200422,2794,4745995,58.87,1.875185e-06,5.7270
certains,20200425,2059,3630365,56.72,1.435230e-05,4.8431
certains,20200428,2668,4889715,54.56,7.371510e-05,4.1324
certains,20200504,2439,4239631,57.53,6.573240e-06,5.1822
certains,20200510,2091,3705036,56.44,1.795651e-05,4.7458
certains,20201103,2696,4846187,55.63,3.104535e-05,4.5080
ministre,20101114,2921,1614048,180.97,5.668857e-12,11.2465
ministre,20120516,3654,2220469,164.56,2.800578e-10,9.5528
ministre,20120519,1986,1848785,107.42,8.490044e-05,4.0711
ministre,20120522,2588,2325954,111.27,3.870302e-05,4.4123
ministre,20140403,5493,4381261,125.37,1.959043e-06,5.7080
ministre,20140825,4230,2654450,159.36,9.347855e-10,9.0293
ministre,20170517,5254,4471022,117.51,1.028619e-05,4.9877
ministre,20200706,4587,4146456,110.62,4.209140e-05,4.3758
ministre,20240111,5554,4979375,111.54,3.468576e-05,4.4598
ministre,20240922,4409,3944195,111.78,3.344014e-05,4.4757
ministre,20241224,3254,2758742,117.95,9.744604e-06,5.0112
nouvelle,20120904,3535,4271140,82.76,3.011078e-05,4.5213
nouvelle,20140903,3350,3995178,83.85,1.707786e-05,4.7676
nouvelle,20201221,3122,3871518,80.64,9.378552e-05,4.0279
nouvelle,20210902,4045,5009092,80.75,8.319655e-05,4.0799
nouvelle,20220611,4963,5199282,95.46,1.373105e-08,7.8623
nouvelle,20220629,9875,6364325,155.16,1.061708e-30,29.9740
nouvelle,20230907,4413,5249761,84.06,1.410804e-05,4.8505
nouvelle,20240516,4831,5790575,83.43,1.951739e-05,4.7096
nouvelle,20250102,2854,2879025,99.13,1.640213e-09,8.7851
lieu,20251110,3822,3727233,102.54,6.157365e-06,5.2106
lieu,20251116,3652,3771133,96.84,3.779325e-05,4.4226
lieu,20251119,4670,4749848,98.32,2.318321e-05,4.6348
lieu,20251122,4561,4164171,109.53,5.747822e-07,6.2405
lieu,20251125,5022,4741348,105.92,1.938316e-06,5.7126
lieu,20251128,5458,4504871,121.16,8.565286e-09,8.0673
lieu,20260620,2943,2783156,105.74,2.252715e-06,5.6473
lieu,20260623,4648,3918408,118.62,2.257681e-08,7.6463
lieu,20260626,3678,3586983,102.54,6.204318e-06,5.2073
près,20140726,1653,2638445,62.65,2.642381e-05,4.5780
près,20140810,1507,2445277,61.63,6.759014e-05,4.1701
près,20260723,2034,3088187,65.86,1.150194e-06,5.9392
près,20260726,1609,2393341,67.23,4.033652e-07,6.3943
près,20260801,1431,2315725,61.79,6.176269e-05,4.2093
près,20260807,1493,2424258,61.59,7.059107e-05,4.1513
près,20260810,1499,2383435,62.89,2.353894e-05,4.6282
près,20260816,717,1085531,66.05,5.010932e-06,5.3001
chef,20080108,582,1006776,57.81,3.862614e-05,4.4131
chef,20080210,635,890998,71.27,3.589581e-08,7.4450
chef,20080213,733,1123267,65.26,7.780127e-07,6.1090
chef,20080216,494,842314,58.65,2.944350e-05,4.5310
chef,20080219,729,1224280,59.55,1.438450e-05,4.8421
chef,20080225,597,898716,66.43,5.136563e-07,6.2893
chef,20080703,603,936336,64.40,1.451579e-06,5.8382
chef,20080715,426,699567,60.89,1.171124e-05,4.9314
chef,20080721,368,632364,58.19,4.769249e-05,4.3216
chef,20110504,1152,2000012,57.60,3.004287e-05,4.5223
chef,20120129,957,1627134,58.82,1.778334e-05,4.7500
chef,20120516,1265,2220469,56.97,3.965182e-05,4.4017
chef,20170719,2404,4024012,59.74,8.196661e-06,5.0864
vie,20251228,2850,2756599,103.39,9.910616e-06,5.0039
question,20080425,422,888799,47.48,2.161389e-05,4.6653
reste,20080314,707,1141163,61.95,5.039720e-07,6.2976
reste,20080609,475,816496,58.18,8.815799e-05,4.0547
gouvernement,20101114,2333,1614048,144.54,1.999343e-08,7.6991
gouvernement,20120516,3036,2220469,136.73,9.373807e-08,7.0281
gouvernement,20140825,4632,2654450,174.50,3.183593e-11,10.4971
cas,20090502,917,857667,106.92,3.200956e-06,5.4947
cas,20200305,5890,6056557,97.25,2.668766e-05,4.5737
cas,20200311,5598,5991940,93.43,6.897840e-05,4.1613
cas,20200314,4858,4429874,109.66,1.067414e-06,5.9717
cas,20200317,6730,5075458,132.60,1.560651e-09,8.8067
cas,20200320,5653,4162331,135.81,6.154670e-10,9.2108
cas,20200323,5739,4118154,139.36,2.123324e-10,9.6730
