mot,total,jours_actifs,n_medias
battant,108605,6779,36
vastes,46117,6515,36
portugais,129854,6772,36
répercussions,56172,6554,36
forcé,95936,6749,36
qualifie,93369,6733,36
argentine,108482,6729,36
révèlent,65256,6699,36
pénal,84878,6614,36
billet,178695,6793,36
uniforme,46475,6540,36
vies,168975,6740,36
talents,228748,6781,36
automatiquement,95051,6673,36
dépense,105936,6719,36
enseignements,67394,6677,36
paie,100065,6762,36
chercheur,154378,6761,36
racines,118827,6754,36
inverse,59069,6716,36
chanteur,376092,6789,36
l'anglais,79842,6758,36
ouvrant,99398,6760,36
préparent,102443,6728,36
confirmation,89216,6761,36
baptisé,152084,6774,36
toit,188404,6776,36
musées,125161,6713,36
cancer,466355,6770,36
provoquée,49832,6549,36
masque,289842,6686,36
municipale,557661,6751,36
comédiens,178920,6754,36
température,341608,6744,36
institut,89613,6712,36
finance,211918,6774,36
syndicaux,42546,6201,35
rideau,104357,6727,36
cotisations,129958,6677,36
livraisons,112129,6581,36
contenant,109539,6735,36
coupé,123195,6773,36
xavier,406821,6799,36
directions,42172,6457,36
économistes,89471,6591,35
d'hiver,176480,6707,36
récession,108685,6478,36
pères,72031,6668,36
casse,213510,6797,36
plage,551262,6782,36
trouvée,65767,6700,36
restaurants,258010,6752,36
constant,147595,6737,36
fenêtre,140358,6756,36
courante,79731,6679,36
métal,115460,6714,36
reprenant,81483,6751,36
s'attendre,87645,6743,36
répertoire,197195,6729,36
enlevé,74447,6732,36
savez,116787,6780,36
accélérer,115132,6740,36
téléphonique,124809,6751,36
mêle,87837,6728,36
traversée,133221,6764,36
guise,96187,6762,36
juridiction,88865,6516,36
sable,186776,6749,36
sérénité,120760,6779,36
las,122781,6774,36
exil,42865,6533,36
consacrées,43661,6603,36
fraude,174361,6692,36
sucre,105144,6666,36
s'adapter,164733,6756,36
saura,79898,6741,36
significative,95738,6712,36
touchant,81138,6720,36
libérés,52673,6579,36
négligeable,61049,6687,36
individuel,158224,6761,36
spectateur,106150,6750,36
durs,70235,6736,36
acquérir,95997,6729,36
l'ecole,70455,6673,36
pédagogique,259358,6733,36
l'intelligence,143167,6610,36
missiles,144698,6423,36
confirment,71113,6714,36
blanches,108854,6739,36
tirés,92892,6737,36
programmation,296522,6763,36
calculs,67666,6663,36
l'invitation,115430,6715,36
extension,98216,6681,36
mandats,125141,6701,36
frapper,111581,6764,36
l'islam,140908,6668,35
quiconque,47539,6582,36
humanitaire,184458,6756,36
intéressante,91598,6762,36
collections,129139,6719,36
possèdent,69179,6718,36
intermédiaires,68646,6635,36
l'introduction,47643,6525,36
hypothèses,58894,6605,36
informatique,213943,6769,36
éditorial,29621,6226,36
fondateurs,86052,6710,36
indiquent,112933,6698,36
distances,101905,6754,36
tendant,12795,5144,36
cessent,56036,6666,36
pensées,85864,6662,36
primes,86518,6660,36
d'envoyer,75520,6717,36
villa,158886,6791,36
préjudice,144881,6712,36
poétique,93543,6702,36
rio,178550,6775,36
hervé,336567,6796,36
musulmane,74120,6552,35
allez,219715,6798,36
vend,113793,6756,36
administrateur,49666,6562,36
statuts,83863,6625,36
acceptable,55621,6621,36
couronne,128944,6764,36
dépendance,105417,6719,36
collectives,68522,6674,36
observations,58788,6521,36
délibérément,36567,6374,36
orientations,79114,6637,36
reprocher,51974,6680,36
suggéré,49053,6600,36
report,176473,6713,36
renverser,66105,6692,36
signaler,100667,6721,36
inégalités,123875,6691,36
mères,123726,6741,36
d'indépendance,40192,6376,36
fassent,64909,6716,36
ahmed,72677,6546,36
accessible,321025,6778,36
espèces,234546,6721,36
fuir,100812,6738,36
avertissement,71816,6722,36
dates,218404,6746,36
vivante,92777,6726,36
reçue,80263,6726,36
crédibilité,73598,6724,36
pollution,241636,6753,36
lumières,123704,6733,36
appuyé,75022,6700,36
chinoises,110060,6711,36
justesse,81945,6759,36
arrestation,73514,6599,36
épisodes,177582,6749,36
publicitaires,83402,6708,36
étages,117414,6739,36
laissait,70340,6781,36
romain,352783,6777,36
slogans,52368,6533,36
rock,416989,6789,36
doux,159659,6759,36
s'applique,75149,6658,36
géants,162732,6765,36
urgence,216736,6788,36
territoriales,106653,6702,36
rond,250475,6777,36
désespoir,42066,6618,36
mark,143031,6770,36
installer,176967,6763,36
prestigieux,122348,6766,36
autorise,65315,6684,36
relief,55465,6698,36
assurance,122399,6740,36
alternative,149903,6758,36
habitués,144028,6759,36
coûteux,70991,6687,36
intéressé,107149,6775,36
musical,285076,6755,36
publicitaire,75060,6685,36
l'architecture,93146,6723,36
d'étude,66103,6624,36
équivalent,89857,6719,36
d'intérêts,86532,6626,36
dressé,91090,6728,36
s'arrête,137918,6772,36
rendait,66953,6730,36
proposait,90676,6742,36
suffi,74159,6771,36
feuilles,119513,6721,36
décors,101914,6688,36
partagée,181453,6735,36
inauguré,122198,6717,36
superbe,179761,6797,36
organes,41710,6322,36
imaginé,148782,6758,36
passions,69278,6692,36
stricte,52860,6585,36
insuffisante,51179,6569,36
fier,194881,6791,36
initiale,89730,6709,36
discrète,79486,6737,36
chaos,103007,6706,36
comble,97884,6760,36
disposant,68994,6708,36
sévèrement,44756,6627,36
désigne,59579,6648,36
xixe,180488,6764,36
reçues,82118,6689,36
expansion,46081,6510,36
d'exercer,64466,6565,36
larmes,158109,6765,36
interlocuteur,50002,6563,36
fraction,22193,5765,36
rompu,51190,6634,36
cardinal,64529,6446,36
strict,79367,6664,36
positifs,171830,6749,36
d'influence,61558,6557,36
pénale,132104,6690,36
jardins,317905,6752,36
entamé,139907,6795,36
beyrouth,53476,5822,36
abattu,110738,6729,36
comptant,104108,6768,36
humour,149975,6773,36
hautement,64766,6630,36
chauffeur,171204,6762,36
d'elles,72634,6640,36
fenêtres,113985,6714,36
assurés,93855,6714,36
trahison,45707,6397,36
amendement,89217,6273,36
renouvelé,94908,6720,36
créateurs,170767,6727,36
théorique,44804,6540,36
perçu,86246,6725,36
algériens,39040,5656,36
enregistrée,74617,6698,36
débarrasser,67379,6721,36
dresse,73523,6698,36
essaie,116394,6760,36
décentralisation,31443,5830,36
fous,100615,6762,36
jérôme,447934,6803,36
brésilien,181777,6801,36
déçu,134949,6796,36
controverse,35606,6363,36
intervenue,72703,6701,36
instructions,36031,6291,36
pompiers,1074466,6794,36
d'italie,79152,6700,36
vieil,61324,6673,36
sortis,117662,6773,36
descendre,110172,6755,36
opposée,67313,6727,36
d'arrêter,95060,6724,36
dérive,76148,6734,36
évolutions,108620,6738,36
gilbert,169556,6738,36
l'humour,118255,6760,36
chers,106422,6754,36
briser,57390,6642,36
l'orientation,62760,6499,36
regretté,114780,6762,36
carrefour,247147,6763,36
ultra,236110,6786,36
indiens,52398,6580,36
musicien,147087,6741,36
versé,85924,6729,36
indiquer,50429,6608,36
polémiques,76369,6675,36
d'actualité,113689,6767,36
voulant,75261,6731,36
opposer,39980,6512,36
criminels,66518,6599,36
regagner,60087,6714,36
rejeter,37189,6354,36
successifs,56348,6641,36
contentieux,62214,6568,35
s'exprime,64576,6700,36
l'interprétation,39090,6536,36
d'acheter,121126,6750,36
départementale,476399,6747,36
abords,186175,6757,36
cherchant,58749,6674,36
m'en,133287,6777,36
nouveauté,195745,6759,36
forcer,75193,6769,36
nécessite,156513,6754,36
moselle,71756,6566,36
contrôlée,56886,6635,36
s'appuie,118597,6742,36
accueil,286948,6752,36
lune,142403,6715,36
posés,50221,6563,36
valéry,43781,6415,36
nobel,98994,6684,36
s'entendre,40786,6562,36
faille,110416,6777,36
l'océan,138314,6730,36
pareille,43506,6670,36
repoussé,72438,6742,36
passionné,213872,6763,36
neutralité,62867,6238,36
mètre,151335,6769,36
figurer,67973,6744,36
évalué,77940,6685,36
bloqué,155093,6787,36
maintes,42189,6598,36
contingent,28712,6215,36
devienne,72810,6711,36
turc,119250,6680,36
joindre,98984,6741,36
intelligence,84154,6689,36
fièvre,74803,6650,36
messe,256175,6782,36
souple,47423,6577,36
développée,65253,6627,36
heurte,36653,6518,36
sien,58749,6721,36
modérés,26717,5989,36
spécialisées,64203,6625,36
renforce,82495,6714,36
colloque,38292,6091,36
tuées,114073,6746,36
prévision,113950,6734,36
l'unique,73471,6737,36
palestinienne,76549,6203,35
remplace,90940,6727,36
chili,77141,6589,36
déplacer,216320,6762,36
multiplie,88746,6725,36
redoute,65846,6693,36
nationalisme,22256,5564,36
touristique,234167,6753,36
entendait,37848,6557,36
déroulée,239715,6754,36
yvelines,147920,6744,36
quantités,62987,6547,36
mettra,110704,6753,36
utilisent,104478,6703,36
désarmement,16532,4166,36
âgée,279623,6787,36
basée,222238,6766,36
semblables,30498,6354,36
voyant,109262,6770,36
rage,87223,6775,36
city,260569,6802,36
successives,51717,6643,36
pré,233862,6778,36
lycées,137099,6653,36
souhaiter,65529,6682,36
regroupement,92075,6702,36
dominante,50422,6576,36
j'y,202347,6794,36
aventures,119944,6754,36
formés,108524,6681,36
ports,119738,6653,36
s'intéresse,71515,6720,36
interprète,106095,6746,36
réparation,150757,6733,36
souffrent,92886,6751,36
perdus,90802,6749,36
accroissement,17014,5527,35
empêche,72041,6699,36
d'aménagement,184955,6704,36
fournisseurs,141393,6707,36
mènent,74388,6711,36
freiner,59953,6650,36
demeurer,23176,6116,36
monétaires,26851,5700,36
compliqué,411552,6798,36
morales,44821,6468,36
livrent,47524,6633,36
l'effondrement,77584,6698,36
tombés,118924,6769,36
sir,22316,5832,36
xxe,138911,6757,36
nuances,46339,6461,36
offrant,151038,6768,36
l'acquisition,157779,6748,36
restructuration,117065,6681,36
fiscaux,91559,6639,36
photographies,109987,6703,36
esthétique,88316,6698,36
téléphoniques,79236,6671,36
siens,116984,6789,36
africaines,46560,6514,36
forêts,127868,6665,36
rive,104694,6707,36
satellite,64390,6544,36
réticences,34909,6435,36
chair,65978,6684,36
suivis,111911,6730,36
créées,67125,6653,36
classé,193598,6778,36
l'attribution,73213,6651,36
béton,129766,6732,36
barcelone,264615,6802,36
promoteurs,62188,6566,36
adaptation,88531,6709,36
amie,190096,6775,36
inquiets,95188,6743,36
disques,85443,6741,36
d'attente,157923,6766,36
succéder,86217,6758,36
témoigner,98475,6730,36
notable,63231,6677,36
d'accorder,31795,6339,36
libye,132405,6322,36
disparus,102214,6724,36
titulaires,95976,6721,36
compensation,70632,6610,36
extrémistes,38884,6215,36
desquelles,41058,6545,36
adolescents,230406,6757,36
guérilla,31596,5879,35
nomme,54268,6705,36
quotidiennement,98569,6690,36
étudie,51649,6624,36
syndicalistes,29824,5955,35
précautions,60538,6598,36
prévoient,64348,6663,36
pétrolière,46651,6375,36
l'exclusion,53961,6555,36
produisent,74560,6683,36
étendue,55734,6589,36
favori,163011,6798,36
traversé,120489,6756,36
s'étant,56304,6658,36
contenir,90593,6735,36
numérique,649751,6791,36
francisco,82145,6674,36
critiquer,49101,6646,36
réélu,90426,6627,36
d'arriver,111248,6758,36
diplôme,190462,6728,36
tabac,210487,6757,36
d'habitude,162364,6784,36
interrogés,106075,6731,36
cohérence,105956,6734,36
d'aboutir,31918,6300,36
temple,109773,6744,35
normandie,400450,6752,36
costumes,145306,6738,36
excessive,57142,6623,36
dessine,78254,6717,36
costume,140356,6775,36
asiatiques,73466,6665,36
lionel,205430,6787,36
séduire,112290,6753,36
taire,59968,6697,36
libéralisme,26562,5720,36
doter,61123,6668,36
inacceptable,84471,6693,36
d'aucune,49459,6574,36
australie,128639,6769,36
maîtresse,84941,6728,36
gagnant,186833,6791,36
redonner,142988,6774,36
confrères,240928,6719,36
télévisée,58328,6651,36
observateur,66504,6577,36
remporter,207943,6799,36
inculpé,45139,5916,35
marchand,148903,6742,36
d'attendre,63571,6718,36
lourdement,85681,6738,36
havre,214815,6786,36
j'aurais,154663,6795,36
s'agissant,64467,6651,36
occasions,157935,6783,36
facture,190625,6780,36
chicago,89376,6722,36
modération,61180,6576,36
substituer,27825,6203,36
regretter,62405,6737,36
resteront,102644,6724,36
chimie,65666,6540,36
fonde,41107,6567,36
licenciement,97528,6623,36
indirectement,48899,6361,36
trou,126239,6781,36
suffrage,30192,5828,36
déterminée,67498,6675,36
panique,113060,6762,36
dépassent,56389,6633,36
gaston,64870,6529,36
cellules,142116,6660,36
d'élèves,376038,6720,36
circulaire,78562,6482,36
requis,165102,6739,36
exigé,55830,6651,36
consignes,138222,6708,36
bête,97124,6761,36
morceau,141646,6765,36
surprises,164817,6790,36
échecs,68017,6694,36
récits,79965,6634,36
refaire,154315,6778,36
nier,41424,6496,36
traverser,132616,6755,36
correspondent,62755,6651,36
jugées,69714,6660,36
dotée,92947,6710,36
pis,54923,6695,36
retient,62362,6693,36
mystérieux,62305,6679,36
absent,136550,6792,36
salarié,223749,6758,36
attire,126686,6750,36
évoquent,84633,6726,36
chien,267100,6769,36
tarif,563937,6786,36
silhouette,74306,6695,36
aires,94484,6658,36
pensons,76475,6685,36
révélée,87071,6745,36
euro,484708,6796,36
amateur,183748,6760,36
ux,227528,6530,36
pensez,147168,6800,36
d'annoncer,95477,6740,36
intitulée,132979,6744,36
maîtriser,131855,6761,36
échappe,45989,6649,36
trancher,62665,6675,36
enseignant,133866,6705,36
respecte,106756,6757,36
tirage,205261,6741,36
visé,152082,6741,36
généreux,104109,6759,36
succède,69523,6694,36
eh,61243,6731,36
exprimés,87565,6489,36
sommeil,185654,6735,36
documentation,37643,6472,36
diagnostic,189744,6752,36
exigeant,80097,6726,36
inspirée,86344,6707,36
prit,17901,5831,36
orientation,88286,6566,36
christ,83367,6714,36
atteintes,110052,6670,36
remédier,57358,6607,36
bombardements,97014,6281,36
voler,126320,6764,36
sauter,85973,6730,36
feuille,169501,6774,36
wall,173064,6743,36
composent,70816,6649,36
votes,152386,6664,36
décalage,83818,6748,36
irak,130280,6710,36
légumes,289698,6739,36
alentours,483294,6780,36
exercé,74903,6696,36
déclencher,61788,6641,36
plaidé,132515,6735,36
trompe,72436,6749,36
s'installe,119726,6752,36
fermes,87923,6651,36
avoue,168646,6790,36
fermés,150787,6749,36
singulièrement,17046,5787,36
l'égide,72226,6698,36
enseigne,122576,6734,36
trêve,166314,6735,36
sauvetage,186119,6788,36
démontre,77925,6721,36
jazz,352992,6764,36
injuste,62637,6657,36
accomplir,48422,6610,36
colonie,58666,6525,36
interdiction,170447,6714,36
tracé,111958,6743,36
dues,57015,6605,36
médicales,95103,6729,36
actionnaire,113657,6673,36
expliquant,132923,6766,36
géographie,72625,6629,36
damas,95778,5968,35
cnrs,72760,6651,36
l'essence,77031,6654,36
départemental,766325,6733,36
décident,84249,6718,36
diable,64457,6740,36
stabilisation,38903,6301,36
joint,88879,6748,36
d'engager,56155,6629,36
surveiller,103579,6741,36
venise,75915,6645,36
entrent,71366,6698,36
clinique,161795,6734,36
similaire,161701,6773,36
exploitation,98177,6645,36
concentrer,133120,6782,36
pen,589028,6725,36
iranien,141811,6631,35
protégé,101031,6773,36
exerce,59656,6649,36
satellites,69462,6301,36
navigation,185365,6716,36
divisé,66173,6688,36
l'adresse,122307,6743,36
autriche,65480,6657,36
palestine,70990,6220,36
authentique,60301,6647,36
lèvres,97124,6750,36
stéphane,670853,6799,36
églises,84571,6678,35
conscients,63741,6692,36
fabricants,79203,6652,36
sauvé,116859,6778,36
fauteuil,154629,6769,36
restreint,60213,6587,36
vladimir,251087,6705,36
alerte,224215,6784,36
estimer,45655,6599,36
folle,119234,6766,36
poursuivie,77595,6688,36
christine,363665,6802,36
accordées,41078,6480,36
registre,115133,6768,36
nommés,49875,6457,36
lointain,48406,6651,36
d'amitié,66918,6638,36
co,536725,6795,36
dr,248862,6743,36
hugo,244611,6779,36
intermédiaire,80941,6649,36
littéralement,77891,6753,36
l'impossibilité,40328,6444,36
interdits,99303,6702,36
descente,159622,6782,36
inventé,64219,6698,36
tables,208979,6755,36
race,123750,6702,36
prédécesseurs,52039,6632,36
congé,84928,6592,36
n'aient,38878,6514,36
extrêmes,99073,6677,36
consommateur,113926,6740,36
incapables,42374,6661,36
renvoie,70883,6717,36
libanais,73026,6307,36
réformer,63825,6552,36
électroniques,109107,6708,36
théoriquement,32436,6334,36
récolte,123550,6689,36
iran,103748,6595,36
paysan,48735,6472,36
soulève,47742,6550,36
exécution,45787,6399,36
formulées,29967,6162,36
autonomes,65236,6561,36
adoptées,33234,6263,36
contester,62378,6640,36
complice,94800,6723,36
l'alimentation,159303,6728,36
séduit,162982,6778,36
tournent,82725,6735,36
gains,91929,6691,36
hormis,102885,6787,36
format,185716,6751,36
l'argument,45461,6539,36
moindres,69140,6688,36
sollicité,153124,6754,36
copie,109037,6772,36
annulé,147401,6752,36
prisons,62774,6480,35
supprimé,67220,6620,36
s'inquiètent,59897,6657,36
marcher,134569,6753,36
immigrés,49286,6464,36
meurt,57117,6676,36
existait,54080,6632,36
failli,114983,6785,36
supposer,23888,6143,36
soupçonné,145207,6762,36
pause,441452,6803,36
constituait,33441,6468,36
apprécier,107129,6737,36
notoriété,114002,6760,36
expliquait,174326,6794,36
numéros,127941,6725,36
gouverner,46035,6308,36
apportent,82066,6683,36
décrets,27048,5581,36
financé,134890,6746,36
prague,34221,5976,36
sacrifices,36691,6500,36
claires,66866,6674,36
rayon,144963,6750,36
s'appuyant,90362,6739,36
conservatrice,58162,6582,36
genres,87622,6725,36
recherché,84495,6705,36
restaurer,120455,6744,36
jette,68331,6736,36
rallier,68067,6726,36
exigent,34089,6445,36
prêtre,105859,6685,36
matches,693165,6803,36
renonce,38911,6525,36
spécialité,104519,6735,36
l'australie,115676,6693,36
reconnus,75811,6660,36
l'annulation,117813,6691,36
jolie,169957,6790,36
efficacement,60182,6554,36
qu'avait,35870,6499,36
lâche,198336,6800,36
comprise,91121,6699,36
foulée,254123,6801,36
connais,144292,6783,36
s'adresser,67293,6695,36
hongrois,53946,6269,36
exclus,38470,6428,36
consécutive,173992,6790,36
convocation,63987,6581,36
entrés,124139,6765,36
blé,104258,6676,36
inconnue,85381,6739,36
considérant,56029,6587,36
participant,150912,6740,36
ve,68968,6607,36
liquidation,71409,6488,36
divorce,106825,6720,36
voudrais,66379,6718,36
poursuivis,58726,6567,36
dément,61044,6712,36
provoquant,96707,6754,36
surplus,31992,6321,36
conte,171639,6758,36
suspects,152118,6735,36
lorraine,67817,6689,36
d'entraînement,174656,6765,36
location,261878,6754,36
contestée,52244,6614,36
congo,71157,6571,36
déclenchée,53657,6492,36
définie,31608,6280,36
chaussée,222901,6743,36
s'achève,61145,6697,36
nazis,51939,6441,36
d'appliquer,42644,6475,36
feraient,39762,6551,36
neutre,71509,6630,36
présentera,174467,6753,36
chasseurs,146659,6677,36
s'opposent,36435,6448,36
appelant,137557,6761,36
l'héritage,67126,6628,36
téléspectateurs,186809,6764,36
protagonistes,78852,6725,36
déploré,129042,6755,36
doubler,108089,6776,36
d'envisager,57878,6639,36
revenant,72042,6755,36
dirait,49913,6672,36
filiales,57429,6312,36
réunissant,92548,6743,36
lève,84891,6745,36
médiatique,188593,6798,36
soulevé,53573,6596,36
regret,87935,6727,36
walter,43742,6420,36
favorise,77114,6674,36
déclarés,68183,6621,36
enjeu,153671,6775,36
intéresse,65664,6708,36
écoute,118349,6750,36
employée,88458,6710,36
corriger,64614,6679,36
tunis,37103,5437,36
caution,61957,6561,36
glace,156302,6765,36
limitées,87980,6685,36
bloquer,103378,6724,36
décrire,61225,6682,36
réductions,75867,6658,36
fermée,181981,6765,36
tue,74021,6723,36
complémentaire,121613,6702,36
l'approbation,42820,6372,36
airs,138942,6757,36
atelier,602920,6759,36
tendent,29576,6340,36
immobilier,246405,6766,36
confrontés,112979,6754,36
tolérance,74984,6664,36
gouvernementaux,20481,5655,36
marchands,61406,6640,36
inconnus,55743,6657,36
d'asie,62610,6663,36
arthur,138137,6696,36
minorités,49603,6381,36
inquiétant,79154,6745,36
déploiement,152100,6698,36
j'aime,315945,6796,36
concilier,43092,6547,36
vents,151042,6752,36
hubert,136473,6735,36
dépens,51367,6674,36
inquiet,96309,6774,36
l'invasion,103729,6262,36
panneaux,271884,6758,36
étendu,58393,6603,36
enregistrées,83838,6725,36
plaît,150919,6776,36
exiger,39059,6493,36
d'espagne,103059,6732,36
souffrir,84312,6773,36
affiches,109713,6706,36
d'occupation,67569,6594,36
incroyable,259993,6801,36
camion,221170,6728,36
s'arrêter,145689,6767,36
inscrite,90750,6707,36
nourrit,67845,6695,36
trésorerie,128692,6686,36
complices,75512,6662,36
exister,64924,6673,36
occupants,100468,6705,36
lunettes,141827,6762,36
cérémonies,94967,6639,36
battus,103534,6776,36
conquis,99295,6753,36
illégale,94838,6640,36
intégré,176360,6759,36
placées,83355,6719,36
l'échange,89504,6725,36
s'étonne,51560,6639,36
circuits,180277,6719,36
magique,142012,6772,36
littéraires,53961,6581,36
enregistre,92900,6750,36
blocs,68502,6569,36
réserver,144673,6719,36
savoie,110524,6715,36
contrôlé,93654,6757,36
bleue,167328,6761,36
cadeau,210280,6782,36
autoritaire,46127,6482,36
placement,135559,6762,36
privilège,57616,6685,36
unanime,38644,6499,36
l'eglise,89958,6539,35
basé,201872,6786,36
unie,41572,6345,36
l'immeuble,128980,6704,36
isolés,65705,6575,36
acceptée,44446,6505,36
formelle,33220,6293,36
régie,86005,6665,36
aborder,93018,6746,36
interprété,103322,6724,36
pires,69141,6741,36
couverts,99646,6686,36
ministériel,34125,6248,36
d'alger,25164,5377,36
d'ivoire,83831,6542,36
limités,58247,6624,36
énormes,53312,6710,36
exacte,40553,6540,36
album,385744,6790,36
photographe,226102,6772,36
cinématographique,52844,6612,36
précaution,103237,6748,36
mit,28503,6221,36
allocution,60066,6457,36
veto,36149,5886,36
ridicule,51204,6692,36
incertitudes,68810,6626,36
rivaux,71646,6754,36
rempli,135142,6765,36
médaille,388822,6765,36
livrés,80076,6673,36
l'ambiance,299863,6793,36
éditeur,56410,6662,36
procède,88167,6499,36
revendiqué,77252,6625,36
adaptée,154152,6720,36
dames,152181,6741,36
affiché,396172,6786,36
compétitivité,134681,6682,36
d'entendre,58103,6679,36
licenciements,55940,6278,36
durement,62525,6658,36
élue,193883,6742,36
s'agirait,59256,6668,36
ballon,540099,6801,36
mini,289113,6786,36
grévistes,83689,5991,35
circuler,113475,6711,36
installées,126481,6716,36
alliances,42772,6443,35
menacent,43590,6569,36
grecs,61291,6379,36
tom,184586,6775,36
l'adversaire,104042,6707,36
comique,58615,6660,35
metz,128668,6747,36
abordé,88420,6727,36
rumeur,78653,6752,36
assurément,49481,6659,36
visait,67498,6702,36
prononcés,42478,6473,36
permanents,50630,6576,36
rebelle,60033,6658,36
adhésion,66727,6632,36
barrières,153600,6684,36
fantastique,97267,6763,36
individuels,96841,6723,36
correspondants,39885,6339,36
l'opportunité,133713,6754,36
d'angleterre,85257,6752,36
l'emporte,62889,6707,36
psychologie,43868,6535,36
rouen,195517,6725,36
stage,391072,6758,36
l'agression,104782,6547,36
déséquilibre,35796,6364,36
l'hexagone,205544,6781,36
miroir,74128,6692,36
devise,76037,6698,36
désignés,39671,6436,36
manières,63474,6687,36
l'arabie,93925,6435,36
conducteur,314861,6776,36
jeanne,214421,6764,36
considérées,44491,6451,36
démographique,64203,6533,36
l'enthousiasme,58869,6688,36
illusion,31367,6489,36
ch,228719,6734,36
danois,87407,6656,36
ballet,79574,6665,36
originaires,106627,6731,36
riposte,56598,6520,36
concitoyens,97670,6701,36
supplément,47029,6560,36
chapelle,421549,6742,36
tantôt,73884,6515,36
représentée,73494,6668,36
naturels,145344,6706,36
l'emporter,98483,6770,36
indienne,59269,6618,36
d'impôts,100512,6664,36
ambiance,424480,6786,36
désastre,49990,6588,36
queue,92140,6744,36
générosité,107635,6729,36
allure,81802,6740,36
directes,60417,6680,36
exigence,53641,6648,36
vocabulaire,46913,6586,36
grecque,86590,6611,36
cimetière,205138,6712,36
huis,102898,6629,36
primaires,137124,6747,36
cathédrale,180684,6708,36
d'homme,39829,6574,36
accompagner,283534,6764,36
renvoyer,58826,6655,36
évaluer,103097,6714,36
sensation,124400,6768,36
composer,114967,6756,36
voulais,266433,6798,36
s'occuper,99402,6740,36
cgc,52484,5694,35
ajoutent,56821,6563,36
chaussures,181568,6757,36
saisons,309920,6798,36
disposés,33022,6447,36
conquérir,57155,6665,36
napoléon,74975,6605,36
touchent,77732,6682,36
opéré,93735,6747,36
utilisateurs,241650,6701,36
chargées,50053,6582,36
élan,104157,6741,36
garonne,421966,6746,36
boutique,375013,6764,36
interrompu,68335,6653,36
protesté,20138,5708,36
augmentations,45695,6273,36
l'incident,93549,6724,36
bain,171612,6777,36
interrogations,95672,6737,36
acheteurs,105235,6704,36
banc,233064,6799,36
d'assistance,51678,6615,36
liquide,128999,6729,36
conduits,49361,6620,36
emprunts,49326,6427,36
recueillis,80013,6760,36
qu'aujourd'hui,71958,6742,36
dramatiques,40906,6506,36
l'italien,99328,6761,36
consolider,57631,6644,36
redoutent,44223,6592,36
sincérité,47929,6536,36
négocié,64210,6706,36
perdent,67410,6707,36
antonio,118452,6760,36
construits,64715,6625,36
remontée,116230,6791,36
créent,75452,6687,36
gêne,69704,6701,36
rapidité,53391,6617,36
partition,50099,6631,36
sections,97008,6587,36
subvention,241138,6685,36
d'expliquer,78519,6724,36
raconté,188508,6777,36
dénonciation,51447,6481,36
ah,83983,6730,36
inspecteur,29737,6260,36
énergétique,342970,6732,36
épaules,89412,6761,36
sombres,53398,6655,36
renvoyé,70963,6659,36
parait,14882,5442,36
s'attend,78045,6721,36
exclure,48546,6600,36
progresse,106491,6755,36
d'heure,130217,6790,36
régulation,134249,6759,36
éditeurs,73541,6594,36
légers,79386,6691,36
l'historien,66973,6600,36
procédés,26836,6118,36
blessées,115796,6757,36
projection,235360,6737,36
centimètres,84467,6704,36
intégrer,165225,6767,36
légitimes,40707,6421,36
procurer,67071,6671,36
comportant,34577,6387,36
s'élèvent,53524,6588,36
meubles,120085,6720,36
permette,42124,6530,36
variété,100476,6691,36
urnes,98500,6623,35
israéliennes,74773,5755,36
douteux,19558,5859,36
firent,15542,5614,35
chapeau,124638,6763,36
pib,272463,6767,36
colonies,46699,6377,36
bourses,70696,6623,36
entretient,56502,6668,36
déçus,76284,6756,36
identiques,49870,6601,36
fatigue,139224,6770,36
impact,268798,6782,36
éloigné,64564,6706,36
bagdad,51114,5550,36
marketing,178580,6783,36
n'hésite,76769,6736,36
gratuit,755218,6777,36
associée,108576,6698,36
concrète,58956,6611,36
l'incertitude,68058,6608,36
aperçu,114052,6743,36
palmarès,171372,6798,36
quoique,27629,6421,36
convenu,51994,6628,36
évité,58867,6710,36
attachement,63833,6631,36
respectifs,55955,6645,36
textile,76652,6602,36
situer,36313,6558,36
appartements,123858,6729,36
conceptions,8209,4167,36
brutal,55926,6641,36
fabricant,115813,6702,36
d'espoir,95484,6747,36
s'attaquer,67640,6701,36
l'assaut,71325,6673,36
douloureux,74668,6726,36
équitable,63520,6625,36
florence,220733,6751,36
suspect,255037,6743,36
faiblesses,42091,6597,36
réfugié,53423,6418,36
prioritaire,103260,6678,36
infrastructures,208233,6759,36
reprochent,36697,6487,36
frank,99716,6745,36
mutuelle,67742,6524,36
carnet,113301,6749,36
filière,297674,6751,36
cerveau,154922,6712,36
appelait,46034,6589,36
péninsule,72632,6573,36
vingtième,20931,5919,36
plaintes,125316,6697,36
menu,250853,6779,36
aériens,74716,6607,36
l'écho,35710,6509,36
historiens,41234,6481,36
repartir,198043,6795,36
exceptionnelles,83203,6689,36
aboutit,23686,6108,36
souhaitons,159762,6721,36
prêté,119400,6763,36
l'imagination,43934,6576,36
différend,42001,6464,36
amitié,84398,6679,36
situées,85129,6680,36
inédit,192197,6755,36
installation,139879,6723,36
mince,44308,6649,36
poisson,160329,6757,36
dus,52430,6499,36
attentif,85775,6729,36
dispositifs,176322,6713,36
sache,41630,6589,36
fantaisie,46412,6599,36
identifié,164035,6752,36
offerte,97978,6701,36
