date,mot,surprise,f_t,X_t,N_t,p_t,p0,mu_b,r_b,supprime_nms
20080120,ans,6.1902,384.26,2786,725027,6.452851e-07,0.0,0.00207702,50.4535,1
20080129,ans,5.5799,370.72,4119,1111081,2.630984e-06,0.0,0.00207702,50.4535,1
20080201,ans,10.5197,462.72,4782,1033454,3.021926e-11,0.0,0.00207702,50.4535,1
20080204,ans,22.4011,644.46,5613,870957,3.971446e-23,0.0,0.00207702,50.4535,1
20080207,ans,8.757,431.49,5344,1238512,1.749663e-09,0.0,0.00207702,50.4535,1
20080210,ans,76.0401,1303.82,11617,890998,9.118053e-77,0.0,0.00207702,50.4535,0
20080213,ans,30.9959,759.21,8528,1123267,1.009459e-31,0.0,0.00207702,50.4535,1
20080216,ans,42.3389,905.84,7630,842314,4.582381e-43,0.0,0.00207702,50.4535,1
20080219,ans,43.2801,914.33,11194,1224280,5.246284e-44,0.0,0.00207702,50.4535,1
20080222,ans,24.259,668.46,8211,1228354,5.507558e-25,0.0,0.00207702,50.4535,1
20080225,ans,30.2805,751.29,6752,898716,5.24162e-31,0.0,0.00207702,50.4535,1
20080228,ans,20.4486,615.11,7505,1220111,3.559719e-21,0.0,0.00207702,50.4535,1
20080302,ans,27.5658,715.52,6110,853926,2.717863e-28,0.0,0.00207702,50.4535,1
20080305,ans,10.0713,454.48,5792,1274427,8.48624e-11,0.0,0.00207702,50.4535,1
20080314,ans,6.3647,386.62,4412,1141163,4.318569e-07,0.0,0.00207702,50.4535,1
20080317,ans,5.7559,374.25,4407,1177540,1.754219e-06,0.0,0.00207702,50.4535,1
20080323,ans,14.9833,537.43,3317,617191,1.039166e-15,0.0,0.00207702,50.4535,1
20140217,ans,5.1063,359.51,12426,3456411,7.829631e-06,0.0,0.00207702,50.4535,1
20140220,ans,4.2319,340.15,14345,4217222,5.862328e-05,0.0,0.00207702,50.4535,1
20140223,ans,6.3977,386.0,12159,3150020,4.002377e-07,0.0,0.00207702,50.4535,1
20140226,ans,5.885,375.58,15597,4152792,1.303248e-06,0.0,0.00207702,50.4535,1
20140301,ans,6.9908,397.56,11860,2983179,1.021442e-07,0.0,0.00207702,50.4535,1
20140304,ans,5.8414,374.7,15245,4068541,1.440931e-06,0.0,0.00207702,50.4535,1
20140307,ans,7.7795,412.23,15314,3714913,1.661624e-08,0.0,0.00207702,50.4535,0
20140310,ans,4.1402,338.14,11751,3475196,7.240945e-05,0.0,0.00207702,50.4535,1
20200207,ans,4.116,337.43,16925,5015852,7.65563e-05,0.0,0.00207702,50.4535,1
20200210,ans,10.0142,451.7,22312,4939600,9.678777e-11,0.0,0.00207702,50.4535,1
20200213,ans,8.5525,426.03,24831,5828405,2.802427e-09,0.0,0.00207702,50.4535,1
20200216,ans,13.2497,505.0,19001,3762576,5.627243e-14,0.0,0.00207702,50.4535,1
20200219,ans,12.4841,492.51,26283,5336488,3.279843e-13,0.0,0.00207702,50.4535,1
20200222,ans,13.4716,508.39,21486,4226275,3.375793e-14,0.0,0.00207702,50.4535,0
20200225,ans,13.0215,501.07,27761,5540378,9.517598e-14,0.0,0.00207702,50.4535,1
20200228,ans,9.4468,441.9,22447,5079711,3.574402e-10,0.0,0.00207702,50.4535,1
20200302,ans,10.6082,461.76,22946,4969210,2.464783e-11,0.0,0.00207702,50.4535,1
20200305,ans,6.2116,381.97,23134,6056557,6.143343e-07,0.0,0.00207702,50.4535,1
20260202,ans,6.6095,390.02,15001,3846244,2.457405e-07,0.0,0.00207702,50.4535,1
20260205,ans,7.3625,404.35,17888,4423943,4.340177e-08,0.0,0.00207702,50.4535,1
20260208,ans,8.9974,434.3,14801,3408018,1.005953e-09,0.0,0.00207702,50.4535,1
20260211,ans,12.5783,494.16,21936,4439025,2.640345e-13,0.0,0.00207702,50.4535,1
20260214,ans,11.8998,483.39,17257,3569965,1.259396e-12,0.0,0.00207702,50.4535,1
20260217,ans,14.084,518.0,21231,4098651,8.241538e-15,0.0,0.00207702,50.4535,1
20260220,ans,10.2024,455.08,17570,3860833,6.274997e-11,0.0,0.00207702,50.4535,1
20260223,ans,16.9378,561.47,20123,3583965,1.154053e-17,0.0,0.00207702,50.4535,0
20260226,ans,15.0239,532.49,21911,4114809,9.464807e-16,0.0,0.00207702,50.4535,1
20260301,ans,8.69,428.83,14760,3441934,2.041794e-09,0.0,0.00207702,50.4535,1
20260304,ans,7.8987,414.31,18556,4478794,1.262682e-08,0.0,0.00207702,50.4535,1
20080618,france,5.1264,230.95,2634,1140492,7.475592e-06,0.0,0.00141408,66.9849,1
20080630,france,4.3412,221.77,1762,794513,4.558121e-05,0.0,0.00141408,66.9849,1
20080703,france,8.3329,267.32,2503,936336,4.645921e-09,0.0,0.00141408,66.9849,0
20120114,france,5.7494,237.82,3829,1610025,1.780606e-06,0.0,0.00141408,66.9849,0
20151115,france,10.6579,287.69,9716,3377213,2.198302e-11,0.0,0.00141408,66.9849,0
20160709,france,5.6383,235.86,6898,2924555,2.299799e-06,0.0,0.00141408,66.9849,0
20180714,france,6.6863,247.63,8114,3276606,2.059088e-07,0.0,0.00141408,66.9849,0
20240811,france,4.5813,222.89,8162,3661823,2.622687e-05,0.0,0.00141408,66.9849,0
20191130,temps,4.207,138.11,5973,4324818,6.208942e-05,0.0,0.000854417,53.5657,1
20191215,temps,4.6992,142.52,5779,4054877,1.99906e-05,0.0,0.000854417,53.5657,1
20191221,temps,4.4088,139.94,5859,4186738,3.901334e-05,0.0,0.000854417,53.5657,1
20191224,temps,6.5864,158.09,5367,3394867,2.591959e-07,0.0,0.000854417,53.5657,0
20191227,temps,6.163,154.79,5082,3283076,6.870769e-07,0.0,0.000854417,53.5657,1
20191230,temps,6.5064,157.55,4827,3063886,3.116363e-07,0.0,0.000854417,53.5657,1
20200102,temps,4.7905,143.39,4977,3470845,1.619786e-05,0.0,0.000854417,53.5657,1
20200105,temps,5.8217,152.03,5233,3442130,1.507554e-06,0.0,0.000854417,53.5657,1
20200111,temps,4.1762,137.86,5509,3995998,6.665658e-05,0.0,0.000854417,53.5657,1
20200126,temps,5.2096,146.84,6545,4457132,6.172018e-06,0.0,0.000854417,53.5657,1
20200222,temps,4.214,138.18,5840,4226275,6.109522e-05,0.0,0.000854417,53.5657,1
20200317,temps,4.5336,140.97,7155,5075458,2.927076e-05,0.0,0.000854417,53.5657,1
20200320,temps,7.2778,163.23,6794,4162331,5.274512e-08,0.0,0.000854417,53.5657,1
20200323,temps,8.3484,171.07,7045,4118154,4.483047e-09,0.0,0.000854417,53.5657,1
20200326,temps,7.5284,164.99,8263,5008309,2.962441e-08,0.0,0.000854417,53.5657,1
20200329,temps,4.0015,136.37,4348,3188473,9.964813e-05,0.0,0.000854417,53.5657,1
20200401,temps,6.4026,156.45,7577,4842990,3.957169e-07,0.0,0.000854417,53.5657,1
20200404,temps,9.0292,175.99,6341,3602998,9.349734e-10,0.0,0.000854417,53.5657,1
20200407,temps,6.0328,153.54,7292,4749111,9.273198e-07,0.0,0.000854417,53.5657,1
20200410,temps,8.0957,169.26,6929,4093810,8.023117e-09,0.0,0.000854417,53.5657,1
20200413,temps,10.2735,184.54,6542,3544946,5.327496e-11,0.0,0.000854417,53.5657,0
20200416,temps,5.7797,151.5,7461,4924882,1.660577e-06,0.0,0.000854417,53.5657,1
20200419,temps,8.4103,171.65,5895,3434306,3.88783e-09,0.0,0.000854417,53.5657,1
20200422,temps,6.9894,160.98,7640,4745995,1.024698e-07,0.0,0.000854417,53.5657,1
20200425,temps,10.2659,184.47,6697,3630365,5.421853e-11,0.0,0.000854417,53.5657,1
20200428,temps,5.7296,151.09,7388,4889715,1.863974e-06,0.0,0.000854417,53.5657,1
20200501,temps,8.809,174.44,6339,3633950,1.552304e-09,0.0,0.000854417,53.5657,1
20200504,temps,5.9057,152.58,6469,4239631,1.242555e-06,0.0,0.000854417,53.5657,1
20200507,temps,7.5119,164.89,7857,4764968,3.076583e-08,0.0,0.000854417,53.5657,1
20200510,temps,7.7935,167.12,6192,3705036,1.608877e-08,0.0,0.000854417,53.5657,1
20200513,temps,5.1397,146.21,7224,4940828,7.249662e-06,0.0,0.000854417,53.5657,1
20200516,temps,7.4894,164.89,5987,3630802,3.240298e-08,0.0,0.000854417,53.5657,1
20200519,temps,6.7583,159.23,7379,4634252,1.744814e-07,0.0,0.000854417,53.5657,1
20200522,temps,7.3554,163.9,5913,3607675,4.412018e-08,0.0,0.000854417,53.5657,1
20200525,temps,6.6191,158.23,6393,4040255,2.403721e-07,0.0,0.000854417,53.5657,1
20200528,temps,4.4197,139.95,7296,5213179,3.804429e-05,0.0,0.000854417,53.5657,1
20200531,temps,7.3283,163.82,5046,3080217,4.695968e-08,0.0,0.000854417,53.5657,1
20200606,temps,5.3512,148.14,5360,3618308,4.454343e-06,0.0,0.000854417,53.5657,1
20200615,temps,4.3625,139.52,5999,4299861,4.340132e-05,0.0,0.000854417,53.5657,1
20200621,temps,5.5512,149.78,5533,3694125,2.810861e-06,0.0,0.000854417,53.5657,1
20200706,temps,4.4309,140.14,5811,4146456,3.70739e-05,0.0,0.000854417,53.5657,1
20200712,temps,6.3344,156.16,5037,3225524,4.629816e-07,0.0,0.000854417,53.5657,1
20200718,temps,6.1864,154.97,5152,3324494,6.509985e-07,0.0,0.000854417,53.5657,1
20200721,temps,4.3337,139.27,5840,4193349,4.637867e-05,0.0,0.000854417,53.5657,1
20200802,temps,8.3833,171.61,4950,2884403,4.136801e-09,0.0,0.000854417,53.5657,1
20200805,temps,9.7812,181.11,7210,3981001,1.654836e-10,0.0,0.000854417,53.5657,1
20200808,temps,7.3586,164.09,4824,2939909,4.378893e-08,0.0,0.000854417,53.5657,1
20200811,temps,5.563,149.87,5581,3723867,2.735241e-06,0.0,0.000854417,53.5657,1
20200814,temps,7.4543,164.71,5421,3291292,3.513103e-08,0.0,0.000854417,53.5657,1
20200817,temps,8.187,170.1,5496,3231126,6.500771e-09,0.0,0.000854417,53.5657,1
20200820,temps,9.213,177.15,7540,4256330,6.123401e-10,0.0,0.000854417,53.5657,1
20200823,temps,15.819,219.67,7001,3187090,1.517056e-16,0.0,0.000854417,53.5657,0
20200826,temps,6.0855,154.02,6554,4255304,8.213341e-07,0.0,0.000854417,53.5657,1
20200829,temps,6.9891,161.17,5604,3477145,1.025401e-07,0.0,0.000854417,53.5657,1
20200901,temps,4.7001,142.47,6560,4604437,1.994919e-05,0.0,0.000854417,53.5657,1
20200904,temps,5.4865,149.15,6564,4400827,3.261873e-06,0.0,0.000854417,53.5657,1
20200907,temps,7.2007,162.6,7375,4535759,6.299895e-08,0.0,0.000854417,53.5657,1
20200910,temps,4.0648,136.74,7114,5202523,8.613734e-05,0.0,0.000854417,53.5657,1
20200913,temps,6.7533,159.3,6106,3833034,1.764652e-07,0.0,0.000854417,53.5657,1
20200916,temps,5.167,146.39,8223,5617151,6.807395e-06,0.0,0.000854417,53.5657,1
20200919,temps,5.2031,146.84,5932,4039875,6.264918e-06,0.0,0.000854417,53.5657,1
20210502,temps,4.8302,143.74,4975,3461111,1.478265e-05,0.0,0.000854417,53.5657,0
20210514,temps,4.6389,142.0,5688,4005689,2.296837e-05,0.0,0.000854417,53.5657,1
20210517,temps,4.641,141.97,6338,4464389,2.285683e-05,0.0,0.000854417,53.5657,1
20210523,temps,4.3969,139.92,4889,3494089,4.009833e-05,0.0,0.000854417,53.5657,1
20080814,monde,4.7589,126.32,950,752074,1.742314e-05,0.0,0.000766757,62.364,1
20080817,monde,6.9493,142.38,819,575212,1.123757e-07,0.0,0.000766757,62.364,1
20080820,monde,4.1364,121.36,1014,835536,7.30417e-05,0.0,0.000766757,62.364,1
20080823,monde,7.0418,142.7,877,614559,9.082081e-08,0.0,0.000766757,62.364,0
20081106,monde,5.4547,130.31,1511,1159577,3.510277e-06,0.0,0.000766757,62.364,1
20100611,monde,7.0967,140.09,2913,2079378,8.00459e-08,0.0,0.000766757,62.364,0
20100614,monde,4.5147,123.01,2191,1781109,3.057274e-05,0.0,0.000766757,62.364,1
20100626,monde,6.1258,134.39,1987,1478479,7.485624e-07,0.0,0.000766757,62.364,1
20100711,monde,4.434,122.52,2001,1633218,3.681553e-05,0.0,0.000766757,62.364,1
20110910,monde,4.4056,122.42,1828,1493230,3.930131e-05,0.0,0.000766757,62.364,0
20140714,monde,4.633,123.49,3356,2717656,2.32832e-05,0.0,0.000766757,62.364,0
20180617,monde,4.0244,118.79,4694,3951644,9.453472e-05,0.0,0.000766757,62.364,1
20180711,monde,5.7971,131.12,6449,4918302,1.595332e-06,0.0,0.000766757,62.364,1
20180714,monde,18.9285,200.76,6578,3276606,1.1789859999999998e-19,0.0,0.000766757,62.364,0
20180717,monde,15.0961,182.35,7870,4315892,8.015281e-16,0.0,0.000766757,62.364,1
20221120,monde,5.8742,131.74,5275,4004192,1.335873e-06,0.0,0.000766757,62.364,1
20221217,monde,8.0911,145.48,5499,3779796,8.107491e-09,0.0,0.000766757,62.364,0
20230907,monde,4.4892,122.1,6410,5249761,3.241557e-05,0.0,0.000766757,62.364,0
20260611,monde,4.2047,120.11,5029,4187000,6.242081e-05,0.0,0.000766757,62.364,1
20260614,monde,4.0459,119.1,3524,2958754,8.996127e-05,0.0,0.000766757,62.364,1
20260617,monde,4.6993,123.76,4619,3732154,1.998446e-05,0.0,0.000766757,62.364,0
20260714,monde,4.424,121.88,3825,3138398,3.767068e-05,0.0,0.000766757,62.364,1
20260720,monde,4.2374,120.55,3515,2915813,5.788401e-05,0.0,0.000766757,62.364,1
20080308,premier,5.7441,160.18,1259,786012,1.80247e-06,0.0,0.000838894,42.3128,1
20080311,premier,11.5851,208.17,2671,1283062,2.599769e-12,0.0,0.000838894,42.3128,1
20080314,premier,8.2016,181.31,2069,1141163,6.286393e-09,0.0,0.000838894,42.3128,1
20080317,premier,15.8347,239.65,2822,1177540,1.463164e-16,0.0,0.000838894,42.3128,1
20080320,premier,4.3758,145.77,1766,1211510,4.209605e-05,0.0,0.000838894,42.3128,1
20080323,premier,17.0871,251.62,1553,617191,8.182821e-18,0.0,0.000838894,42.3128,0
20080730,premier,4.0374,142.89,1129,790123,9.174678e-05,0.0,0.000838894,42.3128,1
20080829,premier,4.1296,143.78,1194,830412,7.420652e-05,0.0,0.000838894,42.3128,1
20080901,premier,4.3708,146.69,1035,705584,4.257794e-05,0.0,0.000838894,42.3128,0
20120422,premier,8.8448,185.5,4312,2324466,1.429633e-09,0.0,0.000838894,42.3128,0
20120507,premier,7.242,172.07,3730,2167664,5.727303e-08,0.0,0.000838894,42.3128,1
20120516,premier,5.6934,158.07,3510,2220469,2.025928e-06,0.0,0.000838894,42.3128,1
20140322,premier,4.3487,144.65,4558,3151092,4.480682e-05,0.0,0.000838894,42.3128,1
20140325,premier,9.3453,189.06,7711,4078665,4.515421e-10,0.0,0.000838894,42.3128,1
20140331,premier,12.0372,209.95,7814,3721906,9.179235e-13,0.0,0.000838894,42.3128,0
20150323,premier,7.2782,171.92,6578,3826165,5.269637e-08,0.0,0.000838894,42.3128,0
20151206,premier,5.9955,160.57,5402,3364162,1.010347e-06,0.0,0.000838894,42.3128,0
20170423,premier,8.9338,185.92,5915,3181447,1.164672e-09,0.0,0.000838894,42.3128,0
20170508,premier,7.8328,176.7,6349,3593058,1.469566e-08,0.0,0.000838894,42.3128,1
20170610,premier,4.7,148.14,5312,3585745,1.995273e-05,0.0,0.000838894,42.3128,1
20170613,premier,4.8602,149.62,6877,4596203,1.379719e-05,0.0,0.000838894,42.3128,1
20170619,premier,5.3431,154.35,6464,4187989,4.538496e-06,0.0,0.000838894,42.3128,1
20200314,premier,6.7863,167.54,7422,4429874,1.635707e-07,0.0,0.000838894,42.3128,0
20200317,premier,4.0012,140.83,7148,5075458,9.972508e-05,0.0,0.000838894,42.3128,1
20200627,premier,5.4832,155.71,6049,3884692,3.287368e-06,0.0,0.000838894,42.3128,0
20210628,premier,4.9351,150.35,7038,4680983,1.16109e-05,0.0,0.000838894,42.3128,0
20220409,premier,5.3385,154.27,6946,4502489,4.587066e-06,0.0,0.000838894,42.3128,1
20220412,premier,4.5934,146.92,7621,5187002,2.550179e-05,0.0,0.000838894,42.3128,1
20220424,premier,10.0098,194.34,7848,4038281,9.777343e-11,0.0,0.000838894,42.3128,1
20220611,premier,33.6525,350.66,18232,5199282,2.226093e-34,0.0,0.000838894,42.3128,0
20220620,premier,4.0561,141.43,6766,4783922,8.788146e-05,0.0,0.000838894,42.3128,1
20220629,premier,22.1523,279.21,17770,6364325,7.041472000000001e-23,0.0,0.000838894,42.3128,1
20240630,premier,12.8856,216.1,9448,4372010,1.30136e-13,0.0,0.000838894,42.3128,0
20240706,premier,5.5106,155.94,6450,4136126,3.086019e-06,0.0,0.000838894,42.3128,1
20260316,premier,27.9097,316.03,13379,4233427,1.230982e-28,0.0,0.000838894,42.3128,0
20260322,premier,12.7151,214.94,8389,3902927,1.927054e-13,0.0,0.000838894,42.3128,1
20080308,paris,6.0263,133.84,1052,786012,9.411894e-07,0.0,0.000607655,28.2072,0
20080407,paris,5.6388,130.28,1042,799831,2.296979e-06,0.0,0.000607655,28.2072,1
20080419,paris,4.1499,116.5,708,607720,7.080759e-05,0.0,0.000607655,28.2072,1
20150110,paris,8.4557,152.54,4747,3111979,3.501586e-09,0.0,0.000607655,28.2072,0
20151115,paris,36.2615,337.56,11400,3377213,5.476123e-37,0.0,0.000607655,28.2072,0
20151118,paris,13.852,192.93,7780,4032644,1.406181e-14,0.0,0.000607655,28.2072,1
20151121,paris,9.2814,159.06,5130,3225140,5.231529e-10,0.0,0.000607655,28.2072,1
20151124,paris,6.484,136.0,5630,4139652,3.281127e-07,0.0,0.000607655,28.2072,1
20151127,paris,5.0807,123.51,4783,3872671,8.304292e-06,0.0,0.000607655,28.2072,1
20190416,paris,15.8883,207.17,8979,4334071,1.293329e-16,0.0,0.000607655,28.2072,0
20240724,paris,4.6887,119.71,6538,5461411,2.047995e-05,0.0,0.000607655,28.2072,1
20240727,paris,13.4716,190.22,7555,3971775,3.375924e-14,0.0,0.000607655,28.2072,0
20240730,paris,5.6287,128.41,6472,5040261,2.351166e-06,0.0,0.000607655,28.2072,1
20240802,paris,6.0855,132.52,5651,4264149,8.212065e-07,0.0,0.000607655,28.2072,1
20240811,paris,7.5574,145.12,5314,3661823,2.770477e-08,0.0,0.000607655,28.2072,1
20080817,quatre,5.8868,79.1,455,575212,1.29791e-06,0.0,0.000518696,157.821,0
20080703,président,4.5498,181.45,1699,936336,2.81961e-05,0.0,0.000928466,28.534,0
20081106,président,5.3433,192.48,2232,1159577,4.535787e-06,0.0,0.000928466,28.534,0
20090120,président,4.905,185.83,3291,1770962,1.244604e-05,0.0,0.000928466,28.534,1
20120507,président,9.7321,247.22,5359,2167664,1.853046e-10,0.0,0.000928466,28.534,0
20120516,président,5.0245,187.35,4160,2220469,9.450553e-06,0.0,0.000928466,28.534,1
20170508,président,6.0801,201.5,7240,3593058,8.316251e-07,0.0,0.000928466,28.534,0
20190113,grand,5.1321,91.27,3408,3733849,7.376715e-06,0.0,0.000613691,106.876,1
20190116,grand,5.7201,93.34,4867,5214131,1.905019e-06,0.0,0.000613691,106.876,1
20190119,grand,5.3318,92.12,3167,3437804,4.658045e-06,0.0,0.000613691,106.876,1
20190122,grand,4.9021,90.13,5001,5548939,1.25272e-05,0.0,0.000613691,106.876,1
20190125,grand,6.3367,95.68,4539,4743755,4.605908e-07,0.0,0.000613691,106.876,0
20190203,grand,5.0188,90.92,2963,3258840,9.57739e-06,0.0,0.000613691,106.876,1
20190407,grand,5.197,91.55,3328,3635194,6.353713e-06,0.0,0.000613691,106.876,1
20080323,cinq,7.0756,64.32,397,617191,8.402448e-08,0.0,0.000396036,151.822,0
20100918,cinq,5.5501,57.99,881,1519308,2.817635e-06,0.0,0.000396036,151.822,0
20220412,cinq,4.9153,55.23,2865,5187002,1.215391e-05,0.0,0.000396036,151.822,1
20220424,cinq,15.2189,72.56,2930,4038281,6.040993e-16,0.0,0.000396036,151.822,0
20150110,devant,4.9839,74.49,2318,3111979,1.037834e-05,0.0,0.000462664,69.4997,0
20151115,devant,7.3029,82.97,2802,3377213,4.978251e-08,0.0,0.000462664,69.4997,0
20141226,jour,4.8847,75.68,1711,2260756,1.304167e-05,0.0,0.00053611,145.282,0
20200320,jour,9.3906,86.66,3607,4162331,4.068131e-10,0.0,0.00053611,145.282,1
20200323,jour,11.9186,92.18,3796,4118154,1.206179e-12,0.0,0.00053611,145.282,1
20200326,jour,12.1739,92.49,4632,5008309,6.700485e-13,0.0,0.00053611,145.282,1
20200329,jour,17.3291,103.18,3290,3188473,4.6867920000000004e-18,0.0,0.00053611,145.282,0
20200401,jour,14.0129,96.22,4660,4842990,9.707272e-15,0.0,0.00053611,145.282,1
20200404,jour,10.1263,88.48,3188,3602998,7.476942e-11,0.0,0.00053611,145.282,1
20200407,jour,8.8195,85.22,4047,4749111,1.515367e-09,0.0,0.00053611,145.282,1
20200410,jour,12.8445,94.09,3852,4093810,1.430494e-13,0.0,0.00053611,145.282,1
20200413,jour,9.6324,87.39,3098,3544946,2.331118e-10,0.0,0.00053611,145.282,1
20200416,jour,7.7184,82.56,4066,4924882,1.912619e-08,0.0,0.00053611,145.282,1
20200419,jour,5.5526,77.19,2651,3434306,2.801739e-06,0.0,0.00053611,145.282,1
20200422,jour,5.4584,76.68,3639,4745995,3.480496e-06,0.0,0.00053611,145.282,1
20200425,jour,5.7436,77.68,2820,3630365,1.804474e-06,0.0,0.00053611,145.282,1
20200501,jour,6.9613,80.93,2941,3633950,1.093191e-07,0.0,0.00053611,145.282,1
20200504,jour,4.6511,74.39,3154,4239631,2.232852e-05,0.0,0.00053611,145.282,1
20200507,jour,4.8381,74.88,3568,4764968,1.451674e-05,0.0,0.00053611,145.282,1
20200510,jour,7.9997,83.51,3094,3705036,1.000596e-08,0.0,0.00053611,145.282,1
20200513,jour,5.5948,77.03,3806,4940828,2.542041e-06,0.0,0.00053611,145.282,1
20211225,jour,4.6166,74.84,1722,2301024,2.417615e-05,0.0,0.00053611,145.282,0
20241224,jour,4.841,75.32,2078,2758742,1.442236e-05,0.0,0.00053611,145.282,0
20251225,jour,4.7062,74.95,1993,2659037,1.967052e-05,0.0,0.00053611,145.282,0
20121221,fin,6.2234,117.83,4926,4180551,5.978277e-07,0.0,0.000742088,95.3314,0
20191221,fin,4.0612,106.72,4468,4186738,8.686135e-05,0.0,0.000742088,95.3314,0
20200612,fin,4.2267,107.61,4789,4450298,5.933948e-05,0.0,0.000742088,95.3314,0
20210502,fin,4.7243,110.46,3823,3461111,1.886897e-05,0.0,0.000742088,95.3314,0
20260813,fin,34.3172,212.75,6602,3103147,4.817497e-35,0.0,0.000742088,95.3314,0
20200317,jours,6.1146,106.95,5428,5075458,7.6804e-07,0.0,0.000580026,49.6077,1
20200320,jours,8.1852,118.25,4922,4162331,6.527726e-09,0.0,0.000580026,49.6077,1
20200323,jours,8.2461,118.57,4883,4118154,5.674419e-09,0.0,0.000580026,49.6077,1
20200326,jours,8.325,118.86,5953,5008309,4.731855e-09,0.0,0.000580026,49.6077,1
20200329,jours,8.5155,120.15,3831,3188473,3.051322e-09,0.0,0.000580026,49.6077,0
20200401,jours,7.4626,114.37,5539,4842990,3.446466e-08,0.0,0.000580026,49.6077,1
20200404,jours,5.9708,106.3,3830,3602998,1.069653e-06,0.0,0.000580026,49.6077,1
20200407,jours,5.8156,105.26,4999,4749111,1.528987e-06,0.0,0.000580026,49.6077,1
20200410,jours,4.5329,97.59,3995,4093810,2.931504e-05,0.0,0.000580026,49.6077,1
20200510,jours,4.0841,94.74,3510,3705036,8.240282e-05,0.0,0.000580026,49.6077,1
20220103,jours,4.6273,98.24,3583,3647346,2.358987e-05,0.0,0.000580026,49.6077,0
20140903,grande,4.8066,61.42,2454,3995178,1.561109e-05,0.0,0.000428485,124.537,0
20160624,grande,4.1316,59.58,2418,4058180,7.386451e-05,0.0,0.000428485,124.537,0
20170523,grande,4.9074,61.64,2634,4272921,1.237541e-05,0.0,0.000428485,124.537,0
20170701,grande,4.4363,60.64,1834,3024567,3.66206e-05,0.0,0.000428485,124.537,1
20181105,grande,4.9621,61.82,2522,4079849,1.091201e-05,0.0,0.000428485,124.537,1
20181108,grande,7.5318,67.71,3551,5244295,2.939059e-08,0.0,0.000428485,124.537,0
20181111,grande,6.743,66.23,2434,3675116,1.807356e-07,0.0,0.000428485,124.537,1
20080531,français,4.2311,118.91,864,726607,5.873682e-05,0.0,0.000624357,29.2893,1
20080811,français,5.554,131.87,885,671133,2.792862e-06,0.0,0.000624357,29.2893,1
20080814,français,5.8916,134.69,1013,752074,1.283476e-06,0.0,0.000624357,29.2893,1
20080817,français,7.1426,146.55,843,575212,7.201703e-08,0.0,0.000624357,29.2893,1
20080820,français,7.2053,146.01,1220,835536,6.232559e-08,0.0,0.000624357,29.2893,1
20080823,français,7.3065,147.75,908,614559,4.937416e-08,0.0,0.000624357,29.2893,0
20151115,français,4.5367,120.37,4065,3377213,2.905723e-05,0.0,0.000624357,29.2893,0
20081224,mois,7.9404,152.48,906,594190,1.146971e-08,0.0,0.000818456,72.2941,0
20150110,place,4.0547,140.33,4367,3111979,8.815747e-05,0.0,0.000916551,67.0025,0
20220611,place,6.7381,160.85,8363,5199282,1.827889e-07,0.0,0.000916551,67.0025,0
20080609,pays,5.8337,148.68,1214,816496,1.466481e-06,0.0,0.000793345,46.3418,0
20080612,pays,5.1686,142.45,1463,1027030,6.782872e-06,0.0,0.000793345,46.3418,1
20080615,pays,5.2847,144.17,1075,745647,5.191534e-06,0.0,0.000793345,46.3418,1
20080621,pays,4.04,132.89,908,683272,9.120843e-05,0.0,0.000793345,46.3418,1
20080730,pays,4.3651,135.68,1072,790123,4.314679e-05,0.0,0.000793345,46.3418,1
20220226,pays,4.8205,138.02,5673,4110234,1.511849e-05,0.0,0.000793345,46.3418,1
20220301,pays,5.604,144.66,7162,4950830,2.488847e-06,0.0,0.000793345,46.3418,0
20080114,nouveau,4.6568,84.78,704,830422,2.203993e-05,0.0,0.000545539,85.2554,1
20080317,nouveau,9.4132,102.08,1202,1177540,3.862073e-10,0.0,0.000545539,85.2554,1
20080320,nouveau,5.7736,88.65,1074,1211510,1.684414e-06,0.0,0.000545539,85.2554,1
20080323,nouveau,23.0813,146.31,903,617191,8.292729e-24,0.0,0.000545539,85.2554,0
20080326,nouveau,4.3072,82.65,873,1056284,4.929235e-05,0.0,0.000545539,85.2554,1
20081106,nouveau,5.8582,89.08,1033,1159577,1.38616e-06,0.0,0.000545539,85.2554,0
20090120,nouveau,4.1243,81.03,1435,1770962,7.511062e-05,0.0,0.000545539,85.2554,1
20101114,nouveau,9.0676,100.12,1616,1614048,8.557674e-10,0.0,0.000545539,85.2554,0
20120507,nouveau,6.7214,91.34,1980,2167664,1.899199e-07,0.0,0.000545539,85.2554,1
20120516,nouveau,10.8329,105.25,2337,2220469,1.469375e-11,0.0,0.000545539,85.2554,0
20140331,nouveau,9.6172,100.7,3748,3721906,2.414528e-10,0.0,0.000545539,85.2554,1
20140403,nouveau,11.3666,106.02,4645,4381261,4.29903e-12,0.0,0.000545539,85.2554,0
20140406,nouveau,5.6025,86.68,2753,3176209,2.497325e-06,0.0,0.000545539,85.2554,1
20170508,nouveau,8.1369,95.82,3443,3593058,7.296861e-09,0.0,0.000545539,85.2554,0
20170514,nouveau,7.1481,92.44,3052,3301634,7.109718e-08,0.0,0.000545539,85.2554,1
20170517,nouveau,5.8572,87.43,3909,4471022,1.389298e-06,0.0,0.000545539,85.2554,1
20200525,nouveau,4.0172,79.9,3228,4040255,9.610929e-05,0.0,0.000545539,85.2554,1
20200528,nouveau,4.776,83.04,4329,5213179,1.674951e-05,0.0,0.000545539,85.2554,1
