date,mot,surprise,f_t,X_t,N_t,p_t,p0,mu_b,r_b,supprime_nms
20210821,passe,20.0214,49.6,1513,3050181,9.519746e-21,0.0,0.000185259,67.2006,1
20210824,passe,13.6081,42.06,1620,3852049,2.465535e-14,0.0,0.000185259,67.2006,1
20210827,passe,18.3675,47.48,1806,3804061,4.290527e-19,0.0,0.000185259,67.2006,1
20210830,passe,18.1675,47.29,1748,3695968,6.799530999999999e-19,0.0,0.000185259,67.2006,1
20210902,passe,11.8206,39.67,1987,5009092,1.511585e-12,0.0,0.000185259,67.2006,1
20210905,passe,11.5275,39.57,1461,3692334,2.968045e-12,0.0,0.000185259,67.2006,1
20210908,passe,9.1641,36.27,1860,5127592,6.853328e-10,0.0,0.000185259,67.2006,1
20210911,passe,10.6008,38.32,1546,4034764,2.50716e-11,0.0,0.000185259,67.2006,1
20210914,passe,7.1376,33.49,1692,5052796,7.284448e-08,0.0,0.000185259,67.2006,1
20210917,passe,10.8217,38.45,1871,4866181,1.507791e-11,0.0,0.000185259,67.2006,1
20210920,passe,7.3601,33.91,1442,4252748,4.36411e-08,0.0,0.000185259,67.2006,1
20210923,passe,5.6494,31.23,1667,5338194,2.24162e-06,0.0,0.000185259,67.2006,1
20210926,passe,5.7359,31.52,1238,3927780,1.836906e-06,0.0,0.000185259,67.2006,1
20211002,passe,5.5989,31.25,1340,4287483,2.517998e-06,0.0,0.000185259,67.2006,1
20211008,passe,5.7691,31.47,1478,4695903,1.701935e-06,0.0,0.000185259,67.2006,1
20211014,passe,4.6856,29.66,1608,5421273,2.06237e-05,0.0,0.000185259,67.2006,1
20211017,passe,5.017,30.38,1158,3812280,9.616729e-06,0.0,0.000185259,67.2006,1
20211020,passe,7.6378,34.16,1852,5421313,2.302704e-08,0.0,0.000185259,67.2006,1
20211023,passe,4.4248,29.35,1177,4010849,3.760007e-05,0.0,0.000185259,67.2006,1
20211029,passe,5.6883,31.4,1341,4271138,2.049941e-06,0.0,0.000185259,67.2006,1
20211107,passe,4.4337,29.4,1100,3742041,3.684161e-05,0.0,0.000185259,67.2006,1
20211113,passe,4.0586,28.74,1057,3677719,8.7386e-05,0.0,0.000185259,67.2006,1
20211119,passe,4.4688,29.35,1392,4743461,3.398197e-05,0.0,0.000185259,67.2006,1
20211122,passe,4.4343,29.3,1337,4562698,3.678575e-05,0.0,0.000185259,67.2006,1
20211125,passe,5.7747,31.4,1789,5698304,1.679945e-06,0.0,0.000185259,67.2006,1
20211219,passe,18.6281,47.85,1704,3561144,2.3546279999999997e-19,0.0,0.000185259,67.2006,1
20211222,passe,11.4334,39.3,1723,4384747,3.686016e-12,0.0,0.000185259,67.2006,1
20211225,passe,5.6897,31.86,733,2301024,2.043318e-06,0.0,0.000185259,67.2006,1
20211228,passe,18.1208,47.33,1642,3469214,7.571528999999999e-19,0.0,0.000185259,67.2006,1
20211231,passe,8.8344,36.32,1029,2833309,1.464282e-09,0.0,0.000185259,67.2006,1
20220103,passe,19.8952,49.19,1794,3647346,1.272875e-20,0.0,0.000185259,67.2006,0
20220106,passe,16.19,44.83,2102,4688899,6.457122000000001e-17,0.0,0.000185259,67.2006,1
20220109,passe,9.1807,36.58,1279,3496142,6.596038e-10,0.0,0.000185259,67.2006,1
20220112,passe,10.4369,37.96,1864,4911033,3.656529e-11,0.0,0.000185259,67.2006,1
20220115,passe,16.66,45.54,1806,3966092,2.1876460000000003e-17,0.0,0.000185259,67.2006,1
20220118,passe,8.3882,35.24,1772,5027983,4.090567e-09,0.0,0.000185259,67.2006,1
20220121,passe,10.706,38.33,1792,4674867,1.967694e-11,0.0,0.000185259,67.2006,1
20220124,passe,5.2495,30.66,1406,4585664,5.630345e-06,0.0,0.000185259,67.2006,1
20220130,passe,4.0378,28.68,1112,3877616,9.167342e-05,0.0,0.000185259,67.2006,1
20220202,passe,4.8897,30.01,1583,5274633,1.289e-05,0.0,0.000185259,67.2006,1
20220211,passe,5.8539,31.61,1478,4675969,1.399862e-06,0.0,0.000185259,67.2006,1
20220214,passe,7.0422,33.43,1462,4373286,9.074574e-08,0.0,0.000185259,67.2006,1
20220217,passe,4.2779,28.97,1552,5357515,5.273364e-05,0.0,0.000185259,67.2006,1
20080323,jacques,5.5354,45.53,281,617191,2.914519e-06,0.0,0.000147522,11.3664,0
20110308,jacques,4.5586,39.77,897,2255307,2.763025e-05,0.0,0.000147522,11.3664,0
20110612,jacques,4.2516,38.75,480,1238787,5.602202e-05,0.0,0.000147522,11.3664,1
20110904,jacques,7.7245,53.73,699,1300952,1.885993e-08,0.0,0.000147522,11.3664,0
20111215,jacques,4.3662,38.83,1028,2647437,4.303424e-05,0.0,0.000147522,11.3664,0
20190925,jacques,22.6289,107.03,5787,5407066,2.34996e-23,0.0,0.000147522,11.3664,0
20190928,jacques,20.2453,98.99,4001,4041762,5.685041e-21,0.0,0.000147522,11.3664,1
20191001,jacques,9.1331,58.36,3117,5340732,7.360267e-10,0.0,0.000147522,11.3664,1
20080715,congrès,4.4074,23.01,161,699567,3.913924e-05,0.0,5.31762e-05,4.27557,1
20080721,congrès,10.4306,44.12,279,632364,3.710191e-11,0.0,5.31762e-05,4.27557,0
20080919,congrès,4.363,22.52,224,994767,4.335487e-05,0.0,5.31762e-05,4.27557,1
20080922,congrès,6.0501,28.73,230,800616,8.910599e-07,0.0,5.31762e-05,4.27557,1
20080925,congrès,8.7029,37.37,408,1091641,1.98205e-09,0.0,5.31762e-05,4.27557,1
20080928,congrès,5.8188,28.05,202,720064,1.517732e-06,0.0,5.31762e-05,4.27557,1
20081001,congrès,4.4578,22.74,265,1165249,3.484951e-05,0.0,5.31762e-05,4.27557,1
20081106,congrès,8.9485,38.12,442,1159577,1.125867e-09,0.0,5.31762e-05,4.27557,1
20081109,congrès,5.4613,26.83,187,697043,3.456713e-06,0.0,5.31762e-05,4.27557,1
20081112,congrès,7.8656,34.69,344,991670,1.362818e-08,0.0,5.31762e-05,4.27557,1
20081115,congrès,18.4061,69.47,564,811855,3.9258049999999997e-19,0.0,5.31762e-05,4.27557,0
20081118,congrès,10.191,42.25,477,1129031,6.442066e-11,0.0,5.31762e-05,4.27557,1
20081121,congrès,5.7109,27.28,277,1015347,1.945744e-06,0.0,5.31762e-05,4.27557,1
20090622,congrès,4.7533,23.66,337,1424089,1.764827e-05,0.0,5.31762e-05,4.27557,0
20130902,congrès,4.037,20.77,832,4006738,9.183278e-05,0.0,5.31762e-05,4.27557,0
20150606,congrès,5.4428,25.71,827,3216927,3.607819e-06,0.0,5.31762e-05,4.27557,0
20151115,congrès,4.7746,23.39,790,3377213,1.680263e-05,0.0,5.31762e-05,4.27557,0
20170704,congrès,4.9482,23.94,1013,4231269,1.12677e-05,0.0,5.31762e-05,4.27557,0
20210108,congrès,5.1821,24.75,1045,4222911,6.575211e-06,0.0,5.31762e-05,4.27557,0
20120814,cent,5.1214,7.55,235,3111181,7.562144e-06,0.0,3.26717e-05,22.9645,0
20140418,cent,4.7433,7.26,254,3496419,1.805916e-05,0.0,3.26717e-05,22.9645,0
20140801,cent,4.6272,7.24,225,3109439,2.359483e-05,0.0,3.26717e-05,22.9645,0
20181111,cent,8.4997,9.44,347,3675116,3.164788e-09,0.0,3.26717e-05,22.9645,0
20200305,cent,4.009,6.64,402,6056557,9.795046e-05,0.0,3.26717e-05,22.9645,0
20190209,voulu,5.3615,12.16,462,3799645,4.349611e-06,0.0,7.49159e-05,90.7831,0
20080123,l'économie,5.5162,36.34,400,1100628,3.046322e-06,0.0,0.000100577,7.76888,0
20080129,l'économie,4.0294,30.15,335,1111081,9.345385e-05,0.0,0.000100577,7.76888,1
20080925,l'économie,5.7932,37.47,409,1091641,1.609865e-06,0.0,0.000100577,7.76888,1
20080928,l'économie,4.1835,31.25,225,720064,6.55454e-05,0.0,0.000100577,7.76888,1
20081001,l'économie,4.6198,32.61,380,1165249,2.399941e-05,0.0,0.000100577,7.76888,1
20081004,l'économie,4.7919,33.87,241,711614,1.614837e-05,0.0,0.000100577,7.76888,1
20081007,l'économie,6.2773,39.35,447,1135937,5.280552e-07,0.0,0.000100577,7.76888,1
20081010,l'économie,4.689,33.05,325,983225,2.046468e-05,0.0,0.000100577,7.76888,1
20081013,l'économie,8.043,46.57,406,871801,9.057668e-09,0.0,0.000100577,7.76888,1
20081016,l'économie,9.9346,53.26,602,1130223,1.162626e-10,0.0,0.000100577,7.76888,0
20081019,l'économie,7.1678,43.42,328,755412,6.794444e-08,0.0,0.000100577,7.76888,1
20081022,l'économie,7.2685,43.19,504,1167042,5.388503e-08,0.0,0.000100577,7.76888,1
20081025,l'économie,5.852,38.28,270,705416,1.406059e-06,0.0,0.000100577,7.76888,1
20081028,l'économie,6.3699,39.74,442,1112257,4.266607e-07,0.0,0.000100577,7.76888,1
20081031,l'économie,4.2861,31.37,303,965887,5.175297e-05,0.0,0.000100577,7.76888,1
20081112,l'économie,5.1093,34.79,345,991670,7.775015e-06,0.0,0.000100577,7.76888,1
20081115,l'économie,4.8047,33.75,274,811855,1.567921e-05,0.0,0.000100577,7.76888,1
20081118,l'économie,4.2937,31.27,353,1129031,5.085098e-05,0.0,0.000100577,7.76888,1
20081124,l'économie,6.2808,39.65,355,895319,5.238465e-07,0.0,0.000100577,7.76888,1
20081203,l'économie,6.225,39.13,450,1149978,5.956081e-07,0.0,0.000100577,7.76888,1
20120621,groupes,4.1429,24.45,946,3869615,7.195955e-05,0.0,0.000126,26.4815,0
20130607,groupes,5.7531,27.74,1209,4359071,1.765741e-06,0.0,0.000126,26.4815,0
20130622,groupes,4.1738,24.52,923,3763645,6.701823e-05,0.0,0.000126,26.4815,1
20160117,formation,4.6104,40.55,1305,3217994,2.452664e-05,0.0,0.000196979,24.5625,0
20180304,formation,5.5711,43.7,1682,3849375,2.684747e-06,0.0,0.000196979,24.5625,0
20080730,commerce,9.1619,34.68,274,790123,6.888123e-10,0.0,0.000108207,20.4911,0
20140403,commerce,4.9271,24.33,1066,4381261,1.182905e-05,0.0,0.000108207,20.4911,0
20201031,commerce,5.6475,25.89,959,3703961,2.251832e-06,0.0,0.000108207,20.4911,1
20201103,commerce,6.4201,27.34,1325,4846187,3.800672e-07,0.0,0.000108207,20.4911,0
20201106,commerce,4.2422,22.84,1030,4509547,5.725427e-05,0.0,0.000108207,20.4911,1
20201109,commerce,5.0362,24.57,1048,4265328,9.199671e-06,0.0,0.000108207,20.4911,1
20201112,commerce,4.1065,22.53,1032,4579641,7.826163e-05,0.0,0.000108207,20.4911,1
20201118,commerce,5.6225,25.73,1303,5063999,2.385004e-06,0.0,0.000108207,20.4911,1
20201121,commerce,5.7115,26.03,954,3665492,1.942996e-06,0.0,0.000108207,20.4911,1
20080630,présidence,13.8864,51.73,411,794513,1.298943e-14,0.0,6.92228e-05,6.85955,0
20080703,présidence,5.0426,25.53,239,936336,9.065045e-06,0.0,6.92228e-05,6.85955,1
20080709,présidence,4.3581,23.34,215,921214,4.38474e-05,0.0,6.92228e-05,6.85955,1
20081106,présidence,7.3768,32.43,376,1159577,4.199573e-08,0.0,6.92228e-05,6.85955,0
20081230,présidence,5.5928,27.47,217,790068,2.55398e-06,0.0,6.92228e-05,6.85955,1
20090102,présidence,4.8849,25.56,157,614301,1.303362e-05,0.0,6.92228e-05,6.85955,1
20080413,double,5.9229,22.48,149,662871,1.194308e-06,0.0,9.8461e-05,34.6101,0
20080814,double,5.6725,21.81,164,752074,2.125628e-06,0.0,9.8461e-05,34.6101,1
20080817,double,6.3207,23.47,135,575212,4.778071e-07,0.0,9.8461e-05,34.6101,0
20100121,double,4.6614,18.91,430,2273357,2.180509e-05,0.0,9.8461e-05,34.6101,0
20101205,double,5.8229,20.63,411,1992151,1.503357e-06,0.0,9.8461e-05,34.6101,0
20120805,double,7.8717,22.97,622,2707366,1.343562e-08,0.0,9.8461e-05,34.6101,0
20141123,double,6.4355,21.09,666,3158014,3.668396e-07,0.0,9.8461e-05,34.6101,0
20171125,double,5.4745,19.72,785,3979801,3.353175e-06,0.0,9.8461e-05,34.6101,0
20240727,double,5.0153,19.11,759,3971775,9.654882e-06,0.0,9.8461e-05,34.6101,0
20251110,double,11.6502,26.99,1006,3727233,2.237592e-12,0.0,9.8461e-05,34.6101,0
20251113,double,4.4993,18.34,860,4690132,3.167423e-05,0.0,9.8461e-05,34.6101,1
20251116,double,5.7213,20.07,757,3771133,1.899585e-06,0.0,9.8461e-05,34.6101,1
20110516,femme,9.5677,68.62,1149,1674331,2.705716e-10,0.0,0.000253949,28.1243,0
20110519,femme,6.019,55.89,1140,2039839,9.571673e-07,0.0,0.000253949,28.1243,1
20110522,femme,4.1847,48.87,717,1467283,6.536159e-05,0.0,0.000253949,28.1243,1
20110703,femme,4.1276,48.47,855,1764077,7.454555e-05,0.0,0.000253949,28.1243,1
20110823,femme,4.1545,48.47,1003,2069406,7.005735e-05,0.0,0.000253949,28.1243,0
20180307,femme,4.3279,48.78,2561,5249800,4.7e-05,0.0,0.000253949,28.1243,0
20190308,femme,5.0231,51.64,2188,4237104,9.48207e-06,0.0,0.000253949,28.1243,0
20251228,femme,6.3573,56.92,1569,2756599,4.392421e-07,0.0,0.000253949,28.1243,0
20080907,domaine,6.4482,19.81,127,641044,3.562803e-07,0.0,9.25815e-05,59.1365,0
20200317,nécessité,9.4703,12.22,620,5075458,3.385769e-10,0.0,5.03632e-05,39.1025,1
20200320,nécessité,11.9941,13.67,569,4162331,1.013794e-12,0.0,5.03632e-05,39.1025,1
20200323,nécessité,12.5477,13.96,575,4118154,2.833055e-13,0.0,5.03632e-05,39.1025,0
20200326,nécessité,8.8096,11.86,594,5008309,1.550369e-09,0.0,5.03632e-05,39.1025,1
20200329,nécessité,8.3235,11.86,378,3188473,4.747639e-09,0.0,5.03632e-05,39.1025,1
20200401,nécessité,10.2461,12.66,613,4842990,5.673497e-11,0.0,5.03632e-05,39.1025,1
20200404,nécessité,11.8052,13.68,493,3602998,1.566003e-12,0.0,5.03632e-05,39.1025,1
20200407,nécessité,9.5944,12.32,585,4749111,2.54437e-10,0.0,5.03632e-05,39.1025,1
20200410,nécessité,9.9138,12.58,515,4093810,1.219576e-10,0.0,5.03632e-05,39.1025,1
20200413,nécessité,5.5761,10.1,358,3544946,2.653762e-06,0.0,5.03632e-05,39.1025,1
20200416,nécessité,5.5002,9.91,488,4924882,3.160788e-06,0.0,5.03632e-05,39.1025,1
20200419,nécessité,6.1446,10.48,360,3434306,7.168096e-07,0.0,5.03632e-05,39.1025,1
20200422,nécessité,8.6517,11.8,560,4745995,2.230197e-09,0.0,5.03632e-05,39.1025,1
20200425,nécessité,6.7866,10.85,394,3630365,1.63462e-07,0.0,5.03632e-05,39.1025,1
20200428,nécessité,6.5969,10.59,518,4889715,2.530156e-07,0.0,5.03632e-05,39.1025,1
20200501,nécessité,4.1113,9.08,330,3633950,7.739677e-05,0.0,5.03632e-05,39.1025,1
20200504,nécessité,4.978,9.62,408,4239631,1.051919e-05,0.0,5.03632e-05,39.1025,1
20200510,nécessité,4.5218,9.37,347,3705036,3.007466e-05,0.0,5.03632e-05,39.1025,1
20201031,nécessité,5.7733,10.21,378,3703961,1.685317e-06,0.0,5.03632e-05,39.1025,1
20201103,nécessité,8.9747,11.97,580,4846187,1.059886e-09,0.0,5.03632e-05,39.1025,0
20220304,nécessité,5.056,9.64,451,4679264,8.790523e-06,0.0,5.03632e-05,39.1025,0
20220310,nécessité,4.56,9.25,520,5623002,2.754008e-05,0.0,5.03632e-05,39.1025,1
20200317,seuls,10.092,16.23,824,5075458,8.091808e-11,0.0,7.55799e-05,59.4631,0
20200320,seuls,7.196,14.54,605,4162331,6.36753e-08,0.0,7.55799e-05,59.4631,1
20200323,seuls,6.4563,14.04,578,4118154,3.497149e-07,0.0,7.55799e-05,59.4631,1
20200326,seuls,6.3713,13.88,695,5008309,4.252761e-07,0.0,7.55799e-05,59.4631,1
20200329,seuls,4.5258,12.73,406,3188473,2.97998e-05,0.0,7.55799e-05,59.4631,1
20200401,seuls,4.207,12.29,595,4842990,6.208127e-05,0.0,7.55799e-05,59.4631,1
20200422,seuls,4.5939,12.6,598,4745995,2.547189e-05,0.0,7.55799e-05,59.4631,1
20200504,seuls,4.6188,12.67,537,4239631,2.405429e-05,0.0,7.55799e-05,59.4631,1
20200507,seuls,5.533,13.31,634,4764968,2.931131e-06,0.0,7.55799e-05,59.4631,1
20200510,seuls,5.1882,13.17,488,3705036,6.483797e-06,0.0,7.55799e-05,59.4631,1
20200513,seuls,5.2398,13.07,646,4940828,5.756794e-06,0.0,7.55799e-05,59.4631,1
20240805,prend,4.19,18.53,873,4710763,6.45719e-05,0.0,0.000135004,160.625,1
20240808,prend,6.3415,20.15,925,4590875,4.555046e-07,0.0,0.000135004,160.625,0
20090105,affirmé,4.0114,20.51,186,906793,9.741172e-05,0.0,9.87814e-05,24.2094,0
20110326,affirmé,4.1568,20.1,377,1875356,6.968929e-05,0.0,9.87814e-05,24.2094,0
20120501,affirmé,5.4008,22.27,465,2087844,3.974115e-06,0.0,9.87814e-05,24.2094,0
20150323,département,5.5598,45.08,1725,3826165,2.755299e-06,0.0,0.000162509,13.4491,1
20150329,département,8.6778,57.5,1832,3186345,2.100136e-09,0.0,0.000162509,13.4491,0
20200501,département,4.0922,38.77,1409,3633950,8.08705e-05,0.0,0.000162509,13.4491,0
20080123,forte,7.661,30.8,339,1100628,2.182487e-08,0.0,0.000137362,41.7738,0
20080129,forte,5.6456,27.45,305,1111081,2.261359e-06,0.0,0.000137362,41.7738,1
20080311,forte,4.1573,24.55,315,1283062,6.961986e-05,0.0,0.000137362,41.7738,1
20080513,forte,4.512,25.8,223,864416,3.076032e-05,0.0,0.000137362,41.7738,0
20080730,forte,5.0298,26.96,213,790123,9.337898e-06,0.0,0.000137362,41.7738,1
20081001,forte,4.2723,24.89,290,1165249,5.341522e-05,0.0,0.000137362,41.7738,1
20081007,forte,7.6518,30.72,349,1135937,2.229666e-08,0.0,0.000137362,41.7738,0
20081013,forte,6.2214,28.91,252,871801,6.006041e-07,0.0,0.000137362,41.7738,1
20081028,forte,5.6299,27.42,305,1112257,2.344566e-06,0.0,0.000137362,41.7738,1
20081106,forte,6.5898,28.98,336,1159577,2.571868e-07,0.0,0.000137362,41.7738,1
20081112,forte,4.0145,24.6,244,991670,9.671949e-05,0.0,0.000137362,41.7738,1
20081124,forte,4.8387,26.36,236,895319,1.449845e-05,0.0,0.000137362,41.7738,1
20081209,forte,6.4841,28.93,312,1078471,3.279974e-07,0.0,0.000137362,41.7738,1
20120422,forte,4.0063,23.75,552,2324466,9.854857e-05,0.0,0.000137362,41.7738,0
20080102,york,4.0374,25.46,157,616547,9.174695e-05,0.0,8.23491e-05,7.78182,0
20080413,york,4.1143,25.65,170,662871,7.685728e-05,0.0,8.23491e-05,7.78182,0
20080916,york,6.2132,32.26,341,1057176,6.120379e-07,0.0,8.23491e-05,7.78182,0
20080922,york,4.2365,25.86,207,800616,5.80143e-05,0.0,8.23491e-05,7.78182,1
20080925,york,5.3341,29.31,320,1091641,4.633542e-06,0.0,8.23491e-05,7.78182,1
20081016,york,4.0473,24.86,281,1130223,8.967225e-05,0.0,8.23491e-05,7.78182,1
20100503,york,4.1823,25.05,444,1772516,6.571497e-05,0.0,8.23491e-05,7.78182,0
20110516,york,23.5747,82.12,1375,1674331,2.662414e-24,0.0,8.23491e-05,7.78182,0
20110519,york,13.1544,52.6,1073,2039839,7.008596e-14,0.0,8.23491e-05,7.78182,1
20110522,york,5.7598,30.46,447,1467283,1.738715e-06,0.0,8.23491e-05,7.78182,1
20110606,york,6.6078,33.1,554,1673722,2.467121e-07,0.0,8.23491e-05,7.78182,1
20110630,york,8.3463,38.33,825,2152309,4.50482e-09,0.0,8.23491e-05,7.78182,1
20110703,york,7.1961,34.92,616,1764077,6.365969e-08,0.0,8.23491e-05,7.78182,1
20110706,york,4.3326,25.41,642,2526512,4.649394e-05,0.0,8.23491e-05,7.78182,1
20110823,york,8.746,39.58,819,2069406,1.794616e-09,0.0,8.23491e-05,7.78182,1
20110826,york,4.5177,26.12,540,2067124,3.035916e-05,0.0,8.23491e-05,7.78182,1
20110829,york,7.7297,36.6,633,1729529,1.863561e-08,0.0,8.23491e-05,7.78182,1
20110910,york,10.3545,44.74,668,1493230,4.420514e-11,0.0,8.23491e-05,7.78182,0
20110919,york,5.142,28.37,449,1582617,7.210799e-06,0.0,8.23491e-05,7.78182,1
20121031,york,9.2387,40.69,1610,3957010,5.772203e-10,0.0,8.23491e-05,7.78182,0
20121103,york,4.6172,26.28,887,3375586,2.414484e-05,0.0,8.23491e-05,7.78182,1
20160919,york,5.0014,27.52,1043,3789883,9.96672e-06,0.0,8.23491e-05,7.78182,0
20161109,york,4.0772,24.39,1047,4292957,8.37213e-05,0.0,8.23491e-05,7.78182,1
20171101,york,6.3967,31.97,1382,4322650,4.011628e-07,0.0,8.23491e-05,7.78182,0
20091119,représentant,5.226,11.68,228,1951465,5.942708e-06,0.0,5.78139e-05,38.4886,0
20081124,fédération,4.8384,22.34,200,895319,1.450929e-05,0.0,0.000102172,26.3914,0
20100620,fédération,9.1763,28.73,428,1489876,6.662967e-10,0.0,0.000102172,26.3914,0
20100623,fédération,5.0722,21.82,471,2158211,8.467657e-06,0.0,0.000102172,26.3914,1
20100629,fédération,5.1641,22.01,458,2081147,6.853029e-06,0.0,0.000102172,26.3914,1
20110504,fédération,4.7975,21.4,428,2000012,1.593899e-05,0.0,0.000102172,26.3914,0
20110618,fédération,4.3535,20.94,278,1327334,4.430788e-05,0.0,0.000102172,26.3914,1
20200204,fédération,5.2318,21.66,1208,5577599,5.864376e-06,0.0,0.000102172,26.3914,1
20200314,fédération,6.4328,23.66,1048,4429874,3.691857e-07,0.0,0.000102172,26.3914,0
20200320,fédération,4.5448,20.59,857,4162331,2.852535e-05,0.0,0.000102172,26.3914,1
20200323,fédération,4.6002,20.69,852,4118154,2.510866e-05,0.0,0.000102172,26.3914,1
20230110,fédération,4.386,20.26,1016,5015681,4.111202e-05,0.0,0.000102172,26.3914,0
20230826,fédération,4.2864,20.23,663,3278056,5.171843e-05,0.0,0.000102172,26.3914,0
20150913,qualité,4.0362,27.88,896,3213216,9.200325e-05,0.0,0.000164369,43.7493,0
20240425,qualité,4.2169,27.98,1993,7122144,6.068977e-05,0.0,0.000164369,43.7493,0
20200126,durant,5.0332,49.81,2220,4457132,9.264088e-06,0.0,0.000220022,20.2323,0
20200404,durant,4.0392,45.49,1639,3602998,9.137406e-05,0.0,0.000220022,20.2323,1
20200413,durant,4.1458,45.98,1630,3544946,7.147615e-05,0.0,0.000220022,20.2323,1
20200425,durant,4.4966,47.54,1726,3630365,3.187497e-05,0.0,0.000220022,20.2323,1
20200501,durant,6.98,57.84,2102,3633950,1.047115e-07,0.0,0.000220022,20.2323,0
20200507,durant,4.0544,45.48,2167,4764968,8.822381e-05,0.0,0.000220022,20.2323,1
20200510,durant,5.1041,50.17,1859,3705036,7.86801e-06,0.0,0.000220022,20.2323,1
20200513,durant,4.6656,48.19,2381,4940828,2.159738e-05,0.0,0.000220022,20.2323,1
20200516,durant,4.4084,47.15,1712,3630802,3.904856e-05,0.0,0.000220022,20.2323,1
20200519,durant,5.361,51.18,2372,4634252,4.35527e-06,0.0,0.000220022,20.2323,1
20200522,durant,5.6541,52.5,1894,3607675,2.217712e-06,0.0,0.000220022,20.2323,1
20200525,durant,6.4117,55.54,2244,4040255,3.875098e-07,0.0,0.000220022,20.2323,1
20200528,durant,4.8313,48.9,2549,5213179,1.474713e-05,0.0,0.000220022,20.2323,1
20200531,durant,7.1505,58.6,1805,3080217,7.070955e-08,0.0,0.000220022,20.2323,1
20200606,durant,5.6305,52.4,1896,3618308,2.341268e-06,0.0,0.000220022,20.2323,1
20200612,durant,4.7381,48.54,2160,4450298,1.827631e-05,0.0,0.000220022,20.2323,1
20200615,durant,4.8161,48.89,2102,4299861,1.527093e-05,0.0,0.000220022,20.2323,1
20200618,durant,4.1875,46.06,2407,5226069,6.49364e-05,0.0,0.000220022,20.2323,1
20200621,durant,4.6435,48.18,1780,3694125,2.272237e-05,0.0,0.000220022,20.2323,1
20200627,durant,4.8437,49.04,1905,3884692,1.43308e-05,0.0,0.000220022,20.2323,1
20200706,durant,4.3687,46.93,1946,4146456,4.278598e-05,0.0,0.000220022,20.2323,1
20200712,durant,5.834,53.29,1719,3225524,1.46547e-06,0.0,0.000220022,20.2323,1
20200718,durant,5.164,50.47,1678,3324494,6.855499e-06,0.0,0.000220022,20.2323,1
20200721,durant,4.9417,49.44,2073,4193349,1.143538e-05,0.0,0.000220022,20.2323,1
20200730,durant,4.5714,47.83,1963,4103914,2.682615e-05,0.0,0.000220022,20.2323,1
20200802,durant,9.1166,66.11,1907,2884403,7.645297e-10,0.0,0.000220022,20.2323,1
20200805,durant,12.2456,77.07,3068,3981001,5.681052e-13,0.0,0.000220022,20.2323,1
20200808,durant,7.1454,58.61,1723,2939909,7.155346e-08,0.0,0.000220022,20.2323,1
20200811,durant,6.4146,55.59,2070,3723867,3.849726e-07,0.0,0.000220022,20.2323,1
20200814,durant,7.8384,61.22,2015,3291292,1.450758e-08,0.0,0.000220022,20.2323,1
20200817,durant,9.1109,66.01,2133,3231126,7.746763e-10,0.0,0.000220022,20.2323,1
20200820,durant,12.8502,79.11,3367,4256330,1.411997e-13,0.0,0.000220022,20.2323,1
20200823,durant,16.952,93.06,2966,3187090,1.1167410000000001e-17,0.0,0.000220022,20.2323,0
20200826,durant,8.3689,63.1,2685,4255304,4.276212e-09,0.0,0.000220022,20.2323,1
20200829,durant,6.201,54.76,1904,3477145,6.294872e-07,0.0,0.000220022,20.2323,1
20200904,durant,5.808,53.06,2335,4400827,1.55597e-06,0.0,0.000220022,20.2323,1
20200907,durant,8.4475,63.36,2874,4535759,3.568397e-09,0.0,0.000220022,20.2323,1
20200910,durant,4.4016,47.02,2446,5202523,3.96607e-05,0.0,0.000220022,20.2323,1
20200913,durant,5.3026,51.0,1955,3833034,4.982464e-06,0.0,0.000220022,20.2323,1
20200916,durant,5.7038,52.55,2952,5617151,1.978027e-06,0.0,0.000220022,20.2323,1
20200919,durant,4.5065,47.55,1921,4039875,3.115656e-05,0.0,0.000220022,20.2323,1
20210207,durant,4.6529,48.21,1877,3893607,2.223788e-05,0.0,0.000220022,20.2323,1
20210315,durant,4.1963,46.12,2169,4702599,6.363782e-05,0.0,0.000220022,20.2323,1
20210423,durant,4.8244,48.9,2245,4590911,1.498322e-05,0.0,0.000220022,20.2323,1
20210502,durant,7.1432,58.51,2025,3461111,7.191442e-08,0.0,0.000220022,20.2323,0
20210508,durant,5.7907,53.01,2164,4081890,1.619072e-06,0.0,0.000220022,20.2323,1
20210511,durant,4.2918,46.52,2440,5244538,5.107341e-05,0.0,0.000220022,20.2323,1
20210514,durant,6.4432,55.67,2230,4005689,3.603974e-07,0.0,0.000220022,20.2323,1
20210517,durant,6.7959,57.03,2546,4464389,1.600033e-07,0.0,0.000220022,20.2323,1
20210523,durant,6.1784,54.66,1910,3494089,6.630972e-07,0.0,0.000220022,20.2323,1
20080504,quarante,11.4677,13.26,93,701470,3.406289e-12,0.0,4.09518e-05,50.8649,0
20080507,quarante,4.2269,8.47,68,803066,5.930573e-05,0.0,4.09518e-05,50.8649,1
20080513,quarante,5.1989,9.02,78,864416,6.325652e-06,0.0,4.09518e-05,50.8649,1
20080522,quarante,5.5784,8.85,100,1129736,2.63997e-06,0.0,4.09518e-05,50.8649,1
20080712,quarante,4.1508,8.88,54,608066,7.066139e-05,0.0,4.09518e-05,50.8649,1
20081209,quarante,5.0963,8.62,93,1078471,8.010711e-06,0.0,4.09518e-05,50.8649,0
