mot,date,surprise,c1_s4,c2_s4,c3_s4,c4_s4,c1_s6,c2_s6,c3_s6,c4_s6
fin,20200612,4.2267,-2.0063,0.6597,2.453,0.0723,,,,
fin,20210502,4.7243,1.1518,1.4113,-0.1196,1.8868,,,,
jours,20200329,8.5155,2.667,2.7168,-1.8927,0.7986,2.5617,2.8467,-1.4198,1.2963
jours,20220103,4.6273,-0.0808,2.9228,-0.8651,-0.5481,,,,
grande,20140903,4.8066,-2.3836,-0.0466,1.939,-1.5438,,,,
grande,20160624,4.1316,2.8413,1.3225,-0.0633,0.4764,,,,
grande,20170523,4.9074,1.6568,-1.4948,0.4951,-0.0466,,,,
grande,20181108,7.5318,1.0755,2.2597,0.5187,-1.3275,1.0977,2.0074,0.1732,-1.5826
français,20080823,7.3065,-1.3493,2.9486,-1.8848,-0.3857,-1.4428,3.2271,-1.3708,0.194
français,20151115,4.5367,0.9644,0.2156,1.6305,-0.248,,,,
mois,20081224,7.9404,-1.433,0.8883,0.1629,1.8717,-1.4644,0.9789,0.8944,1.6635
place,20150110,4.0547,-2.2634,0.0466,0.1041,-0.1287,,,,
place,20220611,6.7381,-0.3891,-2.0983,-1.2795,0.563,-0.7581,-1.8989,-1.2031,1.3042
pays,20080609,5.8337,2.7053,0.5598,0.8319,1.1272,,,,
pays,20220301,5.604,2.7704,2.1007,-0.6139,-0.1092,,,,
nouveau,20080323,23.0813,-0.521,0.9217,-0.7363,-1.1183,-0.7786,0.874,-0.882,-0.6409
nouveau,20081106,5.8582,0.8376,-1.6578,0.1265,-0.168,,,,
nouveau,20101114,9.0676,0.6134,-0.7806,1.5583,-0.5307,0.5413,-1.12,1.0634,-0.7664
nouveau,20120516,10.8329,1.1917,1.3762,-1.3589,0.1559,0.9828,1.4133,-1.1082,0.6612
nouveau,20140403,11.3666,1.5737,1.594,0.4374,-1.4096,1.5532,1.3908,-0.2182,-1.5448
nouveau,20170508,8.1369,2.7086,-0.5696,1.6598,1.6174,2.7897,-0.7416,1.6694,1.355
nouveau,20200706,10.4042,-1.4442,1.3524,1.6542,-0.5643,-1.278,1.2703,1.3955,-1.1179
nouveau,20211128,4.3265,2.4165,-1.3245,-0.3106,-1.4202,,,,
nouveau,20240630,18.4808,0.6104,2.3836,0.2299,1.6821,0.6335,2.2513,0.9746,1.4854
nouveau,20260325,5.1368,1.6261,1.8783,0.131,-0.8444,,,,
part,20080422,4.7444,0.6336,1.8787,-1.0199,1.8078,,,,
part,20220611,5.3695,-0.4509,-1.7603,-0.6467,-0.2206,,,,
faut,20080615,4.3294,-0.7108,2.3993,0.6529,1.2864,,,,
faut,20200320,4.5128,3.5603,0.677,0.0463,0.6143,,,,
politique,20120507,5.3545,0.172,2.309,1.0787,0.2114,,,,
politique,20140825,6.9841,2.4348,-0.827,-0.6419,-0.0798,2.1514,-0.8804,-1.0571,0.363
politique,20170508,4.9722,0.1971,0.8664,0.7333,0.705,,,,
partie,20191221,6.6196,1.9944,0.3524,-0.7692,2.0788,1.9296,0.4381,-0.2283,2.1819
partie,20200501,4.5863,1.5901,-0.5628,-3.5795,0.998,,,,
partie,20200823,7.641,-1.9057,2.9593,0.6001,1.5287,-1.7214,2.9981,1.4379,0.8747
partie,20210502,4.7336,0.3717,1.9152,-0.5149,1.9791,,,,
dix,20080820,6.9591,0.5855,-0.1599,1.0855,0.3516,0.6454,-0.2406,1.0533,0.1452
dix,20110910,6.4965,0.2658,0.7188,-0.6225,-0.0359,0.07,0.7535,-0.7113,0.3234
dix,20111230,4.7615,-1.3444,-0.919,1.1298,-1.3559,,,,
dix,20251113,6.4137,-0.4879,0.3498,-1.8171,-0.5136,-0.8542,0.4555,-1.7702,0.2815
point,20081019,5.1056,-0.0662,-2.2393,-0.7253,1.4652,,,,
point,20181117,23.6966,3.3924,-0.3109,1.0015,0.9716,3.3954,-0.5058,0.8203,0.6743
point,20240129,4.2931,-0.1627,2.096,-1.8415,-0.8792,,,,
point,20250911,8.4106,1.2129,-0.4975,0.5261,-0.4078,1.0719,-0.7227,0.1352,-0.286
cours,20090908,9.8438,3.8163,1.4639,-0.8775,0.9811,3.7261,1.4736,-0.825,1.1895
cours,20120904,7.7752,3.7684,1.0475,-0.916,1.313,3.6426,1.0912,-0.827,1.5574
cours,20130902,5.7351,3.9314,0.8204,-0.3112,0.7632,,,,
cours,20140903,4.4333,3.3174,1.3477,0.4221,0.5325,,,,
cours,20200907,4.9759,-1.3892,3.4997,0.8476,1.6849,,,,
pris,20160814,4.313,1.2264,1.0021,1.7831,1.8538,,,,
certains,20200320,6.9998,4.6596,-0.6069,-1.82,0.8107,4.4992,-0.3206,-1.9857,1.5833
certains,20201103,4.508,2.9349,1.2322,-0.1562,0.6042,,,,
ministre,20101114,11.2465,0.4492,-0.834,0.8814,-0.4206,0.2803,-1.0805,0.5367,-0.3433
ministre,20120516,9.5528,2.4449,0.3453,0.2283,0.9119,2.326,0.1519,0.3484,0.965
ministre,20140403,5.708,0.3783,1.0259,-0.5744,-0.813,,,,
ministre,20140825,9.0293,1.1593,-0.5983,1.3668,-0.1902,1.0681,-0.8838,0.9833,-0.3721
ministre,20170517,4.9877,2.1968,-1.1812,-2.085,0.1597,,,,
ministre,20200706,4.3758,0.456,-0.4608,1.5901,0.1327,,,,
ministre,20240111,4.4598,1.4713,0.3387,-0.4471,-0.8464,,,,
ministre,20240922,4.4757,1.5766,0.0375,0.0817,1.1475,,,,
ministre,20241224,5.0112,-0.8518,-0.5556,0.3768,1.1976,,,,
nouvelle,20120904,4.5213,2.6989,0.4228,-0.9371,-0.2321,,,,
nouvelle,20140903,4.7676,2.4831,1.7456,-0.3364,-0.3534,,,,
nouvelle,20201221,4.0279,2.0403,-0.5735,-0.9449,1.3378,,,,
nouvelle,20210902,4.0799,2.0415,1.6202,-0.0883,-0.4518,,,,
nouvelle,20220629,29.974,-1.7835,-0.7051,0.1527,0.2885,-1.9669,-0.6998,0.3429,0.5469
nouvelle,20230907,4.8505,1.0236,1.1452,-1.1758,-1.0508,,,,
nouvelle,20240516,4.7096,2.2238,0.2092,1.7967,-0.0985,,,,
nouvelle,20250102,8.7851,1.4994,-0.451,-0.0139,-0.0022,1.2737,-0.6002,-0.2825,0.1672
lieu,20251128,8.0673,-1.8122,3.2921,-0.4115,0.2585,-1.7688,3.3503,0.2091,0.184
lieu,20260623,7.6463,1.9353,1.3633,-0.5478,-0.4488,1.8242,1.2818,-0.8807,-0.3734
près,20140726,4.578,1.0034,2.2903,-0.6558,1.8811,,,,
chef,20080703,5.8382,1.9389,-0.1192,-0.2107,0.8391,,,,
chef,20110504,4.5223,1.6095,0.3357,0.3739,-2.4525,,,,
chef,20120129,4.75,-1.0522,-0.3789,-0.5998,0.6539,,,,
chef,20120516,4.4017,-1.3478,2.1127,0.7016,0.4212,,,,
chef,20170719,5.0864,-1.2552,1.1094,-0.7641,-1.4663,,,,
vie,20251228,5.0039,2.7317,-1.8425,-0.6978,-0.7223,,,,
question,20080425,4.6653,0.4113,-1.1275,-2.4666,0.8293,,,,
reste,20080314,6.2976,1.6881,-1.6448,-2.3025,-0.5412,1.3921,-1.273,-2.6992,0.4168
gouvernement,20101114,7.6991,-1.7037,-0.9832,2.0088,-1.0699,-1.6588,-1.1824,1.5417,-1.3398
gouvernement,20120516,7.0281,1.2648,1.2248,-0.2308,0.5031,1.1137,1.1052,-0.0229,0.6365
gouvernement,20140825,10.4971,0.9025,-0.8854,0.3306,-0.5391,0.6798,-1.1013,-0.0508,-0.3433
cas,20090502,5.4947,1.4946,1.1356,-0.2926,-1.087,,,,
cas,20200323,9.673,2.6641,2.7572,-1.5159,1.1917,2.6007,2.8566,-0.9791,1.491
cas,20220103,6.4826,-0.0572,3.6754,0.2383,-0.2838,0.0503,3.5594,0.4316,-0.5739
cas,20240422,6.6829,2.6178,-1.0149,1.0412,-0.3863,2.6416,-1.2328,0.5701,-0.381
cas,20240829,6.4545,-2.0723,2.4537,0.5855,2.7586,-1.9019,2.6947,1.9975,2.4782
prendre,20200323,13.4076,2.5811,2.3743,-1.9915,0.1085,2.3888,2.5009,-1.8588,0.6544
prendre,20210114,4.1376,1.654,-0.5965,0.604,-1.0599,,,,
prendre,20220226,4.1995,0.2131,0.8447,0.597,1.8517,,,,
compte,20130402,7.9948,0.8235,0.894,2.4969,1.4311,1.0095,0.5785,2.6719,0.5952
compte,20210108,4.2807,2.5851,-0.934,0.936,-0.0128,,,,
guerre,20141111,5.6423,0.2406,1.9213,0.6931,-1.4579,,,,
guerre,20151115,6.8102,0.3491,0.5856,0.8525,-1.3473,0.2358,0.2929,0.3812,-1.3906
guerre,20181111,10.6487,-0.6622,2.7962,-1.0661,-1.2385,-0.7908,2.8094,-1.061,-0.9633
guerre,20220301,12.5307,4.4419,0.4693,-0.9149,0.7816,4.3361,0.5346,-1.1112,1.1014
guerre,20230224,6.2496,-0.865,0.8586,-1.266,-1.6068,-1.1486,0.8998,-1.5723,-1.0148
guerre,20260304,4.7377,4.323,-0.5779,-1.0195,0.9572,,,,
six,20080401,4.8463,-3.4705,1.3185,1.7212,2.0482,,,,
six,20080703,4.8723,2.3226,-1.3388,-0.8947,-0.5514,,,,
six,20081224,4.0263,2.1686,0.0615,-0.6113,1.6149,,,,
six,20260316,7.0379,0.4117,1.9295,0.1246,1.0176,0.4135,1.8804,0.4795,0.9416
seul,20080323,10.4275,-1.5286,0.4399,-1.4875,-0.0121,-1.7934,0.6508,-1.2555,0.4227
seul,20080823,6.0299,-2.1099,-1.3668,-0.4239,2.2992,-2.1571,-0.8406,0.4593,2.5409
mis,20180723,4.1504,-0.7472,0.8259,1.5064,-0.9709,,,,
mis,20200329,6.6263,4.0026,1.1516,-2.2188,0.9797,3.8316,1.39,-1.9362,1.7831
nationale,20120618,4.3248,-1.2544,0.6703,1.567,0.5349,,,,
nationale,20170619,6.5577,-0.0499,0.4897,0.4182,0.9371,-0.1561,0.4205,0.6385,0.9398
nationale,20220620,14.1841,0.6394,-0.8356,0.2335,0.3068,0.4342,-0.9917,0.0902,0.4584
nationale,20230317,4.1326,0.0441,1.9882,1.6404,-1.0805,,,,
nationale,20240609,11.0508,2.988,-1.8146,-0.6042,0.3414,2.7745,-1.7949,-0.8936,0.8381
seulement,20080504,4.289,-0.6163,-1.2628,-0.777,-0.8066,,,,
seulement,20080928,4.7288,-0.338,-2.3179,-0.7221,1.2861,,,,
seulement,20231124,5.0212,-0.6911,2.2391,-0.6746,0.4412,,,,
pouvoir,20080425,4.4406,0.6591,-1.619,-1.7584,2.0509,,,,
pouvoir,20081224,4.6231,-1.1998,0.6648,2.3569,0.9181,,,,
pouvoir,20110212,4.3823,-1.133,1.7297,-0.4946,1.229,,,,
française,20080814,9.2433,-0.6593,1.0465,1.4945,-1.0566,-0.4433,1.1098,0.9722,-1.3992
française,20240727,9.4026,2.122,0.1466,1.2637,0.2851,2.11,-0.0819,0.9961,0.1009
unis,20081106,12.5562,-1.8186,0.4888,0.6326,-0.972,-1.8713,0.3822,0.3606,-1.0851
unis,20110808,4.9878,0.3613,-0.1919,-2.2059,-0.2832,,,,
unis,20161109,8.0912,0.2972,-0.4866,0.9536,0.0815,0.1607,-0.7524,0.7598,-0.0187
unis,20250120,4.3597,2.3781,-2.0719,-2.025,0.4204,,,,
unis,20260301,5.6806,1.1191,-1.2643,1.0082,-0.7552,,,,
nombre,20200329,7.7432,4.033,0.3375,-2.4175,1.2786,3.8097,0.6002,-2.1393,2.1666
déclaré,20110320,4.1318,-0.4029,1.8856,-0.6524,1.1018,,,,
déclaré,20110724,4.5474,-1.653,-1.3593,-0.4874,-0.2326,,,,
déclaré,20120528,4.5058,-4.1608,1.2615,0.5429,1.3996,,,,
travail,20120501,5.4655,-0.7725,-0.831,-1.7555,-0.8284,,,,
travail,20160525,9.5604,1.0454,1.0405,0.4347,1.9251,1.1003,0.9465,0.9414,1.5443
travail,20170607,5.9796,0.625,0.2238,-1.337,2.1942,,,,
travail,20170911,4.8263,1.3725,1.3336,-1.5439,1.8168,,,,
situation,20110317,4.0424,-0.1396,2.3523,-0.34,-0.4905,,,,
situation,20200320,10.1714,4.3293,0.8197,-1.3664,0.6511,4.1873,0.9288,-1.4896,1.1168
situation,20201028,4.3305,2.913,1.1787,-0.5537,2.5631,,,,
presse,20080528,4.5521,-1.2717,-0.8077,-1.5854,3.2349,,,,
presse,20081001,5.8825,-0.2173,1.2483,0.8259,2.5237,,,,
presse,20100620,4.5183,1.1968,0.6335,-0.2732,0.4164,,,,
presse,20120615,5.662,-3.3795,-0.4694,1.6587,0.4482,,,,
presse,20140115,8.5606,1.2581,1.156,-1.1245,0.8597,1.0265,1.1425,-0.7618,1.1661
presse,20150107,9.3665,2.2197,-0.0371,1.977,0.9739,2.3216,-0.3366,1.9395,0.4381
presse,20190425,4.4175,-0.8246,0.4517,-0.5764,-0.0494,,,,
parti,20081124,5.671,-0.0807,3.7086,-0.6716,1.0534,,,,
parti,20090607,9.1087,-0.6427,-0.6626,-0.4006,-0.9864,-0.9111,-0.7398,-0.6658,-0.5855
parti,20120507,5.7916,1.7324,-0.0757,-0.1551,1.3138,,,,
parti,20140527,5.8708,-0.4457,1.1135,-1.4662,-0.7406,,,,
parti,20150323,5.4418,-0.0814,-0.544,0.0249,0.8923,,,,
parti,20151206,4.4949,0.9256,-0.2409,2.2488,0.3986,,,,
parti,20170610,5.1034,-0.8617,0.3746,2.9257,-0.3937,,,,
parti,20190528,5.9031,-0.6067,2.3322,-1.3484,-0.636,,,,
parti,20240609,6.9234,3.2803,-0.3886,0.3952,1.1596,3.2141,-0.4899,0.334,1.0543
conseil,20080323,13.7158,-1.352,1.8887,-0.6354,-0.8623,-1.4946,1.9252,-0.5803,-0.5992
conseil,20140331,4.8067,1.6652,0.7971,1.8879,0.0487,,,,
conseil,20260322,6.1155,1.8214,0.62,1.8927,0.0131,1.8594,0.2222,1.663,-0.4431
hommes,20080817,5.2043,0.4611,1.0059,0.705,1.1018,,,,
hommes,20140307,4.1652,-1.7563,0.8602,-0.4792,-0.2337,,,,
hommes,20180307,5.9712,-1.9281,-0.0586,0.5523,-1.3987,,,,
hommes,20190308,5.9503,-1.0249,-0.0062,-1.2004,-0.0818,,,,
hommes,20240308,4.1501,-0.2155,-0.2202,-0.7014,-1.2312,,,,
hommes,20240805,4.2081,1.4442,1.7957,-1.4369,-0.5305,,,,
suite,20110516,4.6623,-0.7354,-0.6973,0.9709,0.6786,,,,
suite,20151115,5.5657,1.6944,-0.422,1.8964,1.1053,,,,
suite,20220611,5.416,-2.8394,-0.9096,0.3896,-0.0532,,,,
ci,20240630,4.4635,1.1221,-0.451,0.891,0.8907,,,,
jean,20080323,8.4676,-3.5484,1.8439,0.5803,0.1435,-3.4057,2.0209,1.1592,-0.0543
jean,20140331,5.1234,-1.2009,1.4464,1.3287,0.9055,,,,
porte,20081230,6.5701,-1.3718,3.4556,1.3335,-0.4215,-1.1004,3.3539,1.5311,-1.0405
porte,20110320,7.3695,0.6473,1.5691,0.5124,0.6876,0.6053,1.4328,0.7115,0.5689
porte,20150110,12.0309,0.0337,-0.4803,0.4261,-0.7124,-0.1421,-0.719,0.1395,-0.5068
soir,20151115,7.2476,1.0277,-1.4768,0.1704,0.4525,0.8383,-1.5521,0.0494,0.5918
début,20191230,9.0147,0.55,3.1081,-0.544,1.1893,0.5875,3.1556,0.2903,1.0607
début,20200501,11.3511,-0.5604,3.008,-0.9195,1.4437,-0.5353,3.1389,0.0093,1.4762
début,20200823,9.494,-1.9886,2.8003,0.4085,1.114,-1.8491,2.897,1.1015,0.5883
début,20210502,5.4855,-0.0556,2.026,0.5009,1.9051,,,,
l'un,20151115,10.4166,-0.0407,-0.3749,0.1854,-0.6409,-0.2006,-0.4834,0.0631,-0.2804
l'un,20160727,5.9264,1.7747,0.3426,1.2894,0.7304,,,,
millions,20080730,6.8434,-0.185,0.8213,-1.2293,1.9738,-0.2074,1.2146,-0.3282,2.1959
millions,20081215,4.5602,-1.095,0.8061,1.5534,0.6294,,,,
droit,20080320,5.0541,0.572,-3.5144,-1.494,0.3078,,,,
droit,20180912,4.1815,1.0383,-1.1709,-1.1522,0.3955,,,,
droit,20220626,5.6106,0.5268,0.1793,0.8861,-1.3872,,,,
vingt,20080314,4.0212,0.0231,-0.8829,-0.8027,-0.3071,,,,
vingt,20080627,5.1279,-0.4211,2.1034,-0.0445,2.648,,,,
vingt,20081230,5.4943,-3.0684,1.2447,1.4654,-0.0524,,,,
vingt,20180714,5.3165,-0.1464,1.6707,0.8876,-2.0468,,,,
vingt,20210911,4.7807,0.671,1.149,-1.4308,0.6296,,,,
demande,20081203,4.5041,-1.6272,1.4426,0.5108,1.6272,,,,
demande,20200326,6.074,3.555,1.1473,-2.5448,1.1001,3.3115,1.4467,-2.2405,1.8667
raison,20100109,5.9661,-0.3498,1.4744,-0.1301,-0.6566,,,,
raison,20101220,4.6345,-0.9252,1.7558,1.6071,0.2709,,,,
raison,20200317,4.34,4.2345,0.262,-2.0413,0.8438,,,,
nord,20180611,4.294,-2.6119,-1.0563,0.4954,-0.5279,,,,
nord,20200516,9.4842,0.2722,1.0946,0.0559,1.2006,0.3624,1.2266,0.211,0.992
nord,20200823,27.8922,-1.3985,2.6591,0.1453,1.1604,-1.3108,2.7546,0.7459,0.7806
nord,20210207,7.5306,0.3828,0.1137,-1.7954,-0.9372,0.1869,0.3408,-1.6876,-0.0633
nord,20210523,11.8469,-4.0113,1.839,-0.3422,1.2906,-3.8436,2.1582,0.7857,1.1148
secrétaire,20081124,8.0005,-0.7621,2.5965,-1.2618,0.0879,-0.8936,2.6789,-0.8639,0.3937
secrétaire,20101114,4.5589,-1.2436,0.4279,0.6912,0.4548,,,,
vue,20100801,4.7493,0.7118,1.3714,-0.8628,-0.1289,,,,
vue,20110416,8.5366,1.447,-1.0858,-0.3098,-1.6298,1.2537,-1.1686,-1.0224,-1.0495
vue,20140702,9.4029,-0.1663,-1.2658,-1.0557,0.1503,-0.4522,-1.136,-1.0952,0.6549
vue,20160718,6.3598,1.2574,-0.6229,1.1941,0.4547,1.2212,-0.7781,0.9467,0.3119
vue,20180720,4.1973,1.0463,-0.1723,-0.7353,-0.4671,,,,
vue,20181208,4.0169,2.3807,-0.956,-1.7946,1.7505,,,,
vue,20250327,5.6409,-1.1317,0.4483,-0.8168,-1.7245,,,,
vue,20260403,4.3922,0.8661,0.0287,-0.1405,0.7431,,,,
matin,20101018,6.1596,0.3102,1.0572,0.9349,-1.6974,0.3717,0.9351,0.4561,-1.8024
matin,20130902,4.0986,-2.2583,-0.2417,1.4026,-0.0591,,,,
matin,20140903,4.859,-1.322,0.3521,0.3318,-1.5546,,,,
matin,20151115,4.3993,-0.1417,-0.8903,2.0809,-0.0039,,,,
mettre,20080305,4.2524,-3.1451,0.4668,-2.2004,-0.3579,,,,
mettre,20090105,6.7998,-2.0422,-0.7387,1.1445,1.1865,-2.0418,-0.6791,1.4817,0.9576
mettre,20200311,5.1039,3.1321,-0.4834,-2.0604,2.601,,,,
semble,20080504,5.212,2.6128,0.0442,-0.4581,0.6444,,,,
semble,20081028,4.6701,-0.9267,-1.3091,0.8186,1.3176,,,,
semble,20220629,21.0683,-0.7466,-2.201,-0.5101,-0.2607,-1.0707,-2.1743,-0.741,0.3148
aucun,20101129,4.1019,-0.7103,-0.4228,-1.3143,-1.5574,,,,
aucun,20150323,4.4548,-0.6216,-0.5077,1.253,0.1245,,,,
aucun,20200317,5.1812,3.591,-0.8204,-1.9648,0.9961,,,,
aucun,20220611,99.4265,-0.962,-1.3682,-0.1287,-0.2234,-1.2453,-1.4287,-0.2952,0.1785
sécurité,20091228,5.0299,2.2983,0.2471,0.676,-0.3728,,,,
sécurité,20110317,5.3208,0.2614,1.8878,-0.9928,-1.9033,,,,
sécurité,20151115,16.5744,2.3453,-0.0616,2.3182,0.2584,2.4445,-0.4608,2.0178,-0.2103
sécurité,20160323,4.6961,0.2679,-0.3092,1.252,0.0385,,,,
sécurité,20160715,5.5178,3.3419,0.2338,0.5857,1.5048,,,,
sécurité,20260310,4.6102,-3.7312,1.4646,-0.715,0.1308,,,,
ville,20200311,4.5404,-2.9755,2.4265,1.2903,-0.4462,,,,
ville,20220611,5.7165,-0.3753,-1.6876,-0.6745,0.7374,,,,
tant,20220521,4.4056,-0.8333,1.4402,-0.1956,-0.1907,,,,
effet,20080501,5.0054,-1.0617,0.5179,-1.7323,2.0178,,,,
effet,20091207,5.1419,0.5113,1.3953,0.0041,1.0176,,,,
effet,20220629,5.5427,0.8432,-1.6096,-1.1879,0.5916,,,,
effet,20240422,6.7226,2.2641,-0.9952,1.1023,-0.1443,2.343,-1.1583,0.7333,-0.1998
effet,20240829,7.0709,-1.548,2.2513,0.6166,2.6017,-1.3949,2.4848,1.8743,2.3449
national,20081124,4.0844,0.8788,0.6062,-0.815,-0.4655,,,,
national,20100316,4.1265,-0.3627,1.3692,0.1256,0.2307,,,,
national,20110320,7.8582,0.8047,1.9215,1.1463,0.5969,0.9191,1.6251,1.5087,0.2215
national,20120422,9.8932,2.4384,-0.1263,1.6083,-0.3091,2.4631,-0.5011,1.0831,-0.6998
national,20140325,8.7988,0.9125,0.9417,0.1923,-0.6002,0.8241,0.7783,-0.0357,-0.5619
national,20150323,17.3589,-0.0921,0.384,0.7977,0.5154,-0.1663,0.1827,0.9582,0.3758
national,20151206,18.5772,0.5111,1.0514,1.7877,0.3251,0.5654,0.7023,1.8141,-0.1431
national,20170508,12.0216,-1.8441,1.9561,-2.1383,0.8163,-1.9765,2.2978,-1.1331,1.404
national,20190528,7.3109,-2.0422,1.5375,-1.1047,-0.7625,-2.2078,1.6807,-1.0319,-0.3589
national,20210628,4.9528,-2.8723,2.3377,-0.6586,1.1129,,,,
national,20220611,18.373,0.6847,-0.3874,0.5943,0.2116,0.6145,-0.4873,0.372,0.3634
national,20240630,28.1087,-0.5513,2.3352,1.0773,0.8505,-0.4257,2.13,1.6588,0.3939
laquelle,20110504,4.0041,3.0421,-0.8227,-1.5951,1.0658,,,,
laquelle,20150110,4.306,0.5222,-0.4978,-0.0729,-0.0818,,,,
aucune,20110323,4.1058,-2.8535,-0.4702,-0.4026,-0.2601,,,,
aucune,20110913,4.866,0.7147,-0.0013,0.1121,1.9705,,,,
