date,X_t,N_t
20231221,13,90460
20231222,12,103960
20231223,4,57772
20231224,2,48457
20231225,0,32361
20231226,9,71203
20231227,2,76445
20231228,7,75655
20231229,7,71357
20231230,11,65296
20231231,2,64361
20240101,0,39218
20240102,11,57959
20240103,5,80213
20240104,6,70607
20240105,16,82137
20240106,11,63195
20240107,2,61687
20240108,9,78071
20240109,24,99644
20240110,11,94578
20240111,4,93604
20240112,21,125078
20240113,8,62624
20240114,12,80540
20240115,5,88229
20240116,14,89889
20240117,21,123998
20240118,25,110638
20240119,10,122016
20240120,10,76485
20240121,2,77810
20240122,3,103527
20240123,10,89001
20240124,4,105119
20240125,18,114145
20240126,45,123120
20240127,17,80090
20240128,14,88262
20240129,10,76773
20240130,17,89905
20240131,6,112543
20240201,4,108797
20240202,15,112818
20240203,6,77283
20240204,6,76313
20240205,13,86262
20240206,8,103235
20240207,5,110928
20240208,15,116780
20240209,17,127246
20240210,6,87567
20240211,3,69263
20240212,4,82775
20240213,13,98121
20240214,4,100670
20240215,7,103489
20240216,9,105705
20240217,4,73598
20240218,2,75337
20240219,2,93777
20240220,6,87937
20240221,13,95197
20240222,6,88943
20240223,16,124730
20240224,4,84416
20240225,7,97202
20240226,6,93284
20240227,12,98068
20240228,6,102322
20240229,9,111017
20240301,13,109474
20240302,10,83057
20240303,8,70284
20240304,1,93493
20240305,12,103463
20240306,5,104694
20240307,11,103887
20240308,13,130586
20240309,18,76152
20240310,16,89970
20240311,15,100019
20240312,17,113450
20240313,13,123568
20240314,9,99228
20240315,3,123818
20240316,8,87838
20240317,6,64898
20240318,23,93197
20240319,8,98307
20240320,18,121715
20240321,19,100537
20240322,10,119798
20240323,27,81879
20240324,5,75279
20240325,4,86994
20240326,9,104248
20240327,9,106964
20240328,28,114926
20240329,9,109691
20240330,8,78114
