date,X_t,N_t
20240331,30,72089
20240401,37,73249
20240402,77,86777
20240403,101,111057
20240404,116,100958
20240405,77,126897
20240406,60,81016
20240407,33,69715
20240408,53,67724
20240409,89,84536
20240410,107,107509
20240411,72,99749
20240412,64,108210
20240413,48,76412
20240414,26,74841
20240415,57,76798
20240416,73,94318
20240417,111,107431
20240418,74,105685
20240419,79,100876
20240420,22,67663
20240421,30,75595
20240422,60,76477
20240423,66,98767
20240424,81,115373
20240425,55,114332
20240426,83,114394
20240427,59,70395
20240428,34,79719
20240429,91,90376
20240430,48,88376
20240501,55,89476
20240502,95,91999
20240503,96,107549
20240504,51,72484
20240505,45,86005
20240506,76,91713
20240507,86,96868
20240508,53,85891
20240509,59,79234
20240510,67,96774
20240511,46,83428
20240512,42,82407
20240513,76,103034
20240514,89,119511
20240515,102,120617
20240516,96,114217
20240517,113,130376
20240518,95,88626
20240519,29,71537
20240520,56,81176
20240521,79,97082
20240522,87,116557
20240523,111,113452
20240524,76,122781
20240525,46,95618
20240526,36,80952
20240527,77,95232
20240528,82,109646
20240529,104,118489
20240530,78,106431
20240531,54,108360
20240601,76,83782
20240602,46,91856
20240603,56,93148
20240604,71,95251
20240605,59,109686
20240606,92,111118
20240607,41,101822
20240608,62,88728
20240609,48,74289
20240610,94,95731
20240611,76,109484
20240612,105,113501
20240613,66,100120
20240614,122,120024
20240615,59,90735
20240616,51,82558
20240617,52,88696
20240618,66,104168
20240619,87,117256
20240620,78,114685
20240621,82,124555
20240622,42,85587
20240623,52,88441
20240624,67,89104
20240625,74,118356
20240626,104,136346
20240627,77,132265
20240628,117,150492
20240629,54,105746
20240630,54,89599
20240701,62,95436
20240702,58,90703
20240703,70,113536
20240704,113,108932
20240705,98,125067
20240706,66,87855
20240707,42,80315
20240708,103,97939
20240709,97,82943
20240710,85,105082
20240711,91,82621
20240712,127,98504
20240713,55,75244
20240714,23,70103
20240715,80,77580
20240716,92,76641
20240717,74,97838
20240718,71,81575
20240719,47,81296
20240720,38,73888
20240721,8,51751
20240722,31,68767
20240723,49,76993
20240724,92,89920
20240725,56,85642
20240726,86,90020
20240727,55,101926
20240728,21,76148
20240729,60,74621
20240730,73,83276
20240731,45,93677
20240801,49,87750
20240802,48,96232
20240803,29,91445
20240804,21,54117
20240805,54,79998
20240806,50,78617
20240807,37,91873
20240808,57,90380
20240809,65,90721
20240810,32,73509
20240811,21,71037
20240812,44,67318
20240813,28,52719
20240814,40,59052
20240815,37,66416
20240816,45,69795
20240817,14,50498
20240818,10,52437
20240819,39,68712
20240820,55,66981
20240821,35,76371
20240822,60,65861
20240823,56,70103
20240824,63,62484
20240825,51,64045
20240826,89,72428
20240827,81,66288
20240828,110,86079
20240829,89,100443
20240830,96,105295
20240831,27,77065
20240901,39,72997
20240902,70,83251
20240903,85,82143
20240904,96,93575
20240905,104,108131
20240906,98,126354
20240907,67,73045
20240908,23,72795
20240909,58,82401
20240910,60,92254
20240911,65,97228
20240912,84,88162
20240913,96,111367
20240914,40,78510
20240915,35,69579
20240916,57,87737
20240917,100,82116
20240918,50,80984
20240919,78,109223
20240920,118,105498
20240921,76,87516
20240922,137,77689
20240923,114,83269
20240924,105,83143
20240925,76,88685
20240926,51,90084
20240927,101,107762
20240928,42,75200
20240929,51,77855
20240930,69,82492
20241001,94,93311
20241002,98,103902
20241003,76,107439
20241004,63,103872
20241005,47,74527
20241006,20,59376
20241007,54,77178
20241008,77,96468
20241009,94,113057
20241010,93,109533
20241011,104,107864
20241012,60,81380
20241013,36,65852
20241014,76,103876
20241015,98,77784
20241016,81,97683
20241017,65,98440
20241018,101,107827
20241019,44,78237
20241020,41,76095
20241021,98,76722
20241022,78,80364
20241023,84,101740
20241024,55,98638
20241025,76,98986
20241026,31,68308
20241027,88,78648
20241028,77,77075
20241029,91,95844
20241030,70,96280
20241031,61,92217
20241101,36,95594
20241102,24,71882
20241103,40,68371
20241104,88,80706
20241105,136,98456
20241106,74,112792
20241107,77,101936
20241108,87,106938
20241109,54,80359
20241110,40,62207
20241111,53,75823
20241112,74,83508
20241113,93,122782
20241114,106,113949
20241115,90,114545
20241116,27,67911
20241117,60,77291
20241118,91,83294
20241119,90,122244
20241120,105,116628
20241121,116,116825
20241122,34,103897
20241123,41,89065
20241124,29,72535
20241125,75,94319
20241126,95,100165
20241127,125,102515
20241128,91,107585
20241129,101,120239
20241130,77,78580
20241201,78,80394
20241202,125,89681
20241203,98,95491
20241204,150,101637
20241205,203,107875
20241206,115,112307
20241207,85,76508
20241208,30,73196
20241209,61,85863
20241210,79,84761
20241211,85,105250
20241212,76,93268
20241213,64,104769
20241214,65,84057
20241215,26,70905
20241216,92,83022
20241217,93,100406
20241218,71,102208
20241219,52,91829
20241220,71,102425
20241221,39,82145
20241222,44,71800
20241223,104,68328
20241224,83,51995
20241225,16,46763
20241226,81,61444
20241227,53,73129
20241228,46,52386
20241229,42,51933
20241230,49,51650
20241231,59,70550
