date,X_t,N_t
20220604,38,68549
20220605,21,62745
20220606,40,68678
20220607,56,95515
20220608,98,108786
20220609,81,101268
20220610,77,124919
20220611,46,75379
20220612,64,64700
20220613,60,99110
20220614,97,97264
20220615,70,121986
20220616,66,108905
20220617,95,138414
20220618,34,93928
20220619,116,76156
20220620,122,95035
20220621,100,106234
20220622,64,108692
20220623,98,103739
20220624,89,122348
20220625,82,77634
20220626,45,54940
20220627,107,93988
20220628,114,98414
20220629,103,125281
20220630,95,106365
20220701,111,137973
20220702,30,77217
20220703,45,71073
20220704,249,102471
20220705,114,105500
20220706,86,102704
20220707,159,122127
20220708,97,119341
20220709,28,91102
20220710,43,68860
20220711,87,104203
20220712,109,118804
20220713,121,102626
20220714,63,92726
20220715,86,101598
20220716,42,69995
20220717,8,59785
20220718,60,83672
20220719,72,99091
20220720,69,93506
20220721,81,88713
20220722,83,88194
20220723,37,74043
20220724,23,54756
20220725,70,82541
20220726,92,93402
20220727,81,86195
20220728,65,88375
20220729,66,83082
20220730,16,56835
20220731,17,47102
20220801,136,258744
20220802,272,276896
20220803,264,310008
20220804,164,369716
20220805,140,314872
20220806,156,224944
20220807,68,198396
20220808,216,275120
20220809,184,284416
20220810,152,267360
20220811,112,287400
20220812,148,299464
20220813,132,249840
20220814,52,174536
20220815,80,202864
20220816,128,229116
20220817,228,291360
20220818,128,227952
20220819,168,286540
20220820,140,329768
20220821,36,110148
20220822,124,194706
20220823,160,204310
20220824,96,279166
20220825,61,116901
20220826,42,85218
20220827,55,69325
20220828,32,52578
20220829,64,76285
20220830,63,83194
20220831,78,101876
20220901,106,201660
20220902,126,208066
20220903,68,140278
20220904,62,131826
20220905,136,162568
20220906,132,177010
20220907,184,217354
20220908,156,254350
20220909,162,261430
20220910,66,143812
20220911,64,129408
20220912,126,182064
20220913,150,251458
20220914,154,200864
20220915,110,230844
20220916,134,233052
20220917,58,160098
20220918,58,132572
20220919,90,182862
20220920,96,182386
20220921,144,206634
20220922,122,228832
20220923,154,228502
20220924,66,157118
20220925,72,121202
20220926,208,216738
20220927,60,96389
20220928,38,108914
20220929,66,105425
20220930,95,106137
20221001,44,85586
20221002,35,67085
20221003,100,100756
20221004,100,107437
20221005,69,126977
20221006,122,106947
20221007,93,118571
20221008,39,75278
20221009,31,68774
20221010,67,86115
20221011,105,95566
20221012,113,121699
20221013,91,99644
20221014,98,116608
20221015,54,74299
20221016,20,63798
20221017,80,95576
20221018,103,103140
20221019,153,113028
20221020,140,120274
20221021,88,98990
20221022,68,77333
20221023,36,62998
20221024,103,91502
20221025,109,100159
20221026,96,106226
20221027,98,100016
20221028,55,105293
20221029,52,78058
20221030,23,55194
20221031,61,71574
20221101,16,46691
20221102,85,88126
20221103,88,93893
20221104,73,115940
20221105,55,75732
20221106,25,66223
20221107,60,93142
20221108,81,105485
20221109,58,112012
20221110,48,96518
20221111,56,96226
20221112,46,69904
20221113,46,62289
20221114,72,100857
20221115,70,100864
20221116,81,120309
20221117,74,118576
20221118,59,146863
20221119,44,87252
20221120,21,67741
20221121,63,100664
20221122,78,105425
20221123,94,131549
20221124,75,116757
20221125,67,118263
20221126,42,79508
20221127,60,73653
20221128,90,94157
20221129,91,115286
20221130,82,116038
20221201,69,98709
20221202,95,122226
20221203,38,93536
20221204,22,67020
20221205,70,97017
20221206,76,114742
20221207,73,119710
20221208,76,97403
20221209,73,122542
20221210,34,90045
20221211,51,75855
20221212,59,87364
20221213,71,118424
20221214,63,123501
20221215,75,111720
20221216,73,133372
20221217,44,92804
20221218,34,68042
20221219,60,96585
20221220,62,69261
20221221,67,78466
20221222,118,85404
20221223,54,76016
20221224,25,57480
20221225,4,32821
20221226,35,53495
20221227,47,61015
20221228,28,70246
20221229,67,71970
20221230,61,108719
20221231,36,49662
20230101,29,37450
20230102,41,64307
20230103,79,79235
20230104,81,88799
20230105,78,89201
20230106,86,104904
20230107,30,66532
20230108,40,57288
20230109,71,79206
20230110,123,92375
20230111,120,98407
20230112,68,87923
20230113,57,109060
20230114,64,72261
20230115,47,63578
20230116,85,79740
20230117,108,92888
20230118,114,113898
20230119,101,101854
20230120,104,107473
20230121,41,73693
20230122,36,68752
20230123,66,91736
20230124,96,91329
20230125,102,112338
20230126,75,105654
20230127,74,103072
20230128,32,60256
20230129,46,74913
20230130,67,76272
20230131,116,84766
20230201,110,100669
20230202,98,104716
20230203,57,111701
20230204,33,68604
20230205,30,59127
20230206,84,91620
20230207,96,82585
20230208,101,105869
20230209,60,89116
20230210,55,107660
20230211,65,78691
20230212,45,76192
20230213,97,81129
20230214,89,98994
20230215,94,103874
20230216,86,105308
20230217,74,119244
20230218,44,68214
20230219,28,59687
20230220,61,83694
20230221,58,87390
20230222,50,98550
20230223,59,98184
20230224,56,119216
20230225,43,67469
20230226,34,67098
20230227,76,86183
20230228,78,82830
20230301,39,95162
20230302,90,97709
20230303,74,104172
20230304,49,79648
20230305,26,65975
20230306,99,96872
20230307,101,69633
20230308,96,120159
20230309,104,109763
20230310,118,116993
20230311,72,81902
20230312,50,63261
20230313,101,88866
20230314,74,80832
20230315,113,112072
20230316,132,125232
20230317,107,114432
20230318,49,84715
20230319,51,77102
20230320,56,70926
20230321,124,102509
20230322,141,123427
20230323,76,97973
20230324,81,113197
20230325,45,76531
20230326,57,70774
20230327,82,92968
20230328,110,97404
20230329,80,98465
20230330,85,109753
20230331,75,121070
20230401,49,80963
20230402,46,67634
20230403,59,79538
20230404,51,85113
20230405,66,120967
20230406,87,99475
20230407,75,116671
20230408,33,72852
20230409,14,52963
20230410,41,68992
20230411,66,82726
20230412,58,97719
20230413,97,109091
20230414,88,115567
20230415,63,78254
20230416,57,71805
20230417,50,89858
20230418,70,88246
20230419,85,120590
20230420,58,101475
20230421,101,121705
20230422,29,69207
20230423,26,71562
20230424,72,94302
20230425,37,83352
20230426,95,107661
20230427,96,94403
20230428,82,114006
20230429,34,72038
20230430,12,57070
20230501,51,52640
20230502,63,76296
20230503,53,105597
20230504,53,92295
20230505,82,99723
20230506,25,64975
20230507,42,67161
20230508,37,65223
20230509,48,90418
20230510,79,105335
20230511,80,91880
20230512,65,126132
20230513,46,81174
20230514,31,66261
20230515,63,92233
20230516,77,88248
20230517,74,105360
20230518,50,86148
20230519,62,104439
20230520,45,76841
20230521,40,84236
20230522,71,90453
20230523,107,99715
20230524,93,116442
20230525,49,106010
20230526,48,116117
20230527,31,71183
20230528,35,90339
20230529,65,80525
20230530,59,83948
20230531,57,100991
20230601,80,116388
20230602,58,104811
20230603,29,73094
20230604,59,68312
20230605,56,90622
20230606,75,97007
20230607,70,113207
20230608,88,108492
20230609,52,115960
20230610,27,76352
20230611,24,65635
20230612,77,88209
20230613,66,94884
20230614,71,110497
20230615,82,115942
20230616,71,104359
20230617,28,88000
20230618,31,75343
20230619,62,85325
20230620,71,95268
20230621,63,102245
20230622,81,119252
20230623,75,115087
20230624,41,84145
20230625,15,68731
20230626,35,77615
20230627,36,98316
20230628,53,93589
20230629,97,113858
20230630,90,110860
20230701,45,93868
20230702,23,75018
20230703,47,82643
20230704,65,112349
20230705,47,113561
20230706,64,121351
20230707,75,121530
20230708,32,78114
20230709,28,75326
20230710,41,78203
20230711,88,119290
20230712,70,100428
20230713,78,101997
20230714,56,94230
20230715,12,49486
20230716,25,64284
20230717,67,84454
20230718,44,78633
20230719,70,83913
20230720,124,82868
20230721,79,91278
20230722,38,55722
20230723,58,58772
20230724,82,75803
20230725,91,84497
20230726,76,110966
20230727,44,69874
20230728,27,99994
20230729,17,57503
20230730,11,50380
20230731,62,72526
20230801,46,70954
20230802,54,80340
20230803,27,73293
20230804,32,59363
20230805,36,62761
20230806,22,55061
20230807,34,61526
20230808,38,74501
20230809,59,81222
20230810,45,70014
20230811,48,73242
20230812,30,73773
20230813,20,47183
20230814,36,59624
20230815,14,60190
20230816,42,71658
20230817,37,74534
20230818,42,85695
20230819,21,67209
20230820,22,54384
20230821,49,75935
20230822,65,71291
20230823,45,79979
20230824,57,93955
20230825,25,80523
20230826,40,76654
20230827,16,65761
20230828,48,81922
20230829,66,80571
20230830,42,87974
20230831,63,86121
20230901,58,106858
20230902,31,74204
20230903,41,80232
20230904,67,83868
20230905,65,102331
20230906,49,105153
20230907,63,106866
20230908,77,127385
20230909,34,83359
20230910,26,87777
20230911,59,94065
20230912,81,100284
20230913,76,110508
20230914,57,123227
20230915,46,110795
20230916,49,67084
20230917,39,72860
20230918,71,83458
20230919,97,85850
20230920,79,107507
20230921,53,112453
20230922,94,131447
20230923,31,80916
20230924,48,85443
20230925,58,102027
20230926,83,109666
20230927,131,119230
20230928,99,124985
20230929,118,119665
20230930,40,93050
20231001,45,70188
20231002,72,99129
20231003,63,99466
20231004,76,131773
20231005,82,105328
20231006,68,116717
20231007,36,75244
20231008,58,86035
20231009,56,96465
20231010,93,108166
20231011,88,115704
20231012,89,98555
20231013,71,117022
20231014,52,99283
20231015,54,82356
20231016,82,115174
20231017,116,119674
20231018,120,120187
20231019,74,100527
20231020,57,127566
20231021,57,76165
20231022,30,70498
20231023,47,75637
20231024,67,90063
20231025,97,106247
20231026,78,104068
20231027,54,105628
20231028,36,87991
20231029,38,86804
20231030,49,83420
20231031,48,77665
20231101,49,84807
20231102,47,91339
20231103,67,99372
20231104,21,62951
20231105,43,79150
20231106,53,83627
20231107,65,94349
20231108,95,116145
20231109,87,104248
20231110,104,105262
20231111,29,69650
20231112,23,71324
20231113,46,86605
20231114,83,94766
20231115,80,107730
20231116,70,102247
20231117,83,111384
20231118,48,89589
20231119,27,76337
20231120,75,103057
20231121,70,91622
20231122,98,109739
20231123,87,102883
20231124,106,120319
20231125,54,101686
20231126,54,67077
20231127,65,77775
20231128,77,90773
20231129,84,108226
20231130,73,112398
20231201,71,115140
20231202,41,73267
20231203,38,90709
20231204,57,79223
20231205,66,93593
20231206,84,107216
20231207,74,98403
20231208,64,117664
20231209,35,75563
20231210,47,103404
20231211,113,96636
20231212,124,99503
20231213,105,111993
20231214,87,95005
20231215,80,110675
20231216,43,90024
20231217,43,82671
20231218,78,81178
20231219,86,82884
20231220,97,124399
20231221,64,90460
20231222,58,103960
20231223,30,57772
20231224,31,48457
20231225,29,32361
20231226,34,71203
20231227,42,76445
20231228,43,75655
20231229,37,71357
20231230,35,65296
20231231,24,64361
20240101,21,39218
20240102,47,57959
20240103,52,80213
20240104,40,70607
20240105,54,82137
20240106,24,63195
20240107,35,61687
20240108,82,78071
20240109,95,99644
20240110,68,94578
20240111,99,93604
20240112,140,125078
20240113,58,62624
20240114,31,80540
20240115,64,88229
20240116,74,89889
20240117,134,123998
20240118,71,110638
20240119,108,122016
20240120,58,76485
20240121,31,77810
20240122,75,103527
20240123,77,89001
20240124,77,105119
20240125,95,114145
20240126,99,123120
20240127,67,80090
20240128,64,88262
20240129,63,76773
20240130,98,89905
20240131,82,112543
20240201,104,108797
20240202,84,112818
20240203,52,77283
20240204,54,76313
20240205,62,86262
20240206,84,103235
20240207,93,110928
20240208,128,116780
20240209,98,127246
20240210,41,87567
20240211,23,69263
20240212,65,82775
20240213,101,98121
20240214,74,100670
20240215,100,103489
20240216,52,105705
20240217,36,73598
20240218,29,75337
20240219,55,93777
20240220,61,87937
20240221,95,95197
20240222,57,88943
20240223,91,124730
20240224,35,84416
20240225,29,97202
20240226,82,93284
20240227,74,98068
20240228,52,102322
20240229,61,111017
20240301,62,109474
20240302,45,83057
20240303,28,70284
20240304,70,93493
20240305,69,103463
20240306,79,104694
20240307,59,103887
20240308,64,130586
20240309,38,76152
20240310,25,89970
20240311,105,100019
20240312,80,113450
20240313,118,123568
20240314,90,99228
20240315,86,123818
20240316,21,87838
20240317,40,64898
20240318,87,93197
20240319,66,98307
20240320,54,121715
20240321,89,100537
20240322,87,119798
20240323,45,81879
20240324,34,75279
20240325,63,86994
20240326,91,104248
20240327,84,106964
20240328,87,114926
20240329,95,109691
20240330,61,78114
