date,X_t,N_t
20220611,6,75379
20220612,2,64700
20220613,1,99110
20220614,0,97264
20220615,2,121986
20220616,7,108905
20220617,0,138414
20220618,3,93928
20220619,0,76156
20220620,1,95035
20220621,1,106234
20220622,5,108692
20220623,5,103739
20220624,12,122348
20220625,3,77634
20220626,6,54940
20220627,4,93988
20220628,1,98414
20220629,3,125281
20220630,6,106365
20220701,9,137973
20220702,2,77217
20220703,2,71073
20220704,2,102471
20220705,8,105500
20220706,10,102704
20220707,12,122127
20220708,5,119341
20220709,1,91102
20220710,3,68860
20220711,2,104203
20220712,11,118804
20220713,3,102626
20220714,5,92726
20220715,4,101598
20220716,1,69995
20220717,1,59785
20220718,7,83672
20220719,5,99091
20220720,2,93506
20220721,2,88713
20220722,5,88194
20220723,1,74043
20220724,0,54756
20220725,3,82541
20220726,2,93402
20220727,1,86195
20220728,5,88375
20220729,2,83082
20220730,5,56835
20220731,2,47102
20220801,0,258744
20220802,4,276896
20220803,4,310008
20220804,8,369716
20220805,4,314872
20220806,4,224944
20220807,20,198396
20220808,20,275120
20220809,4,284416
20220810,4,267360
20220811,8,287400
20220812,0,299464
20220813,8,249840
20220814,0,174536
20220815,0,202864
20220816,8,229116
20220817,8,291360
20220818,8,227952
20220819,8,286540
20220820,4,329768
20220821,0,110148
20220822,0,194706
20220823,6,204310
20220824,17,279166
20220825,3,116901
20220826,6,85218
20220827,1,69325
20220828,0,52578
20220829,3,76285
20220830,4,83194
20220831,8,101876
20220901,4,201660
20220902,24,208066
20220903,2,140278
20220904,0,131826
20220905,8,162568
20220906,12,177010
20220907,6,217354
20220908,16,254350
20220909,4,261430
20220910,0,143812
20220911,2,129408
20220912,14,182064
20220913,4,251458
20220914,8,200864
20220915,4,230844
20220916,0,233052
20220917,6,160098
20220918,4,132572
20220919,6,182862
20220920,2,182386
20220921,10,206634
20220922,2,228832
20220923,10,228502
20220924,18,157118
20220925,0,121202
20220926,0,216738
20220927,2,96389
20220928,4,108914
20220929,8,105425
20220930,0,106137
20221001,1,85586
20221002,2,67085
20221003,0,100756
20221004,1,107437
20221005,2,126977
20221006,0,106947
20221007,4,118571
20221008,0,75278
20221009,1,68774
20221010,3,86115
20221011,1,95566
20221012,6,121699
20221013,4,99644
20221014,5,116608
20221015,3,74299
20221016,2,63798
20221017,0,95576
20221018,2,103140
20221019,10,113028
20221020,10,120274
20221021,4,98990
20221022,0,77333
20221023,9,62998
20221024,4,91502
20221025,2,100159
20221026,5,106226
20221027,7,100016
20221028,5,105293
20221029,3,78058
20221030,0,55194
20221031,3,71574
20221101,2,46691
20221102,4,88126
20221103,2,93893
20221104,4,115940
20221105,1,75732
20221106,4,66223
20221107,3,93142
20221108,2,105485
20221109,3,112012
20221110,7,96518
20221111,5,96226
20221112,2,69904
20221113,1,62289
20221114,3,100857
20221115,1,100864
20221116,6,120309
20221117,1,118576
20221118,1,146863
20221119,3,87252
20221120,0,67741
20221121,3,100664
20221122,6,105425
20221123,3,131549
20221124,5,116757
20221125,6,118263
20221126,0,79508
20221127,1,73653
20221128,1,94157
20221129,0,115286
20221130,12,116038
20221201,7,98709
20221202,6,122226
20221203,1,93536
20221204,0,67020
20221205,2,97017
20221206,3,114742
20221207,1,119710
20221208,1,97403
20221209,3,122542
20221210,0,90045
20221211,1,75855
20221212,1,87364
20221213,6,118424
20221214,2,123501
20221215,5,111720
20221216,10,133372
20221217,4,92804
20221218,3,68042
20221219,6,96585
20221220,0,69261
20221221,4,78466
20221222,7,85404
20221223,3,76016
20221224,0,57480
20221225,0,32821
20221226,0,53495
20221227,4,61015
20221228,2,70246
20221229,1,71970
20221230,2,108719
20221231,1,49662
20230101,0,37450
20230102,1,64307
20230103,0,79235
20230104,7,88799
20230105,2,89201
20230106,2,104904
20230107,1,66532
20230108,0,57288
20230109,1,79206
20230110,3,92375
20230111,3,98407
20230112,5,87923
20230113,9,109060
20230114,3,72261
20230115,0,63578
20230116,3,79740
20230117,8,92888
20230118,2,113898
20230119,1,101854
20230120,2,107473
20230121,0,73693
20230122,0,68752
20230123,9,91736
20230124,1,91329
20230125,2,112338
20230126,1,105654
20230127,2,103072
20230128,2,60256
20230129,1,74913
20230130,1,76272
20230131,1,84766
20230201,1,100669
20230202,6,104716
20230203,2,111701
20230204,4,68604
20230205,0,59127
20230206,3,91620
20230207,3,82585
20230208,3,105869
20230209,3,89116
20230210,2,107660
20230211,0,78691
20230212,1,76192
20230213,3,81129
20230214,3,98994
20230215,4,103874
20230216,1,105308
20230217,3,119244
20230218,2,68214
20230219,2,59687
20230220,0,83694
20230221,3,87390
20230222,6,98550
20230223,2,98184
20230224,0,119216
20230225,3,67469
20230226,1,67098
20230227,3,86183
20230228,3,82830
20230301,1,95162
20230302,5,97709
20230303,2,104172
20230304,0,79648
20230305,3,65975
20230306,20,96872
20230307,1,69633
20230308,1,120159
20230309,13,109763
20230310,4,116993
20230311,1,81902
20230312,1,63261
20230313,3,88866
20230314,2,80832
20230315,4,112072
20230316,9,125232
20230317,1,114432
20230318,0,84715
20230319,2,77102
20230320,4,70926
20230321,1,102509
20230322,5,123427
20230323,3,97973
20230324,2,113197
20230325,1,76531
20230326,2,70774
20230327,2,92968
20230328,2,97404
20230329,5,98465
20230330,1,109753
20230331,5,121070
20230401,3,80963
20230402,0,67634
20230403,4,79538
20230404,2,85113
20230405,1,120967
20230406,5,99475
20230407,0,116671
20230408,0,72852
20230409,1,52963
20230410,2,68992
20230411,1,82726
20230412,3,97719
20230413,1,109091
20230414,4,115567
20230415,1,78254
20230416,1,71805
20230417,1,89858
20230418,4,88246
20230419,2,120590
20230420,6,101475
20230421,5,121705
20230422,2,69207
20230423,1,71562
20230424,4,94302
20230425,2,83352
20230426,4,107661
20230427,3,94403
20230428,6,114006
20230429,3,72038
20230430,1,57070
20230501,3,52640
20230502,1,76296
20230503,2,105597
20230504,5,92295
20230505,6,99723
20230506,1,64975
20230507,1,67161
20230508,1,65223
20230509,0,90418
20230510,3,105335
20230511,10,91880
20230512,5,126132
20230513,0,81174
20230514,0,66261
20230515,5,92233
20230516,4,88248
20230517,7,105360
20230518,0,86148
20230519,0,104439
20230520,1,76841
20230521,6,84236
20230522,0,90453
20230523,4,99715
20230524,8,116442
20230525,2,106010
20230526,4,116117
20230527,3,71183
20230528,0,90339
20230529,1,80525
20230530,6,83948
20230531,6,100991
20230601,5,116388
20230602,4,104811
20230603,3,73094
20230604,1,68312
20230605,0,90622
20230606,2,97007
20230607,7,113207
20230608,9,108492
20230609,3,115960
20230610,0,76352
20230611,0,65635
20230612,0,88209
20230613,3,94884
20230614,1,110497
20230615,4,115942
20230616,2,104359
20230617,1,88000
20230618,0,75343
20230619,2,85325
20230620,3,95268
20230621,4,102245
20230622,5,119252
20230623,1,115087
20230624,1,84145
20230625,0,68731
20230626,2,77615
20230627,1,98316
20230628,7,93589
20230629,1,113858
20230630,1,110860
20230701,0,93868
20230702,0,75018
20230703,0,82643
20230704,1,112349
20230705,1,113561
20230706,1,121351
20230707,1,121530
20230708,0,78114
20230709,0,75326
20230710,0,78203
20230711,3,119290
20230712,2,100428
20230713,4,101997
20230714,2,94230
20230715,4,49486
20230716,0,64284
20230717,2,84454
20230718,3,78633
20230719,0,83913
20230720,5,82868
