date,N_1gram,N_2gram,guerre,gaulle,communiste,algerie,europe,francs,euro,chomage,internet,nucleaire,climat,terrorisme,immigration,television,mondialisation,croissance,milliards,mitterrand,chirac,sarkozy,hollande,macron,crise,islam,attentats,irak,inflation,covid,confinement,vaccin,russie,ukraine,poutine,gaza,retraites,jeux,dissolution,zemmour,etudiants,intelligence_artificielle,president,gouvernement,economie
19620526,39737,34611.0,22,27,5,30,3,8,0,1,0,3,2,0,0,7,0,2,9,4,0,0,1,0,10,0,8,0,0,0,0,0,0,0,0,0,1,2,3,0,3,0.0,41,56,1
19620528,42676,37269.0,25,10,17,10,6,8,0,3,0,1,4,1,0,13,0,0,2,0,0,0,2,0,7,0,16,1,0,0,0,0,1,0,0,0,0,0,0,0,9,0.0,38,60,3
19620529,35184,30733.0,11,25,4,20,9,3,0,1,0,6,1,4,0,5,0,1,2,0,0,0,0,0,7,0,7,0,0,0,0,0,1,0,0,0,1,2,3,0,1,0.0,48,46,1
19620530,44756,39083.0,24,12,3,10,4,2,0,4,0,9,5,4,1,0,0,1,2,0,0,0,1,0,9,0,13,0,0,0,0,0,1,1,0,0,0,3,0,0,3,0.0,49,39,2
19620531,39501,34511.0,24,14,5,30,5,2,0,1,0,10,5,4,1,2,0,2,4,0,0,0,0,0,4,0,10,0,1,0,0,0,1,0,0,0,0,1,1,0,2,0.0,55,64,9
19620601,38935,33875.0,24,17,5,34,3,6,0,1,0,1,2,5,0,1,0,2,2,0,0,0,0,0,6,0,4,0,0,0,0,0,4,0,0,0,1,3,2,0,11,0.0,43,35,3
19620602,36673,31861.0,26,22,6,10,18,6,0,1,0,13,2,5,0,2,0,4,4,0,0,0,0,0,6,0,6,0,0,0,0,0,2,0,0,0,0,4,3,0,6,0.0,40,51,4
19620603,4128,3640.0,5,5,1,5,0,1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3,7,0
19620604,35773,31275.0,8,11,8,14,6,4,0,0,0,3,2,3,0,0,0,4,8,0,0,0,1,0,7,0,5,1,0,0,0,0,2,0,0,0,0,2,1,0,11,0.0,44,27,6
19620605,41858,36322.0,25,35,8,27,15,0,0,2,0,2,2,1,0,11,0,0,0,0,0,0,3,0,6,0,9,0,0,0,0,0,0,0,0,0,0,4,2,0,5,0.0,55,50,0
19620606,39497,34252.0,20,12,18,21,7,4,0,0,0,6,1,2,0,4,0,0,1,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,3,1,1,0,8,0.0,41,58,0
19620607,40598,35227.0,10,12,6,32,5,3,0,1,0,3,4,2,0,3,0,4,0,0,0,0,0,0,5,0,10,0,1,0,0,0,2,0,0,0,0,3,0,0,8,0.0,66,74,3
19620608,40301,34986.0,23,12,4,25,7,3,0,1,0,3,7,1,0,1,0,1,2,1,0,0,2,0,6,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,13,0.0,49,64,0
19620609,43288,37765.0,11,18,21,26,10,5,0,0,0,2,2,2,0,8,0,5,8,0,0,0,0,0,6,0,7,1,0,0,0,0,1,0,0,0,0,5,1,0,1,0.0,30,45,1
19620611,38639,33671.0,19,23,6,28,1,8,0,1,0,2,2,1,0,4,0,0,3,0,0,0,1,0,6,0,6,0,0,0,0,0,1,0,0,0,1,3,1,0,10,0.0,42,31,1
19620612,30079,26188.0,15,5,3,13,5,3,0,1,0,2,5,1,0,6,0,1,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,4,1,0,1,0.0,34,45,0
19620613,38408,33302.0,14,3,4,9,2,5,0,1,0,10,4,0,0,4,0,2,6,0,0,0,0,0,9,0,3,3,0,0,0,0,1,0,0,1,0,0,1,0,8,0.0,45,53,1
19620614,37903,33158.0,18,10,9,10,17,4,0,0,0,7,2,0,0,4,0,0,7,3,0,0,0,0,3,0,7,0,0,0,0,0,1,0,0,0,1,1,2,0,5,0.0,45,70,0
19620615,45823,39795.0,22,13,3,18,24,2,0,0,0,5,2,1,0,3,0,6,3,0,0,0,0,0,4,0,2,0,0,0,0,0,1,0,0,0,2,2,1,0,5,0.0,45,75,2
19620616,38522,33537.0,13,41,4,25,7,5,0,2,0,6,2,0,0,7,0,1,2,0,0,0,3,0,4,0,9,0,0,0,0,0,0,0,0,1,0,3,3,0,6,0.0,39,45,1
19620618,32766,28651.0,13,31,8,8,3,5,0,1,0,5,2,4,0,1,0,1,4,0,0,0,2,0,3,0,10,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0.0,58,56,1
19620619,43275,37617.0,12,21,6,25,14,7,0,0,0,21,5,1,0,6,0,3,2,0,0,0,1,0,3,0,9,1,0,0,0,0,1,0,0,0,4,0,0,0,7,0.0,48,67,3
19620620,40740,35629.0,19,14,5,21,3,3,0,0,0,2,5,1,0,6,0,0,6,0,0,0,0,0,3,0,6,0,0,0,0,0,1,0,0,0,1,1,0,0,14,0.0,52,52,1
19620621,46306,40422.0,28,19,7,21,3,17,0,3,0,4,1,0,0,15,0,1,6,0,0,0,0,0,5,0,4,0,0,0,0,0,0,1,0,0,0,2,0,0,16,0.0,58,58,1
19620622,33118,28699.0,10,13,10,10,4,5,0,1,0,6,1,0,0,5,0,1,2,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0,42,47,1
19620623,38170,33145.0,19,6,10,6,1,2,0,0,0,4,6,1,0,5,0,2,2,0,0,0,2,0,8,0,4,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0.0,43,73,0
19620625,53000,46268.0,30,11,12,17,7,2,0,2,0,3,5,1,0,6,0,2,2,0,0,0,0,0,7,0,5,1,2,0,0,0,1,0,0,2,1,4,4,0,3,0.0,32,63,3
19620626,33865,29177.0,20,12,24,16,4,3,0,2,0,7,3,1,0,4,0,1,3,0,0,0,1,0,8,0,3,1,0,0,0,0,0,0,0,0,0,2,1,0,1,0.0,51,47,2
19620627,34944,30520.0,5,8,11,10,7,6,0,2,0,8,2,0,0,3,0,6,17,0,0,0,1,0,5,0,0,0,1,0,0,0,2,0,0,0,1,1,1,0,2,0.0,26,61,3
19620628,36390,31782.0,9,8,11,14,6,1,0,0,0,4,7,4,0,2,0,2,6,0,0,0,0,0,7,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,14,0.0,42,53,2
19620629,42894,37347.0,13,5,11,27,5,7,0,3,0,9,2,0,0,2,0,0,4,0,0,0,1,0,7,0,2,0,0,0,0,0,0,0,0,0,0,2,1,0,12,0.0,47,44,0
19620630,37119,32248.0,10,7,10,11,4,6,0,0,0,3,0,0,0,22,0,0,3,0,0,0,0,0,5,0,9,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0.0,55,46,3
19620702,39192,34377.0,25,5,3,36,9,8,0,2,0,5,1,1,0,2,0,1,12,0,0,0,1,0,5,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0.0,33,54,6
19620703,40542,35264.0,23,28,8,22,9,6,0,0,0,9,8,0,0,1,0,0,1,2,0,0,1,0,19,0,3,1,0,0,0,0,6,0,0,0,0,0,5,0,3,0.0,57,55,0
19620704,37906,32870.0,24,32,6,23,6,1,0,0,0,0,3,0,0,1,0,0,2,0,0,0,2,0,9,0,5,0,0,0,0,0,1,0,0,0,2,0,0,0,5,0.0,66,50,0
19620705,38008,33049.0,17,22,6,14,11,2,0,0,0,6,1,2,0,5,0,3,2,0,0,0,1,0,4,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,5,0.0,84,51,0
19620706,37967,33018.0,9,15,6,21,9,6,0,0,0,4,2,0,0,9,0,1,5,0,0,0,0,0,18,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,3,0.0,56,51,2
19620707,38285,33385.0,12,21,0,9,13,2,0,1,0,4,3,0,0,3,0,0,1,0,0,0,0,0,15,0,2,0,0,0,0,0,0,0,0,0,1,1,1,0,9,0.0,89,41,0
19620709,36338,31705.0,16,4,6,20,8,6,0,0,0,5,0,1,0,1,0,0,8,0,0,0,1,0,9,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,38,60,1
19620710,38001,33058.0,28,24,10,6,9,10,0,0,0,9,3,0,0,8,0,1,7,0,0,0,0,0,17,0,3,0,0,0,0,0,0,0,0,0,0,3,2,0,5,0.0,53,75,0
19620711,37157,32283.0,15,11,17,6,5,5,0,3,0,4,2,1,0,1,0,3,3,0,0,0,4,0,18,0,3,0,0,0,0,0,2,0,0,0,6,0,1,0,2,0.0,62,48,5
19620712,44343,38213.0,15,8,9,28,3,12,0,3,0,6,1,0,0,12,0,3,8,1,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,1,0.0,50,50,0
19620713,42281,36780.0,20,12,7,18,9,12,0,1,0,12,2,0,0,18,0,0,3,0,0,0,0,0,4,0,1,1,0,0,0,0,2,0,0,0,2,1,4,0,1,0.0,73,85,1
19620714,37009,32190.0,20,15,9,14,4,4,0,2,0,5,2,0,0,6,0,0,3,0,0,0,1,0,18,0,2,0,0,0,0,0,0,0,0,0,0,2,4,0,1,0.0,48,92,0
19620716,31782,27841.0,13,15,9,21,3,0,0,1,0,7,2,0,0,1,0,1,0,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,9,0.0,45,70,2
19620717,37983,33006.0,23,12,13,10,7,3,0,1,0,9,4,0,0,6,0,0,1,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0.0,43,50,0
19620718,39759,34583.0,24,13,9,6,9,11,0,0,0,26,3,0,0,3,1,1,7,1,0,0,0,0,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,37,96,2
19620719,36614,31743.0,7,9,4,11,3,4,0,1,0,5,0,0,0,7,0,13,12,7,0,0,1,0,15,0,1,0,0,0,0,0,2,0,0,0,0,0,8,0,2,0.0,75,53,6
19620720,34549,30149.0,20,12,8,26,4,6,0,0,0,2,3,1,0,0,0,4,8,0,0,0,0,0,7,0,2,0,0,0,0,0,1,0,0,0,0,1,3,0,3,0.0,55,95,2
19620721,33579,29258.0,18,10,3,19,8,1,0,0,0,4,0,0,0,1,0,0,11,0,0,0,4,0,11,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,5,0.0,38,44,3
19620723,30391,26374.0,15,12,2,5,18,10,2,1,0,5,2,0,0,3,0,1,7,0,0,0,1,0,9,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0.0,63,71,2
19620724,33614,29034.0,23,13,3,10,10,3,0,2,0,11,0,1,0,1,0,2,3,0,0,0,1,0,15,0,2,1,0,0,0,0,0,1,0,0,0,4,1,0,2,0.0,63,62,1
19620725,45181,39186.0,14,4,7,5,10,4,0,0,0,10,1,0,0,9,0,0,3,1,0,0,1,0,4,0,0,0,0,0,0,0,9,0,0,0,0,3,1,0,2,0.0,45,51,0
19620726,35871,30984.0,10,8,7,20,11,0,0,1,0,1,2,0,0,3,0,0,0,0,0,0,1,0,10,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,34,47,3
19620727,33988,29562.0,19,1,1,14,8,1,0,0,0,4,2,0,0,1,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,1,0.0,36,44,0
19620728,35164,30395.0,11,14,6,19,2,3,0,0,0,3,1,0,0,7,0,2,3,0,0,0,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,3,0.0,34,39,0
19620730,30522,26631.0,15,4,7,12,6,2,0,1,0,2,2,1,0,0,0,3,0,0,0,0,4,0,10,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.0,23,60,1
19620731,30027,26061.0,14,0,5,13,6,4,0,0,0,1,2,0,0,2,0,3,2,0,0,0,0,0,19,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.0,40,54,0
19620801,30327,26411.0,16,2,2,11,1,2,0,1,0,5,1,1,0,1,0,0,1,0,0,0,3,0,12,0,3,0,0,0,0,0,1,0,0,0,0,2,0,0,3,0.0,33,43,1
19620802,32754,28524.0,15,8,4,27,10,6,0,2,0,2,5,3,0,1,0,2,7,0,0,0,1,0,13,0,1,0,1,0,0,0,0,0,0,0,1,2,0,0,1,0.0,42,50,3
19620803,29523,25796.0,8,5,2,15,10,0,1,0,0,2,1,0,0,2,0,0,7,0,0,0,2,0,11,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0.0,50,61,2
19620804,30012,26183.0,7,2,8,12,6,1,0,0,0,0,2,0,0,3,0,1,3,0,0,0,0,0,12,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,10,0.0,33,33,0
19620806,28717,25205.0,40,2,12,9,8,3,0,1,0,7,0,2,0,4,0,1,0,0,0,0,0,0,18,0,1,1,0,0,0,1,1,1,0,0,4,0,0,0,4,0.0,45,31,1
19620807,32120,27776.0,20,0,11,3,6,9,0,0,0,6,3,0,0,3,0,0,1,0,0,0,1,0,7,0,0,0,0,0,0,0,4,0,0,0,1,7,0,0,3,0.0,28,32,1
19620808,33248,28789.0,13,13,7,6,3,8,0,0,0,11,2,0,0,3,0,0,4,0,0,0,1,0,8,0,1,1,0,0,0,0,3,0,0,0,1,0,0,0,4,0.0,27,46,1
19620809,30380,26217.0,9,3,6,9,3,4,0,2,0,0,0,0,0,8,0,0,0,0,0,0,1,0,12,0,1,0,0,0,0,0,2,0,0,0,2,5,1,0,4,0.0,30,54,1
19620810,32703,28551.0,19,11,1,16,9,13,0,0,0,3,2,0,0,7,0,0,10,0,0,0,0,0,10,0,1,3,0,0,0,0,0,0,0,0,0,2,1,0,0,0.0,32,59,0
19620811,33791,29460.0,19,5,3,6,6,13,0,2,0,13,5,0,0,1,0,1,22,0,0,0,2,0,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,37,56,2
19620813,29602,25868.0,13,6,1,16,6,0,0,3,0,3,4,0,0,4,0,0,4,0,0,0,1,0,8,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0.0,37,39,1
19620814,30649,26651.0,9,1,14,8,6,1,0,0,0,4,1,0,0,24,0,2,3,0,0,0,0,0,4,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0.0,24,33,2
19620815,31368,27314.0,15,9,8,5,11,1,0,2,0,2,4,0,0,9,0,2,2,0,0,0,2,0,8,0,0,0,0,0,0,0,2,0,0,0,3,1,1,0,3,0.0,42,22,1
19620816,21890,19168.0,14,7,4,12,4,1,0,1,0,1,0,0,0,4,0,0,6,0,0,0,2,0,9,0,0,0,1,0,0,0,2,0,0,0,0,4,0,0,0,0.0,27,24,1
19620817,31536,27399.0,7,2,4,8,6,7,0,0,0,2,3,1,0,2,0,0,7,0,0,0,9,0,5,0,1,0,0,0,0,0,4,0,0,0,0,3,1,0,1,0.0,38,36,1
19620818,26332,22936.0,13,5,4,6,8,2,0,7,0,0,0,0,0,1,0,1,1,0,0,0,2,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0.0,27,34,0
19620820,29028,25340.0,7,2,5,15,3,8,0,0,0,1,3,0,0,2,0,8,9,0,0,0,0,0,5,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,16,29,1
19620821,31318,27257.0,16,1,18,10,0,3,0,2,0,13,1,0,0,1,0,0,1,0,0,0,1,0,5,0,0,0,2,0,0,0,0,0,0,0,1,4,1,0,5,0.0,24,45,0
19620822,33428,28928.0,13,0,4,14,4,16,0,3,0,2,4,0,0,2,0,0,16,0,0,0,1,0,5,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,3,0.0,18,47,0
19620823,31047,26868.0,15,4,0,27,1,5,0,1,0,3,4,0,0,2,0,0,0,0,0,0,3,0,3,0,2,2,0,0,0,2,1,0,0,0,0,1,0,0,4,0.0,22,35,2
19620824,31198,27044.0,14,49,7,8,0,1,0,1,0,0,1,0,0,6,0,1,2,0,0,0,2,0,7,0,4,0,0,0,0,0,1,0,0,1,0,8,0,0,13,0.0,55,58,0
19620825,30946,26953.0,20,41,12,6,3,1,0,0,0,4,3,1,0,4,0,1,2,0,0,0,0,0,14,0,6,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0.0,42,58,2
19620827,29504,25838.0,14,18,6,16,0,2,0,2,0,6,2,0,0,1,0,2,3,0,0,0,0,0,13,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0.0,18,17,4
19620828,30878,27004.0,23,9,6,16,5,4,0,1,0,3,1,0,0,4,0,1,1,0,0,0,0,0,20,0,1,1,0,0,0,0,0,0,0,1,0,10,0,0,10,0.0,26,38,0
19620829,35244,30710.0,14,12,3,7,2,0,0,3,0,5,4,0,0,5,0,0,5,0,0,0,0,0,12,0,3,1,0,0,0,0,1,0,0,0,0,1,1,0,7,0.0,26,44,0
19620830,37930,32852.0,18,18,11,36,5,3,0,2,0,6,0,0,0,4,0,0,1,0,0,0,0,0,12,0,3,1,0,0,0,0,1,0,0,1,0,5,2,0,10,0.0,37,38,0
19620831,33148,29072.0,13,18,4,9,3,2,0,0,0,3,3,2,0,1,0,0,1,0,0,0,0,0,12,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,64,32,0
19620901,31461,27209.0,24,21,0,12,3,1,0,0,0,0,1,0,0,5,0,2,9,0,0,0,2,0,16,0,0,0,0,0,0,0,1,2,0,0,1,1,2,0,7,0.0,63,37,1
19620903,28696,24960.0,11,12,6,8,2,1,0,1,0,1,0,0,0,2,0,1,12,0,0,0,0,0,16,0,3,0,2,0,0,0,0,0,0,0,0,1,2,0,13,0.0,42,39,1
19620904,38828,33646.0,21,44,2,12,8,0,0,3,0,5,2,0,0,1,0,2,3,0,0,0,6,0,13,0,2,0,0,0,0,0,0,0,0,0,0,1,4,0,7,0.0,63,42,2
19620905,38364,33460.0,26,70,9,12,8,8,0,1,0,1,2,0,0,4,0,0,17,0,0,0,1,0,14,0,3,0,0,0,0,0,3,0,0,0,2,2,2,0,2,0.0,75,52,6
19620906,36546,31690.0,17,37,5,5,4,5,0,0,0,1,2,0,0,9,0,2,0,0,0,0,1,0,22,0,3,0,0,0,0,0,1,0,0,1,0,1,1,0,2,0.0,66,46,1
19620907,41282,35818.0,16,40,4,15,9,4,0,1,0,3,1,0,0,3,0,1,2,0,0,0,3,0,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0.0,55,53,1
19620908,33297,29050.0,12,67,7,7,17,1,0,2,0,0,7,0,0,3,0,0,1,2,0,0,1,0,10,0,2,0,0,0,0,0,1,0,0,0,0,0,9,0,0,0.0,53,79,1
19620910,38249,33122.0,23,47,7,14,10,3,0,1,0,5,2,2,0,10,0,2,12,0,0,0,7,0,6,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0.0,49,36,2
19620911,40349,35023.0,14,69,12,21,7,2,0,2,0,9,5,0,0,1,0,0,3,1,0,0,2,0,10,0,1,0,1,0,0,0,6,1,0,0,0,2,3,0,3,0.0,78,37,0
19620912,34961,30226.0,18,19,12,5,12,9,0,1,0,2,4,0,0,6,0,1,5,0,0,0,0,0,5,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,14,0.0,34,44,1
19620913,42726,36994.0,38,7,7,18,8,7,0,4,0,5,3,1,0,2,0,0,10,0,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,4,0.0,65,75,0
19620914,46125,40068.0,16,31,15,13,2,5,0,2,0,8,4,1,0,3,0,2,6,1,0,0,0,0,21,0,1,0,0,0,0,0,1,0,0,0,7,16,5,0,13,0.0,77,89,0
19620915,39022,33715.0,28,24,10,19,6,9,0,6,0,2,6,0,0,1,0,1,9,0,0,0,1,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,2,0.0,65,37,2
19620917,33984,29511.0,12,19,15,11,13,5,0,3,0,12,3,2,0,2,0,2,5,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0.0,60,32,2
19620918,39831,34717.0,9,27,8,16,7,1,0,1,0,0,5,1,0,5,0,5,4,2,0,0,0,0,6,1,7,0,1,0,0,0,0,0,0,0,0,2,0,0,20,0.0,67,43,1
19620919,41236,35759.0,20,21,15,14,8,0,0,3,0,6,6,0,0,3,0,1,0,0,0,0,0,0,10,0,2,2,0,0,0,0,2,0,0,1,0,0,6,0,13,0.0,75,57,2
19620920,36980,31961.0,8,20,8,20,6,4,0,0,0,1,1,0,0,6,0,1,6,0,0,0,1,0,9,0,3,0,0,0,0,0,0,0,0,0,0,5,1,0,8,0.0,60,36,3
19620921,37795,32766.0,7,22,3,14,9,2,0,4,0,5,2,0,0,2,0,1,19,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,2,0.0,52,53,4
19620922,44069,38151.0,31,67,10,13,4,8,0,0,0,5,1,0,0,13,0,0,10,0,0,0,3,0,5,0,0,0,0,0,0,0,3,0,0,0,1,3,3,0,1,0.0,95,47,1
19620924,38136,33318.0,13,31,5,12,12,7,1,2,0,6,1,0,0,10,0,2,28,0,0,0,0,0,17,0,2,0,0,0,0,0,2,0,0,0,0,0,4,0,5,0.0,70,62,4
19620925,38967,33792.0,19,14,24,9,8,5,0,0,0,3,2,4,0,3,0,0,3,0,0,0,0,0,8,0,5,0,0,0,0,0,0,0,0,0,2,3,1,0,1,0.0,48,41,1
19620926,40426,35038.0,12,22,6,15,1,3,0,3,0,3,3,2,0,5,0,0,2,0,0,0,0,0,9,0,4,0,0,0,0,0,0,0,0,0,0,2,1,0,2,0.0,65,68,2
19620927,39456,34492.0,25,22,8,11,10,5,0,1,0,7,1,0,0,3,0,0,5,0,0,0,1,0,17,0,2,0,1,0,0,0,1,0,0,0,0,1,3,0,1,0.0,72,62,8
19620928,43396,37862.0,20,20,6,11,1,4,0,0,0,5,2,0,0,6,0,4,5,2,0,0,0,0,5,0,3,1,0,0,0,0,1,0,0,0,1,1,6,0,0,0.0,66,80,3
19620929,33820,29278.0,14,19,17,8,1,2,0,5,0,4,3,0,0,1,0,2,1,0,0,0,0,0,7,2,3,0,0,0,0,0,2,0,0,0,0,1,4,0,5,0.0,44,53,0
19621001,36067,31414.0,23,18,6,10,3,11,0,2,0,0,5,0,0,2,0,6,10,0,0,0,2,0,9,1,1,0,0,0,0,2,7,0,0,0,1,0,8,0,6,0.0,64,108,4
19621002,58061,50624.0,28,33,15,4,7,4,0,2,0,3,4,0,0,11,0,4,1,4,0,0,0,0,10,0,1,1,0,0,0,0,1,0,0,0,1,2,11,0,13,0.0,80,105,5
19621003,40167,35016.0,20,30,4,16,7,4,0,5,0,1,4,0,0,3,0,2,3,1,0,0,0,0,9,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,12,0.0,61,93,1
19621004,43697,38006.0,15,21,5,23,8,11,0,2,0,3,0,0,0,3,0,3,7,1,0,0,0,0,9,0,3,0,0,0,0,0,0,0,0,0,0,5,11,0,16,0.0,113,71,1
19621005,54119,46743.0,21,23,9,5,6,5,0,3,0,1,4,2,0,6,0,0,7,2,0,0,2,0,7,0,4,0,0,0,0,0,0,0,0,0,0,2,4,0,4,0.0,88,63,4
19621006,46737,40635.0,17,67,12,11,3,2,0,0,0,3,6,0,0,21,0,0,3,0,0,0,0,0,8,0,5,0,0,0,0,0,0,0,0,0,0,5,13,0,3,0.0,116,81,1
19621008,38828,33640.0,13,83,9,24,4,2,0,0,0,3,1,0,0,4,0,5,10,0,0,0,0,0,12,0,3,0,0,0,0,0,0,0,0,0,0,9,6,0,1,0.0,69,73,0
19621009,47001,40725.0,18,48,11,4,19,7,0,1,0,4,0,0,0,4,0,2,15,0,0,0,0,0,12,0,2,0,0,0,0,0,0,0,0,0,1,7,3,0,6,0.0,76,67,1
19621010,42768,37200.0,18,33,7,20,1,4,0,1,0,1,2,2,0,3,0,1,1,0,0,0,1,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,7,0.0,76,63,3
19621011,44100,38444.0,10,16,8,18,5,10,0,0,0,0,2,0,0,6,0,0,0,0,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,1,13,0,10,0.0,88,72,0
19621012,44899,39107.0,23,14,7,11,8,15,0,1,0,2,5,0,0,9,0,0,7,0,0,0,0,0,8,0,0,0,0,0,0,0,1,2,0,0,3,0,3,0,10,0.0,54,71,0
19621013,46566,40442.0,24,21,9,13,9,10,0,1,0,2,5,0,0,3,0,0,7,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,9,6,3,0,4,0.0,53,77,2
19621015,42223,37013.0,15,21,16,13,11,3,0,3,0,3,0,0,1,3,0,3,8,0,0,0,2,0,7,1,0,1,0,0,0,0,2,0,0,0,2,1,1,0,4,0.0,54,85,2
19621016,48810,42351.0,24,31,12,11,4,5,0,3,0,2,5,0,0,5,0,1,6,0,0,0,1,0,6,0,0,0,1,0,0,0,2,0,0,0,0,1,2,0,6,0.0,98,64,3
19621017,37389,32612.0,18,22,12,6,2,8,0,2,0,0,5,0,0,5,0,1,5,0,0,0,0,0,6,0,1,0,1,0,0,0,5,0,0,0,0,0,1,0,3,0.0,51,44,2
19621018,51359,44815.0,21,21,14,16,6,13,0,2,0,4,3,1,0,10,0,3,31,0,0,0,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,25,0.0,55,58,1
19621019,41368,35975.0,14,18,12,7,2,6,0,1,0,6,1,0,0,7,0,1,8,0,0,0,1,0,9,1,1,0,0,0,0,0,3,0,0,0,0,2,0,0,5,0.0,63,62,5
19621020,44303,38366.0,23,24,20,4,5,3,0,0,0,9,2,1,0,4,0,2,1,0,0,0,2,0,12,0,1,0,0,0,0,0,1,0,0,0,0,0,3,0,2,0.0,65,41,0
19621022,41575,36378.0,12,19,21,19,4,4,0,3,0,3,5,2,0,9,0,1,5,0,0,0,0,0,8,0,10,2,0,0,0,0,0,0,0,0,0,4,5,0,24,0.0,96,93,3
19621023,43439,37838.0,15,26,11,11,4,3,0,4,0,2,2,1,0,11,0,1,7,2,0,0,2,0,11,0,7,0,0,0,0,0,1,0,0,0,0,4,0,0,10,0.0,67,63,1
19621024,42092,36667.0,45,37,18,6,6,2,0,0,0,10,1,0,0,11,0,1,1,0,0,0,0,0,12,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,20,0.0,107,69,0
19621025,40810,35632.0,61,34,7,7,2,6,0,3,0,3,2,1,0,19,0,0,1,0,0,0,0,0,24,0,2,0,0,0,0,0,4,0,0,0,0,3,1,0,9,0.0,142,94,2
19621026,41745,36327.0,43,40,5,6,5,6,0,0,0,0,0,0,0,4,0,0,5,0,0,0,1,0,26,0,0,0,0,0,0,0,3,0,0,0,0,3,1,0,0,0.0,95,88,0
19621027,34163,29564.0,16,46,4,2,4,1,0,2,0,3,3,0,0,4,0,0,2,0,0,0,0,0,15,0,2,0,0,0,0,0,0,0,0,0,0,1,2,0,6,0.0,76,44,0
19621029,39269,34113.0,38,35,7,3,12,5,0,0,0,1,2,0,0,7,0,1,2,0,0,0,1,0,26,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,5,0.0,80,83,1
19621030,31041,26908.0,32,36,4,5,3,0,0,1,0,5,1,0,0,8,0,2,1,2,0,0,0,0,36,0,1,1,0,0,0,0,2,1,0,0,0,1,0,0,3,0.0,90,50,0
19621031,49178,42211.0,20,35,41,3,6,3,0,0,0,7,4,3,0,0,0,2,0,4,0,0,3,0,17,0,1,0,0,0,0,0,3,0,0,0,0,1,0,0,6,0.0,82,41,0
19621101,39537,33952.0,21,24,4,14,7,3,0,1,0,2,0,1,0,5,0,1,6,0,0,0,1,0,13,0,1,1,1,0,0,0,0,1,0,0,0,2,1,0,7,0.0,72,56,1
