date,X_t,N_t
20220326,64,74753
20220327,79,62880
20220328,120,99921
20220329,177,118504
20220330,134,103045
20220331,152,113886
20220401,238,138118
20220402,78,75699
20220403,102,67369
20220404,178,109426
20220405,210,116019
20220406,132,116147
20220407,145,116728
20220408,206,146296
20220409,86,72253
20220410,87,63400
20220411,105,97879
20220412,124,103682
20220413,142,111090
20220414,112,108466
20220415,160,111375
20220416,82,83182
20220417,41,62796
20220418,54,83445
20220419,89,100652
20220420,105,113649
20220421,111,111536
20220422,174,122431
20220423,50,56810
20220424,72,72919
20220425,77,78707
20220426,89,93780
20220427,123,114794
20220428,113,93980
20220429,122,94687
20220430,42,60060
20220501,41,44484
20220502,124,91210
20220503,119,88777
20220504,107,91296
20220505,90,89216
20220506,106,111962
20220507,68,81520
20220508,85,60719
20220509,123,83624
20220510,144,93265
20220511,96,118653
20220512,110,101180
20220513,95,111598
20220514,71,85225
20220515,59,64620
20220516,49,86590
20220517,63,99674
20220518,80,96924
20220519,114,103733
20220520,137,118465
20220521,96,95171
20220522,50,65809
20220523,74,96080
20220524,108,110578
20220525,111,96354
20220526,58,79434
20220527,75,96101
20220528,60,83352
20220529,39,59407
20220530,91,101866
20220531,92,94817
20220601,118,106616
20220602,62,105222
20220603,121,117198
20220604,37,68549
20220605,19,62745
20220606,53,68678
20220607,87,95515
20220608,112,108786
20220609,80,101268
20220610,109,124919
20220611,66,75379
20220612,24,64700
20220613,51,99110
20220614,50,97264
20220615,127,121986
20220616,72,108905
20220617,148,138414
20220618,73,93928
20220619,11,76156
20220620,33,95035
20220621,56,106234
20220622,67,108692
20220623,94,103739
20220624,86,122348
20220625,40,77634
20220626,39,54940
20220627,72,93988
20220628,97,98414
20220629,46,125281
20220630,73,106365
20220701,109,137973
20220702,56,77217
20220703,43,71073
20220704,80,102471
20220705,90,105500
20220706,87,102704
20220707,78,122127
20220708,80,119341
20220709,71,91102
20220710,33,68860
20220711,49,104203
20220712,59,118804
20220713,58,102626
20220714,69,92726
20220715,83,101598
20220716,78,69995
20220717,40,59785
20220718,36,83672
20220719,59,99091
20220720,45,93506
20220721,58,88713
20220722,42,88194
20220723,76,74043
20220724,48,54756
20220725,39,82541
20220726,54,93402
20220727,48,86195
20220728,67,88375
20220729,87,83082
20220730,17,56835
20220731,48,47102
20220801,176,258744
20220802,156,276896
20220803,276,310008
20220804,192,369716
20220805,188,314872
20220806,196,224944
20220807,140,198396
20220808,176,275120
20220809,292,284416
20220810,196,267360
20220811,212,287400
20220812,172,299464
20220813,104,249840
20220814,48,174536
20220815,124,202864
20220816,212,229116
20220817,192,291360
20220818,232,227952
20220819,192,286540
20220820,224,329768
20220821,78,110148
20220822,186,194706
20220823,190,204310
20220824,465,279166
20220825,138,116901
20220826,70,85218
20220827,54,69325
20220828,27,52578
20220829,53,76285
20220830,75,83194
20220831,80,101876
20220901,160,201660
20220902,194,208066
20220903,168,140278
20220904,84,131826
20220905,98,162568
20220906,96,177010
20220907,124,217354
20220908,162,254350
20220909,160,261430
20220910,68,143812
20220911,102,129408
20220912,152,182064
20220913,174,251458
20220914,148,200864
20220915,180,230844
20220916,154,233052
20220917,106,160098
20220918,86,132572
20220919,96,182862
20220920,152,182386
20220921,154,206634
20220922,188,228832
20220923,176,228502
20220924,84,157118
20220925,20,121202
20220926,146,216738
20220927,71,96389
20220928,52,108914
20220929,81,105425
20220930,83,106137
20221001,51,85586
20221002,49,67085
20221003,59,100756
20221004,93,107437
20221005,74,126977
20221006,50,106947
20221007,197,118571
20221008,43,75278
20221009,48,68774
20221010,61,86115
20221011,70,95566
20221012,142,121699
20221013,92,99644
20221014,76,116608
20221015,72,74299
20221016,26,63798
20221017,75,95576
20221018,77,103140
20221019,94,113028
20221020,72,120274
20221021,69,98990
20221022,47,77333
20221023,31,62998
20221024,92,91502
20221025,70,100159
20221026,50,106226
20221027,74,100016
20221028,67,105293
20221029,31,78058
20221030,25,55194
20221031,51,71574
20221101,20,46691
20221102,56,88126
20221103,35,93893
20221104,70,115940
20221105,50,75732
20221106,41,66223
20221107,76,93142
20221108,61,105485
20221109,29,112012
20221110,44,96518
