date,X_t,N_t
20230123,4,91736
20230124,2,91329
20230125,2,112338
20230126,7,105654
20230127,9,103072
20230128,1,60256
20230129,1,74913
20230130,4,76272
20230131,4,84766
20230201,1,100669
20230202,2,104716
20230203,3,111701
20230204,2,68604
20230205,1,59127
20230206,4,91620
20230207,1,82585
20230208,5,105869
20230209,5,89116
20230210,7,107660
20230211,2,78691
20230212,2,76192
20230213,4,81129
20230214,5,98994
20230215,6,103874
20230216,4,105308
20230217,3,119244
20230218,1,68214
20230219,5,59687
20230220,5,83694
20230221,1,87390
20230222,5,98550
20230223,6,98184
20230224,5,119216
20230225,2,67469
20230226,5,67098
20230227,9,86183
20230228,4,82830
20230301,3,95162
20230302,5,97709
20230303,6,104172
20230304,6,79648
20230305,3,65975
20230306,3,96872
20230307,0,69633
20230308,2,120159
20230309,3,109763
20230310,13,116993
20230311,4,81902
20230312,3,63261
20230313,3,88866
20230314,6,80832
20230315,11,112072
20230316,6,125232
20230317,4,114432
20230318,1,84715
20230319,2,77102
20230320,3,70926
20230321,9,102509
20230322,5,123427
20230323,3,97973
20230324,2,113197
20230325,3,76531
20230326,3,70774
20230327,5,92968
20230328,7,97404
20230329,2,98465
20230330,5,109753
20230331,1,121070
20230401,1,80963
20230402,2,67634
20230403,4,79538
20230404,3,85113
20230405,5,120967
20230406,2,99475
20230407,6,116671
20230408,0,72852
20230409,1,52963
20230410,0,68992
20230411,5,82726
20230412,3,97719
20230413,2,109091
20230414,5,115567
20230415,4,78254
20230416,4,71805
20230417,4,89858
20230418,2,88246
20230419,3,120590
20230420,6,101475
20230421,4,121705
20230422,0,69207
20230423,0,71562
20230424,1,94302
20230425,3,83352
20230426,13,107661
20230427,6,94403
20230428,7,114006
20230429,3,72038
20230430,3,57070
20230501,4,52640
20230502,5,76296
20230503,4,105597
20230504,1,92295
20230505,9,99723
20230506,0,64975
20230507,1,67161
20230508,2,65223
20230509,1,90418
20230510,6,105335
20230511,3,91880
20230512,4,126132
20230513,8,81174
20230514,4,66261
20230515,2,92233
20230516,6,88248
20230517,1,105360
20230518,6,86148
20230519,12,104439
20230520,5,76841
20230521,1,84236
20230522,6,90453
20230523,1,99715
20230524,5,116442
20230525,6,106010
20230526,6,116117
20230527,6,71183
20230528,1,90339
20230529,4,80525
20230530,2,83948
20230531,8,100991
20230601,2,116388
20230602,6,104811
20230603,3,73094
20230604,2,68312
20230605,5,90622
20230606,1,97007
20230607,7,113207
20230608,11,108492
20230609,6,115960
20230610,0,76352
20230611,6,65635
20230612,8,88209
20230613,0,94884
20230614,3,110497
20230615,5,115942
20230616,7,104359
20230617,3,88000
20230618,3,75343
20230619,2,85325
20230620,6,95268
20230621,5,102245
20230622,4,119252
20230623,9,115087
20230624,2,84145
20230625,1,68731
20230626,5,77615
20230627,4,98316
20230628,3,93589
20230629,4,113858
20230630,10,110860
20230701,4,93868
20230702,1,75018
20230703,4,82643
20230704,4,112349
20230705,2,113561
20230706,3,121351
20230707,2,121530
20230708,3,78114
20230709,1,75326
20230710,4,78203
20230711,7,119290
20230712,2,100428
20230713,9,101997
20230714,5,94230
20230715,1,49486
20230716,2,64284
20230717,5,84454
20230718,2,78633
20230719,3,83913
20230720,4,82868
20230721,4,91278
20230722,4,55722
20230723,1,58772
20230724,2,75803
20230725,2,84497
20230726,1,110966
20230727,5,69874
20230728,1,99994
20230729,4,57503
20230730,1,50380
20230731,7,72526
20230801,4,70954
20230802,5,80340
20230803,3,73293
20230804,1,59363
20230805,1,62761
20230806,1,55061
20230807,0,61526
20230808,4,74501
20230809,2,81222
20230810,1,70014
20230811,5,73242
20230812,2,73773
20230813,4,47183
20230814,5,59624
20230815,4,60190
20230816,4,71658
20230817,4,74534
20230818,2,85695
20230819,7,67209
20230820,4,54384
20230821,6,75935
20230822,2,71291
20230823,4,79979
20230824,6,93955
20230825,0,80523
20230826,0,76654
20230827,2,65761
20230828,3,81922
20230829,0,80571
20230830,3,87974
20230831,6,86121
20230901,4,106858
20230902,6,74204
20230903,4,80232
20230904,2,83868
20230905,5,102331
20230906,0,105153
20230907,5,106866
20230908,3,127385
20230909,6,83359
20230910,3,87777
20230911,5,94065
20230912,7,100284
20230913,4,110508
20230914,6,123227
20230915,1,110795
20230916,1,67084
20230917,2,72860
20230918,13,83458
20230919,6,85850
20230920,4,107507
20230921,3,112453
20230922,9,131447
20230923,2,80916
20230924,3,85443
20230925,6,102027
20230926,7,109666
20230927,1,119230
20230928,2,124985
20230929,11,119665
20230930,2,93050
20231001,5,70188
20231002,4,99129
20231003,3,99466
20231004,2,131773
20231005,6,105328
20231006,2,116717
20231007,2,75244
20231008,2,86035
20231009,1,96465
20231010,10,108166
20231011,3,115704
20231012,6,98555
20231013,3,117022
20231014,2,99283
20231015,1,82356
20231016,2,115174
20231017,5,119674
20231018,5,120187
20231019,6,100527
20231020,9,127566
20231021,4,76165
20231022,5,70498
20231023,6,75637
20231024,1,90063
20231025,2,106247
20231026,5,104068
20231027,7,105628
20231028,4,87991
20231029,1,86804
20231030,3,83420
20231031,2,77665
20231101,4,84807
20231102,5,91339
20231103,7,99372
20231104,2,62951
20231105,1,79150
20231106,2,83627
20231107,10,94349
20231108,1,116145
20231109,10,104248
20231110,3,105262
20231111,5,69650
20231112,4,71324
20231113,1,86605
20231114,3,94766
20231115,6,107730
20231116,5,102247
20231117,7,111384
20231118,1,89589
20231119,1,76337
20231120,7,103057
20231121,9,91622
20231122,9,109739
20231123,8,102883
20231124,5,120319
20231125,3,101686
20231126,2,67077
20231127,8,77775
20231128,3,90773
20231129,5,108226
20231130,5,112398
20231201,4,115140
20231202,1,73267
20231203,2,90709
20231204,3,79223
20231205,4,93593
20231206,2,107216
20231207,10,98403
20231208,3,117664
20231209,2,75563
20231210,5,103404
20231211,2,96636
20231212,4,99503
20231213,7,111993
20231214,5,95005
20231215,6,110675
20231216,0,90024
20231217,1,82671
20231218,3,81178
20231219,1,82884
20231220,4,124399
20231221,8,90460
20231222,16,103960
20231223,4,57772
20231224,2,48457
20231225,2,32361
20231226,2,71203
20231227,11,76445
20231228,7,75655
20231229,2,71357
20231230,0,65296
20231231,0,64361
20240101,0,39218
20240102,0,57959
20240103,4,80213
20240104,1,70607
20240105,5,82137
20240106,2,63195
20240107,1,61687
20240108,8,78071
20240109,15,99644
20240110,8,94578
20240111,5,93604
20240112,12,125078
20240113,1,62624
20240114,1,80540
20240115,7,88229
20240116,5,89889
20240117,3,123998
20240118,5,110638
20240119,9,122016
20240120,3,76485
20240121,1,77810
20240122,8,103527
20240123,7,89001
20240124,5,105119
20240125,8,114145
20240126,19,123120
20240127,2,80090
20240128,5,88262
20240129,2,76773
20240130,4,89905
20240131,5,112543
20240201,11,108797
20240202,8,112818
20240203,2,77283
20240204,3,76313
20240205,5,86262
20240206,2,103235
20240207,2,110928
20240208,5,116780
20240209,9,127246
20240210,4,87567
20240211,2,69263
20240212,3,82775
20240213,2,98121
20240214,4,100670
20240215,3,103489
20240216,9,105705
20240217,2,73598
20240218,1,75337
20240219,3,93777
20240220,3,87937
20240221,8,95197
20240222,1,88943
20240223,8,124730
20240224,0,84416
20240225,2,97202
20240226,7,93284
20240227,7,98068
20240228,1,102322
20240229,5,111017
20240301,5,109474
20240302,3,83057
20240303,4,70284
20240304,6,93493
20240305,3,103463
20240306,4,104694
20240307,10,103887
20240308,6,130586
20240309,2,76152
20240310,1,89970
20240311,6,100019
20240312,7,113450
20240313,1,123568
20240314,3,99228
20240315,6,123818
20240316,2,87838
20240317,1,64898
20240318,8,93197
20240319,11,98307
20240320,4,121715
20240321,8,100537
20240322,6,119798
20240323,3,81879
20240324,4,75279
20240325,6,86994
20240326,6,104248
20240327,13,106964
20240328,4,114926
