mot,date,X_t,N_t,f_t,p_t,surprise
ans,19941219,17,788,2157.36,1.100e-10,9.96
ans,19960610,8,518,1544.40,3.818e-05,4.42
ans,19971222,13,1333,975.24,1.664e-05,4.78
ans,19990621,9,671,1341.28,3.214e-05,4.49
ans,19991004,16,1444,1108.03,7.974e-07,6.10
france,19450222,45,10541,426.90,9.264e-05,4.03
france,19450301,56,10897,513.90,1.541e-06,5.81
france,19450517,52,11276,461.16,1.562e-05,4.81
france,19450605,118,25256,467.22,6.403e-07,6.19
france,19450706,49,9443,518.90,2.523e-06,5.60
france,19450717,101,24881,405.93,2.004e-05,4.70
france,19450725,65,12810,507.42,9.738e-07,6.01
france,19450824,52,11140,466.79,1.267e-05,4.90
france,19451107,49,9454,518.30,2.577e-06,5.59
france,19470705,79,20471,385.91,8.890e-05,4.05
france,19540409,143,37038,386.09,2.703e-05,4.57
france,19540619,160,39378,406.32,7.687e-06,5.11
france,19540714,116,31071,373.34,7.313e-05,4.14
france,19540803,126,32650,385.91,3.394e-05,4.47
france,19540816,100,22781,438.96,4.210e-06,5.38
france,19540818,119,32293,368.50,8.868e-05,4.05
france,19540824,141,28945,487.13,1.324e-07,6.88
france,19540825,139,35165,395.28,1.766e-05,4.75
france,19540828,132,27903,473.07,3.398e-07,6.47
france,19540831,181,50701,356.99,8.920e-05,4.05
france,19540901,157,37698,416.47,4.613e-06,5.34
france,19540906,124,29485,420.55,6.078e-06,5.22
france,19540911,143,32579,438.93,1.686e-06,5.77
france,19540918,105,28307,370.93,9.794e-05,4.01
france,19540922,139,29927,464.46,4.643e-07,6.33
france,19541026,151,40938,368.85,6.052e-05,4.22
france,19541229,148,37929,390.20,2.062e-05,4.69
france,19550101,132,24935,529.38,1.721e-08,7.76
france,19550207,173,40390,428.32,2.010e-06,5.70
france,19550208,136,33831,402.00,1.299e-05,4.89
france,19551004,113,30342,372.42,8.003e-05,4.10
france,19600216,149,36595,407.16,8.359e-06,5.08
france,19610731,125,29650,421.59,5.663e-06,5.25
france,19701112,274,77703,352.62,7.605e-05,4.12
france,19821020,263,56971,461.64,1.365e-07,6.86
france,19890710,15,842,1781.47,3.510e-09,8.45
france,19891218,15,1226,1223.49,2.675e-07,6.57
france,19910422,24,1999,1200.60,5.498e-10,9.26
france,19971204,307,82660,371.40,2.395e-05,4.62
france,20050529,100,16420,609.01,1.113e-09,8.95
france,20050626,40,5469,731.40,1.265e-08,7.90
france,20060305,125,32835,380.69,4.469e-05,4.35
france,20070211,104,22135,469.84,8.323e-07,6.08
france,20070311,60,13514,443.98,1.749e-05,4.76
france,20070506,105,26456,396.89,2.835e-05,4.55
france,20090607,76,11983,634.23,1.995e-09,8.70
france,20100307,58,12549,462.19,9.698e-06,5.01
france,20100314,71,15979,444.33,9.577e-06,5.02
france,20100705,318,89262,356.25,5.541e-05,4.26
france,20151114,308,76030,405.10,3.310e-06,5.48
france,20160611,99,26547,372.92,9.946e-05,4.00
france,20180107,159,39719,400.31,1.072e-05,4.97
france,20180715,152,34162,444.94,1.062e-06,5.97
temps,19451218,55,21982,250.20,1.139e-08,7.94
temps,19520905,57,29191,195.27,3.179e-06,5.50
temps,19561012,53,31337,169.13,8.045e-05,4.09
temps,19680507,100,61573,162.41,1.467e-05,4.83
temps,19790514,100,59096,169.22,5.414e-06,5.27
temps,19800507,99,65986,150.03,8.970e-05,4.05
temps,19800827,65,38998,166.68,4.430e-05,4.35
temps,19811015,89,53328,166.89,1.198e-05,4.92
temps,19821204,221,99795,221.45,1.085e-11,10.96
temps,19821231,83,50923,162.99,2.675e-05,4.57
temps,19830402,79,49878,158.39,5.895e-05,4.23
temps,19860107,108,57313,188.44,2.093e-07,6.68
temps,19860407,92,57282,160.61,2.549e-05,4.59
temps,19921014,140,61044,229.34,4.815e-11,10.32
temps,19930908,96,58198,164.95,1.178e-05,4.93
temps,19930929,105,54844,191.45,1.525e-07,6.82
temps,19940706,100,59661,167.61,6.851e-06,5.16
temps,19950419,141,61948,227.61,6.186e-11,10.21
temps,19950517,196,91110,215.12,7.599e-11,10.12
temps,19951004,102,68481,148.95,9.630e-05,4.02
temps,19951102,76,44965,169.02,1.715e-05,4.77
temps,19960416,404,94663,426.78,6.447e-35,34.19
temps,19960612,99,64517,153.45,5.521e-05,4.26
temps,19961129,132,90966,145.11,8.921e-05,4.05
temps,19970108,207,124274,166.57,7.281e-07,6.14
temps,19970917,108,70577,153.02,4.533e-05,4.34
temps,19971010,314,192788,162.87,5.677e-07,6.25
temps,19971015,254,184640,137.56,9.865e-05,4.01
temps,19971117,8,1184,675.68,4.854e-05,4.31
temps,19980128,116,76474,151.69,4.519e-05,4.34
temps,19980408,128,79196,161.62,7.192e-06,5.14
temps,19980415,201,82765,242.86,2.594e-13,12.59
temps,19980429,226,150884,149.78,1.324e-05,4.88
temps,19990729,77,47046,163.67,3.258e-05,4.49
temps,19991002,153,82249,186.02,6.012e-08,7.22
temps,19991102,218,92600,235.42,6.686e-13,12.17
temps,20000214,201,61594,326.33,1.470e-20,19.83
temps,20000215,233,101894,228.67,1.792e-12,11.75
temps,20000816,81,52519,154.23,9.328e-05,4.03
temps,20110724,37,16688,221.72,4.791e-06,5.32
temps,20200401,168,105423,159.36,4.715e-06,5.33
temps,20200413,88,54334,161.96,2.477e-05,4.61
temps,20200506,229,105026,218.04,1.805e-11,10.74
temps,20201114,100,66838,149.62,9.250e-05,4.03
temps,20240901,110,72997,150.69,6.071e-05,4.22
monde,19851202,185,54638,338.59,1.500e-07,6.82
monde,19991005,23,2247,1023.59,4.758e-11,10.32
monde,20001211,70,22819,306.76,1.694e-05,4.77
monde,20010305,441,142000,310.56,4.216e-07,6.38
monde,20020113,245,71286,343.69,5.712e-08,7.24
monde,20030306,262,92700,282.63,6.836e-06,5.17
monde,20030316,51,15769,323.42,2.009e-05,4.70
monde,20030824,51,17278,295.17,8.442e-05,4.07
monde,20060708,125,48001,260.41,8.832e-05,4.05
monde,20060903,83,25703,322.92,3.802e-06,5.42
monde,20080413,51,8777,581.06,1.009e-10,10.00
monde,20091218,244,93080,262.14,3.539e-05,4.45
monde,20100611,248,98094,252.82,7.022e-05,4.15
monde,20100627,50,15952,313.44,3.576e-05,4.45
monde,20100712,221,83697,264.05,3.373e-05,4.47
monde,20101103,550,117474,468.19,1.938e-13,12.71
monde,20101128,63,20117,313.17,1.641e-05,4.78
monde,20110828,43,12854,334.53,2.316e-05,4.64
monde,20180617,114,41768,272.94,4.437e-05,4.35
monde,20180625,266,101678,261.61,3.414e-05,4.47
monde,20180701,127,46201,274.89,3.230e-05,4.49
monde,20180715,171,34162,500.56,6.866e-13,12.16
monde,20180716,257,86965,295.52,2.538e-06,5.60
monde,20180909,169,52622,321.16,6.840e-07,6.16
monde,20190607,345,138210,249.62,7.097e-05,4.15
monde,20191227,224,88211,253.94,7.052e-05,4.15
monde,20221118,421,146863,286.66,3.242e-06,5.49
monde,20221218,189,68042,277.77,1.455e-05,4.84
monde,20231029,234,86804,269.57,2.101e-05,4.68
monde,20241218,279,102208,272.97,1.365e-05,4.86
fois,20120410,151,124541,121.25,9.322e-05,4.03
fois,20120519,112,77499,144.52,1.563e-06,5.81
fois,20190303,58,40303,143.91,9.331e-05,4.03
fois,20190609,61,40969,148.89,3.257e-05,4.49
fois,20220222,535,397700,134.52,2.074e-08,7.68
fois,20220807,232,198396,116.94,8.021e-05,4.10
premier,19620428,93,42333,219.69,8.406e-05,4.08
premier,19651221,78,27961,278.96,1.078e-06,5.97
premier,19690617,80,35725,223.93,8.580e-05,4.07
premier,19740507,94,40784,230.48,3.269e-05,4.49
premier,19760827,157,50022,313.86,1.893e-09,8.72
premier,19760917,130,53339,243.72,4.231e-06,5.37
premier,19770322,304,82586,368.10,2.240e-13,12.65
premier,19780314,108,42623,253.38,2.893e-06,5.54
premier,19830308,82,34868,235.17,3.220e-05,4.49
premier,19830315,127,45270,280.54,1.285e-07,6.89
premier,19840719,128,48317,264.92,5.719e-07,6.24
premier,19840726,96,42038,228.36,3.714e-05,4.43
premier,19860406,9,1175,765.96,4.520e-05,4.34
premier,19880615,120,55497,216.23,6.615e-05,4.18
premier,19890321,266,126589,210.13,3.761e-05,4.42
premier,19890926,226,90119,250.78,5.885e-07,6.23
premier,19910516,168,79316,211.81,5.643e-05,4.25
premier,19940322,262,129712,201.99,8.924e-05,4.05
premier,19950525,145,66655,217.54,4.121e-05,4.38
premier,20010312,348,145060,239.90,1.024e-06,5.99
premier,20010319,307,122969,249.66,3.936e-07,6.40
premier,20020505,241,110051,218.99,1.652e-05,4.78
premier,20020610,170,71470,237.86,4.085e-06,5.39
premier,20040321,111,39814,278.80,2.520e-07,6.60
premier,20040322,177,74917,236.26,4.440e-06,5.35
premier,20040328,102,36540,279.15,3.406e-07,6.47
premier,20050508,25,7266,344.07,1.926e-05,4.72
premier,20050619,39,11291,345.41,7.698e-07,6.11
premier,20051204,51,21144,241.20,9.688e-05,4.01
premier,20060129,38,13814,275.08,4.216e-05,4.38
premier,20060226,61,23180,263.16,1.051e-05,4.98
premier,20060314,331,144091,229.72,3.485e-06,5.46
premier,20060326,67,18781,356.74,6.387e-09,8.19
premier,20060402,54,18899,285.73,3.781e-06,5.42
premier,20060423,35,9201,380.39,3.081e-07,6.51
premier,20060521,23,7301,315.03,9.874e-05,4.01
premier,20060528,28,8879,315.35,3.042e-05,4.52
premier,20061008,29,4551,637.22,1.426e-10,9.85
premier,20070225,27,7903,341.64,1.257e-05,4.90
premier,20070422,77,20380,377.82,4.323e-10,9.36
premier,20070507,160,72435,220.89,2.508e-05,4.60
premier,20070527,28,8430,332.15,1.469e-05,4.83
premier,20070610,146,17706,824.58,1.941e-30,29.71
premier,20070617,72,14088,511.07,5.197e-14,13.28
premier,20080309,84,13604,617.47,2.935e-18,17.53
premier,20080310,454,182653,248.56,2.694e-07,6.57
premier,20080316,37,11366,325.53,3.187e-06,5.50
premier,20080317,326,139393,233.87,2.215e-06,5.65
premier,20090830,34,10550,322.27,6.540e-06,5.18
premier,20100314,66,15979,413.04,1.282e-10,9.89
premier,20100321,86,19882,432.55,2.078e-12,11.68
premier,20101114,41,15791,259.64,7.210e-05,4.14
premier,20101205,49,18547,264.19,2.505e-05,4.60
premier,20110306,37,13549,273.08,5.355e-05,4.27
premier,20110320,98,19432,504.32,1.385e-15,14.86
premier,20110327,88,25603,343.71,2.570e-09,8.59
premier,20120422,120,31136,385.41,6.764e-12,11.17
premier,20120506,108,36425,296.50,5.456e-08,7.26
premier,20120610,101,31581,319.81,9.035e-09,8.04
premier,20120617,129,41333,312.10,5.439e-09,8.26
premier,20140323,133,30983,429.27,4.236e-14,13.37
premier,20140324,306,96409,317.40,1.192e-10,9.92
premier,20140330,116,36228,320.19,4.180e-09,8.38
premier,20140331,212,95137,222.84,1.313e-05,4.88
premier,20140830,110,50620,217.31,7.150e-05,4.15
premier,20150322,94,32571,288.60,2.075e-07,6.68
premier,20150323,282,128257,219.87,1.245e-05,4.90
premier,20150329,161,43623,369.07,4.843e-12,11.31
premier,20150330,200,93196,214.60,3.331e-05,4.48
premier,20151206,121,36281,333.51,9.314e-10,9.03
premier,20151207,248,106786,232.24,3.829e-06,5.42
premier,20151213,151,37562,402.00,2.351e-13,12.63
premier,20151214,232,110602,209.76,4.539e-05,4.34
premier,20161127,92,33540,274.30,7.928e-07,6.10
premier,20170122,129,35431,364.09,3.218e-11,10.49
premier,20170423,100,40651,246.00,7.112e-06,5.15
premier,20170424,319,116557,273.69,2.184e-08,7.66
premier,20170507,128,38122,335.76,5.484e-10,9.26
premier,20170611,331,58323,567.53,1.184e-24,23.93
premier,20170612,489,108924,448.94,6.610e-19,18.18
premier,20170618,188,67999,276.47,5.477e-08,7.26
premier,20200315,111,39984,277.61,2.814e-07,6.55
premier,20200316,205,98686,207.73,6.464e-05,4.19
premier,20210621,196,84759,231.24,6.191e-06,5.21
premier,20210627,177,63226,279.95,4.495e-08,7.35
premier,20220410,148,63400,233.44,8.487e-06,5.07
premier,20220411,207,97879,211.49,4.368e-05,4.36
premier,20220425,176,78707,223.61,1.625e-05,4.79
premier,20220612,203,64700,313.76,6.930e-10,9.16
premier,20220613,264,99110,266.37,7.473e-08,7.13
premier,20220619,198,76156,259.99,2.856e-07,6.54
premier,20240630,221,89599,246.65,9.647e-07,6.02
premier,20240701,396,95436,414.94,1.717e-16,15.77
premier,20240707,174,80315,216.65,3.323e-05,4.48
premier,20240708,241,97939,246.07,8.783e-07,6.06
là,19810823,53,34488,153.68,4.574e-06,5.34
là,19840907,82,59851,137.01,6.224e-06,5.21
là,19850603,100,84781,117.95,8.250e-05,4.08
là,19851014,79,56389,140.10,4.392e-06,5.36
là,19851123,80,63876,125.24,4.702e-05,4.33
là,19880627,7,501,1397.21,7.099e-07,6.15
là,19911207,70,56414,124.08,8.829e-05,4.05
là,19950921,99,80254,123.36,3.294e-05,4.48
là,19990703,117,95335,122.73,2.289e-05,4.64
là,20060701,88,72556,121.29,6.675e-05,4.18
là,20160813,66,51045,129.30,4.975e-05,4.30
première,19540118,52,26568,195.72,1.886e-08,7.72
première,19670912,70,54092,129.41,4.395e-05,4.36
première,19690721,58,43317,133.90,5.197e-05,4.28
première,20051106,23,11453,200.82,2.587e-05,4.59
première,20051211,26,15063,172.61,8.245e-05,4.08
première,20060202,225,199630,112.71,3.432e-05,4.46
première,20060410,238,208342,114.24,2.100e-05,4.68
première,20070406,91,76491,118.97,9.868e-05,4.01
première,20091206,20,8941,223.69,2.045e-05,4.69
première,20100314,38,15979,237.81,6.982e-09,8.16
première,20120708,30,18510,162.07,7.959e-05,4.10
première,20170610,100,73344,136.34,2.336e-06,5.63
première,20190607,164,138210,118.66,1.718e-05,4.76
première,20210306,72,57562,125.08,8.005e-05,4.10
première,20220707,143,122127,117.09,3.578e-05,4.45
première,20220909,308,261430,117.81,4.995e-06,5.30
paris,19480511,47,17739,264.95,5.898e-05,4.23
paris,19510821,46,17894,257.07,9.896e-05,4.00
paris,19541218,76,30061,252.82,2.924e-05,4.53
paris,19541222,96,34961,274.59,3.222e-06,5.49
paris,19550101,81,24935,324.84,1.502e-07,6.82
paris,19550118,76,29681,256.06,2.338e-05,4.63
paris,19571207,77,32630,235.98,9.053e-05,4.04
paris,19680215,100,42365,236.04,5.251e-05,4.28
paris,19680506,113,44981,251.22,1.295e-05,4.89
paris,19710315,125,47983,260.51,5.022e-06,5.30
paris,19770312,172,66498,258.65,3.186e-06,5.50
paris,19770812,118,41646,283.34,9.254e-07,6.03
paris,19820702,169,72676,232.54,2.988e-05,4.52
paris,19820703,192,68270,281.24,3.611e-07,6.44
paris,19820709,141,57758,244.12,1.505e-05,4.82
paris,19861015,162,51886,312.22,3.461e-08,7.46
paris,19871126,282,117284,240.44,8.429e-06,5.07
paris,19880102,79,33147,238.33,7.267e-05,4.14
paris,19880318,250,100085,249.79,4.104e-06,5.39
paris,19880602,163,67036,243.15,1.294e-05,4.89
paris,19890713,186,75906,245.04,9.108e-06,5.04
paris,19901022,6,377,1591.51,4.240e-05,4.37
paris,19940825,266,68188,390.10,5.456e-12,11.26
paris,19970313,324,127288,254.54,2.003e-06,5.70
paris,19990101,124,53241,232.90,4.562e-05,4.34
paris,20040824,226,77143,292.96,9.120e-08,7.04
paris,20050706,351,132866,264.18,7.411e-07,6.13
paris,20080309,50,13604,367.54,1.368e-07,6.86
paris,20080316,40,11366,351.93,1.243e-06,5.91
paris,20091101,73,17354,420.65,4.104e-10,9.39
paris,20110213,42,14545,288.76,2.459e-05,4.61
paris,20131208,75,26796,279.89,4.682e-06,5.33
paris,20150111,104,40159,258.97,8.559e-06,5.07
paris,20151114,416,76030,547.15,7.986e-20,19.10
paris,20151115,202,49381,409.06,2.488e-12,11.60
paris,20151116,326,123807,263.31,8.695e-07,6.06
paris,20151118,246,107822,228.15,2.869e-05,4.54
paris,20151119,258,120506,214.10,9.352e-05,4.03
paris,20151121,85,33950,250.37,2.620e-05,4.58
paris,20170501,795,43863,1812.46,1.112e-83,82.95
paris,20190416,373,96317,387.26,2.796e-12,11.55
paris,20230726,247,110966,222.59,4.646e-05,4.33
paris,20240204,169,76313,221.46,7.475e-05,4.13
paris,20240726,230,90020,255.50,2.719e-06,5.57
paris,20240727,343,101926,336.52,6.090e-10,9.22
paris,20240728,188,76148,246.89,7.651e-06,5.12
paris,20240730,209,83276,250.97,4.626e-06,5.33
paris,20240803,217,91445,237.30,1.466e-05,4.83
paris,20240804,153,54117,282.72,5.107e-07,6.29
paris,20240806,183,78617,232.77,2.648e-05,4.58
paris,20240810,223,73509,303.36,3.570e-08,7.45
paris,20240811,255,71037,358.97,1.304e-10,9.88
paris,20240812,221,67318,328.29,3.556e-09,8.45
quatre,19460806,43,23763,180.95,3.696e-05,4.43
quatre,19511005,153,19735,775.27,7.397e-40,39.13
quatre,19520712,46,24888,184.83,1.966e-05,4.71
quatre,19521003,93,33911,274.25,2.375e-11,10.62
quatre,19550726,60,35712,168.01,3.510e-05,4.45
quatre,19551007,125,32032,390.23,8.365e-19,18.08
quatre,19561005,115,34363,334.66,2.224e-15,14.65
quatre,19590516,55,34214,160.75,9.627e-05,4.02
quatre,19701002,103,67812,151.89,4.999e-05,4.30
quatre,19931122,6,472,1271.19,1.872e-05,4.73
quatre,20050821,30,15421,194.54,6.844e-05,4.16
président,19450414,118,25786,457.61,1.637e-08,7.79
président,19450416,70,10024,698.32,2.302e-12,11.64
président,19450802,49,12056,406.44,9.012e-06,5.05
président,19450803,47,12960,362.65,6.574e-05,4.18
président,19450807,43,11377,377.96,4.900e-05,4.31
président,19451008,41,10544,388.85,3.876e-05,4.41
président,19460906,103,22110,465.85,1.789e-08,7.75
président,19461001,110,22244,494.52,2.571e-09,8.59
président,19470118,85,20378,417.12,5.680e-07,6.25
président,19470123,71,20081,353.57,2.686e-05,4.57
président,19481105,65,16803,386.84,7.069e-06,5.15
président,19521124,65,17152,378.96,1.030e-05,4.99
président,19531225,115,29573,388.87,1.019e-06,5.99
président,19560131,92,28937,317.93,9.052e-05,4.04
président,19571128,122,38006,321.00,4.579e-05,4.34
président,19580730,111,32623,340.25,1.822e-05,4.74
président,19580906,133,43288,307.24,8.845e-05,4.05
président,19590829,87,25772,337.58,3.602e-05,4.44
président,19590902,124,31152,398.05,4.801e-07,6.32
président,19590903,109,26940,404.60,4.796e-07,6.32
président,19590905,89,21906,406.28,8.570e-07,6.07
président,19600120,113,33765,334.67,2.413e-05,4.62
président,19621025,142,40810,347.95,7.145e-06,5.15
président,19631125,252,49644,507.61,4.214e-11,10.38
président,19631126,269,44281,607.48,2.363e-14,13.63
président,19640114,109,34863,312.65,8.864e-05,4.05
président,19640929,165,51632,319.57,3.155e-05,4.50
président,19680102,135,37856,356.61,4.682e-06,5.33
président,19690429,159,47070,337.79,1.091e-05,4.96
président,19690617,121,35725,338.70,1.676e-05,4.78
président,19700930,212,55586,381.39,4.090e-07,6.39
président,19701001,218,62543,348.56,3.436e-06,5.46
président,19740404,333,74918,444.49,2.146e-09,8.67
président,19740405,190,62041,306.25,6.015e-05,4.22
président,19740521,174,56744,306.64,6.484e-05,4.19
président,19740810,227,50565,448.93,3.547e-09,8.45
président,19810512,158,52427,301.37,9.970e-05,4.00
président,19811008,240,65323,367.41,8.555e-07,6.07
président,19880102,127,33147,383.14,1.097e-06,5.96
président,19880405,154,38409,400.95,2.260e-07,6.65
président,19900418,149,45703,326.02,2.473e-05,4.61
président,19900717,155,49787,311.33,5.643e-05,4.25
président,19910103,161,36014,447.05,1.053e-08,7.98
président,19910716,142,46648,304.41,9.534e-05,4.02
président,19920103,170,44037,386.04,4.641e-07,6.33
président,19930414,205,66836,306.72,5.391e-05,4.27
président,19940406,195,58767,331.82,1.177e-05,4.93
président,19940716,242,70120,345.12,3.760e-06,5.42
président,19950716,166,51644,321.43,2.793e-05,4.55
président,19960104,231,50830,454.46,2.311e-09,8.64
président,19960112,171,52049,328.54,1.731e-05,4.76
président,19960717,209,53587,390.02,2.359e-07,6.63
président,19970103,429,124965,343.30,2.426e-06,5.62
président,19970317,19,1951,973.86,2.466e-08,7.61
président,19970401,631,130158,484.80,3.561e-11,10.45
président,19970716,218,59654,365.44,1.128e-06,5.95
président,19971117,14,1184,1182.43,1.298e-07,6.89
président,19980103,638,55285,1154.02,1.222e-35,34.91
président,19980415,338,82765,408.39,2.933e-08,7.53
président,19980716,394,68851,572.25,8.805e-14,13.06
président,19980913,659,93559,704.37,4.124e-19,18.38
président,19990103,408,76655,532.25,1.814e-12,11.74
président,19990716,328,84994,385.91,1.538e-07,6.81
président,20000104,538,83650,643.16,1.229e-16,15.91
président,20000716,247,75505,327.13,1.203e-05,4.92
président,20010501,27,4182,645.62,2.112e-07,6.68
président,20010716,360,97768,368.22,4.856e-07,6.31
président,20020103,346,112831,306.65,3.489e-05,4.46
président,20040229,71,19218,369.45,1.224e-05,4.91
président,20041009,167,48199,346.48,5.880e-06,5.23
président,20050529,82,16420,499.39,9.035e-09,8.04
président,20050904,113,26729,422.76,1.488e-07,6.83
président,20051106,45,11453,392.91,2.251e-05,4.65
président,20071230,24,4613,520.27,1.173e-05,4.93
président,20080106,31,6847,452.75,1.614e-05,4.79
président,20080924,352,96856,363.43,6.983e-07,6.16
président,20100411,63,12925,487.43,7.222e-08,7.14
président,20120101,56,13205,424.08,2.325e-06,5.63
président,20120506,158,36425,433.77,2.617e-08,7.58
président,20170507,133,38122,348.88,7.663e-06,5.12
président,20170508,283,86325,327.83,1.002e-05,5.00
grand,19450414,40,25786,155.12,1.748e-05,4.76
grand,19511006,31,17528,176.86,1.046e-05,4.98
grand,19630605,73,42606,171.34,4.192e-08,7.38
grand,19660602,54,36537,147.80,8.036e-06,5.09
grand,19701112,107,77703,137.70,1.707e-06,5.77
grand,19760911,73,52274,139.65,6.018e-06,5.22
grand,19781023,105,89224,117.68,6.798e-05,4.17
grand,19921022,84,67127,125.14,3.630e-05,4.44
grand,19970419,127,80642,157.49,1.770e-08,7.75
grand,19980913,112,93559,119.71,4.008e-05,4.40
grand,20070128,18,8878,202.75,8.411e-05,4.08
grand,20091123,110,86054,127.83,9.579e-06,5.02
grand,20101010,36,19906,180.85,2.418e-06,5.62
grand,20160605,45,29207,154.07,9.974e-06,5.00
grand,20170528,55,42383,129.77,8.361e-05,4.08
grand,20180909,67,52622,127.32,5.616e-05,4.25
grand,20190119,93,74851,124.25,3.050e-05,4.52
grand,20190123,151,108481,139.19,3.660e-07,6.44
grand,20190127,80,49706,160.95,1.217e-07,6.91
grand,20190408,205,123755,165.65,3.075e-10,9.51
grand,20250420,80,57851,138.29,5.021e-06,5.30
cinq,19480430,30,17259,173.82,2.213e-05,4.65
cinq,19540129,47,24488,191.93,2.430e-07,6.61
cinq,19660201,60,37658,159.33,2.528e-06,5.60
cinq,19700308,15,5334,281.21,1.089e-05,4.96
cinq,19920212,99,70915,139.60,6.020e-06,5.22
cinq,20040516,43,27371,157.10,1.558e-05,4.81
cinq,20051106,21,11453,183.36,9.028e-05,4.04
devant,19470507,28,17084,163.90,2.208e-05,4.66
devant,19481112,32,21564,148.40,4.116e-05,4.39
devant,19501130,37,23514,157.35,6.795e-06,5.17
devant,19511127,37,26696,138.60,5.276e-05,4.28
devant,19550208,45,33831,133.01,3.944e-05,4.40
devant,19570402,38,28418,133.72,8.003e-05,4.10
devant,19580515,51,29870,170.74,1.471e-07,6.83
devant,19601107,51,38637,132.00,2.534e-05,4.60
devant,19610421,42,29297,143.36,1.570e-05,4.80
devant,19610425,56,40843,137.11,8.038e-06,5.09
devant,19610617,49,32496,150.79,2.579e-06,5.59
devant,19610715,44,34799,126.44,9.917e-05,4.00
devant,19610717,35,25834,135.48,9.745e-05,4.01
devant,19611124,48,30011,159.94,9.065e-07,6.04
devant,19620126,52,36925,140.83,6.964e-06,5.16
devant,19620210,48,32846,146.14,5.313e-06,5.27
devant,19620215,61,42440,143.73,1.990e-06,5.70
devant,19630208,54,37060,145.71,2.910e-06,5.54
devant,19630628,52,40452,128.55,3.719e-05,4.43
devant,19970324,16,3398,470.87,5.628e-09,8.25
devant,19981221,8,1746,458.19,5.465e-05,4.26
devant,20080309,41,13604,301.38,1.807e-12,11.74
devant,20090607,21,11983,175.25,6.226e-05,4.21
devant,20100321,30,19882,150.89,4.680e-05,4.33
devant,20151206,65,36281,179.16,6.776e-09,8.17
jour,19450509,33,23041,143.22,1.385e-05,4.86
jour,19450511,21,11790,178.12,1.800e-05,4.74
jour,19460726,33,21985,150.10,6.418e-06,5.19
jour,19470519,42,20864,201.30,1.683e-09,8.77
jour,19480618,39,26053,149.69,1.920e-06,5.72
jour,19481125,33,25774,128.04,7.861e-05,4.10
jour,19490210,37,29112,127.10,4.671e-05,4.33
jour,19501125,35,26183,133.67,2.875e-05,4.54
jour,19520219,58,28972,200.19,3.061e-11,10.51
jour,19531029,50,37644,132.82,3.542e-06,5.45
jour,19531126,62,40576,152.80,2.960e-08,7.53
jour,19550928,43,35421,121.40,4.456e-05,4.35
jour,19551015,52,35728,145.54,3.847e-07,6.41
jour,19570124,39,28711,135.84,1.120e-05,4.95
jour,19940604,80,77869,102.74,7.403e-05,4.13
jour,19970324,12,3398,353.15,2.911e-06,5.54
jour,19980226,93,88360,105.25,2.730e-05,4.56
jour,20021229,38,27802,136.68,1.188e-05,4.93
jour,20140728,75,59372,126.32,9.921e-07,6.00
jour,20200324,112,106250,105.41,1.456e-05,4.84
jour,20200331,98,98680,99.31,8.064e-05,4.09
jour,20200409,93,74080,125.54,3.701e-07,6.43
heures,19451119,27,9398,287.30,1.845e-07,6.73
heures,19471103,50,22310,224.11,2.165e-07,6.66
heures,19480923,32,18195,175.87,5.718e-05,4.24
heures,19530814,64,18796,340.50,3.228e-12,11.49
heures,19530815,69,35353,195.17,7.294e-07,6.14
heures,19530819,71,30815,230.41,2.342e-08,7.63
heures,19540302,44,27831,158.10,7.831e-05,4.11
heures,19561228,49,27721,176.76,1.196e-05,4.92
heures,19580516,49,29508,166.06,2.967e-05,4.53
heures,19610613,44,23583,186.58,7.793e-06,5.11
heures,19650519,93,41742,222.80,1.624e-08,7.79
heures,19660409,69,43570,158.37,2.480e-05,4.61
heures,19680528,90,54707,164.51,7.572e-06,5.12
heures,19680529,74,47928,154.40,3.143e-05,4.50
heures,19680531,80,43084,185.68,1.163e-06,5.93
heures,19680604,57,37193,153.25,6.171e-05,4.21
heures,19790207,117,69216,169.04,2.796e-06,5.55
heures,19790531,96,67450,142.33,6.828e-05,4.17
heures,19820216,96,61220,156.81,1.496e-05,4.83
heures,19851105,80,51809,154.41,2.688e-05,4.57
heures,19880330,74,48325,153.13,3.560e-05,4.45
heures,19880410,95,57281,165.85,5.896e-06,5.23
heures,19890731,9,2022,445.10,3.238e-05,4.49
heures,19891218,7,1226,570.96,7.082e-05,4.15
heures,19900108,7,1202,582.36,6.383e-05,4.19
heures,19900411,116,53908,215.18,1.735e-08,7.76
heures,19910422,10,1999,500.25,5.248e-06,5.28
heures,19910509,238,57335,415.10,3.340e-20,19.48
heures,19920507,121,69551,173.97,1.518e-06,5.82
heures,19920720,9,2144,419.78,4.752e-05,4.32
heures,19960416,152,94663,160.57,4.810e-06,5.32
heures,19970329,183,130315,140.43,4.064e-05,4.39
heures,19970627,175,98885,176.97,5.722e-07,6.24
heures,19971012,190,142804,133.05,9.266e-05,4.03
heures,19980128,107,76474,139.92,7.597e-05,4.12
heures,19980725,80,50375,158.81,1.728e-05,4.76
heures,19981017,122,76413,159.66,7.353e-06,5.13
heures,19981227,86,60272,142.69,7.759e-05,4.11
heures,19990319,131,88343,148.29,2.357e-05,4.63
heures,19990403,94,65090,144.42,5.666e-05,4.25
heures,19990729,71,47046,150.92,4.798e-05,4.32
