mot,date,X_t,N_t,f_t,p_t,surprise
disparition,19630605,13,42606,30.51,8.896e-05,4.05
disparition,19631126,14,44281,31.62,4.817e-05,4.32
disparition,19640529,13,40609,32.01,6.280e-05,4.20
disparition,19700930,27,55586,48.57,9.297e-09,8.03
disparition,19701001,38,62543,60.76,1.287e-11,10.89
disparition,19701112,35,77703,45.04,4.979e-09,8.30
disparition,19740404,23,74918,30.70,6.535e-06,5.18
disparition,19740405,19,62041,30.62,1.535e-05,4.81
disparition,19750327,16,51092,31.32,2.761e-05,4.56
disparition,19760911,28,52274,53.56,1.632e-09,8.79
disparition,19970324,14,3398,412.01,6.213e-17,16.21
disparition,20050308,24,88836,27.02,2.014e-05,4.70
disparition,20060107,24,82925,28.94,1.009e-05,5.00
disparition,20100316,21,86824,24.19,8.675e-05,4.06
disparition,20160519,36,122314,29.43,1.903e-06,5.72
disparition,20171220,24,104768,22.91,9.382e-05,4.03
disparition,20190731,24,66527,36.08,9.119e-07,6.04
disparition,20211219,17,53264,31.92,1.761e-05,4.75
disparition,20220218,54,204963,26.35,2.550e-06,5.59
disparition,20220811,60,287400,20.88,3.617e-05,4.44
disparition,20220909,58,261430,22.19,1.898e-05,4.72
justement,20070306,17,82218,20.68,1.528e-05,4.82
justement,20220222,93,397700,23.38,2.265e-10,9.65
rêve,19570306,26,40741,63.82,5.523e-08,7.26
rêve,19670916,32,47054,68.01,5.667e-09,8.25
rêve,19671025,26,65269,39.84,1.420e-05,4.85
rêve,19720821,16,37372,42.81,4.817e-05,4.32
rêve,19731017,24,64906,36.98,3.837e-05,4.42
rêve,19741018,23,58487,39.32,2.469e-05,4.61
rêve,19880606,4,725,551.72,1.497e-05,4.82
rêve,19900921,25,70107,35.66,4.755e-05,4.32
rêve,20030206,32,102924,31.09,9.223e-05,4.04
rêve,20050520,42,120710,34.79,1.601e-05,4.80
rêve,20060326,17,18781,90.52,2.184e-08,7.66
rêve,20060329,59,180605,32.67,1.742e-05,4.76
rêve,20080829,29,75284,38.52,1.407e-05,4.85
rêve,20130609,30,35739,83.94,3.180e-10,9.50
rêve,20141227,10,16446,60.81,4.386e-05,4.36
rêve,20180106,32,49538,64.60,1.245e-08,7.90
rêve,20241027,34,78648,43.23,2.252e-06,5.65
traduit,19870320,31,96356,32.17,2.273e-05,4.64
traduit,19870424,22,67417,32.63,5.046e-05,4.30
traduit,19870626,29,56915,50.95,1.593e-07,6.80
traduit,19880415,35,109032,32.10,1.742e-05,4.76
traduit,19880624,34,72830,46.68,2.429e-07,6.61
traduit,19890505,18,52784,34.10,6.606e-05,4.18
traduit,19890519,62,107768,57.53,7.403e-10,9.13
traduit,19890623,26,83142,31.27,4.625e-05,4.33
traduit,19900518,25,65627,38.09,7.980e-06,5.10
traduit,19900727,24,48333,49.66,5.542e-07,6.26
traduit,19910621,93,95393,97.49,1.659e-16,15.78
traduit,19920619,45,68730,65.47,3.237e-10,9.49
traduit,19920626,36,65613,54.87,1.979e-08,7.70
traduit,19930625,51,70522,72.32,2.211e-11,10.66
traduit,19940624,65,75366,86.25,7.571e-14,13.12
traduit,19940701,34,79513,42.76,7.419e-07,6.13
traduit,19940715,21,62049,33.84,4.256e-05,4.37
traduit,19950623,69,89868,76.78,8.929e-13,12.05
traduit,19970314,48,168458,28.49,3.249e-05,4.49
traduit,19970718,113,116168,97.27,4.520e-17,16.34
traduit,19980626,39,106050,36.78,2.991e-06,5.52
traduit,19981106,114,103873,109.75,6.190e-19,18.21
traduit,19981204,75,104615,71.69,2.864e-12,11.54
traduit,19990702,31,99613,31.12,3.139e-05,4.50
traduit,19991217,32,108051,29.62,4.678e-05,4.33
traduit,20020208,42,161711,25.97,9.775e-05,4.01
traduit,20020321,73,188553,38.72,3.571e-07,6.45
traduit,20020322,52,173546,29.96,1.681e-05,4.77
traduit,20020711,36,92803,38.79,1.999e-06,5.70
traduit,20030320,64,128205,49.92,8.634e-09,8.06
traduit,20050317,32,104479,30.63,3.401e-05,4.47
traduit,20050428,28,95025,29.47,6.575e-05,4.18
traduit,20050623,44,167564,26.26,8.253e-05,4.08
traduit,20050825,56,113184,49.48,1.568e-08,7.80
traduit,20050901,65,185226,35.09,1.733e-06,5.76
traduit,20050908,52,174726,29.76,1.810e-05,4.74
traduit,20051222,43,127469,33.73,6.409e-06,5.19
traduit,20060112,47,160597,29.27,2.548e-05,4.59
traduit,20060511,27,91103,29.64,6.794e-05,4.17
traduit,20070322,38,93690,40.56,9.844e-07,6.01
traduit,20070621,30,105840,28.34,7.988e-05,4.10
traduit,20080313,40,88104,45.40,1.890e-07,6.72
traduit,20080710,27,83369,32.39,3.040e-05,4.52
traduit,20080828,25,80653,31.00,5.535e-05,4.26
traduit,20090312,46,85800,53.61,9.045e-09,8.04
traduit,20090709,27,75754,35.64,1.207e-05,4.92
traduit,20110317,40,109364,36.58,2.983e-06,5.53
traduit,20230730,18,50380,35.73,4.542e-05,4.34
analyse,20170930,21,62319,33.70,2.635e-05,4.58
analyse,20190408,35,123755,28.28,2.961e-05,4.53
couleur,19510928,11,24768,44.41,7.628e-05,4.12
couleur,19580404,14,36693,38.15,7.193e-05,4.14
couleur,19630307,15,42081,35.65,8.992e-05,4.05
couleur,19630516,21,45707,45.94,2.345e-06,5.63
couleur,19650324,21,43815,47.93,1.515e-06,5.82
couleur,19650917,23,45169,50.92,4.891e-07,6.31
couleur,19661208,18,46813,38.45,2.431e-05,4.61
couleur,19670505,22,56101,39.21,9.257e-06,5.03
couleur,19720119,23,50907,45.18,1.825e-06,5.74
couleur,19721024,20,55759,35.87,2.980e-05,4.53
couleur,19810713,33,77782,42.43,8.464e-07,6.07
couleur,19850314,19,59175,32.11,8.879e-05,4.05
couleur,19900419,21,51339,40.90,7.425e-06,5.13
couleur,19981101,22,71930,30.59,8.589e-05,4.07
couleur,19990311,24,81293,29.52,9.188e-05,4.04
couleur,19991030,24,81712,29.37,9.594e-05,4.02
couleur,20011124,36,130715,27.54,7.120e-05,4.15
couleur,20011125,34,92257,36.85,4.038e-06,5.39
couleur,20030309,14,26186,53.46,5.156e-06,5.29
couleur,20050819,23,77163,29.81,9.452e-05,4.02
couleur,20100722,25,71701,34.87,1.835e-05,4.74
couleur,20120616,32,54942,58.24,1.380e-08,7.86
couleur,20150404,16,26973,59.32,8.738e-07,6.06
couleur,20160815,35,64142,54.57,2.207e-08,7.66
couleur,20171220,31,104768,29.59,4.919e-05,4.31
couleur,20190412,37,126483,29.25,3.793e-05,4.42
couleur,20200719,14,27811,50.34,8.477e-06,5.07
couleur,20201225,16,38152,41.94,1.934e-05,4.71
couleur,20230126,39,105654,36.91,2.681e-06,5.57
pouvant,19830202,12,54214,22.13,3.173e-05,4.50
pouvant,20011028,17,98513,17.26,3.471e-05,4.46
pouvant,20051108,20,133181,15.02,5.958e-05,4.22
pouvant,20080220,16,72022,22.22,4.709e-06,5.33
uvre,19860505,88,60164,146.27,1.342e-05,4.87
prévues,19461001,8,22244,35.96,6.408e-05,4.19
prévues,19540816,9,22781,39.51,1.545e-05,4.81
prévues,19550326,10,37245,26.85,8.850e-05,4.05
prévues,19580906,16,43288,36.96,2.665e-07,6.57
prévues,19590101,12,39878,30.09,1.329e-05,4.88
prévues,19600707,10,36054,27.74,7.203e-05,4.14
prévues,19690226,18,62909,28.61,1.580e-06,5.80
prévues,19690326,19,51213,37.10,6.320e-08,7.20
prévues,19690327,16,57105,28.02,3.979e-06,5.40
prévues,19810925,20,74460,26.86,1.632e-06,5.79
prévues,19881008,19,80452,23.62,7.840e-06,5.11
prévues,19920425,12,52319,22.94,9.554e-05,4.02
prévues,20010613,38,142259,26.71,5.993e-08,7.22
prévues,20061231,9,6361,141.49,2.052e-09,8.69
l'hôpital,19720210,35,42177,82.98,7.096e-07,6.15
l'hôpital,19761103,32,56766,56.37,4.362e-05,4.36
l'hôpital,19800124,33,59192,55.75,4.544e-05,4.34
l'hôpital,19811118,33,55603,59.35,2.611e-05,4.58
l'hôpital,19860507,32,49268,64.95,1.202e-05,4.92
l'hôpital,19861104,26,45368,57.31,5.702e-05,4.24
l'hôpital,20040102,44,59072,74.49,1.372e-06,5.86
l'hôpital,20050327,8,4194,190.75,2.956e-06,5.53
l'hôpital,20050515,10,11687,85.57,7.994e-05,4.10
l'hôpital,20050911,12,14018,85.60,3.435e-05,4.46
l'hôpital,20081228,9,8131,110.69,3.084e-05,4.51
l'hôpital,20081230,35,42303,82.74,7.347e-07,6.13
l'hôpital,20090104,8,6509,122.91,3.527e-05,4.45
l'hôpital,20090109,38,61271,62.02,1.319e-05,4.88
l'hôpital,20090314,34,48146,70.62,4.534e-06,5.34
l'hôpital,20180317,32,61011,52.45,8.005e-05,4.10
l'hôpital,20190502,52,76426,68.04,2.796e-06,5.55
l'hôpital,20191114,50,90987,54.95,2.766e-05,4.56
l'hôpital,20200321,45,67376,66.79,4.473e-06,5.35
l'hôpital,20200322,30,47647,62.96,1.856e-05,4.73
l'hôpital,20200323,46,86841,52.97,4.335e-05,4.36
l'hôpital,20200326,60,87053,68.92,1.889e-06,5.72
l'hôpital,20200328,46,54611,84.23,2.708e-07,6.57
l'hôpital,20200331,62,98680,62.83,5.229e-06,5.28
l'hôpital,20200402,51,88773,57.45,1.749e-05,4.76
l'hôpital,20200404,60,67440,88.97,6.476e-08,7.19
l'hôpital,20200406,60,81127,73.96,7.953e-07,6.10
l'hôpital,20200415,47,89598,52.46,4.609e-05,4.34
l'hôpital,20200418,38,62868,60.44,1.692e-05,4.77
l'hôpital,20200502,34,66677,50.99,9.170e-05,4.04
l'hôpital,20200615,51,94611,53.90,3.239e-05,4.49
l'hôpital,20200617,87,109017,79.80,1.514e-07,6.82
l'hôpital,20220607,68,95515,71.19,1.041e-06,5.98
l'hôpital,20231019,54,100527,53.72,3.127e-05,4.50
l'hôpital,20231115,52,107730,48.27,8.588e-05,4.07
l'hôpital,20240222,44,88943,49.47,8.357e-05,4.08
complet,19600317,16,31641,50.57,6.053e-09,8.22
complet,19600411,10,37059,26.98,6.821e-05,4.17
complet,19600604,11,32690,33.65,7.966e-06,5.10
complet,19600629,11,35129,31.31,1.349e-05,4.87
complet,19601017,9,26197,34.36,2.959e-05,4.53
complet,19610719,9,29626,30.38,6.272e-05,4.20
complet,19610922,11,33975,32.38,1.058e-05,4.98
complet,19620420,12,33039,36.32,2.265e-06,5.64
complet,20070428,14,63413,22.08,4.560e-05,4.34
complet,20070930,6,7829,76.64,1.348e-05,4.87
complet,20071129,21,96938,21.66,7.984e-06,5.10
complet,20090506,15,68620,21.86,3.534e-05,4.45
complet,20160809,18,87057,20.68,2.455e-05,4.61
complet,20160810,17,72346,23.50,1.020e-05,4.99
complet,20220102,24,95110,25.23,7.973e-07,6.10
complet,20240611,20,109484,18.27,4.828e-05,4.32
initiative,19720318,18,59092,30.46,3.322e-06,5.48
initiative,19851204,13,50854,25.56,8.194e-05,4.09
initiative,20060318,31,157844,19.64,3.188e-05,4.50
initiative,20111031,27,84669,31.89,1.918e-07,6.72
initiative,20140112,10,25997,38.47,2.148e-05,4.67
battu,19480921,10,18160,55.07,4.332e-05,4.36
battu,19490419,20,24269,82.41,1.470e-08,7.83
battu,19490801,15,24234,61.90,1.882e-06,5.73
battu,19490816,12,26794,44.79,6.712e-05,4.17
battu,19491220,13,28372,45.82,4.073e-05,4.39
battu,19500117,14,29023,48.24,2.021e-05,4.69
battu,19500228,14,27322,51.24,1.278e-05,4.89
battu,19500314,12,25191,47.64,4.459e-05,4.35
battu,19510424,13,30409,42.75,6.562e-05,4.18
battu,19510619,13,22458,57.89,7.355e-06,5.13
battu,19511006,14,17528,79.87,3.103e-07,6.51
battu,19520610,15,28945,51.82,8.369e-06,5.08
battu,19520729,15,32612,46.00,2.144e-05,4.67
battu,19540105,19,30175,62.97,4.043e-07,6.39
battu,19540504,14,30158,46.42,2.689e-05,4.57
battu,19570205,15,26811,55.95,4.457e-06,5.35
battu,19571029,14,28406,49.29,1.719e-05,4.76
battu,19650323,14,28296,49.48,1.669e-05,4.78
battu,19670815,16,37934,42.18,3.220e-05,4.49
battu,19730314,27,68325,39.52,1.003e-05,5.00
battu,19770322,43,82586,52.07,9.915e-08,7.00
battu,19920331,50,111461,44.86,4.759e-07,6.32
battu,19930330,50,170594,29.31,5.288e-05,4.28
battu,19940329,35,121257,28.86,9.858e-05,4.01
battu,19950630,92,91562,100.48,6.110e-15,14.21
battu,19970603,58,188791,30.72,2.817e-05,4.55
battu,19980324,41,121082,33.86,1.768e-05,4.75
battu,20010320,96,318475,30.14,2.118e-05,4.67
battu,20020618,113,290954,38.84,8.643e-07,6.06
battu,20060409,14,14915,93.87,6.974e-08,7.16
battu,20070520,5,3706,134.92,7.231e-05,4.14
battu,20070617,22,14088,156.16,8.372e-13,12.08
battu,20070618,57,187096,30.47,3.123e-05,4.51
battu,20080316,16,11366,140.77,2.380e-10,9.62
battu,20080317,57,139393,40.89,1.172e-06,5.93
battu,20080413,7,8777,79.75,5.022e-05,4.30
battu,20080810,10,6473,154.49,3.096e-08,7.51
battu,20100530,11,14825,74.20,3.269e-06,5.49
battu,20110306,8,13549,59.04,9.936e-05,4.00
battu,20110327,21,25603,82.02,1.072e-08,7.97
battu,20120617,26,41333,62.90,7.147e-08,7.15
battu,20120618,62,210405,29.47,3.944e-05,4.40
battu,20140330,17,36228,46.93,1.076e-05,4.97
battu,20150509,8,9232,86.66,1.234e-05,4.91
battu,20160228,14,23008,60.85,3.251e-06,5.49
battu,20160515,17,29633,57.37,1.846e-06,5.73
battu,20160814,13,32321,40.22,9.862e-05,4.01
battu,20170618,24,67999,35.29,3.816e-05,4.42
battu,20170619,42,135792,30.93,4.061e-05,4.39
battu,20240708,30,97939,30.63,7.758e-05,4.11
attendu,19450816,12,15019,79.90,2.801e-09,8.55
attendu,19520402,10,27495,36.37,1.384e-05,4.86
attendu,19530314,9,25063,35.91,3.367e-05,4.47
attendu,19530509,10,24585,40.68,6.286e-06,5.20
attendu,19530625,9,27172,33.12,5.569e-05,4.25
attendu,19530626,11,39100,28.13,4.294e-05,4.37
attendu,19540528,9,24825,36.25,3.171e-05,4.50
attendu,19630617,13,37336,34.82,2.433e-06,5.61
attendu,19631231,20,41802,47.84,1.122e-09,8.95
attendu,19760212,13,54575,23.82,5.455e-05,4.26
attendu,19760315,17,73545,23.12,1.654e-05,4.78
attendu,19960120,17,57352,29.64,1.474e-06,5.83
attendu,19990311,24,81293,29.52,1.375e-07,6.86
attendu,20011010,35,215365,16.25,3.619e-05,4.44
attendu,20070225,6,7903,75.92,2.104e-05,4.68
attendu,20090114,24,64175,37.40,5.393e-09,8.27
attendu,20090115,20,97407,20.53,2.289e-05,4.64
attendu,20160823,17,78086,21.77,2.849e-05,4.55
attendu,20220218,57,204963,27.81,1.905e-09,8.72
assemblée,19450710,8,9586,83.46,5.359e-05,4.27
assemblée,19450711,13,9355,138.96,3.619e-08,7.44
assemblée,19450714,14,23087,60.64,2.217e-05,4.65
assemblée,19450724,28,24663,113.53,5.007e-10,9.30
assemblée,19450729,10,14991,66.71,5.597e-05,4.25
assemblée,19450730,16,13100,122.14,1.934e-08,7.71
assemblée,19450731,19,26261,72.35,1.231e-06,5.91
assemblée,19451022,8,9814,81.52,6.067e-05,4.22
assemblée,19460422,13,18433,70.53,1.028e-05,4.99
assemblée,19460507,11,16074,68.43,2.963e-05,4.53
assemblée,19460824,16,25790,62.04,1.049e-05,4.98
assemblée,19460913,24,21623,110.99,2.213e-09,8.66
assemblée,19461001,15,22244,67.43,7.172e-06,5.14
assemblée,19471020,13,20442,63.59,2.184e-05,4.66
assemblée,19490127,14,17901,78.21,3.089e-06,5.51
assemblée,19551203,17,32741,51.92,3.373e-05,4.47
assemblée,19580730,18,32623,55.18,1.710e-05,4.77
assemblée,19580816,14,27624,50.68,7.853e-05,4.10
assemblée,19581202,12,7426,161.59,2.087e-08,7.68
assemblée,19581203,19,33199,57.23,1.035e-05,4.99
assemblée,19680517,23,52551,43.77,5.406e-05,4.27
assemblée,19680518,31,42617,72.74,1.251e-07,6.90
assemblée,19680525,25,49845,50.16,1.370e-05,4.86
assemblée,19680527,23,48674,47.25,2.885e-05,4.54
assemblée,19680531,19,43084,44.10,8.249e-05,4.08
assemblée,19680607,26,59275,43.86,3.996e-05,4.40
assemblée,19680911,31,53121,58.36,1.628e-06,5.79
assemblée,19690425,26,62174,41.82,5.932e-05,4.23
assemblée,19840718,25,44132,56.65,4.372e-06,5.36
assemblée,20080413,11,8777,125.33,3.926e-07,6.41
assemblée,20080721,28,57823,48.42,1.402e-05,4.85
assemblée,20170618,27,67999,39.71,8.347e-05,4.08
assemblée,20170619,131,135792,96.47,5.241e-12,11.28
fini,19950131,25,62325,40.11,1.076e-06,5.97
fini,20010611,35,120089,29.15,1.217e-05,4.91
fini,20020127,22,66695,32.99,1.644e-05,4.78
fini,20100730,32,73458,43.56,9.785e-08,7.01
fini,20100802,24,65112,36.86,3.485e-06,5.46
fini,20100905,15,15222,98.54,2.192e-09,8.66
fini,20101107,10,16069,62.23,8.627e-06,5.06
fini,20101108,35,100638,34.78,1.404e-06,5.85
fini,20200814,30,64494,46.52,5.551e-08,7.26
fini,20220809,64,284416,22.50,6.908e-05,4.16
maladie,19500824,17,17775,95.64,1.535e-05,4.81
maladie,19501214,25,29527,84.67,1.196e-05,4.92
maladie,19530306,22,25933,84.83,1.719e-05,4.76
maladie,19670802,35,53587,65.31,5.858e-05,4.23
maladie,19771102,32,44411,72.05,2.884e-05,4.54
maladie,19850703,32,47497,67.37,5.224e-05,4.28
maladie,19920430,65,62913,103.32,9.810e-08,7.01
maladie,19951005,60,73858,81.24,2.679e-06,5.57
maladie,19960406,56,72821,76.90,5.586e-06,5.25
maladie,19960605,50,67206,74.40,9.519e-06,5.02
maladie,19990710,39,54894,71.05,2.275e-05,4.64
maladie,20001028,61,88113,69.23,1.537e-05,4.81
maladie,20011028,71,98513,72.07,8.367e-06,5.08
maladie,20031222,33,52792,62.51,9.327e-05,4.03
maladie,20040405,53,89300,59.35,7.875e-05,4.10
maladie,20040518,57,90243,63.16,4.121e-05,4.38
maladie,20040913,55,70887,77.59,5.202e-06,5.28
maladie,20050925,18,14559,123.63,1.241e-06,5.91
maladie,20180819,45,31792,141.55,2.461e-09,8.61
limiter,19530810,11,31008,35.47,2.756e-05,4.56
limiter,20200310,24,99096,24.22,1.260e-05,4.90
limiter,20200313,30,144335,20.78,2.887e-05,4.54
limiter,20200314,19,84223,22.56,6.178e-05,4.21
limiter,20200330,22,95740,22.98,2.985e-05,4.53
limiter,20210809,19,67349,28.21,7.770e-06,5.11
limiter,20211217,27,137684,19.61,6.998e-05,4.16
limiter,20220218,38,204963,18.54,5.270e-05,4.28
l'ancienne,19510629,13,25787,50.41,2.372e-06,5.62
l'ancienne,19710825,18,50027,35.98,6.427e-06,5.19
l'ancienne,19810616,13,41188,31.56,9.353e-05,4.03
l'ancienne,20120617,13,41333,31.45,9.592e-05,4.02
l'ancienne,20170611,18,58323,30.86,2.619e-05,4.58
l'ancienne,20170619,35,135792,25.77,1.577e-05,4.80
l'ancienne,20170630,31,121842,25.44,2.507e-05,4.60
l'ancienne,20211224,18,58993,30.51,2.896e-05,4.54
installé,19961227,22,96885,22.71,1.420e-05,4.85
installé,20051230,22,113889,19.32,7.134e-05,4.15
installé,20090506,18,68620,26.23,9.223e-06,5.04
installé,20180520,15,41576,36.08,1.389e-06,5.86
installé,20190408,30,123755,24.24,1.534e-06,5.81
installé,20220222,67,397700,16.85,1.684e-05,4.77
renoncer,20050919,25,162754,15.36,6.743e-05,4.17
renoncer,20060329,27,180605,14.95,6.950e-05,4.16
renoncer,20060408,27,166352,16.23,3.044e-05,4.52
renoncer,20161202,23,139079,16.54,4.382e-05,4.36
renoncer,20161203,13,62880,20.67,7.780e-05,4.11
renoncer,20201205,15,76920,19.50,6.045e-05,4.22
bureaux,19460813,15,22273,67.35,2.031e-06,5.69
bureaux,19490616,12,23854,50.31,5.965e-05,4.22
bureaux,19541016,16,30984,51.64,1.377e-05,4.86
bureaux,19551014,16,28571,56.00,7.030e-06,5.15
bureaux,19560103,13,23400,55.56,2.052e-05,4.69
bureaux,19580930,16,21471,74.52,5.407e-07,6.27
bureaux,19581011,15,26395,56.83,8.517e-06,5.07
bureaux,19651206,16,33566,47.67,2.611e-05,4.58
bureaux,19700916,21,52813,39.76,4.443e-05,4.35
bureaux,19711009,22,54422,40.42,3.385e-05,4.47
bureaux,19770503,36,69257,51.98,5.613e-07,6.25
bureaux,19781107,26,63962,40.65,2.022e-05,4.69
bureaux,19831221,21,53925,38.94,5.267e-05,4.28
bureaux,19840831,18,43428,41.45,5.105e-05,4.29
bureaux,19860328,20,44506,44.94,1.851e-05,4.73
bureaux,19870206,27,71099,37.98,3.394e-05,4.47
bureaux,19871126,38,117284,32.40,7.187e-05,4.14
bureaux,19880622,124,74786,165.81,2.781e-22,21.56
bureaux,19881007,51,73805,69.10,2.524e-09,8.60
bureaux,19890406,24,67092,35.77,7.463e-05,4.13
bureaux,19891103,67,87793,76.32,1.315e-10,9.88
bureaux,19900606,45,76457,58.86,5.029e-08,7.30
bureaux,19901024,69,100316,68.78,8.701e-10,9.06
bureaux,19910612,47,93837,50.09,4.089e-07,6.39
bureaux,19911016,48,82045,58.50,4.406e-08,7.36
bureaux,19921015,53,68292,77.61,2.718e-10,9.57
bureaux,19970402,45,121531,37.03,1.526e-05,4.82
bureaux,20030504,12,21901,54.79,3.348e-05,4.48
bureaux,20040222,15,36071,41.58,9.149e-05,4.04
bureaux,20040321,20,39814,50.23,6.884e-06,5.16
bureaux,20040613,18,37260,48.31,1.471e-05,4.83
bureaux,20041102,30,84643,35.44,4.949e-05,4.31
bureaux,20041103,41,96678,42.41,4.273e-06,5.37
bureaux,20050130,45,41871,107.47,1.223e-12,11.91
bureaux,20050508,8,7266,110.10,5.565e-06,5.25
bureaux,20050619,8,11291,70.85,6.541e-05,4.18
bureaux,20050918,10,18634,53.67,9.272e-05,4.03
bureaux,20051030,10,12389,80.72,6.968e-06,5.16
bureaux,20051106,11,11453,96.04,9.767e-07,6.01
bureaux,20051127,11,17476,62.94,2.051e-05,4.69
bureaux,20060319,18,17600,102.27,7.889e-09,8.10
bureaux,20060326,14,18781,74.54,1.295e-06,5.89
bureaux,20061217,7,5591,125.20,8.691e-06,5.06
bureaux,20070422,23,20380,112.86,2.253e-10,9.65
bureaux,20080309,15,13604,110.26,1.865e-08,7.73
bureaux,20081104,25,65417,38.22,3.880e-05,4.41
bureaux,20090329,8,8433,94.87,1.311e-05,4.88
bureaux,20090816,9,12180,73.89,2.470e-05,4.61
bureaux,20111009,24,19720,121.70,4.835e-11,10.32
bureaux,20111010,50,120648,41.44,3.688e-06,5.43
bureaux,20111023,15,29122,51.51,1.867e-05,4.73
bureaux,20120226,10,13130,76.16,1.026e-05,4.99
bureaux,20120422,31,31136,99.56,1.059e-10,9.98
bureaux,20120708,10,18510,54.02,8.911e-05,4.05
bureaux,20121104,12,24492,49.00,7.103e-05,4.15
bureaux,20130901,21,22454,93.52,6.233e-09,8.21
bureaux,20131201,13,24006,54.15,2.472e-05,4.61
bureaux,20140525,30,34543,86.85,1.170e-09,8.93
bureaux,20161120,24,28436,84.40,8.421e-09,8.07
bureaux,20161127,26,33540,77.52,1.507e-08,7.82
bureaux,20170122,29,35431,81.85,3.530e-09,8.45
bureaux,20170123,65,127750,50.88,1.494e-07,6.83
bureaux,20170423,20,40651,49.20,8.319e-06,5.08
bureaux,20180318,17,38498,44.16,3.781e-05,4.42
bureaux,20190627,31,95122,32.59,9.563e-05,4.02
bureaux,20200629,37,89314,41.43,6.951e-06,5.16
bureaux,20220218,77,204963,37.57,6.048e-06,5.22
bureaux,20220424,30,72919,41.14,1.239e-05,4.91
trouvait,19450702,6,10939,54.85,6.613e-05,4.18
trouvait,19530121,9,28191,31.93,5.497e-05,4.26
trouvait,19630228,12,38072,31.52,9.210e-06,5.04
trouvait,19640929,14,51632,27.11,1.179e-05,4.93
soutenu,19670310,14,55096,25.41,2.574e-05,4.59
soutenu,19711027,14,59914,23.37,5.101e-05,4.29
soutenu,19880805,12,50291,23.86,9.950e-05,4.00
soutenu,20080310,31,182653,16.97,3.859e-05,4.41
soutenu,20080316,11,11366,96.78,2.177e-09,8.66
soutenu,20140323,10,30983,32.28,3.736e-05,4.43
soutenu,20200603,23,96662,23.79,2.995e-06,5.52
soutenu,20200629,29,89314,32.47,1.092e-08,7.96
discuter,19470612,8,20123,39.76,4.518e-05,4.35
discuter,19501023,10,28743,34.79,2.129e-05,4.67
discuter,19501031,9,28162,31.96,7.233e-05,4.14
discuter,19680524,12,46688,25.70,5.740e-05,4.24
discuter,19751218,15,57222,26.21,1.527e-05,4.82
discuter,20060328,22,104931,20.97,2.029e-05,4.69
discuter,20060329,30,180605,16.61,7.337e-05,4.13
préfet,19460725,26,21996,118.20,7.270e-06,5.14
préfet,19500727,29,18995,152.67,4.024e-07,6.40
préfet,19511102,37,35743,103.52,1.145e-05,4.94
préfet,19511206,24,23197,103.46,2.753e-05,4.56
préfet,19521002,30,34975,85.78,7.871e-05,4.10
préfet,19530929,32,28723,111.41,7.648e-06,5.12
préfet,19550616,30,34863,86.05,7.681e-05,4.11
préfet,19551110,30,30732,97.62,2.801e-05,4.55
préfet,19570418,26,25821,100.69,2.876e-05,4.54
préfet,19591023,47,29437,159.66,4.946e-08,7.31
préfet,19591116,42,32795,128.07,1.009e-06,6.00
préfet,19600116,45,32793,137.22,3.857e-07,6.41
préfet,19601210,27,30855,87.51,8.017e-05,4.10
préfet,19610415,31,30166,102.76,1.696e-05,4.77
préfet,19610714,36,37030,97.22,2.115e-05,4.67
préfet,19610728,27,30653,88.08,7.632e-05,4.12
préfet,19611225,32,38001,84.21,8.239e-05,4.08
préfet,19640323,44,42864,102.65,9.321e-06,5.03
préfet,19640918,37,43920,84.24,6.745e-05,4.17
préfet,19641225,34,37224,91.34,3.942e-05,4.40
préfet,19660429,68,39071,174.04,5.028e-09,8.30
préfet,19660715,35,34059,102.76,1.351e-05,4.87
préfet,19670630,180,48920,367.95,1.745e-18,17.76
préfet,19670901,96,41408,231.84,8.557e-12,11.07
préfet,19670905,64,44039,145.33,8.498e-08,7.07
préfet,19670908,44,40344,109.06,5.121e-06,5.29
préfet,19671130,57,49524,115.10,1.905e-06,5.72
préfet,19680802,84,50350,166.83,6.115e-09,8.21
préfet,19690725,78,42874,181.93,1.697e-09,8.77
préfet,19691002,57,54703,104.20,5.561e-06,5.25
préfet,19691120,63,59420,106.02,4.080e-06,5.39
préfet,19700102,81,44859,180.57,1.759e-09,8.75
préfet,19700612,83,53892,154.01,2.213e-08,7.65
préfet,19711029,91,67466,134.88,1.325e-07,6.88
préfet,19711224,147,59168,248.45,4.884e-13,12.31
préfet,19720601,43,53776,79.96,8.556e-05,4.07
préfet,19720803,86,36603,234.95,9.298e-12,11.03
préfet,19721030,64,60506,105.77,4.104e-06,5.39
préfet,19730601,177,63410,279.14,1.307e-14,13.88
préfet,19730820,57,44679,127.58,5.728e-07,6.24
préfet,19740318,84,50872,165.12,7.231e-09,8.14
préfet,19740329,137,62569,218.96,1.156e-11,10.94
préfet,19740613,47,59463,79.04,8.567e-05,4.07
préfet,19740614,138,69567,198.37,9.465e-11,10.02
préfet,19740725,92,49205,186.97,7.006e-10,9.15
préfet,19740918,139,68184,203.86,5.285e-11,10.28
préfet,19750214,72,58372,123.35,5.962e-07,6.22
préfet,19750313,45,51559,87.28,3.957e-05,4.40
préfet,19750408,54,61906,87.23,3.256e-05,4.49
préfet,19750830,69,44438,155.27,2.823e-08,7.55
préfet,19751024,58,63556,91.26,2.007e-05,4.70
préfet,19760408,71,60192,117.96,1.047e-06,5.98
