horodatage,tag,media,demi,seuil,filtre,nettoie,pics,n_pics_seuil,n_mots,n_nms,n_bords,n_centres_ecartes,n_plates,n_fenetres,D,K50,K50_frac,rang_eff,rang_eff_frac,cum3,cum6,cum10,gain6,cum6_nul,exces6,v1,v2,v3,v4,v5,v6,duree_s,cum6_rot,alignement6
2026-07-31T19:24:38,lemonde_d10_s4_tous_n5000_e5000,lemonde,10,4,tous,5000,_s3,164258,9816,127434,120,1548,0,5000,21,8,0.4000,17.18,0.8588,0.2783,0.4451,0.6265,1.484,0.3829,1.162,0.114413,0.089712,0.074141,0.059011,0.055193,0.052612,4,0.3755,1.185
2026-07-31T19:24:42,lemonde_d10_s4_sans_verbes_n5000_e5000,lemonde,10,4,sans_verbes,5000,_s3,153204,7847,117598,115,1507,0,5000,21,8,0.4000,17.25,0.8626,0.2748,0.4414,0.6260,1.471,0.3795,1.163,0.114459,0.087289,0.073050,0.059499,0.054179,0.052953,4,0.3747,1.178
2026-07-31T19:24:47,lemonde_d10_s4_noms_n5000_e5000,lemonde,10,4,noms,5000,_s3,136633,6256,104219,102,1410,0,5000,21,8,0.4000,17.03,0.8514,0.2792,0.4479,0.6339,1.493,0.3886,1.153,0.116462,0.090577,0.072191,0.062206,0.055216,0.051230,3,0.3788,1.182
2026-07-31T19:24:50,lemonde_d10_s4_noms_propres_n5000_e5000,lemonde,10,4,noms_propres,5000,_s3,15829,511,10294,11,183,0,5000,21,6,0.3000,14.77,0.7385,0.3410,0.5125,0.6855,1.708,0.4203,1.219,0.143337,0.109503,0.088177,0.059530,0.057542,0.054431,3,0.4171,1.229
2026-07-31T19:24:54,lemonde_d10_s6_tous_n5000_e5000,lemonde,10,6,tous,5000,_s3,40619,7206,32541,34,668,0,5000,21,6,0.3000,14.86,0.7431,0.3355,0.5024,0.6765,1.675,0.4213,1.192,0.148163,0.105094,0.082216,0.059542,0.055520,0.051831,3,0.3838,1.309
2026-07-31T19:24:59,lemonde_d10_s6_sans_verbes_n5000_e5000,lemonde,10,6,sans_verbes,5000,_s3,38449,6292,30625,33,659,0,5000,21,6,0.3000,14.78,0.7391,0.3384,0.5067,0.6757,1.689,0.4218,1.201,0.148460,0.105639,0.084316,0.062536,0.055748,0.049954,3,0.3854,1.314
2026-07-31T19:25:03,lemonde_d10_s6_noms_n5000_e5000,lemonde,10,6,noms,5000,_s3,34507,5324,27424,30,628,0,5000,21,6,0.3000,14.81,0.7406,0.3369,0.5075,0.6782,1.692,0.4235,1.198,0.146637,0.107776,0.082506,0.060623,0.058996,0.050926,3,0.3850,1.318
2026-07-31T19:25:07,lemonde_d10_s6_noms_propres_n5000_e5000,lemonde,10,6,noms_propres,5000,_s3,4505,477,3144,3,97,0,3044,21,5,0.2500,12.53,0.6265,0.4019,0.5710,0.7291,1.903,0.4545,1.256,0.173621,0.123186,0.105064,0.060690,0.056698,0.051709,3,0.4260,1.340
2026-07-31T19:25:11,lemonde_d15_s4_tous_n5000_e5000,lemonde,15,4,tous,5000,_s3,164258,9816,123469,155,1506,0,5000,31,11,0.3667,25.16,0.8387,0.2086,0.3379,0.4782,1.690,0.2925,1.155,0.093504,0.061447,0.053625,0.046371,0.042040,0.040932,4,0.2696,1.253
2026-07-31T19:25:16,lemonde_d15_s4_sans_verbes_n5000_e5000,lemonde,15,4,sans_verbes,5000,_s3,153204,7847,113769,146,1465,0,5000,31,11,0.3667,25.03,0.8343,0.2109,0.3410,0.4809,1.705,0.2889,1.180,0.093537,0.064891,0.052506,0.047516,0.043574,0.039005,4,0.2693,1.266
2026-07-31T19:25:20,lemonde_d15_s4_noms_n5000_e5000,lemonde,15,4,noms,5000,_s3,136633,6256,100721,130,1373,0,5000,31,11,0.3667,24.85,0.8283,0.2133,0.3432,0.4824,1.716,0.2928,1.172,0.095732,0.064821,0.052762,0.047623,0.042618,0.039609,3,0.2706,1.268
2026-07-31T19:25:24,lemonde_d15_s4_noms_propres_n5000_e5000,lemonde,15,4,noms_propres,5000,_s3,15829,511,9839,16,177,0,5000,31,9,0.3000,20.68,0.6894,0.2746,0.4118,0.5494,2.059,0.3353,1.228,0.124687,0.082293,0.067601,0.049937,0.044083,0.043188,3,0.3054,1.348
2026-07-31T19:25:28,lemonde_d15_s6_tous_n5000_e5000,lemonde,15,6,tous,5000,_s3,40619,7206,31855,44,650,0,5000,31,9,0.3000,20.66,0.6887,0.2735,0.4068,0.5435,2.034,0.3420,1.189,0.127831,0.079720,0.065985,0.050463,0.043322,0.039468,3,0.2774,1.467
2026-07-31T19:25:31,lemonde_d15_s6_sans_verbes_n5000_e5000,lemonde,15,6,sans_verbes,5000,_s3,38449,6292,29963,42,641,0,5000,31,9,0.3000,20.29,0.6765,0.2741,0.4100,0.5437,2.050,0.3424,1.197,0.134610,0.076652,0.062805,0.049668,0.044350,0.041931,3,0.2802,1.463
2026-07-31T19:25:35,lemonde_d15_s6_noms_n5000_e5000,lemonde,15,6,noms,5000,_s3,34507,5324,26826,39,613,0,5000,31,9,0.3000,20.34,0.6781,0.2731,0.4078,0.5443,2.039,0.3399,1.199,0.133979,0.078128,0.060990,0.049885,0.045393,0.039381,3,0.2804,1.454
2026-07-31T19:25:39,lemonde_d15_s6_noms_propres_n5000_e5000,lemonde,15,6,noms_propres,5000,_s3,4505,477,3051,5,94,0,2952,31,7,0.2333,16.35,0.5451,0.3427,0.4841,0.6181,2.421,0.3814,1.269,0.159216,0.098035,0.085499,0.052365,0.046211,0.042777,3,0.3212,1.507
2026-07-31T19:25:46,lemonde_d25_s4_tous_n5000_e5000,lemonde,25,4,tous,5000,_s3,164258,9816,117949,215,1448,0,5000,51,18,0.3600,39.99,0.7998,0.1557,0.2478,0.3458,2.065,0.2113,1.173,0.072869,0.043545,0.039300,0.035918,0.029014,0.027125,5,0.1819,1.362
2026-07-31T19:25:54,lemonde_d25_s4_sans_verbes_n5000_e5000,lemonde,25,4,sans_verbes,5000,_s3,153204,7847,108434,203,1408,0,5000,51,18,0.3600,39.41,0.7881,0.1577,0.2542,0.3535,2.118,0.2136,1.190,0.074278,0.044348,0.039058,0.037681,0.030810,0.027987,6,0.1880,1.352
2026-07-31T19:26:00,lemonde_d25_s4_noms_n5000_e5000,lemonde,25,4,noms,5000,_s3,136633,6256,95905,182,1317,0,5000,51,18,0.3600,38.73,0.7745,0.1617,0.2584,0.3571,2.153,0.2150,1.202,0.078384,0.044123,0.039217,0.037368,0.031384,0.027915,5,0.1870,1.382
2026-07-31T19:26:04,lemonde_d25_s4_noms_propres_n5000_e5000,lemonde,25,4,noms_propres,5000,_s3,15829,511,9304,22,169,0,5000,51,14,0.2800,29.66,0.5932,0.2230,0.3325,0.4345,2.771,0.2679,1.241,0.111015,0.061590,0.050399,0.042545,0.035260,0.031667,3,0.2257,1.473
2026-07-31T19:26:09,lemonde_d25_s6_tous_n5000_e5000,lemonde,25,6,tous,5000,_s3,40619,7204,30928,68,624,0,5000,51,14,0.2800,30.80,0.6159,0.2109,0.3178,0.4186,2.648,0.2646,1.201,0.109668,0.055549,0.045709,0.043102,0.033882,0.029884,3,0.1954,1.626
2026-07-31T19:26:13,lemonde_d25_s6_sans_verbes_n5000_e5000,lemonde,25,6,sans_verbes,5000,_s3,38449,6290,29058,66,615,0,5000,51,14,0.2800,29.84,0.5968,0.2182,0.3234,0.4235,2.695,0.2665,1.213,0.114407,0.057627,0.046154,0.043000,0.032237,0.029973,3,0.1979,1.634
2026-07-31T19:26:17,lemonde_d25_s6_noms_n5000_e5000,lemonde,25,6,noms,5000,_s3,34507,5322,26017,60,589,0,5000,51,14,0.2800,30.27,0.6055,0.2147,0.3193,0.4204,2.661,0.2635,1.212,0.112968,0.056572,0.045177,0.040637,0.033633,0.030355,3,0.1961,1.629
2026-07-31T19:26:21,lemonde_d25_s6_noms_propres_n5000_e5000,lemonde,25,6,noms_propres,5000,_s3,4505,477,2950,9,89,0,2852,51,10,0.2000,22.47,0.4494,0.2848,0.4020,0.5080,3.350,0.3148,1.277,0.142033,0.076403,0.066329,0.045899,0.037409,0.033946,3,0.2401,1.674
2026-07-31T19:26:26,lemonde_d50_s4_tous_n5000_e5000,lemonde,50,4,tous,5000,_s3,164258,9815,109086,378,1351,0,5000,101,35,0.3500,72.60,0.7260,0.1144,0.1736,0.2321,2.894,0.1434,1.211,0.056359,0.032763,0.025304,0.022390,0.019154,0.017651,4,0.1165,1.490
2026-07-31T19:26:31,lemonde_d50_s4_sans_verbes_n5000_e5000,lemonde,50,4,sans_verbes,5000,_s3,153204,7846,99888,355,1312,0,5000,101,35,0.3500,72.93,0.7293,0.1139,0.1738,0.2340,2.897,0.1413,1.230,0.055195,0.031588,0.027084,0.022575,0.019661,0.017697,4,0.1168,1.488
2026-07-31T19:26:36,lemonde_d50_s4_noms_n5000_e5000,lemonde,50,4,noms,5000,_s3,136633,6255,88163,314,1226,0,5000,101,34,0.3400,70.40,0.7040,0.1184,0.1811,0.2418,3.018,0.1485,1.219,0.058609,0.032780,0.026970,0.023767,0.020609,0.018356,4,0.1202,1.507
2026-07-31T19:26:40,lemonde_d50_s4_noms_propres_n5000_e5000,lemonde,50,4,noms_propres,5000,_s3,15829,511,8450,31,154,0,5000,101,27,0.2700,51.37,0.5137,0.1630,0.2446,0.3126,4.076,0.1919,1.274,0.085599,0.040747,0.036662,0.032540,0.026301,0.022711,3,0.1511,1.618
2026-07-31T19:26:45,lemonde_d50_s6_tous_n5000_e5000,lemonde,50,6,tous,5000,_s3,40619,7203,29461,108,591,0,5000,101,29,0.2900,53.29,0.5329,0.1570,0.2296,0.2947,3.826,0.1829,1.255,0.086861,0.037130,0.033056,0.028602,0.023139,0.020798,4,0.1294,1.775
2026-07-31T19:26:49,lemonde_d50_s6_sans_verbes_n5000_e5000,lemonde,50,6,sans_verbes,5000,_s3,38449,6289,27632,106,583,0,5000,101,29,0.2900,53.91,0.5391,0.1557,0.2298,0.2933,3.831,0.1838,1.250,0.085019,0.036933,0.033729,0.030128,0.023411,0.020617,3,0.1295,1.775
2026-07-31T19:26:54,lemonde_d50_s6_noms_n5000_e5000,lemonde,50,6,noms,5000,_s3,34507,5322,24755,94,557,0,5000,101,28,0.2800,51.77,0.5177,0.1603,0.2350,0.3006,3.916,0.1851,1.270,0.089290,0.037512,0.033482,0.030089,0.023970,0.020638,3,0.1317,1.784
2026-07-31T19:26:58,lemonde_d50_s6_noms_propres_n5000_e5000,lemonde,50,6,noms_propres,5000,_s3,4505,477,2761,13,81,0,2667,101,19,0.1900,34.88,0.3488,0.2200,0.3144,0.3915,5.240,0.2431,1.293,0.119199,0.053821,0.047006,0.039474,0.029630,0.025286,3,0.1677,1.875
2026-07-31T19:27:01,lemonde3j_d10_s4_tous_n0_e5000,lemonde3j,10,4,tous,0,_s3,76271,8511,51689,183,0,0,5000,21,7,0.3500,15.66,0.7830,0.3156,0.4838,0.6573,1.613,0.3933,1.230,0.131930,0.110715,0.072985,0.061782,0.056477,0.049869,2,0.4224,1.145
2026-07-31T19:27:03,lemonde3j_d10_s4_sans_verbes_n0_e5000,lemonde3j,10,4,sans_verbes,0,_s3,71883,7104,48055,178,0,0,5000,21,7,0.3500,15.33,0.7666,0.3234,0.4919,0.6632,1.640,0.4016,1.225,0.138479,0.109487,0.075427,0.063384,0.055940,0.049147,2,0.4313,1.140
2026-07-31T19:27:06,lemonde3j_d10_s4_noms_n0_e5000,lemonde3j,10,4,noms,0,_s3,64363,5845,42722,160,0,0,5000,21,7,0.3500,15.04,0.7518,0.3292,0.4950,0.6645,1.650,0.3971,1.246,0.143808,0.113373,0.072062,0.061686,0.054283,0.049759,1,0.4325,1.144
2026-07-31T19:27:08,lemonde3j_d10_s4_noms_propres_n0_e5000,lemonde3j,10,4,noms_propres,0,_s3,8546,503,4820,21,0,0,4799,21,5,0.2500,12.77,0.6386,0.3828,0.5651,0.7252,1.884,0.4592,1.231,0.166073,0.137775,0.078969,0.072807,0.060027,0.049448,1,0.4761,1.187
2026-07-31T19:27:10,lemonde3j_d10_s6_tous_n0_e5000,lemonde3j,10,6,tous,0,_s3,20809,5134,14497,81,0,0,5000,21,5,0.2500,12.29,0.6143,0.3973,0.5706,0.7245,1.902,0.4578,1.246,0.180526,0.135352,0.081462,0.065695,0.060173,0.047350,1,0.4533,1.259
2026-07-31T19:27:12,lemonde3j_d10_s6_sans_verbes_n0_e5000,lemonde3j,10,6,sans_verbes,0,_s3,19764,4682,13642,79,0,0,5000,21,5,0.2500,12.13,0.6066,0.4012,0.5726,0.7254,1.909,0.4571,1.253,0.183890,0.136017,0.081255,0.065487,0.058535,0.047416,1,0.4547,1.259
2026-07-31T19:27:15,lemonde3j_d10_s6_noms_n0_e5000,lemonde3j,10,6,noms,0,_s3,17704,4057,12161,71,0,0,5000,21,5,0.2500,12.10,0.6051,0.4013,0.5735,0.7269,1.912,0.4598,1.247,0.181864,0.140813,0.078603,0.066540,0.057375,0.048332,1,0.4591,1.249
2026-07-31T19:27:17,lemonde3j_d10_s6_noms_propres_n0_e5000,lemonde3j,10,6,noms_propres,0,_s3,2757,451,1683,11,0,0,1672,21,4,0.2000,10.17,0.5083,0.4540,0.6484,0.7915,2.161,0.5291,1.225,0.202531,0.162861,0.088600,0.082553,0.063396,0.048413,1,0.5015,1.293
2026-07-31T19:27:20,lemonde3j_d15_s4_tous_n0_e5000,lemonde3j,15,4,tous,0,_s3,76271,8508,49984,212,0,0,5000,31,10,0.3333,22.34,0.7446,0.2495,0.3800,0.5137,1.900,0.3115,1.220,0.114598,0.079800,0.055142,0.050272,0.041895,0.038299,2,0.3287,1.156
2026-07-31T19:27:22,lemonde3j_d15_s4_sans_verbes_n0_e5000,lemonde3j,15,4,sans_verbes,0,_s3,71883,7102,46409,205,0,0,5000,31,10,0.3333,21.85,0.7282,0.2558,0.3899,0.5234,1.950,0.3180,1.226,0.116754,0.083597,0.055445,0.050779,0.043994,0.039353,2,0.3332,1.170
2026-07-31T19:27:25,lemonde3j_d15_s4_noms_n0_e5000,lemonde3j,15,4,noms,0,_s3,64363,5844,41261,182,0,0,5000,31,10,0.3333,21.78,0.7261,0.2580,0.3874,0.5228,1.937,0.3168,1.223,0.119175,0.081407,0.057398,0.048350,0.042054,0.039014,2,0.3378,1.147
2026-07-31T19:27:27,lemonde3j_d15_s4_noms_propres_n0_e5000,lemonde3j,15,4,noms_propres,0,_s3,8546,503,4641,26,0,0,4615,31,7,0.2333,17.38,0.5793,0.3187,0.4685,0.6016,2.342,0.3804,1.232,0.145617,0.109052,0.064080,0.060152,0.048549,0.041043,1,0.3809,1.230
2026-07-31T19:27:29,lemonde3j_d15_s6_tous_n0_e5000,lemonde3j,15,6,tous,0,_s3,20809,5127,14162,88,0,0,5000,31,7,0.2333,16.29,0.5432,0.3347,0.4762,0.6036,2.381,0.3775,1.262,0.165678,0.103317,0.065745,0.053154,0.047350,0.040986,1,0.3578,1.331
2026-07-31T19:27:31,lemonde3j_d15_s6_sans_verbes_n0_e5000,lemonde3j,15,6,sans_verbes,0,_s3,19764,4677,13320,85,0,0,5000,31,7,0.2333,15.96,0.5318,0.3431,0.4814,0.6106,2.407,0.3832,1.256,0.167027,0.107878,0.068182,0.053084,0.045662,0.039544,1,0.3641,1.322
2026-07-31T19:27:34,lemonde3j_d15_s6_noms_n0_e5000,lemonde3j,15,6,noms,0,_s3,17704,4053,11888,78,0,0,5000,31,7,0.2333,15.96,0.5319,0.3424,0.4842,0.6137,2.421,0.3819,1.268,0.165046,0.110561,0.066757,0.054123,0.046600,0.041154,1,0.3659,1.323
2026-07-31T19:27:36,lemonde3j_d15_s6_noms_propres_n0_e5000,lemonde3j,15,6,noms_propres,0,_s3,2757,451,1650,11,0,0,1639,31,5,0.1667,12.86,0.4288,0.3963,0.5624,0.6887,2.812,0.4583,1.227,0.187965,0.133892,0.074450,0.070886,0.053935,0.041290,1,0.4066,1.383
2026-07-31T19:27:38,lemonde3j_d25_s4_tous_n0_e5000,lemonde3j,25,4,tous,0,_s3,76271,8506,47506,286,0,0,5000,51,16,0.3200,34.46,0.6891,0.1910,0.2900,0.3916,2.416,0.2330,1.245,0.092718,0.057639,0.040612,0.038393,0.030719,0.029888,2,0.2442,1.187
2026-07-31T19:27:41,lemonde3j_d25_s4_sans_verbes_n0_e5000,lemonde3j,25,4,sans_verbes,0,_s3,71883,7100,44005,275,0,0,5000,51,16,0.3200,34.06,0.6813,0.1944,0.2935,0.3936,2.445,0.2352,1.248,0.094580,0.058425,0.041415,0.037779,0.031075,0.030183,2,0.2455,1.195
2026-07-31T19:27:43,lemonde3j_d25_s4_noms_n0_e5000,lemonde3j,25,4,noms,0,_s3,64363,5843,39072,246,0,0,5000,51,16,0.3200,33.84,0.6768,0.1953,0.2939,0.3931,2.449,0.2360,1.246,0.095930,0.059216,0.040154,0.037590,0.031094,0.029945,2,0.2461,1.195
2026-07-31T19:27:45,lemonde3j_d25_s4_noms_propres_n0_e5000,lemonde3j,25,4,noms_propres,0,_s3,8546,503,4362,35,0,0,4327,51,11,0.2200,25.62,0.5124,0.2526,0.3710,0.4801,3.092,0.3005,1.235,0.123442,0.080467,0.048712,0.047287,0.038057,0.033039,1,0.2864,1.295
2026-07-31T19:27:48,lemonde3j_d25_s6_tous_n0_e5000,lemonde3j,25,6,tous,0,_s3,20809,5121,13745,109,0,0,5000,51,11,0.2200,23.10,0.4619,0.2723,0.3825,0.4844,3.188,0.3035,1.260,0.145264,0.077793,0.049227,0.042897,0.035465,0.031865,1,0.2691,1.421
2026-07-31T19:27:50,lemonde3j_d25_s6_sans_verbes_n0_e5000,lemonde3j,25,6,sans_verbes,0,_s3,19764,4673,12915,105,0,0,5000,51,11,0.2200,22.85,0.4571,0.2761,0.3863,0.4882,3.219,0.3034,1.273,0.145541,0.079095,0.051480,0.044360,0.033533,0.032290,1,0.2729,1.416
2026-07-31T19:27:52,lemonde3j_d25_s6_noms_n0_e5000,lemonde3j,25,6,noms,0,_s3,17704,4050,11519,94,0,0,5000,51,11,0.2200,23.12,0.4623,0.2748,0.3868,0.4861,3.224,0.3022,1.280,0.142275,0.082623,0.049882,0.044264,0.034914,0.032879,1,0.2743,1.410
2026-07-31T19:27:54,lemonde3j_d25_s6_noms_propres_n0_e5000,lemonde3j,25,6,noms_propres,0,_s3,2757,451,1593,15,0,0,1578,51,7,0.1400,16.97,0.3395,0.3367,0.4770,0.5845,3.975,0.3823,1.248,0.173039,0.103904,0.059793,0.058010,0.045162,0.037090,1,0.3124,1.527
2026-07-31T19:27:57,lemonde3j_d50_s4_tous_n0_e5000,lemonde3j,50,4,tous,0,_s3,76271,8495,43362,633,0,0,5000,101,32,0.3200,64.93,0.6493,0.1307,0.1982,0.2630,3.303,0.1565,1.267,0.065776,0.035004,0.029953,0.025385,0.022067,0.020002,2,0.1560,1.271
2026-07-31T19:28:00,lemonde3j_d50_s4_sans_verbes_n0_e5000,lemonde3j,50,4,sans_verbes,0,_s3,71883,7094,40008,600,0,0,5000,101,32,0.3200,64.14,0.6414,0.1318,0.2009,0.2663,3.349,0.1573,1.277,0.066945,0.034527,0.030336,0.026009,0.022453,0.020653,2,0.1592,1.262
2026-07-31T19:28:03,lemonde3j_d50_s4_noms_n0_e5000,lemonde3j,50,4,noms,0,_s3,64363,5840,35469,539,0,0,5000,101,31,0.3100,62.51,0.6251,0.1366,0.2063,0.2738,3.439,0.1619,1.274,0.068333,0.036430,0.031885,0.026406,0.022768,0.020522,2,0.1635,1.262
2026-07-31T19:28:05,lemonde3j_d50_s4_noms_propres_n0_e5000,lemonde3j,50,4,noms_propres,0,_s3,8546,503,3907,74,0,0,3833,101,23,0.2300,44.99,0.4499,0.1825,0.2697,0.3482,4.495,0.2156,1.251,0.092893,0.054004,0.035636,0.033607,0.028594,0.024963,1,0.1904,1.417
2026-07-31T19:28:08,lemonde3j_d50_s6_tous_n0_e5000,lemonde3j,50,6,tous,0,_s3,20809,5102,13019,246,0,0,5000,101,24,0.2400,42.18,0.4218,0.1915,0.2695,0.3430,4.491,0.2135,1.262,0.106642,0.049806,0.035040,0.030696,0.024705,0.022568,2,0.1780,1.514
2026-07-31T19:28:10,lemonde3j_d50_s6_sans_verbes_n0_e5000,lemonde3j,50,6,sans_verbes,0,_s3,19764,4658,12216,236,0,0,5000,101,23,0.2300,40.60,0.4060,0.1954,0.2778,0.3518,4.629,0.2180,1.274,0.109517,0.051766,0.034161,0.033042,0.025967,0.023315,2,0.1852,1.500
2026-07-31T19:28:13,lemonde3j_d50_s6_noms_n0_e5000,lemonde3j,50,6,noms,0,_s3,17704,4037,10921,218,0,0,5000,101,23,0.2300,40.61,0.4061,0.1971,0.2778,0.3511,4.630,0.2176,1.277,0.109027,0.052864,0.035216,0.032002,0.024769,0.023910,1,0.1881,1.477
2026-07-31T19:28:15,lemonde3j_d50_s6_noms_propres_n0_e5000,lemonde3j,50,6,noms_propres,0,_s3,2757,451,1496,35,0,0,1461,101,14,0.1400,27.11,0.2711,0.2588,0.3638,0.4491,6.064,0.2905,1.252,0.139930,0.073932,0.044986,0.042118,0.033345,0.029525,1,0.2142,1.699
2026-07-31T19:28:17,lemonde7j_d10_s4_tous_n0_e5000,lemonde7j,10,4,tous,0,_s3,44959,7009,27941,232,0,0,5000,21,6,0.3000,14.35,0.7174,0.3506,0.5237,0.6874,1.746,0.4155,1.260,0.143428,0.125134,0.082006,0.066307,0.057703,0.049122,1,0.4839,1.082
2026-07-31T19:28:19,lemonde7j_d10_s4_sans_verbes_n0_e5000,lemonde7j,10,4,sans_verbes,0,_s3,42018,6066,25967,221,0,0,5000,21,6,0.3000,14.32,0.7160,0.3525,0.5227,0.6870,1.742,0.4125,1.267,0.144655,0.124007,0.083839,0.065877,0.056710,0.047572,1,0.4834,1.081
2026-07-31T19:28:21,lemonde7j_d10_s4_noms_n0_e5000,lemonde7j,10,4,noms,0,_s3,37624,5120,23108,197,0,0,5000,21,6,0.3000,14.11,0.7053,0.3582,0.5311,0.6953,1.770,0.4218,1.259,0.143749,0.128462,0.086024,0.066175,0.059789,0.046856,1,0.4874,1.090
2026-07-31T19:28:22,lemonde7j_d10_s4_noms_propres_n0_e5000,lemonde7j,10,4,noms_propres,0,_s3,5357,477,2925,24,0,0,2901,21,5,0.2500,11.88,0.5941,0.4190,0.5915,0.7452,1.972,0.4671,1.266,0.167601,0.154718,0.096707,0.067562,0.059197,0.045739,1,0.5148,1.149
2026-07-31T19:28:24,lemonde7j_d10_s6_tous_n0_e5000,lemonde7j,10,6,tous,0,_s3,13664,3945,8835,89,0,0,5000,21,4,0.2000,11.17,0.5586,0.4375,0.6057,0.7555,2.019,0.4812,1.259,0.186993,0.154270,0.096277,0.068552,0.055330,0.044272,1,0.5154,1.175
2026-07-31T19:28:26,lemonde7j_d10_s6_sans_verbes_n0_e5000,lemonde7j,10,6,sans_verbes,0,_s3,12963,3652,8329,86,0,0,5000,21,4,0.2000,11.30,0.5648,0.4342,0.6070,0.7572,2.023,0.4794,1.266,0.183248,0.152047,0.098877,0.071400,0.056641,0.044819,1,0.5160,1.176
2026-07-31T19:28:28,lemonde7j_d10_s6_noms_n0_e5000,lemonde7j,10,6,noms,0,_s3,11633,3227,7472,76,0,0,5000,21,4,0.2000,11.20,0.5602,0.4349,0.6060,0.7581,2.020,0.4788,1.266,0.185307,0.155439,0.094149,0.069407,0.057017,0.044653,1,0.5193,1.167
2026-07-31T19:28:29,lemonde7j_d10_s6_noms_propres_n0_e5000,lemonde7j,10,6,noms_propres,0,_s3,1907,394,1126,10,0,0,1116,21,3,0.1500,9.20,0.4601,0.5036,0.6788,0.8162,2.263,0.5368,1.265,0.210943,0.180342,0.112288,0.072257,0.060590,0.042414,1,0.5432,1.250
2026-07-31T19:28:31,lemonde7j_d15_s4_tous_n0_e5000,lemonde7j,15,4,tous,0,_s3,44959,6998,26786,327,0,0,5000,31,9,0.3000,20.69,0.6897,0.2754,0.4154,0.5476,2.077,0.3287,1.264,0.119954,0.090777,0.064661,0.054447,0.046355,0.039211,1,0.3803,1.092
2026-07-31T19:28:33,lemonde7j_d15_s4_sans_verbes_n0_e5000,lemonde7j,15,4,sans_verbes,0,_s3,42018,6060,24866,304,0,0,5000,31,9,0.3000,20.28,0.6761,0.2832,0.4204,0.5540,2.102,0.3337,1.260,0.121922,0.094570,0.066662,0.052906,0.045951,0.038377,1,0.3811,1.103
2026-07-31T19:28:35,lemonde7j_d15_s4_noms_n0_e5000,lemonde7j,15,4,noms,0,_s3,37624,5116,22134,269,0,0,5000,31,9,0.3000,20.08,0.6694,0.2851,0.4266,0.5619,2.133,0.3323,1.284,0.121758,0.096511,0.066862,0.052244,0.049550,0.039684,1,0.3888,1.097
2026-07-31T19:28:36,lemonde7j_d15_s4_noms_propres_n0_e5000,lemonde7j,15,4,noms_propres,0,_s3,5357,477,2798,27,0,0,2771,31,7,0.2333,16.50,0.5499,0.3429,0.4904,0.6227,2.452,0.3815,1.286,0.142296,0.122019,0.078592,0.057392,0.051024,0.039110,1,0.4085,1.201
2026-07-31T19:28:38,lemonde7j_d15_s6_tous_n0_e5000,lemonde7j,15,6,tous,0,_s3,13664,3932,8575,134,0,0,5000,31,6,0.2000,15.18,0.5059,0.3622,0.5079,0.6344,2.540,0.3962,1.282,0.164831,0.120224,0.077114,0.060297,0.047724,0.037726,1,0.4103,1.238
2026-07-31T19:28:40,lemonde7j_d15_s6_sans_verbes_n0_e5000,lemonde7j,15,6,sans_verbes,0,_s3,12963,3643,8075,126,0,0,5000,31,6,0.2000,15.16,0.5052,0.3627,0.5089,0.6345,2.544,0.3985,1.277,0.164463,0.121040,0.077151,0.060733,0.048189,0.037290,1,0.4114,1.237
2026-07-31T19:28:41,lemonde7j_d15_s6_noms_n0_e5000,lemonde7j,15,6,noms,0,_s3,11633,3220,7248,110,0,0,5000,31,6,0.2000,15.18,0.5061,0.3637,0.5094,0.6377,2.547,0.3970,1.283,0.162485,0.122716,0.078460,0.059009,0.048485,0.038247,1,0.4151,1.227
2026-07-31T19:28:43,lemonde7j_d15_s6_noms_propres_n0_e5000,lemonde7j,15,6,noms_propres,0,_s3,1907,394,1089,12,0,0,1077,31,5,0.1667,12.15,0.4049,0.4284,0.5820,0.7054,2.910,0.4542,1.281,0.187403,0.146986,0.093991,0.062554,0.053138,0.037915,1,0.4322,1.346
2026-07-31T19:28:45,lemonde7j_d25_s4_tous_n0_e5000,lemonde7j,25,4,tous,0,_s3,44959,6977,24793,579,0,0,5000,51,15,0.3000,33.29,0.6658,0.2014,0.3064,0.4092,2.553,0.2408,1.272,0.091748,0.063239,0.046428,0.041040,0.034763,0.029135,1,0.2748,1.115
2026-07-31T19:28:47,lemonde7j_d25_s4_sans_verbes_n0_e5000,lemonde7j,25,4,sans_verbes,0,_s3,42018,6041,22964,544,0,0,5000,51,15,0.3000,32.73,0.6546,0.2047,0.3114,0.4153,2.595,0.2448,1.272,0.093548,0.063424,0.047759,0.041524,0.035305,0.029827,1,0.2768,1.125
2026-07-31T19:28:49,lemonde7j_d25_s4_noms_n0_e5000,lemonde7j,25,4,noms,0,_s3,37624,5100,20409,490,0,0,5000,51,14,0.2800,32.16,0.6433,0.2100,0.3173,0.4216,2.644,0.2483,1.278,0.094519,0.065528,0.049905,0.041858,0.035698,0.029776,1,0.2796,1.135
2026-07-31T19:28:51,lemonde7j_d25_s4_noms_propres_n0_e5000,lemonde7j,25,4,noms_propres,0,_s3,5357,476,2549,64,0,0,2485,51,11,0.2200,25.07,0.5014,0.2665,0.3852,0.4910,3.210,0.2984,1.291,0.115905,0.090174,0.060412,0.047495,0.038775,0.032440,1,0.3015,1.277
