mot,date,X_t,N_t,f_t,p_t,surprise
belgique,20121222,63,177144,35.56,2.833e-05,4.55
belgique,20151116,119,290307,40.99,1.820e-06,5.74
belgique,20151122,65,180999,35.91,2.411e-05,4.62
belgique,20160321,136,291119,46.72,1.850e-07,6.73
belgique,20160324,192,382917,50.14,3.259e-08,7.49
belgique,20180712,122,327761,37.22,7.115e-06,5.15
principales,20190616,34,230239,14.77,3.251e-05,4.49
privée,19840303,48,195772,24.52,1.003e-05,5.00
privée,19851121,43,154224,27.88,2.216e-06,5.65
privée,19940115,48,214000,22.43,3.441e-05,4.46
privée,19980924,52,249447,20.85,7.395e-05,4.13
privée,20011117,87,382181,22.76,7.111e-06,5.15
privée,20070701,32,137324,23.30,7.134e-05,4.15
privée,20100326,52,252027,20.63,8.433e-05,4.07
privée,20110517,63,310183,20.31,7.034e-05,4.15
privée,20130711,65,320710,20.27,6.830e-05,4.17
privée,20140113,83,215788,38.46,1.664e-10,9.78
privée,20140206,74,326186,22.69,1.042e-05,4.98
privée,20200217,55,210106,26.18,2.405e-06,5.62
extrêmement,19570709,19,97129,19.56,4.123e-05,4.38
maître,19810730,35,140727,24.87,5.315e-05,4.27
maître,20040217,235,285253,82.38,1.297e-28,27.89
l'attention,19991026,36,177192,20.32,1.228e-05,4.91
finale,19960727,167,196066,85.18,7.085e-06,5.15
finale,19960731,175,162129,107.94,2.604e-07,6.58
finale,19960803,173,182423,94.83,1.723e-06,5.76
finale,19980707,198,252525,78.41,1.748e-05,4.76
finale,19980710,221,273472,80.81,1.175e-05,4.93
finale,19980714,148,209323,70.70,6.062e-05,4.22
finale,20040821,114,156582,72.81,5.135e-05,4.29
finale,20060706,188,226733,82.92,9.252e-06,5.03
finale,20060709,184,121231,151.78,4.989e-10,9.30
finale,20080815,174,185739,93.68,2.027e-06,5.69
finale,20080821,160,203768,78.52,1.894e-05,4.72
finale,20090801,81,115213,70.30,9.085e-05,4.04
finale,20100501,73,101047,72.24,7.605e-05,4.12
finale,20100627,146,174698,83.57,9.640e-06,5.02
finale,20100703,153,171728,89.09,4.253e-06,5.37
finale,20100712,167,176069,94.85,1.760e-06,5.75
finale,20120806,139,167650,82.91,1.092e-05,4.96
finale,20120809,177,248389,71.26,5.199e-05,4.28
finale,20140630,200,245599,81.43,1.117e-05,4.95
finale,20140706,139,175391,79.25,1.838e-05,4.74
finale,20140712,135,190212,70.97,6.085e-05,4.22
finale,20160707,259,317215,81.65,9.796e-06,5.01
finale,20160710,277,178124,155.51,1.751e-10,9.76
finale,20160812,207,238624,86.75,5.049e-06,5.30
finale,20160815,148,180897,81.81,1.230e-05,4.91
finale,20160818,213,272666,78.12,1.773e-05,4.75
finale,20160821,147,173573,84.69,8.184e-06,5.09
finale,20180712,334,327761,101.90,4.309e-07,6.37
finale,20180715,299,161890,184.69,2.299e-12,11.64
finale,20190707,175,206131,84.90,7.191e-06,5.14
finale,20210711,160,220671,72.51,4.517e-05,4.35
finale,20210729,205,257773,79.53,1.463e-05,4.83
finale,20210801,175,159077,110.01,1.937e-07,6.71
finale,20210804,243,224890,108.05,2.028e-07,6.69
finale,20210807,151,183553,82.27,1.140e-05,4.94
finale,20221215,257,368593,69.72,5.798e-05,4.24
finale,20221218,215,257431,83.52,7.977e-06,5.10
finale,20240731,179,264703,67.62,8.805e-05,4.06
finale,20240803,203,241794,83.96,7.671e-06,5.12
finale,20240806,217,250488,86.63,5.025e-06,5.30
finale,20240809,313,254610,122.93,1.920e-08,7.72
finale,20240812,141,191074,73.79,3.979e-05,4.40
noire,19460430,19,54413,34.92,3.455e-05,4.46
noire,19580925,32,111322,28.75,3.253e-05,4.49
noire,19780403,51,200867,25.39,4.149e-05,4.38
noire,19951017,46,188209,24.44,8.161e-05,4.09
noire,19991225,71,199904,35.52,1.033e-07,6.99
noire,19991228,53,107190,49.44,5.729e-10,9.24
noire,20000103,50,176084,28.40,1.012e-05,4.99
noire,20000106,64,237148,26.99,1.147e-05,4.94
noire,20090626,59,242427,24.34,5.294e-05,4.28
noire,20100501,60,101047,59.38,3.516e-12,11.45
noire,20100528,63,245472,25.66,2.358e-05,4.63
noire,20100603,106,275130,38.53,5.807e-09,8.24
noire,20100615,91,308260,29.52,1.419e-06,5.85
noire,20100618,75,289679,25.89,1.522e-05,4.82
noire,20100724,41,136428,30.05,8.416e-06,5.07
noire,20100727,64,206437,31.00,1.439e-06,5.84
noire,20100802,34,132303,25.70,9.500e-05,4.02
noire,20161225,35,80952,43.24,8.647e-08,7.06
noire,20180401,66,146504,45.05,1.196e-09,8.92
noire,20220724,51,211340,24.13,7.702e-05,4.11
noire,20230719,62,245414,25.26,2.995e-05,4.52
noire,20230722,54,205772,26.24,2.408e-05,4.62
orient,19450604,52,46537,111.74,2.516e-08,7.60
orient,19450811,29,42655,67.99,4.977e-05,4.30
orient,19510412,44,71109,61.88,5.542e-05,4.26
orient,19511011,56,75823,73.86,5.862e-06,5.23
orient,19511015,53,63416,83.58,1.447e-06,5.84
orient,19511112,47,74173,63.37,3.994e-05,4.40
orient,19560216,67,104632,64.03,2.254e-05,4.65
orient,19561101,77,108332,71.08,5.826e-06,5.23
orient,19561105,102,112388,90.76,1.370e-07,6.86
orient,19561108,98,101537,96.52,5.462e-08,7.26
orient,19561112,75,117554,63.80,2.071e-05,4.68
orient,19561115,79,115769,68.24,9.163e-06,5.04
orient,19561119,72,108128,66.59,1.350e-05,4.87
orient,19561126,55,93240,58.99,6.526e-05,4.19
orient,19561203,74,111320,66.48,1.333e-05,4.88
orient,19561217,71,98087,72.38,5.197e-06,5.28
orient,19561231,62,98053,63.23,2.822e-05,4.55
orient,19570103,54,87323,61.84,4.203e-05,4.38
orient,19570107,120,111247,107.87,5.453e-09,8.26
orient,19570110,70,101672,68.85,9.551e-06,5.02
orient,19570214,79,106771,73.99,3.444e-06,5.46
orient,19570907,63,90559,69.57,9.751e-06,5.01
orient,19571019,75,101232,74.09,3.630e-06,5.44
orient,19571023,56,91478,61.22,4.442e-05,4.35
orient,19580717,117,104416,112.05,2.783e-09,8.56
orient,19580721,131,91839,142.64,1.185e-11,10.93
orient,19580724,101,90647,111.42,4.199e-09,8.38
orient,19580728,112,91536,122.36,5.335e-10,9.27
orient,19580731,110,92463,118.97,9.823e-10,9.01
orient,19580804,80,87016,91.94,1.693e-07,6.77
orient,19580807,87,90741,95.88,7.546e-08,7.12
orient,19580811,100,89086,112.25,3.738e-09,8.43
orient,19580814,97,94188,102.99,1.870e-08,7.73
orient,19580819,75,101833,73.65,3.906e-06,5.41
orient,19580822,57,90121,63.25,3.122e-05,4.51
orient,19670525,95,147641,64.35,1.501e-05,4.82
orient,19670529,110,138000,79.71,8.539e-07,6.07
orient,19670605,89,131561,67.65,8.932e-06,5.05
orient,19670608,193,174461,110.63,1.608e-09,8.79
orient,19670612,142,147118,96.52,3.118e-08,7.51
orient,19670615,123,162008,75.92,1.496e-06,5.83
orient,19670618,81,99468,81.43,9.482e-07,6.02
orient,19670621,111,153493,72.32,3.153e-06,5.50
orient,19670624,89,110352,80.65,9.453e-07,6.02
orient,19670627,85,153129,55.51,7.830e-05,4.11
orient,19700930,97,172560,56.21,6.291e-05,4.20
orient,19731011,111,197824,56.11,5.879e-05,4.23
orient,19731015,110,178775,61.53,2.211e-05,4.66
orient,19731025,116,203304,57.06,4.817e-05,4.32
orient,19731030,115,197963,58.09,4.009e-05,4.40
orient,19731109,118,186392,63.31,1.524e-05,4.82
orient,19731113,96,177327,54.14,9.192e-05,4.04
commis,19450621,14,44861,31.21,7.705e-05,4.11
commis,19610413,32,89043,35.94,7.002e-08,7.15
commis,19611218,29,120697,24.03,2.947e-05,4.53
commis,19620108,28,104093,26.90,8.818e-06,5.05
commis,19620122,25,107226,23.32,7.333e-05,4.13
commis,19620125,34,113115,30.06,7.433e-07,6.13
commis,19620212,25,107918,23.17,7.848e-05,4.11
commis,19620227,34,118140,28.78,1.399e-06,5.85
commis,19620313,31,108675,28.53,2.514e-06,5.60
commis,19620327,41,123784,33.12,5.501e-08,7.26
commis,19620417,37,122449,30.22,4.386e-07,6.36
commis,19620516,34,132708,25.62,6.964e-06,5.16
commis,19620526,30,128324,23.38,3.565e-05,4.45
commis,19620821,25,93774,26.66,1.673e-05,4.78
l'information,19450310,29,33539,86.47,5.809e-10,9.24
l'information,19680424,77,149708,51.43,2.358e-08,7.63
l'information,19680604,54,142459,37.91,7.956e-06,5.10
l'information,19680802,54,160111,33.73,3.478e-05,4.46
l'information,19800225,48,151959,31.59,9.120e-05,4.04
l'information,19800327,88,206248,42.67,4.708e-07,6.33
l'information,19810625,69,179343,38.47,3.838e-06,5.42
l'information,19830810,45,134396,33.48,5.388e-05,4.27
l'information,19831022,99,197792,50.05,1.969e-08,7.71
l'information,19950226,93,183088,50.80,1.733e-08,7.76
l'élection,20020504,277,461120,60.07,3.357e-05,4.47
l'élection,20041101,113,181655,62.21,3.450e-05,4.46
l'élection,20070505,95,164434,57.77,8.713e-05,4.06
l'élection,20070508,132,230653,57.23,7.828e-05,4.11
l'élection,20081104,171,259972,65.78,1.363e-05,4.87
l'élection,20161110,387,366995,105.45,3.545e-09,8.45
l'élection,20161116,209,325017,64.30,1.635e-05,4.79
l'élection,20170424,217,261076,83.12,4.245e-07,6.37
l'élection,20170506,168,253623,66.24,1.261e-05,4.90
l'élection,20170509,213,288200,73.91,2.539e-06,5.60
l'élection,20201104,170,284813,59.69,4.345e-05,4.36
l'élection,20201107,177,233479,75.81,1.984e-06,5.70
l'élection,20220410,190,233532,81.36,6.552e-07,6.18
l'élection,20220425,171,245406,69.68,6.498e-06,5.19
comptes,19490105,42,59312,70.81,4.219e-07,6.37
comptes,19831221,73,155982,46.80,2.994e-05,4.52
comptes,19831224,100,168178,59.46,6.529e-07,6.19
comptes,19831228,78,138633,56.26,2.327e-06,5.63
comptes,19840104,76,147352,51.58,8.183e-06,5.09
comptes,19850629,93,176043,52.83,4.372e-06,5.36
comptes,19961007,62,129112,48.02,2.778e-05,4.56
comptes,20060510,115,272238,42.24,6.448e-05,4.19
comptes,20130705,136,310173,43.85,3.619e-05,4.44
internationaux,19930528,42,224500,18.71,7.919e-05,4.10
internationaux,19930601,40,181286,22.06,1.081e-05,4.97
internationaux,19930608,40,213361,18.75,8.777e-05,4.06
internationaux,19940525,37,183375,20.18,4.493e-05,4.35
internationaux,19970608,46,217603,21.14,1.228e-05,4.91
internationaux,20000529,48,265805,18.06,8.850e-05,4.05
internationaux,20000601,56,317952,17.61,8.727e-05,4.06
internationaux,20000604,50,199025,25.12,6.435e-07,6.19
internationaux,20000610,55,274052,20.07,1.542e-05,4.81
prononcé,19451031,18,53717,33.51,2.866e-05,4.54
prononcé,19480616,17,54458,31.22,6.862e-05,4.16
prononcé,19511008,18,60442,29.78,8.093e-05,4.09
changé,20070114,44,154718,28.44,6.728e-08,7.17
réserves,19570408,45,94409,47.66,4.616e-07,6.34
réserves,19580301,36,91537,39.33,1.096e-05,4.96
réserves,19650208,43,118224,36.37,1.722e-05,4.76
réserves,19650603,49,128252,38.21,7.103e-06,5.15
réserves,19650812,40,95620,41.83,3.863e-06,5.41
réserves,19661110,40,125614,31.84,8.421e-05,4.07
confirme,20170611,136,240591,56.53,5.020e-26,25.30
confirme,20220218,99,405466,24.42,8.738e-10,9.06
table,19590512,32,91764,34.87,8.011e-06,5.10
table,19990801,30,103815,28.90,9.387e-05,4.03
militants,19780427,89,194841,45.68,1.656e-05,4.78
militants,19981213,76,132500,57.36,8.107e-07,6.09
militants,20061118,73,137257,53.18,2.744e-06,5.56
militants,20081116,93,152345,61.05,1.903e-07,6.72
militants,20081122,55,119527,46.01,3.104e-05,4.51
étudiants,19680316,157,155771,100.79,4.305e-05,4.37
étudiants,19680506,236,165896,142.26,4.413e-07,6.36
étudiants,19680509,484,150242,322.15,9.889e-16,15.00
étudiants,19680513,481,152980,314.42,2.288e-15,14.64
étudiants,19680517,528,146778,359.73,1.537e-17,16.81
étudiants,19680521,519,149380,347.44,5.910e-17,16.23
étudiants,19680524,449,154180,291.22,3.024e-14,13.52
étudiants,19680528,379,151309,250.48,2.900e-12,11.54
étudiants,19680531,336,138186,243.15,7.235e-12,11.14
étudiants,19680604,201,142459,141.09,5.507e-07,6.26
étudiants,19680607,315,171314,183.87,4.301e-09,8.37
étudiants,19680611,194,139472,139.10,6.951e-07,6.16
étudiants,19680614,337,171060,197.01,9.989e-10,9.00
étudiants,19680618,335,165070,202.94,5.306e-10,9.28
étudiants,19680621,154,163367,94.27,8.582e-05,4.07
étudiants,19680625,191,133917,142.63,4.855e-07,6.31
étudiants,19680628,188,163966,114.66,9.242e-06,5.03
étudiants,19680702,165,141066,116.97,7.757e-06,5.11
étudiants,19680705,276,176039,156.78,8.549e-08,7.07
étudiants,19680709,180,143386,125.54,3.015e-06,5.52
étudiants,19680726,146,155244,94.05,8.974e-05,4.05
étudiants,19680809,125,128476,97.29,6.888e-05,4.16
étudiants,19680906,173,146618,117.99,6.789e-06,5.17
étudiants,19680910,150,149895,100.07,4.736e-05,4.32
étudiants,19680913,219,180335,121.44,4.196e-06,5.38
étudiants,19680917,290,167020,173.63,1.365e-08,7.86
étudiants,19680924,158,151618,104.21,3.003e-05,4.52
étudiants,19680927,163,169493,96.17,6.875e-05,4.16
étudiants,19681004,153,157534,97.12,6.385e-05,4.19
étudiants,19681008,155,154513,100.32,4.549e-05,4.34
étudiants,19681011,200,173322,115.39,8.310e-06,5.08
étudiants,19681206,253,172813,146.40,2.728e-07,6.56
étudiants,19681217,267,176075,151.64,1.511e-07,6.82
étudiants,19681220,224,168544,132.90,1.227e-06,5.91
étudiants,19690107,155,143364,108.12,2.017e-05,4.70
étudiants,19690128,239,195187,122.45,3.626e-06,5.44
étudiants,19690204,196,170343,115.06,8.685e-06,5.06
étudiants,19690207,240,190240,126.16,2.434e-06,5.61
étudiants,19690211,224,179496,124.79,2.906e-06,5.54
étudiants,19690214,196,185736,105.53,2.384e-05,4.62
étudiants,19690218,211,158016,133.53,1.186e-06,5.93
étudiants,19691110,182,191740,94.92,7.531e-05,4.12
étudiants,19691113,190,164079,115.80,8.154e-06,5.09
étudiants,19861206,179,173212,103.34,3.114e-05,4.51
étudiants,19890612,195,151182,128.98,2.005e-06,5.70
étudiants,20080505,174,145737,119.39,5.846e-06,5.23
dialogue,19680517,57,146778,38.83,4.340e-05,4.36
dialogue,19680524,57,154180,36.97,7.837e-05,4.11
dialogue,19881216,81,224256,36.12,6.273e-05,4.20
dialogue,20060916,52,130319,39.90,3.707e-05,4.43
dialogue,20080324,45,115895,38.83,6.883e-05,4.16
langue,19450418,20,32053,62.40,2.547e-05,4.59
langue,19460821,33,70200,47.01,8.098e-05,4.09
langue,19521105,42,93038,45.14,7.361e-05,4.13
langue,19640910,83,118742,69.90,3.307e-08,7.48
langue,19640914,85,124940,68.03,5.086e-08,7.29
langue,19640917,78,129160,60.39,4.673e-07,6.33
langue,19660912,92,135379,67.96,4.284e-08,7.37
langue,19700121,76,184075,41.29,8.166e-05,4.09
langue,19700210,97,157259,61.68,2.123e-07,6.67
langue,19741203,90,221359,40.66,8.202e-05,4.09
langue,19760105,69,150063,45.98,2.617e-05,4.58
langue,19790704,81,180006,45.00,2.760e-05,4.56
langue,19810116,141,158892,88.74,4.449e-11,10.35
langue,19820105,77,180826,42.58,5.661e-05,4.25
langue,19920213,84,201390,41.71,6.546e-05,4.18
langue,19930122,81,196731,41.17,7.878e-05,4.10
langue,19940505,126,197591,63.77,7.389e-08,7.13
langue,20010915,245,504801,48.53,3.775e-06,5.42
langue,20060317,407,599124,67.93,5.472e-09,8.26
reconnaître,19500209,19,81797,23.23,6.217e-05,4.21
reconnaître,19640122,25,122411,20.42,6.365e-05,4.20
reconnaître,19640129,30,133169,22.53,7.993e-06,5.10
reconnaître,20220221,145,590852,24.54,1.612e-09,8.79
reconnaître,20250921,47,246750,19.05,1.288e-05,4.89
établissements,19591218,46,98218,46.83,9.025e-06,5.04
établissements,19591225,60,100177,59.89,1.113e-07,6.95
établissements,19680521,64,149380,42.84,1.403e-05,4.85
établissements,19770608,76,206075,36.88,6.983e-05,4.16
établissements,19940115,126,214000,58.88,2.186e-08,7.66
établissements,20100913,82,221202,37.07,6.016e-05,4.22
établissements,20110905,94,223903,41.98,1.024e-05,4.99
établissements,20150417,55,135267,40.66,3.526e-05,4.45
établissements,20180320,122,328563,37.13,4.003e-05,4.40
document,19520511,29,62022,46.76,1.605e-07,6.79
document,19520514,31,100550,30.83,2.651e-05,4.58
document,19560319,42,104062,40.36,1.874e-07,6.73
document,19690326,43,167438,25.68,8.753e-05,4.06
document,19690619,44,153237,28.71,2.142e-05,4.67
document,19750625,60,210470,28.51,1.100e-05,4.96
document,19890118,44,168139,26.17,6.678e-05,4.18
document,20000923,107,369011,29.00,2.832e-06,5.55
document,20100516,44,173047,25.43,9.333e-05,4.03
document,20101004,67,240046,27.91,1.173e-05,4.93
document,20170605,50,196856,25.40,7.245e-05,4.14
exactement,19491212,16,77854,20.55,6.838e-05,4.17
exactement,19520917,21,91182,23.03,3.932e-06,5.41
italien,19460504,25,51201,48.83,8.020e-07,6.10
italien,19460608,17,42886,39.64,5.655e-05,4.25
italien,19460821,24,70200,34.19,5.391e-05,4.27
italien,19461109,28,60970,45.92,9.279e-07,6.03
italien,19480323,33,57126,57.77,1.200e-08,7.92
italien,19640824,38,101718,37.36,3.661e-06,5.44
italien,20010702,117,366773,31.90,2.725e-06,5.56
italien,20010723,79,280596,28.15,2.856e-05,4.54
italien,20020323,152,417004,36.45,1.870e-07,6.73
italien,20050506,65,245529,26.47,8.113e-05,4.09
italien,20060709,35,121231,28.87,9.931e-05,4.00
italien,20070318,53,170019,31.17,1.539e-05,4.81
italien,20110426,73,244018,29.92,1.433e-05,4.84
italien,20161204,59,218525,27.00,7.447e-05,4.13
italien,20180624,61,210494,28.98,2.967e-05,4.53
l'âge,20001231,58,181076,32.03,2.314e-05,4.64
l'âge,20020101,244,196457,124.20,2.037e-26,25.69
l'âge,20030102,102,149750,68.11,9.313e-13,12.03
l'âge,20100413,118,274012,43.06,4.062e-08,7.39
l'âge,20100519,99,293656,33.71,4.349e-06,5.36
l'âge,20100525,91,227322,40.03,2.900e-07,6.54
l'âge,20100615,118,308260,38.28,3.881e-07,6.41
l'âge,20100907,96,271886,35.31,2.201e-06,5.66
l'âge,20100922,77,268450,28.68,5.977e-05,4.22
l'âge,20101010,65,192015,33.85,8.683e-06,5.06
l'âge,20161228,73,197360,36.99,1.801e-06,5.74
l'âge,20171223,74,191677,38.61,8.760e-07,6.06
l'âge,20191219,101,308112,32.78,6.490e-06,5.19
l'âge,20200112,82,199541,41.09,2.331e-07,6.63
l'âge,20221230,84,230351,36.47,1.677e-06,5.78
l'âge,20230105,82,282904,28.99,4.815e-05,4.32
l'âge,20230111,144,278705,51.67,4.187e-10,9.38
l'âge,20230117,86,286526,30.01,2.856e-05,4.54
l'âge,20230120,89,283020,31.45,1.430e-05,4.84
l'âge,20230201,92,290151,31.71,1.212e-05,4.92
l'âge,20230207,99,280074,35.35,2.052e-06,5.69
l'âge,20230216,92,328426,28.01,6.487e-05,4.19
l'âge,20230303,82,281529,29.13,4.522e-05,4.34
spécialistes,19870514,44,219305,20.06,9.014e-05,4.05
spécialistes,19970323,52,244704,21.25,2.877e-05,4.54
chute,19991110,86,249501,34.47,2.221e-05,4.65
chute,20030411,111,303618,36.56,7.236e-06,5.14
chute,20081011,55,129441,42.49,2.902e-06,5.54
chute,20091108,77,154732,49.76,9.799e-08,7.01
chute,20191110,59,174521,33.81,4.857e-05,4.31
chute,20241210,95,275874,34.44,1.991e-05,4.70
l'été,19990801,39,103815,37.57,3.167e-05,4.50
l'été,20130813,61,183464,33.25,5.390e-05,4.27
pages,19671208,65,155306,41.85,9.438e-08,7.03
pages,19691213,49,170186,28.79,6.620e-05,4.18
pages,19720121,45,155242,28.99,7.384e-05,4.13
pages,20001008,89,247050,36.03,5.818e-07,6.24
pages,20001011,99,296515,33.39,1.773e-06,5.75
pages,20171220,78,293659,26.56,8.094e-05,4.09
pages,20230126,89,321064,27.72,3.788e-05,4.42
perspective,20120115,45,217634,20.68,1.443e-06,5.84
champ,19500123,17,65560,25.93,6.163e-05,4.21
champ,19610417,34,94912,35.82,4.215e-09,8.38
champ,19640528,26,124546,20.88,6.968e-05,4.16
champ,19650429,26,125782,20.67,7.794e-05,4.11
champ,19660414,62,128105,48.40,3.196e-15,14.50
champ,19660818,43,109882,39.13,6.889e-11,10.16
champ,19671006,82,162286,50.53,1.756e-17,16.76
champ,19701208,39,198163,19.68,2.910e-05,4.54
champ,19710208,31,157516,19.68,6.817e-05,4.17
champ,19710325,48,191829,25.02,2.702e-07,6.57
champ,19740327,31,162192,19.11,9.669e-05,4.01
champ,19760715,44,122556,35.90,3.697e-10,9.43
champ,19831026,42,170926,24.57,7.385e-07,6.13
champ,19840310,37,184709,20.03,2.783e-05,4.56
champ,19861007,29,144147,20.12,6.798e-05,4.17
champ,19920918,47,231738,20.28,9.671e-06,5.01
champ,19970131,76,460692,16.50,6.110e-05,4.21
champ,20020125,79,469042,16.84,4.158e-05,4.38
champ,20220221,102,590852,17.26,1.766e-05,4.75
jugement,19530213,23,82553,27.86,5.686e-05,4.25
jugement,19540309,25,96248,25.97,8.462e-05,4.07
jugement,19600614,30,101719,29.49,1.032e-05,4.99
jugement,19921025,46,198501,23.17,5.182e-05,4.29
jugement,20040130,60,273479,21.94,5.958e-05,4.22
jugement,20040202,46,202040,22.77,6.410e-05,4.19
jugement,20100128,63,253062,24.90,9.976e-06,5.00
jugement,20250331,64,255926,25.01,9.039e-06,5.04
principale,19760617,34,186280,18.25,1.889e-05,4.72
principale,19960216,44,255376,17.23,1.439e-05,4.84
principale,19970214,85,428317,19.85,6.521e-08,7.19
principale,19990221,43,175500,24.50,3.434e-08,7.46
principale,20010307,89,641381,13.88,6.141e-05,4.21
principale,20020317,62,374515,16.55,7.885e-06,5.10
principale,20070710,35,214626,16.31,7.676e-05,4.11
principale,20110117,41,217760,18.83,4.895e-06,5.31
principale,20121113,65,332498,19.55,2.879e-07,6.54
principale,20220107,43,271433,15.84,5.407e-05,4.27
professionnels,19901023,55,155944,35.27,4.679e-06,5.33
professionnels,19911015,48,163685,29.32,7.660e-05,4.12
professionnels,20000315,92,301446,30.52,1.370e-05,4.86
professionnels,20000318,74,264438,27.98,6.339e-05,4.20
d'information,19471007,18,59092,30.46,6.094e-05,4.22
d'information,19480630,26,54533,47.68,2.316e-08,7.64
d'information,19720107,33,139614,23.64,7.544e-05,4.12
d'information,19731212,52,197349,26.35,4.456e-06,5.35
d'information,19981216,59,259256,22.76,2.642e-05,4.58
compromis,19460907,21,68112,30.83,6.213e-05,4.21
compromis,19490521,25,76563,32.65,1.726e-05,4.76
compromis,19550829,27,100269,26.93,9.697e-05,4.01
compromis,19820520,46,153673,29.93,5.984e-06,5.22
compromis,19930801,37,143697,25.75,6.579e-05,4.18
compromis,19980506,54,228898,23.59,8.132e-05,4.09
compromis,20040731,40,151127,26.47,3.990e-05,4.40
compromis,20070622,57,233011,24.46,4.839e-05,4.32
plans,19470717,21,59792,35.12,2.060e-06,5.69
plans,19530416,30,85400,35.13,2.016e-07,6.70
plans,19640404,32,135019,23.70,2.727e-05,4.56
plans,19640817,22,82507,26.66,3.320e-05,4.48
plans,20030111,36,173796,20.71,9.004e-05,4.05
plans,20090310,45,206113,21.83,2.647e-05,4.58
plans,20090331,57,210015,27.14,5.293e-07,6.28
plans,20090406,35,169014,20.71,9.738e-05,4.01
plans,20130912,68,332358,20.46,2.504e-05,4.60
bras,19470930,32,58247,54.94,3.067e-09,8.51
bras,19491123,24,77475,30.98,4.612e-05,4.34
bras,20200103,59,209187,28.20,7.578e-06,5.12
échange,19570311,32,88007,36.36,9.054e-08,7.04
échange,19570507,29,109655,26.45,1.232e-05,4.91
échange,19570911,25,107387,23.28,9.175e-05,4.04
échange,19571016,27,94386,28.61,6.564e-06,5.18
échange,19571019,25,101232,24.70,4.946e-05,4.31
échange,19571116,26,109559,23.73,6.505e-05,4.19
échange,19580125,24,92955,25.82,3.636e-05,4.44
échange,19580419,29,101636,28.53,4.802e-06,5.32
échange,19580508,26,110208,23.59,6.925e-05,4.16
échange,19580630,42,112058,37.48,9.000e-09,8.05
échange,19580724,23,90647,25.37,5.229e-05,4.28
échange,19581023,33,98477,33.51,2.603e-07,6.58
échange,19581027,48,100418,47.80,2.206e-11,10.66
échange,19581030,28,96936,28.89,4.874e-06,5.31
échange,19581106,30,89603,33.48,4.640e-07,6.33
échange,19581113,30,94534,31.73,9.843e-07,6.01
échange,19581117,44,113089,38.91,3.267e-09,8.49
échange,19581120,35,96895,36.12,5.589e-08,7.25
échange,19590721,27,99472,27.14,1.234e-05,4.91
échange,19610803,34,106477,31.93,4.527e-07,6.34
échange,19910813,23,78243,29.40,1.066e-05,4.97
échange,19920814,27,116588,23.16,7.363e-05,4.13
échange,19921011,44,207411,21.21,4.635e-05,4.33
échange,19931118,71,250630,28.33,1.352e-07,6.87
échange,19941205,32,127139,25.17,1.515e-05,4.82
échange,20010421,97,427546,22.69,3.153e-06,5.50
échange,20130614,58,288078,20.13,4.844e-05,4.31
échange,20160423,36,162640,22.13,4.806e-05,4.32
mi,20181106,110,287731,38.23,1.671e-05,4.78
mi,20221109,106,314015,33.76,8.371e-05,4.08
prennent,20090427,23,159175,14.45,8.346e-05,4.08
prennent,20150520,22,142200,15.47,4.832e-05,4.32
lecture,19461002,28,62993,44.45,7.623e-07,6.12
lecture,19480925,22,56489,38.95,1.282e-05,4.89
lecture,19540814,29,90446,32.06,3.401e-05,4.47
lecture,19601202,35,95816,36.53,3.568e-06,5.45
lecture,19721221,66,173880,37.96,2.131e-07,6.67
lecture,19830702,45,163690,27.49,5.824e-05,4.23
lecture,19831221,70,155982,44.88,7.590e-09,8.12
lecture,19841018,56,161453,34.69,1.505e-06,5.82
lecture,19921015,63,201513,31.26,5.200e-06,5.28
lecture,19930129,83,197890,41.94,1.604e-08,7.79
lecture,19930917,48,184474,26.02,9.620e-05,4.02
lecture,19931216,73,204863,35.63,4.707e-07,6.33
lecture,19980321,69,262326,26.30,4.551e-05,4.34
personnalité,19540519,27,106782,25.29,7.496e-06,5.13
personnalité,19560322,23,105326,21.84,7.732e-05,4.11
personnalité,19560409,26,95950,27.10,3.878e-06,5.41
personnalité,19560703,22,84009,26.19,1.393e-05,4.86
personnalité,19590119,21,90207,23.28,5.961e-05,4.22
noms,19470416,22,60294,36.49,9.551e-08,7.02
noms,19490302,16,63140,25.34,6.299e-05,4.20
noms,19490629,19,71298,26.65,1.351e-05,4.87
noms,19490702,17,63504,26.77,2.595e-05,4.59
noms,19490713,16,63383,25.24,6.524e-05,4.19
noms,19500119,31,86226,35.95,4.700e-09,8.33
noms,19500220,21,72750,28.87,2.804e-06,5.55
noms,19520317,19,76504,24.84,2.833e-05,4.55
noms,19810303,36,200763,17.93,6.756e-05,4.17
noms,20010807,73,311888,23.41,7.211e-08,7.14
noms,20020823,50,278529,17.95,2.451e-05,4.61
noms,20060510,73,272238,26.81,3.780e-09,8.42
noms,20090223,32,158093,20.24,2.277e-05,4.64
noms,20090804,29,145770,19.89,4.212e-05,4.38
noms,20130524,88,313829,28.04,5.059e-10,9.30
noms,20150417,26,135267,19.22,9.647e-05,4.02
geste,19580118,19,91328,20.80,8.259e-05,4.08
geste,19900714,27,148399,18.19,6.682e-05,4.18
geste,19910813,17,78243,21.73,9.806e-05,4.01
geste,20070728,23,105052,21.89,1.698e-05,4.77
geste,20131226,30,168603,17.79,5.648e-05,4.25
geste,20131229,28,104118,26.89,3.105e-07,6.51
