mot,date,X_t,N_t,f_t,p_t,surprise,n_absorbes
sujets,19640630,73,303543,24.05,1.231e-07,6.91,1
sujets,19650616,62,294322,21.07,2.932e-06,5.53,0
sujets,20130614,108,655834,16.47,5.235e-05,4.28,0
sujets,20140620,122,657145,18.57,5.284e-06,5.28,1
sujets,20150619,200,686186,29.15,1.454e-11,10.84,1
sujets,20160617,287,753199,38.1,8.5e-17,16.07,0
sujets,20170616,227,730716,31.07,1.011e-12,12.0,1
sujets,20180622,196,680172,28.82,2.271e-11,10.64,3
sujets,20190614,595,643501,92.46,2.363e-49,48.63,1
n'ai,19450731,37,116418,31.78,3.166e-06,5.5,1
n'ai,20221230,110,463369,23.74,1.451e-05,4.84,0
rues,19450407,19,74241,25.59,2.482e-05,4.61,0
rues,19680530,57,337018,16.91,3.951e-05,4.4,0
sources,20100917,160,595776,26.86,1.421e-08,7.85,0
investissements,19531217,66,244786,26.96,8.169e-05,4.09,0
investissements,19590504,58,212178,27.34,8.636e-05,4.06,0
intervention,19500703,43,193256,22.25,1.115e-05,4.95,0
intervention,19540503,60,262377,22.87,2.73e-06,5.56,0
intervention,19561103,59,254626,23.17,2.327e-06,5.63,0
intervention,19580721,52,219991,23.64,2.521e-06,5.6,0
intervention,19600713,52,266473,19.51,3.84e-05,4.42,1
intervention,19680820,52,278130,18.7,6.645e-05,4.18,0
intervention,19700919,87,401489,21.67,2.645e-06,5.58,0
intervention,19920815,65,282704,22.99,2e-06,5.7,0
intervention,20020913,179,948473,18.87,9.596e-06,5.02,0
intervention,20110318,115,654586,17.57,4.45e-05,4.35,0
intervention,20130118,106,593454,17.86,3.857e-05,4.41,0
intervention,20130830,289,562777,51.35,4.202e-19,18.38,1
intervention,20230804,100,463298,21.58,2.154e-06,5.67,0
distribution,19891224,62,314690,19.7,8.645e-05,4.06,0
distribution,20000128,131,579696,22.6,2.234e-06,5.65,1
distribution,20010615,209,1101643,18.97,2.992e-05,4.52,0
journaliste,20050304,234,546717,42.8,2.981e-05,4.53,0
hommage,19450416,20,87678,22.81,2.661e-05,4.57,0
hommage,19540723,43,220205,19.53,3.092e-06,5.51,0
hommage,19631129,56,322362,17.37,7.236e-06,5.14,0
hommage,19960112,91,403271,22.57,4.249e-09,8.37,0
hommage,20150109,185,644622,28.7,6.01e-14,13.22,1
hommage,20151113,114,693979,16.43,2.731e-06,5.56,1
hommage,20171208,106,659294,16.08,4.858e-06,5.31,1
hommage,20220909,190,1365428,13.92,2.991e-05,4.52,0
humaine,20021227,74,337435,21.93,3.052e-09,8.52,0
humaine,20031003,79,586307,13.47,8.45e-05,4.07,0
humaine,20051021,110,850401,12.94,8.773e-05,4.06,0
créée,20021213,63,589915,10.68,4.275e-05,4.37,0
afrique,19450808,34,95904,35.45,3.037e-05,4.52,0
afrique,19550829,74,234092,31.61,2.204e-05,4.66,0
afrique,19580421,62,216360,28.66,9.868e-05,4.01,0
constituer,19451122,23,119584,19.23,4.322e-05,4.36,0
constituer,19480726,26,143858,18.07,4.946e-05,4.31,0
constituer,19491021,34,183204,18.56,1.111e-05,4.95,0
constituer,19500703,34,193256,17.59,2.255e-05,4.65,0
constituer,19550212,34,211804,16.05,7.125e-05,4.15,0
constituer,19580508,40,244166,16.38,3.195e-05,4.5,1
évoqué,20060505,59,437134,13.5,9.245e-06,5.03,0
jeux,19800204,280,409292,68.41,6.283e-05,4.2,0
jeux,19920807,292,323574,90.24,2.012e-06,5.7,1
jeux,19960721,315,404785,77.82,1.387e-05,4.86,1
jeux,20000929,702,846733,82.91,5.19e-06,5.28,1
jeux,20040827,455,463242,98.22,4.832e-07,6.32,2
jeux,20050708,633,824677,76.76,1.424e-05,4.85,0
jeux,20080822,510,407819,125.06,6.195e-09,8.21,2
jeux,20120803,499,485028,102.88,2.22e-07,6.65,2
jeux,20140207,437,648601,67.38,6.768e-05,4.17,0
jeux,20160819,522,530673,98.37,4.534e-07,6.34,2
jeux,20210723,444,487854,91.01,1.546e-06,5.81,2
jeux,20230728,530,545740,97.12,5.523e-07,6.26,2
jeux,20240726,1479,595270,248.46,5.742e-18,17.24,19
docteur,19520227,90,180456,49.87,1.654e-05,4.78,0
docteur,19621109,134,288058,46.52,2.747e-05,4.56,0
docteur,19730207,187,412547,45.33,3.108e-05,4.51,0
collaboration,19451004,27,99572,27.12,4.22e-06,5.37,7
collaboration,19480228,28,134086,20.88,7.55e-05,4.12,0
collaboration,19490210,55,152317,36.11,5.521e-10,9.26,0
collaboration,19541021,53,242566,21.85,5.662e-06,5.25,0
air,19931023,117,490053,23.87,1.381e-05,4.86,0
air,19940726,76,341520,22.25,7.151e-05,4.15,0
air,19980530,102,427579,23.86,1.691e-05,4.77,1
air,20010727,168,800809,20.98,6.817e-05,4.17,0
air,20030207,114,526222,21.66,6.109e-05,4.21,0
air,20140919,154,669270,23.01,1.811e-05,4.74,0
sciences,19680513,154,355042,43.38,1.314e-07,6.88,2
sciences,19690207,138,422964,32.63,2.22e-05,4.65,0
sciences,19730713,121,383539,31.55,4.119e-05,4.39,0
sciences,19990518,144,488076,29.5,8.891e-05,4.05,0
sciences,20160415,199,690717,28.81,9.936e-05,4.0,0
sciences,20240503,215,627602,34.26,7.037e-06,5.15,0
village,20010817,216,729747,29.6,1.58e-05,4.8,0
village,20230728,167,545740,30.6,1.141e-05,4.94,0
village,20240726,159,595270,26.71,8.795e-05,4.06,0
difficiles,20011026,103,1139684,9.04,3.303e-05,4.48,0
titres,19520525,68,182287,37.3,1.853e-06,5.73,0
titres,19560730,63,221216,28.48,9.626e-05,4.02,0
titres,19840321,140,434822,32.2,5.678e-06,5.25,0
titres,19890202,215,363552,59.14,1.995e-12,11.7,0
titres,19910320,138,443612,31.11,9.968e-06,5.0,0
titres,20101105,188,613111,30.66,9.384e-06,5.03,0
financement,19941004,186,512884,36.27,3.135e-06,5.5,0
reconnaissance,19490125,39,138823,28.09,1.013e-07,6.99,0
reconnaissance,19500206,77,156264,49.28,6.182e-17,16.21,0
reconnaissance,19580924,48,255280,18.8,2.554e-05,4.59,0
reconnaissance,19640125,179,283655,63.1,2.379e-27,26.62,2
reconnaissance,19881117,63,372284,16.92,5.711e-05,4.24,0
reconnaissance,19911221,115,408367,28.16,1.936e-10,9.71,1
reconnaissance,19930913,135,421083,32.06,1.632e-12,11.79,1
reconnaissance,19990518,85,488076,17.42,1.926e-05,4.72,0
reconnaissance,20041217,80,465278,17.19,2.679e-05,4.57,0
reconnaissance,20080829,70,404957,17.29,3.279e-05,4.48,0
reconnaissance,20110923,125,711537,17.57,8.233e-06,5.08,0
reconnaissance,20171208,112,659294,16.99,1.772e-05,4.75,0
reconnaissance,20250919,151,634801,23.79,7.309e-09,8.14,0
l'espoir,19500906,28,162857,17.19,1.59e-06,5.8,0
l'espoir,19570218,31,226562,13.68,2.335e-05,4.63,0
l'espoir,19601003,30,234568,12.79,6.968e-05,4.16,0
l'espoir,19810416,51,451716,11.29,4.522e-05,4.34,0
l'espoir,19921213,53,476345,11.13,4.996e-05,4.3,0
liens,20000519,128,763780,16.76,1.512e-07,6.82,0
défaut,20100507,84,525151,16.0,1.087e-08,7.96,2
défaut,20110722,220,457822,48.05,1.559e-41,40.81,7
défaut,20121130,73,659605,11.07,7.19e-05,4.14,0
défaut,20131011,84,662213,12.68,3.134e-06,5.5,0
défaut,20140801,57,350929,16.24,9.094e-08,7.04,0
défaut,20150619,120,686186,17.49,7.63e-11,10.12,2
division,19450407,31,74241,41.76,5.799e-08,7.24,6
division,19500812,77,167851,45.87,1.912e-11,10.72,12
division,20030328,124,552762,22.43,1.226e-05,4.91,1
paru,20091009,126,531003,23.73,1.902e-15,14.72,0
naissance,19931230,56,351719,15.92,4.518e-05,4.35,0
naissance,19990103,75,447430,16.76,7.486e-06,5.13,0
naissance,20000818,67,436354,15.35,4.833e-05,4.32,0
naissance,20021227,114,337435,33.78,1.148e-15,14.94,1
naissance,20101105,98,613111,15.98,8.889e-06,5.05,0
naissance,20180202,109,643304,16.94,2.07e-06,5.68,0
naissance,20220909,210,1365428,15.38,4.861e-06,5.31,0
crédits,19460102,98,143173,68.45,8.946e-05,4.05,0
crédits,19470320,85,119898,70.89,6.993e-05,4.16,1
crédits,19520101,146,204687,71.33,4.734e-05,4.32,0
futur,20070511,108,472108,22.88,1.336e-05,4.87,0
futur,20151023,121,601384,20.12,8.088e-05,4.09,0
suffisamment,20220225,155,951901,16.28,5.266e-19,18.28,0
l'eau,20000526,204,680868,29.96,6.414e-05,4.19,0
l'eau,20180803,132,395838,33.35,1.984e-05,4.7,0
l'eau,20220812,792,1765880,44.85,2.828e-08,7.55,0
l'eau,20230818,219,489605,44.73,7.189e-08,7.14,2
l'eau,20240726,229,595270,38.47,1.242e-06,5.91,0
probable,19490927,25,158925,15.73,8.303e-05,4.08,0
probable,20140606,135,661571,20.41,3.511e-10,9.45,0
probable,20150605,83,671096,12.37,5.475e-05,4.26,0
centaine,20170818,56,411962,13.59,7.642e-06,5.12,0
centaine,20190809,76,418131,18.18,1.213e-09,8.92,4
contrat,20060331,675,1055415,63.96,3.162e-09,8.5,5
rupture,19510824,29,130898,22.15,3.774e-06,5.42,0
rupture,19600823,56,216194,25.9,2.017e-09,8.7,0
rupture,19630130,69,285026,24.21,2.388e-09,8.62,0
rupture,19840723,73,362841,20.12,1.31e-07,6.88,0
rupture,19870717,70,317127,22.07,2.004e-08,7.7,0
rupture,20050902,135,817997,16.5,1.426e-06,5.85,1
rupture,20060901,66,420636,15.69,2.182e-05,4.66,0
rupture,20080111,93,450210,20.66,2.485e-08,7.6,1
circulation,19511003,34,139323,24.4,3.359e-05,4.47,0
circulation,19561120,77,253467,30.38,6.455e-08,7.19,0
circulation,19700323,118,401293,29.4,3.649e-08,7.44,0
circulation,20140314,122,620775,19.65,4.526e-05,4.34,0
circulation,20161209,144,701701,20.52,2.003e-05,4.7,0
représentent,20151127,80,630060,12.7,3.451e-07,6.46,0
représentent,20171110,71,638080,11.13,1.434e-05,4.84,0
l'enseignement,19591226,183,229995,79.57,1.119e-06,5.95,1
l'enseignement,19680921,221,367785,60.09,4.185e-05,4.38,1
l'enseignement,19710426,251,442443,56.73,7.675e-05,4.11,0
l'enseignement,19840305,277,397633,69.66,5.998e-06,5.22,0
l'enseignement,19940115,324,417792,77.55,1.195e-06,5.92,0
souvenir,19460817,37,174711,21.18,1.33e-08,7.88,0
souvenir,19750512,50,383002,13.05,1.633e-05,4.79,0
souvenir,19940609,62,506330,12.24,2.148e-05,4.67,0
locale,19650624,63,330345,19.07,4.839e-06,5.32,1
transport,19490519,44,162834,27.02,1.485e-06,5.83,1
transport,19500727,42,185732,22.61,2.554e-05,4.59,0
transport,19510620,45,181873,24.74,5.402e-06,5.27,0
transport,19520823,45,218447,20.6,7.244e-05,4.14,0
transport,19530502,39,186032,20.96,8.722e-05,4.06,0
transport,19721024,91,420385,21.65,6.169e-06,5.21,1
transport,19900923,79,423388,18.66,8.312e-05,4.08,0
transport,19971105,121,485789,24.91,2.21e-07,6.66,0
transport,20180615,133,752548,17.67,9.275e-05,4.03,0
envoyé,19940802,49,275763,17.77,6.571e-05,4.18,0
envoyé,20030509,91,533310,17.06,3.55e-05,4.45,2
envoyé,20040806,69,386316,17.86,2.942e-05,4.53,0
conclut,19490315,23,145445,15.81,8.789e-05,4.06,0
conclut,19560320,36,245838,14.64,3.202e-05,4.49,0
conclut,19570724,36,211487,17.02,3.75e-06,5.43,0
ciel,19780802,59,316620,18.63,4.305e-06,5.37,0
ciel,19910117,63,412237,15.28,8.842e-05,4.05,0
ciel,19960807,58,336445,17.24,1.7e-05,4.77,1
ciel,19990811,67,310069,21.61,1.465e-07,6.83,0
privés,19591226,55,229995,23.91,3.213e-09,8.49,1
privés,19610323,40,221894,18.03,6.157e-06,5.21,1
privés,19940115,119,417792,28.48,2.687e-14,13.57,1
privés,19991231,124,451816,27.44,7.945e-14,13.1,0
privés,20110722,73,457822,15.95,4.295e-06,5.37,1
privés,20220909,170,1365428,12.45,7.881e-05,4.1,0
entière,19580831,33,199124,16.57,4.929e-06,5.31,1
entière,19590512,32,213335,15.0,2.355e-05,4.63,0
entière,19600128,41,252755,16.22,2.152e-06,5.67,0
disparu,19530202,28,202684,13.81,3.683e-05,4.43,0
disparu,20140314,89,620775,14.34,6.723e-09,8.17,0
disparu,20160520,76,734749,10.34,3.973e-05,4.4,0
sommet,19580729,141,211836,66.56,1.726e-06,5.76,1
sommet,19600517,246,216042,113.87,2.349e-11,10.63,2
sommet,20010720,424,877461,48.32,6.691e-05,4.17,0
sommet,20030530,389,559268,69.56,4.6e-07,6.34,0
sommet,20090403,341,448549,76.02,1.065e-07,6.97,0
vieille,19480529,25,142154,17.59,5.152e-05,4.29,0
vieille,19770728,46,327408,14.05,7.703e-05,4.11,0
quatorze,19610612,37,204051,18.13,6.897e-05,4.16,0
quatorze,19660603,55,292037,18.83,1.302e-05,4.89,1
structure,19450201,17,74306,22.88,3.217e-05,4.49,0
structure,19680624,53,338828,15.64,5.577e-06,5.25,0
coupe,19980613,332,538662,61.63,1.243e-07,6.91,5
coupe,20020531,548,1092212,50.17,3.33e-06,5.48,1
coupe,20060707,219,409716,53.45,1.832e-06,5.74,1
coupe,20100611,372,572120,65.02,4.162e-08,7.38,3
coupe,20140613,408,648973,62.87,7.62e-08,7.12,4
coupe,20180713,684,620479,110.24,2.059e-14,13.69,4
coupe,20190607,388,619546,62.63,8.422e-08,7.07,1
coupe,20221216,508,744448,68.24,1.309e-08,7.88,4
coupe,20230908,333,706936,47.1,9.751e-06,5.01,0
crois,19510510,50,192675,25.95,1.913e-08,7.72,0
crois,19590903,36,201523,17.86,5.173e-05,4.29,0
crois,19620523,62,303788,20.41,7.289e-07,6.14,0
crois,19740514,84,463926,18.11,2.532e-06,5.6,0
crois,20040123,103,579407,17.78,2.143e-06,5.67,0
crois,20070504,114,471964,24.15,1.219e-09,8.91,0
crois,20080926,94,471275,19.95,2.578e-07,6.59,0
augmenté,19640101,44,252640,17.42,3.072e-05,4.51,0
treize,19501212,40,215340,18.58,9.875e-06,5.01,0
treize,19611122,39,220306,17.7,2.172e-05,4.66,0
carte,20060908,124,426263,29.09,2.055e-05,4.69,0
carte,20170616,193,730716,26.41,5.779e-05,4.24,0
biens,19460110,45,108914,41.32,7.006e-10,9.15,2
biens,19470203,47,139464,33.7,3.174e-08,7.5,1
biens,19510106,51,212045,24.05,7.501e-06,5.12,0
biens,19540519,59,247719,23.82,5.498e-06,5.26,0
biens,19550914,50,205932,24.28,6.932e-06,5.16,0
biens,19570827,47,204113,23.03,1.869e-05,4.73,0
biens,19811104,108,419258,25.76,2.35e-07,6.63,1
biens,19970211,221,984069,22.46,1.182e-06,5.93,0
biens,20170324,134,698822,19.18,3.683e-05,4.43,0
destinée,19481231,23,155206,14.82,1.197e-05,4.92,0
destinée,19600610,32,240202,13.32,4.687e-06,5.33,0
articles,19460927,61,156428,39.0,2.046e-07,6.69,3
articles,19470825,37,134607,27.49,8.769e-05,4.06,0
articles,19520109,52,189559,27.43,4.42e-05,4.35,0
articles,19601129,66,217577,30.33,7.729e-06,5.11,0
articles,20170707,174,669304,26.0,2.085e-05,4.68,0
articles,20200327,299,610219,49.0,3.013e-11,10.52,8
articles,20201106,151,627269,24.07,6.385e-05,4.19,0
maurice,19640716,157,247492,63.44,3.122e-06,5.51,0
maurice,20020920,462,913153,50.59,3.609e-05,4.44,0
scrutin,19460927,71,156428,45.39,4.968e-05,4.3,0
scrutin,19500523,70,134916,51.88,1.027e-05,4.99,0
scrutin,19510423,95,185929,51.09,8.331e-06,5.08,1
scrutin,19550111,92,210335,43.74,5.777e-05,4.24,0
scrutin,19551102,275,241434,113.9,5.077e-14,13.29,3
scrutin,19581010,112,219196,51.1,6.956e-06,5.16,1
scrutin,19850406,244,333118,73.25,6.692e-09,8.17,0
scrutin,20040611,250,591298,42.28,4.798e-05,4.32,0
scrutin,20090605,293,533064,54.97,1.155e-06,5.94,0
scrutin,20190524,283,701472,40.34,8.027e-05,4.1,0
scrutin,20240607,327,676625,48.33,7.622e-06,5.12,0
scientifique,19571108,68,246414,27.6,1.607e-05,4.79,0
scientifique,19691106,98,417937,23.45,9.256e-05,4.03,0
scientifique,19820108,105,406348,25.84,2.01e-05,4.7,0
scientifique,20021227,83,337435,24.6,5.954e-05,4.23,0
scientifique,20200327,160,610219,26.22,9.278e-06,5.03,0
m'a,19450731,39,116418,33.5,7.242e-05,4.14,0
m'a,19601121,88,240952,36.52,4.293e-06,5.37,0
m'a,20220225,274,951901,28.78,5.074e-05,4.29,0
m'a,20221230,141,463369,30.43,3.487e-05,4.46,0
couleurs,19650326,65,286255,22.71,4.467e-09,8.35,0
couleurs,19661206,51,315314,16.17,1.762e-05,4.75,0
couleurs,19670831,90,287392,31.32,1.292e-14,13.89,1
couleurs,19771215,76,466953,16.28,3.584e-06,5.45,0
couleurs,20011130,140,1004567,13.94,1.75e-05,4.76,0
couleurs,20200814,66,416144,15.86,9.584e-06,5.02,0
couleurs,20210625,91,686498,13.26,9.735e-05,4.01,0
retrait,19561103,87,254626,34.17,1.369e-06,5.86,3
retrait,19621126,74,262784,28.16,2.993e-05,4.52,0
retrait,19910223,219,436452,50.18,5.958e-11,10.22,1
retrait,19990608,203,490366,41.4,8.072e-09,8.09,0
retrait,20050812,238,527682,45.1,8.36e-10,9.08,4
retrait,20060407,334,1173473,28.46,6.77e-06,5.17,1
retrait,20080822,164,407819,40.21,2.118e-08,7.67,0
retrait,20181221,162,555528,29.16,7.311e-06,5.14,0
foule,19450511,24,97071,24.72,9.375e-05,4.03,0
foule,19480913,33,135115,24.42,3.574e-05,4.45,0
foule,19490715,34,150709,22.56,8.064e-05,4.09,0
foule,19580516,95,232009,40.95,4.599e-11,10.34,3
foule,19600128,81,252755,32.05,2.466e-08,7.61,2
foule,19601215,58,233566,24.83,5.534e-06,5.26,0
foule,20160715,94,381621,24.63,2.16e-06,5.67,0
charges,19520227,58,180456,32.14,5.773e-07,6.24,0
charges,19540118,50,212529,23.53,6.879e-05,4.16,0
l'application,20140606,235,661571,35.52,3.776e-11,10.42,0
l'application,20200529,141,549740,25.65,2.293e-07,6.64,0
parlé,19450731,22,116418,18.9,4.298e-05,4.37,0
parlé,19510510,31,192675,16.09,6.02e-05,4.22,0
parlé,19541123,43,246823,17.42,5.835e-06,5.23,0
parlé,19560421,53,267875,19.79,2.912e-07,6.54,1
parlé,19601223,39,236606,16.48,1.875e-05,4.73,1
parlé,19620523,58,303788,19.09,3.772e-07,6.42,0
parlé,19630215,40,275948,14.5,9.304e-05,4.03,0
parlé,19661003,55,307369,17.89,1.468e-06,5.83,2
généraux,19450716,61,112631,54.16,7.03e-08,7.15,1
généraux,19580516,79,232009,34.05,3.042e-05,4.52,0
généraux,19610424,187,249277,75.02,2.186e-12,11.66,1
réel,19820713,60,346589,17.31,3.076e-06,5.51,1
union,19480308,35,132563,26.4,1.639e-05,4.79,1
union,19510526,42,186598,22.51,6.571e-05,4.18,0
union,19910827,78,320670,24.32,6.524e-06,5.19,2
union,20220610,156,669677,23.29,4.885e-06,5.31,1
cgt,19680530,402,337018,119.28,2.459e-08,7.61,1
attend,19971014,97,1046187,9.27,4.22e-06,5.37,0
attend,20170707,72,669304,10.76,4.592e-07,6.34,0
attend,20180706,73,710899,10.27,1.366e-06,5.86,1
valeurs,19510224,72,184803,38.96,2.552e-06,5.59,0
valeurs,19520101,79,204687,38.6,2.397e-06,5.62,0
valeurs,19521231,61,195574,31.19,8.64e-05,4.06,0
valeurs,19591226,71,229995,30.87,7.686e-05,4.11,0
valeurs,20010504,295,1027350,28.71,6.01e-05,4.22,0
l'établissement,19550914,54,205932,26.22,7.786e-09,8.11,0
l'établissement,19701107,73,433789,16.83,1.041e-05,4.98,0
l'établissement,19720110,54,320895,16.83,2.333e-05,4.63,0
prenant,19830720,32,322367,9.93,3.12e-05,4.51,0
démission,19560525,75,262987,28.52,2.414e-05,4.62,0
démission,19680530,101,337018,29.97,7.912e-06,5.1,0
démission,19690502,109,415010,26.26,4.5e-05,4.35,0
démission,19740812,109,317528,34.33,8.268e-07,6.08,0
démission,19901225,74,262037,28.24,2.801e-05,4.55,0
démission,19950829,101,384296,26.28,4.815e-05,4.32,0
démission,19991105,121,483614,25.02,7.632e-05,4.12,0
démission,20180831,149,552612,26.96,2.4e-05,4.62,0
association,19560917,73,199686,36.56,2.331e-13,12.63,0
association,19880501,75,388438,19.31,2.088e-06,5.68,0
association,19960104,63,378745,16.63,4.657e-05,4.33,0
association,19970329,134,802101,16.71,8.525e-06,5.07,0
association,19980103,144,411538,34.99,2.372e-15,14.62,0
association,19990103,86,447430,19.22,1.478e-06,5.83,0
association,20000107,115,503422,22.84,1.049e-08,7.98,2
association,20020104,96,594154,16.16,2.888e-05,4.54,0
association,20140606,241,661571,36.43,1.173e-17,16.93,0
vive,19450629,22,97013,22.68,2.162e-05,4.67,0
vive,19580516,58,232009,25.0,4.159e-08,7.38,4
vive,19600128,49,252755,19.39,5.824e-06,5.23,0
vive,19601215,59,233566,25.26,3.142e-08,7.5,0
l'argent,19890210,131,418702,31.29,1.075e-05,4.97,0
bases,19450217,24,74935,32.03,1.383e-05,4.86,0
bases,19510721,72,200487,35.91,3.923e-08,7.41,3
bases,19540322,58,246071,23.57,3.818e-05,4.42,0
bases,19571219,61,221501,27.54,4.507e-06,5.35,1
bases,19600729,48,187806,25.56,2.062e-05,4.69,1
bases,19621101,167,269113,62.06,7.411e-16,15.13,1
méthode,19510115,33,193475,17.06,3.352e-05,4.47,0
méthode,19581120,40,240262,16.65,1.948e-05,4.71,0
solutions,19540902,46,243006,18.93,7.253e-07,6.14,0
opposition,19810620,59,474822,12.43,6.62e-05,4.18,0
fournir,19571116,37,261511,14.15,5.869e-06,5.23,0
dieu,19640109,92,271360,33.9,2.251e-06,5.65,0
dieu,19720819,74,256005,28.91,3.455e-05,4.46,1
dieu,19760821,80,275860,29.0,2.934e-05,4.53,0
dieu,19780708,106,380000,27.89,3.466e-05,4.46,0
dieu,19990720,98,348699,28.1,3.426e-05,4.47,1
dieu,20080912,121,452633,26.73,5.414e-05,4.27,0
l'augmentation,19460724,40,158242,25.28,1.369e-05,4.86,1
d'intérêt,19810715,91,384623,23.66,2.718e-05,4.57,0
d'intérêt,19871023,100,340260,29.39,6.996e-07,6.16,0
d'intérêt,19920917,105,482015,21.78,7.165e-05,4.14,0
d'intérêt,19930805,105,318420,32.98,6.87e-08,7.16,1
commissaire,19450424,32,89029,35.94,2.031e-05,4.69,0
commissaire,19460520,39,115204,33.85,2.287e-05,4.64,0
commissaire,19470203,58,139464,41.59,4.553e-07,6.34,0
commissaire,19500222,66,181034,36.46,2.423e-06,5.62,1
commissaire,19520806,79,236026,33.47,5.901e-06,5.23,2
commissaire,19541005,120,241196,49.75,2.023e-09,8.69,2
commissaire,19560413,89,255171,34.88,2.648e-06,5.58,0
commissaire,19660916,150,332014,45.18,1.011e-08,8.0,0
commissaire,19850305,150,413341,36.29,6.677e-07,6.18,1
associations,19820125,114,403701,28.24,7.171e-05,4.14,0
associations,19921111,165,396466,41.62,7.31e-08,7.14,0
associations,19931207,157,434535,36.13,1.172e-06,5.93,0
associations,19980111,160,497605,32.15,8.078e-06,5.09,0
associations,20010622,328,1158263,28.32,3.589e-05,4.44,0
associations,20061208,138,433509,31.83,1.091e-05,4.96,0
associations,20101029,170,520847,32.64,6.018e-06,5.22,0
erreur,19840406,55,387398,14.2,4.001e-07,6.4,1
erreur,20041001,61,565439,10.79,5.401e-05,4.27,0
erreur,20080425,62,433052,14.32,1.542e-07,6.81,0
perte,20090227,80,438370,18.25,4.066e-05,4.39,1
perte,20100212,86,491349,17.5,6.67e-05,4.18,0
perte,20120113,123,681087,18.06,2.462e-05,4.61,0
aider,20200403,109,622419,17.51,2.996e-07,6.52,5
correspondant,19450424,40,89029,44.93,3.889e-06,5.41,3
supérieure,19510321,40,179765,22.25,6.062e-09,8.22,1
supérieure,19520909,30,210963,14.22,7.338e-05,4.13,0
supérieure,19530926,40,210261,19.02,1.35e-07,6.87,1
supérieure,19710409,53,430241,12.32,6.143e-05,4.21,0
supérieure,20170324,85,698822,12.16,1.969e-05,4.71,0
vingtaine,20031226,51,381586,13.37,2.063e-05,4.69,0
demandes,19460903,28,156373,17.91,3.342e-05,4.48,0
négociation,19550325,75,254287,29.49,7.517e-05,4.12,0
négociation,19600627,101,230853,43.75,1.524e-07,6.82,1
négociation,19610315,101,218171,46.29,5.418e-08,7.27,7
rencontrer,20020412,106,1033613,10.26,1.826e-05,4.74,0
avenir,19580823,30,214766,13.97,1.115e-05,4.95,1
avenir,19591014,28,209581,13.36,3.268e-05,4.49,0
avenir,19630619,38,297069,12.79,1.028e-05,4.99,0
n'avons,20200403,68,622419,10.93,4.174e-05,4.38,0
parisien,19750616,124,437334,28.35,4.281e-07,6.37,2
parisien,19770223,110,436073,25.23,4.065e-06,5.39,1
parisien,20010615,241,1101643,21.88,1.852e-05,4.73,0
seize,19480316,67,133200,50.3,2.685e-14,13.57,7
réactions,19730830,54,308699,17.49,5.031e-05,4.3,0
major,19450528,45,85243,52.79,5.603e-07,6.25,3
major,19490801,71,157770,45.0,1.711e-06,5.77,3
major,19510604,59,163371,36.11,3.785e-05,4.42,0
major,19610424,84,249277,33.7,5.398e-05,4.27,0
major,19620710,111,274372,40.46,4.011e-06,5.4,0
prête,20220225,83,951901,8.72,9.114e-06,5.04,0
sénat,19450724,43,91199,47.15,7.667e-05,4.12,0
sénat,19690423,206,421086,48.92,8.758e-06,5.06,1
sénat,19840714,172,353304,48.68,1.045e-05,4.98,0
sénat,19920621,198,456454,43.38,4.295e-05,4.37,0
sénat,20080919,186,444806,41.82,6.855e-05,4.16,0
fallu,20001110,70,742667,9.43,4.566e-05,4.34,0
prochaines,19450901,16,86655,18.46,5.733e-05,4.24,1
tableau,19460110,41,108914,37.64,2.537e-12,11.6,0
tableau,19520424,34,183079,18.57,9.494e-06,5.02,0
tableau,19580206,49,215257,22.76,3.491e-08,7.46,1
tableau,19740102,58,311531,18.62,7.273e-07,6.14,0
tableau,19760204,59,392595,15.03,2.777e-05,4.56,0
tableau,19881215,77,410040,18.78,1.859e-07,6.73,1
tableau,19980530,68,427579,15.9,7.157e-06,5.15,0
tableau,20010727,110,800809,13.74,3.066e-05,4.51,0
nationaux,19531021,47,246756,19.05,7.689e-06,5.11,0
nationaux,19590408,39,229275,17.01,6.936e-05,4.16,0
complète,19450731,19,116418,16.32,7.948e-05,4.1,0
complète,19880319,52,392631,13.24,1.134e-05,4.95,0
physique,19461218,37,139247,26.57,2.601e-06,5.58,0
physique,19690825,80,313000,25.56,2.123e-07,6.67,0
physique,20050701,164,832332,19.7,7.122e-06,5.15,0
physique,20180622,141,680172,20.73,3.42e-06,5.47,0
physique,20190614,141,643501,21.91,1.174e-06,5.93,1
physique,20200515,97,547131,17.73,7.891e-05,4.1,0
adressé,19441230,24,80686,29.74,1.545e-06,5.81,2
adressé,19561103,52,254626,20.42,9.331e-06,5.03,0
adressé,19580516,41,232009,17.67,9.814e-05,4.01,0
adressé,19600128,47,252755,18.6,3.991e-05,4.4,0
adressé,19610218,48,256977,18.68,3.602e-05,4.44,0
page,20001006,155,638932,24.26,1.884e-06,5.72,1
page,20010713,229,1042167,21.97,7.453e-06,5.13,0
normal,19550103,37,224295,16.5,2.427e-06,5.61,0
normal,19670106,36,261805,13.75,4.034e-05,4.39,0
normal,20200327,82,610219,13.44,3.301e-06,5.48,1
découvert,20100521,78,534608,14.59,2.204e-07,6.66,0
découvert,20110812,76,427244,17.79,1.609e-09,8.79,0
traitement,20100716,82,431848,18.99,9.086e-05,4.04,0
