mot,date,X_t,N_t,f_t,p_t,surprise
l'échec,19471217,22,91397,24.07,3.175e-06,5.50
l'échec,19540825,65,223806,29.04,2.744e-11,10.56
l'échec,19540910,33,210496,15.68,7.970e-05,4.10
l'échec,19540918,31,197679,15.68,9.856e-05,4.01
l'échec,19551118,32,206166,15.52,9.963e-05,4.00
l'échec,19600517,38,216042,17.59,1.057e-05,4.98
l'échec,19600525,89,222997,39.91,6.659e-17,16.18
l'échec,19600602,48,228284,21.03,2.129e-07,6.67
l'échec,19600618,38,216436,17.56,1.084e-05,4.96
l'échec,19630130,55,285026,19.30,5.286e-07,6.28
l'échec,19630207,56,266609,21.00,1.011e-07,7.00
l'échec,19650624,51,330345,15.44,2.476e-05,4.61
l'échec,19650702,73,302921,24.10,1.344e-09,8.87
l'échec,19650710,43,280691,15.32,4.547e-05,4.34
l'échec,19750329,60,380846,15.75,1.161e-05,4.94
l'échec,19770404,57,399781,14.26,5.722e-05,4.24
l'échec,19800429,91,517421,17.59,5.392e-07,6.27
l'échec,19830601,56,378269,14.80,3.515e-05,4.45
l'échec,19840321,64,434822,14.72,2.771e-05,4.56
l'échec,19910110,60,413111,14.52,3.912e-05,4.41
l'échec,19910827,103,320670,32.12,3.746e-14,13.43
l'échec,20050617,121,808943,14.96,6.128e-06,5.21
match,19980620,427,599128,71.27,2.454e-06,5.61
match,19980628,425,622052,68.32,4.464e-06,5.35
match,20020607,775,1064635,72.79,1.575e-06,5.80
match,20060609,301,546613,55.07,6.955e-05,4.16
match,20060616,402,460708,87.26,9.816e-08,7.01
match,20060623,345,478935,72.03,2.251e-06,5.65
match,20060707,293,409716,71.51,2.659e-06,5.58
match,20100611,311,572120,54.36,7.943e-05,4.10
match,20100618,403,609512,66.12,7.068e-06,5.15
match,20100625,344,546680,62.93,1.401e-05,4.85
match,20140613,373,648973,57.48,4.097e-05,4.39
match,20140620,462,657145,70.30,2.923e-06,5.53
match,20140627,386,640351,60.28,2.316e-05,4.64
match,20140704,350,601770,58.16,3.622e-05,4.44
match,20160610,384,718359,53.46,9.115e-05,4.04
match,20160617,403,753199,53.51,8.948e-05,4.05
match,20180713,346,620479,55.76,5.865e-05,4.23
match,20221125,393,719312,54.64,7.166e-05,4.14
change,19451225,31,135480,22.88,2.164e-05,4.66
change,19480110,38,143514,26.48,1.154e-06,5.94
change,19480127,46,139293,33.02,8.397e-09,8.08
change,19481015,33,131299,25.13,4.831e-06,5.32
change,19490919,35,141318,24.77,4.520e-06,5.34
change,19560131,38,186234,20.40,4.363e-05,4.36
change,19681126,83,427984,19.39,1.238e-05,4.91
change,19710818,71,263298,26.97,5.044e-08,7.30
change,19710903,74,326358,22.67,1.183e-06,5.93
change,19871023,80,340260,23.51,4.891e-07,6.31
change,19930805,60,318420,18.84,3.717e-05,4.43
change,19980429,121,666855,18.14,1.958e-05,4.71
change,19990103,82,447430,18.33,3.007e-05,4.52
arabe,19480426,60,122325,49.05,8.962e-05,4.05
arabe,19580206,111,215257,51.57,2.979e-05,4.53
arabe,19580712,125,252115,49.58,4.279e-05,4.37
arabe,19580721,120,219991,54.55,1.447e-05,4.84
arabe,19580814,116,222785,52.07,2.580e-05,4.59
arabe,19580823,108,214766,50.29,4.034e-05,4.39
arabe,19670605,236,339203,69.57,2.793e-07,6.55
arabe,19670613,282,370741,76.06,5.304e-08,7.28
arabe,19670620,144,310791,46.33,8.259e-05,4.08
arabe,19700928,245,409197,59.87,2.717e-06,5.57
arabe,19731129,203,398955,50.88,2.466e-05,4.61
arabe,19771119,234,514142,45.51,8.285e-05,4.08
arabe,19900814,263,291543,90.21,1.953e-09,8.71
arabe,19910117,191,412237,46.33,7.320e-05,4.14
vivant,20210730,109,504717,21.60,1.653e-10,9.78
vivant,20210806,74,475792,15.55,2.471e-06,5.61
vivant,20210924,81,611673,13.24,3.497e-05,4.46
el,19470603,95,137448,69.12,3.232e-11,10.49
el,19520917,66,208566,31.64,5.864e-05,4.23
el,19620326,145,282562,51.32,8.478e-09,8.07
el,19690825,106,313000,33.87,1.436e-05,4.84
el,19700928,138,409197,33.72,1.184e-05,4.93
el,19710727,101,316358,31.93,3.233e-05,4.49
el,19760813,88,279059,31.53,4.332e-05,4.36
el,20000616,186,619427,30.03,4.493e-05,4.35
el,20000811,693,416841,166.25,1.251e-32,31.90
el,20060609,193,546613,35.31,4.734e-06,5.32
el,20160325,189,632401,29.89,4.730e-05,4.33
chaîne,19851120,182,318054,57.22,3.978e-05,4.40
métier,20110902,106,596347,17.77,4.714e-05,4.33
médecin,19531217,55,244786,22.47,7.579e-05,4.12
médecin,19780818,71,299554,23.70,2.219e-05,4.65
médecin,19900915,124,432123,28.70,2.910e-07,6.54
médecin,19931130,104,416226,24.99,4.930e-06,5.31
médecin,19940802,88,275763,31.91,8.027e-08,7.10
médecin,19960119,101,479256,21.07,6.832e-05,4.17
médecin,19980731,89,393704,22.61,2.993e-05,4.52
médecin,20041217,108,465278,23.21,1.521e-05,4.82
médecin,20070727,100,324153,30.85,1.111e-07,6.95
médecin,20200320,156,644636,24.20,4.831e-06,5.32
médecin,20200327,168,610219,27.53,3.999e-07,6.40
médecin,20200403,187,622419,30.04,5.402e-08,7.27
autorité,19500616,54,185879,29.05,1.533e-06,5.81
autorité,19500624,77,186077,41.38,8.551e-10,9.07
autorité,19510321,68,179765,37.83,8.650e-09,8.06
autorité,19510423,43,185929,23.13,4.930e-05,4.31
autorité,19511129,59,175704,33.58,1.219e-07,6.91
autorité,19511207,52,179921,28.90,1.833e-06,5.74
autorité,19520814,65,179224,36.27,2.255e-08,7.65
autorité,19521028,50,187978,26.60,6.358e-06,5.20
autorité,19530116,60,208362,28.80,1.321e-06,5.88
autorité,19530210,50,202470,24.70,1.645e-05,4.78
autorité,19530423,64,186362,34.34,6.330e-08,7.20
autorité,19530502,44,186032,23.65,3.638e-05,4.44
autorité,19530620,48,217765,22.04,6.794e-05,4.17
autorité,19531209,55,247947,22.18,4.978e-05,4.30
autorité,19540118,78,212529,36.70,9.588e-09,8.02
autorité,19540407,52,246457,21.10,9.605e-05,4.02
autorité,19540519,152,247719,61.36,5.951e-16,15.23
autorité,19541201,54,248884,21.70,6.617e-05,4.18
autorité,19541225,58,262276,22.11,4.726e-05,4.33
autorité,19550119,47,216540,21.70,8.364e-05,4.08
autorité,19550204,61,226101,26.98,3.274e-06,5.48
autorité,19550221,93,249083,37.34,3.875e-09,8.41
autorité,19550505,52,244282,21.29,8.713e-05,4.06
autorité,19550513,53,243078,21.80,6.456e-05,4.19
autorité,19550531,55,232596,23.65,2.318e-05,4.63
autorité,19560509,53,241083,21.98,5.878e-05,4.23
autorité,19590218,73,243867,29.93,4.438e-07,6.35
autorité,19590226,61,233680,26.10,5.191e-06,5.28
autorité,19590416,72,225662,31.91,1.587e-07,6.80
autorité,19590512,46,213335,21.56,9.338e-05,4.03
autorité,19820406,87,428412,20.31,7.611e-05,4.12
disparition,19530305,39,195757,19.92,2.229e-07,6.65
disparition,19700928,75,409197,18.33,2.528e-08,7.60
disparition,19701116,68,465367,14.61,4.159e-06,5.38
disparition,19760914,52,384547,13.52,3.646e-05,4.44
disparition,20060106,111,786616,14.11,2.031e-06,5.69
disparition,20061215,58,458867,12.64,7.380e-05,4.13
disparition,20171222,63,502676,12.53,6.793e-05,4.17
disparition,20181019,96,673991,14.24,2.421e-06,5.62
disparition,20190802,57,428911,13.29,3.603e-05,4.44
justement,20220225,106,951901,11.14,1.582e-10,9.80
traduit,19890522,76,441416,17.22,3.829e-07,6.42
traduit,19910618,118,487601,24.20,4.076e-12,11.39
traduit,19930626,63,481606,13.08,9.803e-05,4.01
traduit,19940625,84,421940,19.91,8.485e-09,8.07
traduit,19950625,99,462043,21.43,4.989e-10,9.30
traduit,19970720,120,427244,28.09,1.708e-14,13.77
traduit,19981104,138,538243,25.64,1.921e-13,12.72
traduit,19981204,101,591259,17.08,1.588e-07,6.80
traduit,20020322,151,947796,15.93,2.645e-07,6.58
traduit,20030321,87,632832,13.75,2.024e-05,4.69
traduit,20050826,76,597154,12.73,9.815e-05,4.01
traduit,20090313,61,428065,14.25,2.792e-05,4.55
couleur,19810715,52,384623,13.52,6.038e-05,4.22
couleur,19900420,42,294198,14.28,5.593e-05,4.25
couleur,20011123,130,1076714,12.07,5.005e-05,4.30
couleur,20160812,83,494490,16.78,1.884e-07,6.72
couleur,20200814,64,416144,15.38,3.265e-06,5.49
prévues,19480811,24,146880,16.34,1.679e-05,4.77
prévues,19550325,38,254287,14.94,5.445e-06,5.26
prévues,19581223,29,205420,14.12,3.892e-05,4.41
prévues,19690329,50,417062,11.99,4.910e-05,4.31
l'hôpital,19470619,37,138339,26.75,9.744e-05,4.01
l'hôpital,20040102,114,366160,31.13,1.411e-06,5.85
l'hôpital,20090102,80,300847,26.59,2.479e-05,4.61
l'hôpital,20090109,114,439733,25.92,2.266e-05,4.64
l'hôpital,20191115,153,616228,24.83,3.168e-05,4.50
l'hôpital,20200313,158,681002,23.20,7.614e-05,4.12
l'hôpital,20200320,223,644636,34.59,8.621e-08,7.06
l'hôpital,20200327,275,610219,45.07,1.336e-10,9.87
l'hôpital,20200403,338,622419,54.30,3.556e-13,12.45
l'hôpital,20200410,181,538176,33.63,1.904e-07,6.72
l'hôpital,20200417,188,585006,32.14,4.285e-07,6.37
l'hôpital,20200424,160,558650,28.64,3.654e-06,5.44
l'hôpital,20200501,186,547632,33.96,1.524e-07,6.82
l'hôpital,20200508,139,553513,25.11,2.922e-05,4.53
l'hôpital,20200515,170,547131,31.07,8.752e-07,6.06
l'hôpital,20200612,189,621758,30.40,1.153e-06,5.94
l'hôpital,20211231,133,539062,24.67,3.852e-05,4.41
l'hôpital,20231117,189,685110,27.59,5.734e-06,5.24
complet,19600317,32,244001,13.11,2.236e-05,4.65
complet,19600406,30,215973,13.89,1.415e-05,4.85
complet,19601019,32,220595,14.51,5.508e-06,5.26
complet,19610926,34,239393,14.20,5.415e-06,5.27
battu,19480803,30,144632,20.74,6.002e-05,4.22
battu,19490416,37,144458,25.61,2.219e-06,5.65
battu,19490801,33,157770,20.92,4.099e-05,4.39
battu,19490817,41,151612,27.04,6.724e-07,6.17
battu,19500404,31,151375,20.48,6.235e-05,4.21
battu,19500428,38,181466,20.94,2.680e-05,4.57
battu,19520729,65,225002,28.89,3.554e-08,7.45
battu,19950704,106,470068,22.55,8.608e-07,6.07
battu,20080314,98,536599,18.26,2.493e-05,4.60
battu,20160812,83,494490,16.78,9.102e-05,4.04
attendu,19530629,30,241460,12.42,4.213e-05,4.38
attendu,20090116,57,429060,13.28,3.828e-07,6.42
attendu,20220218,84,826097,10.17,1.730e-05,4.76
assemblée,19450707,40,69469,57.58,1.494e-08,7.83
assemblée,19450724,43,91199,47.15,2.282e-07,6.64
assemblée,19450731,55,116418,47.24,9.494e-08,7.02
assemblée,19460503,48,121688,39.45,1.909e-06,5.72
assemblée,19460911,64,156146,40.99,5.499e-07,6.26
assemblée,19461115,38,129476,29.35,9.189e-05,4.04
assemblée,19560106,59,196889,29.97,3.608e-05,4.44
assemblée,19680522,143,346177,41.31,1.162e-07,6.93
assemblée,19680530,110,337018,32.64,5.876e-06,5.23
assemblée,20170616,191,730716,26.14,6.449e-05,4.19
maladie,19960403,146,416436,35.06,1.834e-05,4.74
maladie,20011026,416,1139684,36.50,5.811e-06,5.24
maladie,20200320,203,644636,31.49,6.176e-05,4.21
maladie,20200403,225,622419,36.15,8.843e-06,5.05
limiter,20200313,124,681002,18.21,1.932e-10,9.71
limiter,20200320,105,644636,16.29,9.862e-09,8.01
limiter,20200327,81,610219,13.27,2.770e-06,5.56
limiter,20200403,86,622419,13.82,1.009e-06,6.00
limiter,20200410,65,538176,12.08,2.961e-05,4.53
limiter,20200417,74,585006,12.65,9.102e-06,5.04
l'ancienne,19810620,68,474822,14.32,4.611e-05,4.34
l'ancienne,20170630,93,646721,14.38,2.337e-05,4.63
installé,20220225,106,951901,11.14,5.792e-05,4.24
renoncer,19611028,28,234736,11.93,1.819e-05,4.74
bureaux,19730303,67,394032,17.00,2.723e-05,4.56
bureaux,19880619,131,389967,33.59,5.791e-13,12.24
bureaux,19881004,78,452005,17.26,1.601e-05,4.80
bureaux,19891105,86,368751,23.32,5.290e-08,7.28
bureaux,19901024,81,416384,19.45,2.054e-06,5.69
bureaux,19921018,75,457943,16.38,3.765e-05,4.42
bureaux,20041105,99,559779,17.69,6.888e-06,5.16
bureaux,20050128,152,500452,30.37,7.294e-12,11.14
bureaux,20170120,118,694781,16.98,1.022e-05,4.99
trouvait,19530124,33,215120,15.34,2.089e-05,4.68
soutenu,19621109,35,288058,12.15,4.871e-05,4.31
soutenu,20080314,79,536599,14.72,1.689e-08,7.77
soutenu,20200626,70,618794,11.31,9.600e-06,5.02
discuter,19680522,47,346177,13.58,1.184e-05,4.93
préfet,19670627,193,303190,63.66,2.617e-07,6.58
préfet,19670908,137,320691,42.72,7.155e-05,4.15
préfet,19711225,158,277467,56.94,1.740e-06,5.76
préfet,19730602,214,408659,52.37,4.664e-06,5.33
préfet,19740615,213,450866,47.24,1.797e-05,4.75
préfet,19770420,321,461354,69.58,3.756e-08,7.43
préfet,19780425,192,441561,43.48,5.020e-05,4.30
préfet,19810707,403,443416,90.89,9.838e-11,10.01
préfet,19810808,159,291596,54.53,3.211e-06,5.49
préfet,19850305,309,413341,74.76,9.566e-09,8.02
préfet,19850731,192,345915,55.50,2.187e-06,5.66
préfet,19980715,348,485306,71.71,2.008e-08,7.70
préfet,19990502,361,528499,68.31,4.945e-08,7.31
préfet,19990511,515,668303,77.06,3.726e-09,8.43
préfet,19990525,280,463438,60.42,4.768e-07,6.32
construit,20220225,127,951901,13.34,1.101e-09,8.96
tiré,19541123,34,246823,13.78,3.191e-06,5.50
tiré,19601231,29,238527,12.16,5.258e-05,4.28
tiré,19610109,36,228747,15.74,2.070e-07,6.68
tiré,19610202,41,252700,16.22,3.768e-08,7.42
tiré,19610210,32,230260,13.90,4.162e-06,5.38
tiré,19630223,30,252544,11.88,6.016e-05,4.22
anniversaire,19450226,18,75971,23.69,4.272e-05,4.37
anniversaire,19650420,47,289966,16.21,8.387e-05,4.08
anniversaire,19650514,53,296830,17.86,1.783e-05,4.75
anniversaire,20040604,119,581446,20.47,2.868e-07,6.54
anniversaire,20080425,66,433052,15.24,9.402e-05,4.03
découvrir,19880319,57,392631,14.52,3.885e-06,5.41
découvrir,19890325,53,388058,13.66,1.506e-05,4.82
découvrir,20150710,81,672041,12.05,3.514e-05,4.45
découvrir,20220225,133,951901,13.97,5.007e-07,6.30
précédente,19670406,39,331536,11.76,1.425e-05,4.85
précédente,20001103,67,591363,11.33,1.803e-06,5.74
banques,19451130,161,121341,132.68,1.794e-10,9.75
banques,20080919,319,444806,71.72,6.634e-06,5.18
banques,20080926,295,471275,62.60,3.807e-05,4.42
banques,20081003,516,456863,112.94,1.919e-09,8.72
banques,20081010,802,462993,173.22,1.011e-14,14.00
banques,20081017,393,453652,86.63,3.558e-07,6.45
banques,20081024,342,431610,79.24,1.548e-06,5.81
banques,20081031,283,430399,65.75,2.129e-05,4.67
banques,20110916,469,654290,71.68,5.983e-06,5.22
banques,20110923,409,711537,57.48,9.307e-05,4.03
garantie,19520219,45,215025,20.93,5.956e-06,5.23
garantie,19520416,38,194280,19.56,2.539e-05,4.60
garantie,19520424,43,183079,23.49,1.288e-06,5.89
garantie,19520525,56,182287,30.72,2.956e-09,8.53
garantie,19560816,39,206903,18.85,3.717e-05,4.43
garantie,19710710,102,334539,30.49,1.783e-10,9.75
garantie,19710719,114,311243,36.63,6.003e-13,12.22
garantie,19710727,56,316358,17.70,3.322e-05,4.48
garantie,19710804,85,311311,27.30,5.152e-09,8.29
garantie,19710826,55,288177,19.09,1.231e-05,4.91
garantie,19710928,102,426151,23.94,4.824e-08,7.32
garantie,19711201,65,396250,16.40,6.771e-05,4.17
garantie,20081003,98,456863,21.45,4.579e-07,6.34
garantie,20081010,160,462993,34.56,7.667e-13,12.12
garantie,20081017,76,453652,16.75,3.939e-05,4.40
d'administration,19451130,44,121341,36.26,1.746e-07,6.76
avance,19450124,15,61155,24.53,1.022e-05,4.99
avance,19450330,17,94939,17.91,9.199e-05,4.04
avance,19450416,18,87678,20.53,1.597e-05,4.80
avance,19450503,18,93625,19.23,3.189e-05,4.50
protéger,20200313,130,681002,19.09,8.619e-05,4.06
alain,19920326,371,518800,71.51,1.748e-05,4.76
alain,19930326,599,722293,82.93,2.311e-06,5.64
alain,19970524,370,585892,63.15,7.046e-05,4.15
alain,19980319,428,575397,74.38,1.047e-05,4.98
alain,20161125,464,704610,65.85,4.318e-05,4.36
bénéfice,19471225,31,92958,33.35,5.808e-08,7.24
bénéfice,19480102,34,102978,33.02,3.565e-08,7.45
bénéfice,19510216,38,181609,20.92,1.676e-05,4.78
bénéfice,20120727,92,527913,17.43,2.763e-05,4.56
beaux,19560208,44,218553,20.13,5.363e-09,8.27
beaux,19680702,56,377480,14.84,5.827e-07,6.23
beaux,19890325,45,388058,11.60,9.547e-05,4.02
local,19891112,78,426046,18.31,1.166e-05,4.93
local,19941105,73,456549,15.99,9.606e-05,4.02
objet,20230210,58,621242,9.34,7.438e-05,4.13
bénéficier,20231222,58,540293,10.73,3.174e-05,4.50
naturel,19550812,30,222306,13.49,9.149e-05,4.04
naturel,19720710,72,370634,19.43,1.139e-09,8.94
naturel,19830609,65,408158,15.93,1.953e-07,6.71
pétrole,19561214,136,238288,57.07,4.155e-05,4.38
pétrole,19731113,227,427254,53.13,7.316e-05,4.14
pétrole,19731129,235,398955,58.90,2.240e-05,4.65
pétrole,19731208,358,469292,76.29,5.305e-07,6.28
pétrole,19731217,275,467562,58.82,2.161e-05,4.67
pétrole,19731225,331,362231,91.38,2.402e-08,7.62
pétrole,19740102,254,311531,81.53,2.146e-07,6.67
pétrole,19740110,361,399439,90.38,2.810e-08,7.55
pétrole,19740118,242,425161,56.92,3.319e-05,4.48
pétrole,19740126,277,405287,68.35,3.048e-06,5.52
pétrole,19740204,287,411830,69.69,2.279e-06,5.64
pétrole,19740212,217,341981,63.45,9.198e-06,5.04
pétrole,19790626,271,498226,54.39,5.370e-05,4.27
pétrole,19900814,185,291543,63.46,9.945e-06,5.00
producteurs,19630705,105,266824,39.35,1.179e-08,7.93
producteurs,19731208,127,469292,27.06,7.248e-06,5.14
producteurs,19731225,84,362231,23.19,9.512e-05,4.02
producteurs,19740110,161,399439,40.31,2.535e-09,8.60
producteurs,19740126,93,405287,22.95,9.694e-05,4.01
producteurs,19740204,123,411830,29.87,1.561e-06,5.81
producteurs,19740212,145,341981,42.40,9.638e-10,9.02
producteurs,19741221,99,431802,22.93,9.204e-05,4.04
producteurs,19990825,90,345229,26.07,1.911e-05,4.72
tribune,20150911,406,641565,63.28,2.890e-11,10.54
tribune,20180112,198,597177,33.16,1.161e-05,4.94
simples,19700903,37,383080,9.66,8.133e-05,4.09
simples,19840901,40,345798,11.57,2.797e-06,5.55
langage,19640227,59,297199,19.85,6.365e-05,4.20
langage,19711013,62,323982,19.14,9.197e-05,4.04
langage,19761026,96,437105,21.96,6.910e-06,5.16
légèrement,19580814,26,222785,11.67,4.151e-05,4.38
légèrement,19610808,27,223505,12.08,2.066e-05,4.68
légèrement,20180810,41,415741,9.86,4.163e-05,4.38
présidents,19470117,29,140530,20.64,7.608e-05,4.12
présidents,19480119,52,133652,38.91,1.631e-10,9.79
présidents,19480701,28,130522,21.45,5.623e-05,4.25
présidents,19480726,34,143858,23.63,8.604e-06,5.07
présidents,19640408,55,271334,20.27,1.504e-05,4.82
présidents,19670406,69,331536,20.81,6.036e-06,5.22
présidents,19760427,83,476474,17.42,5.562e-05,4.25
présidents,19920326,94,518800,18.12,2.713e-05,4.57
présidents,19980327,127,625128,20.32,2.978e-06,5.53
présidents,20060407,195,1173473,16.62,4.686e-05,4.33
classes,19590911,60,220735,27.18,1.490e-05,4.83
classes,19630917,112,287622,38.94,7.488e-09,8.13
classes,19630925,75,291759,25.71,2.113e-05,4.68
classes,19640919,109,292029,37.33,1.952e-08,7.71
classes,19650522,69,278884,24.74,3.961e-05,4.40
classes,19650930,111,304362,36.47,2.999e-08,7.52
classes,19680921,109,367785,29.64,1.398e-06,5.85
classes,19830907,78,333378,23.40,6.715e-05,4.17
classes,20230901,173,599828,28.84,1.223e-06,5.91
canada,19450901,57,86655,65.78,6.448e-13,12.19
canada,19510406,48,169628,28.30,1.154e-05,4.94
canada,19540910,189,210496,89.79,2.117e-22,21.67
canada,19571015,85,230605,36.86,3.525e-08,7.45
canada,19600422,90,240813,37.37,2.280e-08,7.64
canada,19640117,94,277652,33.86,1.353e-07,6.87
canada,19670721,162,306507,52.85,6.012e-13,12.22
canada,19670729,203,310026,65.48,1.454e-16,15.84
canada,19670807,100,263431,37.96,1.238e-08,7.91
canada,19670815,82,259592,31.59,6.242e-07,6.20
canada,19671011,86,349862,24.58,2.498e-05,4.60
canada,19671129,107,345445,30.97,5.125e-07,6.29
canada,19690215,98,409465,23.93,3.036e-05,4.52
canada,19720905,94,349437,26.90,6.164e-06,5.21
canada,19741024,117,396914,29.48,1.037e-06,5.98
canada,19741205,160,453507,35.28,2.069e-08,7.68
canada,19951031,156,476629,32.73,9.961e-08,7.00
canada,20100226,127,481130,26.40,5.531e-06,5.26
canada,20161104,126,577992,21.80,8.040e-05,4.09
rencontré,20061201,46,423441,10.86,4.855e-05,4.31
rencontré,20170728,57,486784,11.71,5.490e-06,5.26
touche,20190712,81,555096,14.59,4.228e-06,5.37
touche,20220225,115,951901,12.08,5.651e-05,4.25
absolument,19540330,26,241824,10.75,4.298e-05,4.37
supplémentaire,19781219,45,454410,9.90,9.985e-05,4.00
supplémentaire,19970211,91,984069,9.25,3.332e-05,4.48
supplémentaire,20140425,58,557010,10.41,1.569e-05,4.80
gaz,19581223,117,205420,56.96,2.036e-06,5.69
gaz,20051230,404,579903,69.67,2.235e-08,7.65
gaz,20060106,415,786616,52.76,2.819e-06,5.55
gaz,20090102,135,300847,44.87,4.175e-05,4.38
gaz,20090109,280,439733,63.68,1.535e-07,6.81
gaz,20220304,298,672345,44.32,3.384e-05,4.47
gaz,20220311,304,716809,42.41,5.734e-05,4.24
gaz,20220429,270,592995,45.53,2.497e-05,4.60
gaz,20220729,331,713735,46.38,1.845e-05,4.73
gaz,20220826,371,883783,41.98,6.159e-05,4.21
gaz,20220902,520,1029468,50.51,5.045e-06,5.30
gaz,20220930,301,670292,44.91,2.867e-05,4.54
défaite,19450217,21,74935,28.02,3.733e-05,4.43
défaite,19450816,29,115147,25.19,3.226e-05,4.49
défaite,20020607,193,1064635,18.13,8.642e-05,4.06
défaite,20020614,318,1283033,24.79,4.442e-07,6.35
défaite,20020621,250,1231064,20.31,1.529e-05,4.82
défaite,20040326,149,723999,20.58,1.789e-05,4.75
défaite,20070504,114,471964,24.15,2.019e-06,5.69
défaite,20070615,133,605132,21.98,7.466e-06,5.13
défaite,20080314,141,536599,26.28,3.374e-07,6.47
défaite,20100319,125,575629,21.72,9.599e-06,5.02
défaite,20100625,117,546680,21.40,1.283e-05,4.89
défaite,20120622,174,652950,26.65,1.931e-07,6.71
défaite,20140328,130,654039,19.88,3.304e-05,4.48
défaite,20140711,111,569210,19.50,4.958e-05,4.30
défaite,20150327,127,669445,18.97,6.307e-05,4.20
manifeste,19460826,40,168567,23.73,9.771e-08,7.01
manifeste,19471201,15,69475,21.59,8.895e-05,4.05
manifeste,19500616,56,185879,30.13,9.198e-11,10.04
manifeste,19560430,42,242341,17.33,9.748e-06,5.01
manifeste,19580721,37,219991,16.82,2.228e-05,4.65
manifeste,19601003,52,234568,22.17,8.181e-08,7.09
manifeste,19601011,45,204946,21.96,1.944e-07,6.71
manifeste,19700203,58,401249,14.45,4.829e-05,4.32
manifeste,19700210,90,385211,23.36,2.503e-09,8.60
manifeste,19700218,114,416165,27.39,1.500e-11,10.82
manifeste,19700528,65,413793,15.71,1.172e-05,4.93
manifeste,19730207,66,412547,16.00,8.600e-06,5.07
manifeste,19770822,53,302705,17.51,3.943e-06,5.40
manifeste,19770907,67,373113,17.96,1.298e-06,5.89
code,19581223,67,205420,32.62,1.356e-07,6.87
code,19890508,107,333268,32.11,4.466e-08,7.35
code,20060519,92,441760,20.83,8.473e-05,4.07
code,20160311,154,703241,21.90,2.435e-05,4.61
code,20170609,146,708899,20.60,6.226e-05,4.21
code,20170901,135,615498,21.93,2.692e-05,4.57
code,20170915,173,635875,27.21,5.174e-07,6.29
code,20170922,153,717284,21.33,3.622e-05,4.44
code,20171027,134,595552,22.50,1.847e-05,4.73
films,20000512,313,609052,51.39,7.339e-05,4.13
films,20080523,298,515105,57.85,1.729e-05,4.76
films,20110513,323,624171,51.75,6.716e-05,4.17
posé,19561026,26,253380,10.26,4.648e-05,4.33
posé,19690723,33,355927,9.27,4.584e-05,4.34
posé,20220225,88,951901,9.24,1.497e-07,6.82
hauteur,20150320,136,701465,19.39,2.389e-06,5.62
commerciale,20250411,100,636051,15.72,3.370e-05,4.47
commerciale,20250418,104,610794,17.03,9.447e-06,5.02
l'exercice,19490408,25,146161,17.10,1.572e-05,4.80
l'exercice,19491013,30,173696,17.27,4.588e-06,5.34
l'exercice,19520618,45,240383,18.72,8.679e-08,7.06
l'exercice,19580610,36,234853,15.33,9.669e-06,5.01
l'exercice,19600705,36,263999,13.64,5.124e-05,4.29
l'exercice,20100618,94,609512,15.42,1.241e-07,6.91
japonais,19450124,33,61155,53.96,1.818e-05,4.74
japonais,19450226,35,75971,46.07,7.995e-05,4.10
japonais,19450314,48,74494,64.43,6.983e-07,6.16
japonais,19450322,36,73564,48.94,4.104e-05,4.39
japonais,19450407,48,74241,64.65,6.657e-07,6.18
japonais,19450511,43,97071,44.30,8.010e-05,4.10
japonais,19450605,45,103719,43.39,9.158e-05,4.04
japonais,19450724,44,91199,48.25,3.135e-05,4.50
japonais,19450808,43,95904,44.84,7.085e-05,4.15
japonais,19450816,121,115147,105.08,1.879e-12,11.73
japonais,19450824,87,96114,90.52,2.388e-10,9.62
japonais,19450901,97,86655,111.94,8.982e-13,12.05
japonais,19450910,79,115772,68.24,7.497e-08,7.13
japonais,19450926,60,113073,53.06,5.601e-06,5.25
japonais,19510816,94,143349,65.57,1.009e-07,7.00
japonais,19510824,96,130898,73.34,1.293e-08,7.89
japonais,19620118,140,271502,51.56,2.619e-06,5.58
japonais,19630603,126,297135,42.40,3.767e-05,4.42
japonais,19820414,194,399796,48.52,4.895e-06,5.31
japonais,19900721,114,279980,40.72,6.471e-05,4.19
japonais,19950804,134,310962,43.09,2.976e-05,4.53
japonais,20110318,395,654586,60.34,9.372e-08,7.03
indépendant,19521121,34,187094,18.17,2.914e-05,4.54
indépendant,19550419,48,212157,22.62,3.670e-07,6.44
indépendant,19581120,39,240262,16.23,7.407e-05,4.13
indépendant,19590323,43,240343,17.89,1.704e-05,4.77
indépendant,19620623,48,280143,17.13,2.221e-05,4.65
indépendant,19621101,46,269113,17.09,2.559e-05,4.59
indépendant,19621109,62,288058,21.52,3.250e-07,6.49
indépendant,19621117,51,256289,19.90,2.235e-06,5.65
indépendant,19621126,75,262784,28.54,4.918e-10,9.31
indépendant,19640314,68,291021,23.37,5.205e-08,7.28
indépendant,19670216,61,331819,18.38,4.431e-06,5.35
indépendant,19670224,61,351827,17.34,1.052e-05,4.98
situé,20150501,29,211769,13.69,3.812e-05,4.42
salaire,19460724,47,158242,29.70,1.928e-06,5.71
salaire,19460801,43,163052,26.37,1.379e-05,4.86
salaire,19480102,29,102978,28.16,2.351e-05,4.63
salaire,19500821,36,146466,24.58,5.559e-05,4.26
salaire,19500829,57,161101,35.38,4.826e-08,7.32
salaire,19510321,87,179765,48.40,4.412e-12,11.36
