mot,date,X_t,N_t,f_t,p_t,surprise
versailles,19820611,111,478825,23.18,1.413e-08,7.85
versailles,19840305,61,397633,15.34,2.704e-05,4.57
versailles,19920621,68,456454,14.90,3.266e-05,4.49
versailles,20080718,57,326762,17.44,6.085e-06,5.22
versailles,20090619,67,479136,13.98,6.947e-05,4.16
versailles,20151113,92,693979,13.26,9.054e-05,4.04
explications,19500328,17,178890,9.50,9.390e-05,4.03
explications,19531021,22,246756,8.92,4.976e-05,4.30
explications,19641022,24,295900,8.11,9.207e-05,4.04
explications,19830907,34,333378,10.20,1.035e-06,5.99
l'opéra,19590818,46,217155,21.18,4.706e-05,4.33
l'opéra,19660216,92,308950,29.78,9.990e-08,7.00
l'opéra,19940902,114,451216,25.27,1.057e-06,5.98
l'opéra,20070216,165,470771,35.05,1.213e-09,8.92
l'opéra,20190208,148,640998,23.09,3.137e-06,5.50
l'assistance,19490408,22,146161,15.05,3.097e-05,4.51
l'assistance,19490425,43,156513,27.47,1.928e-10,9.71
l'assistance,19580206,36,215257,16.72,1.444e-06,5.84
l'assistance,19600713,32,266473,12.01,9.011e-05,4.05
modernisation,19840824,54,345402,15.63,5.824e-05,4.23
modernisation,19841106,57,380393,14.98,8.414e-05,4.07
modernisation,19841114,72,402003,17.91,8.041e-06,5.09
modernisation,19841219,72,399923,18.00,7.531e-06,5.12
modernisation,20080404,68,451521,15.06,6.473e-05,4.19
d'expression,19601223,39,236606,16.48,6.919e-07,6.16
d'expression,20060203,116,765978,15.14,1.166e-07,6.93
d'expression,20060210,149,769903,19.35,3.528e-10,9.45
d'expression,20120921,120,636788,18.84,1.163e-09,8.93
d'expression,20150109,182,644622,28.23,2.469e-15,14.61
d'expression,20150116,252,662200,38.05,1.844e-21,20.73
d'expression,20150213,71,647866,10.96,3.795e-05,4.42
d'expression,20201023,107,625463,17.11,1.276e-08,7.89
d'expression,20201030,75,613419,12.23,8.202e-06,5.09
d'expression,20201127,79,635278,12.44,5.904e-06,5.23
d'expression,20220429,63,592995,10.62,6.584e-05,4.18
d'expression,20250110,65,615648,10.56,6.772e-05,4.17
d'expression,20250117,70,619716,11.30,2.646e-05,4.58
littéraire,19850321,57,425626,13.39,8.917e-05,4.05
littéraire,19870324,69,455869,15.14,1.175e-05,4.93
littéraire,20030919,110,589637,18.66,1.148e-07,6.94
littéraire,20061103,53,383976,13.80,7.047e-05,4.15
littéraire,20090828,59,410794,14.36,3.389e-05,4.47
listes,19450503,42,93625,44.86,1.083e-06,5.97
listes,19460520,38,115204,32.98,3.559e-05,4.45
listes,19460528,40,107669,37.15,1.003e-05,5.00
listes,19461022,64,145288,44.05,5.334e-07,6.27
listes,19461030,45,150913,29.82,6.983e-05,4.16
listes,19461107,45,147109,30.59,5.534e-05,4.26
listes,19461115,46,129476,35.53,1.234e-05,4.91
listes,19461123,106,131716,80.48,2.259e-12,11.65
listes,19510518,71,207309,34.25,9.926e-06,5.00
listes,19510526,61,186598,32.69,1.958e-05,4.71
listes,19510612,85,190689,44.58,2.767e-07,6.56
listes,19530423,84,186362,45.07,2.402e-07,6.62
listes,19551213,133,231047,57.56,1.855e-09,8.73
listes,19551221,78,246199,31.68,2.090e-05,4.68
listes,19551229,110,214906,51.19,2.122e-08,7.67
listes,19581112,71,231328,30.69,3.171e-05,4.50
listes,19590306,77,222330,34.63,7.987e-06,5.10
listes,19590314,64,218968,29.23,5.658e-05,4.25
listes,19590416,70,225662,31.02,2.887e-05,4.54
listes,19650222,76,268418,28.31,6.586e-05,4.18
listes,19650302,85,290081,29.30,4.324e-05,4.36
listes,19650310,162,302632,53.53,5.468e-09,8.26
listes,19650318,175,262785,66.59,5.413e-11,10.27
listes,19710316,191,397054,48.10,3.082e-08,7.51
listes,19770207,106,376972,28.12,5.604e-05,4.25
listes,19770303,139,425745,32.65,9.637e-06,5.02
listes,19770311,155,425179,36.46,2.317e-06,5.64
listes,19770319,208,393036,52.92,5.091e-09,8.29
listes,19830305,133,404309,32.90,9.073e-06,5.04
listes,20010309,584,1273997,45.84,3.839e-08,7.42
listes,20010316,847,1525842,55.51,8.433e-10,9.07
listes,20080307,258,581690,44.35,9.567e-08,7.02
listes,20080314,187,536599,34.85,3.696e-06,5.43
listes,20090605,274,533064,51.40,6.931e-09,8.16
listes,20140321,180,630894,28.53,3.759e-05,4.42
listes,20140328,189,654039,28.90,3.229e-05,4.49
listes,20151211,165,604156,27.31,6.062e-05,4.22
susciter,19790112,26,409414,6.35,4.399e-05,4.36
susciter,20071130,36,455413,7.90,1.791e-07,6.75
producteur,20171013,166,626774,26.48,1.146e-09,8.94
violente,19730822,23,285323,8.06,2.160e-05,4.67
violente,20080111,34,450210,7.55,5.996e-06,5.22
agriculteurs,19610620,62,222590,27.85,3.366e-05,4.47
agriculteurs,19610628,63,240240,26.22,6.113e-05,4.21
agriculteurs,19620726,72,244731,29.42,1.557e-05,4.81
agriculteurs,19620803,97,213480,45.44,2.148e-08,7.67
agriculteurs,19630705,67,266824,25.11,8.797e-05,4.06
agriculteurs,19641014,75,292730,25.62,6.506e-05,4.19
agriculteurs,19691121,117,410189,28.52,1.407e-05,4.85
agriculteurs,19760906,73,282993,25.80,6.228e-05,4.21
agriculteurs,20240126,447,676510,66.07,3.742e-13,12.43
agriculteurs,20240202,410,663921,61.75,2.792e-12,11.55
agriculteurs,20240223,309,671709,46.00,3.789e-09,8.42
agriculteurs,20240301,180,667715,26.96,2.112e-05,4.68
obstacles,19500616,20,185879,10.76,4.697e-05,4.33
obstacles,19511027,20,182777,10.94,3.984e-05,4.40
trace,20051230,41,579903,7.07,1.813e-05,4.74
s'opposer,19610424,26,249277,10.43,3.565e-06,5.45
toile,19620326,35,282562,12.39,6.216e-05,4.21
toile,20000310,66,601189,10.98,6.976e-05,4.16
toile,20000317,67,616121,10.87,7.656e-05,4.12
toile,20000519,88,763780,11.52,2.501e-05,4.60
toile,20010105,65,596945,10.89,7.877e-05,4.10
toile,20010112,85,784913,10.83,5.884e-05,4.23
toile,20070727,41,324153,12.65,3.237e-05,4.49
clubs,20131025,159,610973,26.02,3.422e-06,5.47
clubs,20200501,126,547632,23.01,2.052e-05,4.69
clubs,20210416,152,604922,25.13,5.749e-06,5.24
clubs,20210423,163,599666,27.18,1.791e-06,5.75
appareil,19830907,38,333378,11.40,2.017e-05,4.70
détenu,20040326,69,723999,9.53,5.504e-05,4.26
détenu,20090410,64,398988,16.04,1.758e-08,7.75
détenu,20090424,58,433375,13.38,6.171e-07,6.21
détenu,20090821,35,336450,10.40,7.791e-05,4.11
détenu,20110513,66,624171,10.57,1.515e-05,4.82
alexandre,19960620,70,420292,16.66,2.543e-05,4.59
alexandre,19961017,104,549511,18.93,2.933e-06,5.53
alexandre,19970329,153,802101,19.07,1.738e-06,5.76
alexandre,20060324,167,1128585,14.80,4.920e-05,4.31
alexandre,20070727,50,324153,15.42,9.405e-05,4.03
alexandre,20161104,97,577992,16.78,1.583e-05,4.80
alexandre,20180720,167,498980,33.47,1.957e-11,10.71
alexandre,20180727,138,486999,28.34,1.512e-09,8.82
alexandre,20200814,78,416144,18.74,4.955e-06,5.30
rejet,19540825,41,223806,18.32,2.701e-08,7.57
rejet,19540902,108,243006,44.44,2.589e-23,22.59
rejet,19540910,52,210496,24.70,1.569e-11,10.80
rejet,19540918,35,197679,17.71,1.119e-07,6.95
rejet,19540927,25,215753,11.59,8.888e-05,4.05
rejet,19541225,49,262276,18.68,7.241e-09,8.14
rejet,19551025,37,232801,15.89,4.236e-07,6.37
rejet,19840824,43,345402,12.45,7.203e-06,5.14
rejet,19920901,41,383000,10.70,5.183e-05,4.29
rejet,20050527,182,936696,19.43,1.576e-11,10.80
rejet,20050603,160,833786,19.19,3.151e-11,10.50
rejet,20050617,83,808943,10.26,2.408e-05,4.62
rejet,20090410,41,398988,10.28,8.202e-05,4.09
rejet,20231215,115,671049,17.14,1.366e-09,8.86
internes,19820329,56,454258,12.33,8.261e-07,6.08
internes,19820406,45,428412,10.50,1.678e-05,4.78
internes,19820414,39,399796,9.75,6.183e-05,4.21
internes,19820422,41,424591,9.66,6.132e-05,4.21
internes,19830322,43,435386,9.88,4.144e-05,4.38
internes,19830330,39,386869,10.08,4.187e-05,4.38
internes,19830415,85,426643,19.92,4.296e-12,11.37
internes,19830423,73,399604,18.27,9.825e-11,10.01
internes,19830502,62,390685,15.87,5.372e-09,8.27
internes,19830601,40,378269,10.57,2.161e-05,4.67
internes,19850313,63,393355,16.02,4.110e-09,8.39
internes,19850321,51,425626,11.98,1.764e-06,5.75
internes,19850329,47,368875,12.74,9.128e-07,6.04
internes,19900114,42,386843,10.86,1.328e-05,4.88
internes,19900121,89,452492,19.67,4.643e-12,11.33
internes,19900130,49,463430,10.57,1.216e-05,4.92
internes,19900207,52,437037,11.90,1.844e-06,5.73
internes,19900215,45,429211,10.48,1.719e-05,4.76
internes,19970315,112,846137,13.24,2.890e-08,7.54
internes,19970322,205,833649,24.59,2.051e-17,16.69
internes,19970329,185,802101,23.06,4.550e-16,15.34
internes,19970405,178,606899,29.33,2.089e-20,19.68
internes,19970415,109,471637,23.11,9.635e-15,14.02
internes,20000421,70,583264,12.00,6.527e-07,6.19
internes,20000428,94,488578,19.24,6.262e-12,11.20
internes,20011221,92,812035,11.33,9.050e-07,6.04
internes,20211029,57,529034,10.77,6.248e-06,5.20
retourner,20221230,37,463369,7.98,3.790e-06,5.42
traces,19990720,36,348699,10.32,7.964e-05,4.10
jérusalem,19640109,104,271360,38.33,2.747e-05,4.56
jérusalem,19670613,148,370741,39.92,1.421e-05,4.85
jérusalem,19670705,160,353278,45.29,2.969e-06,5.53
jérusalem,19771119,191,514142,37.15,2.802e-05,4.55
jérusalem,19930913,160,421083,38.00,2.363e-05,4.63
jérusalem,20000728,148,416784,35.51,4.974e-05,4.30
jérusalem,20010810,262,770936,33.98,6.429e-05,4.19
jérusalem,20171208,420,659294,63.70,8.147e-09,8.09
jérusalem,20210514,199,581226,34.24,6.432e-05,4.19
tribunaux,19460306,18,113752,15.82,4.303e-05,4.37
tribunaux,19531021,33,246756,13.37,2.318e-05,4.63
tribunaux,19581223,28,205420,13.63,3.205e-05,4.49
tribunaux,19750711,42,330594,12.70,2.145e-05,4.67
tribunaux,19980707,83,644850,12.87,4.223e-06,5.37
tribunaux,20060609,100,546613,18.29,5.199e-09,8.28
tribunaux,20061229,78,275054,28.36,3.695e-13,12.43
tribunaux,20070105,48,330282,14.53,2.561e-06,5.59
tribunaux,20071012,54,475110,11.37,4.746e-05,4.32
tribunaux,20071116,66,454829,14.51,1.095e-06,5.96
langues,19640911,64,281379,22.75,1.080e-07,6.97
langues,19700126,67,431576,15.52,2.332e-05,4.63
langues,19700210,83,385211,21.55,1.363e-07,6.87
langues,19700218,106,416165,25.47,3.202e-09,8.49
langues,19860210,63,359053,17.55,5.427e-06,5.27
langues,19890202,54,363552,14.85,5.419e-05,4.27
langues,19900215,72,429211,16.77,7.805e-06,5.11
langues,19910209,74,406118,18.22,2.380e-06,5.62
langues,19920215,116,471986,24.58,5.381e-09,8.27
langues,19930122,92,468058,19.66,5.062e-07,6.30
langues,19990622,95,511925,18.56,1.184e-06,5.93
langues,19990629,67,482565,13.88,8.483e-05,4.07
langues,19990706,73,484686,15.06,2.988e-05,4.52
langues,20000225,104,616320,16.87,4.272e-06,5.37
langues,20010427,149,1087041,13.71,4.877e-05,4.31
langues,20010914,264,1245878,21.19,3.294e-08,7.48
langues,20050826,108,597154,18.09,1.456e-06,5.84
langues,20091002,100,494021,20.24,2.689e-07,6.57
l'abandon,19750123,30,420824,7.13,5.656e-05,4.25
l'abandon,19760127,33,394568,8.36,4.421e-06,5.35
l'abandon,19760204,29,392595,7.39,4.227e-05,4.37
l'abandon,19780408,31,448860,6.91,7.302e-05,4.14
l'abandon,20100326,40,527664,7.58,7.517e-06,5.12
l'abandon,20110826,38,542094,7.01,2.799e-05,4.55
l'abandon,20180119,74,640068,11.56,4.370e-11,10.36
compréhension,19590116,22,209761,10.49,5.397e-05,4.27
compréhension,19600406,22,215973,10.19,7.182e-05,4.14
l'intégration,19531123,47,251519,18.69,3.889e-06,5.41
l'intégration,19551017,39,239353,16.29,2.991e-05,4.52
l'intégration,19580610,54,234853,22.99,1.409e-07,6.85
l'intégration,19580704,45,242145,18.58,4.646e-06,5.33
l'intégration,19580721,37,219991,16.82,2.398e-05,4.62
l'intégration,19580831,52,199124,26.11,2.044e-08,7.69
l'intégration,19580916,62,237715,26.08,1.068e-08,7.97
l'intégration,19580924,56,255280,21.94,2.601e-07,6.58
l'intégration,19581002,56,212079,26.41,1.260e-08,7.90
l'intégration,19581128,30,184265,16.28,5.608e-05,4.25
l'intégration,19590416,37,225662,16.40,3.149e-05,4.50
l'intégration,19590605,40,221942,18.02,9.077e-06,5.04
l'intégration,19590613,49,190852,25.67,3.439e-08,7.46
l'intégration,19601019,35,220595,15.87,5.023e-05,4.30
l'intégration,19601121,44,240952,18.26,6.102e-06,5.21
l'intégration,19891203,70,417106,16.78,6.970e-06,5.16
l'intégration,19891210,68,436008,15.60,1.818e-05,4.74
verre,19610210,36,230260,15.63,4.641e-06,5.33
verre,19611130,33,216641,15.23,8.777e-06,5.06
verre,19640622,41,294824,13.91,1.352e-05,4.87
verre,19690114,79,370057,21.35,1.099e-09,8.96
verre,19891203,48,417106,11.51,8.861e-05,4.05
verre,20161209,82,701701,11.69,3.156e-05,4.50
détient,19820314,37,375107,9.86,5.046e-05,4.30
d'entrer,20010511,61,1128487,5.41,2.892e-06,5.54
d'entrer,20220225,60,951901,6.30,1.280e-07,6.89
oblige,20220225,111,951901,11.66,9.575e-11,10.02
représenté,19621016,22,312614,7.04,7.814e-05,4.11
représenté,19671003,25,381983,6.54,9.560e-05,4.02
représenté,19701116,30,465367,6.45,5.208e-05,4.28
magistrats,19710219,125,414940,30.12,1.229e-06,5.91
magistrats,19790112,95,409414,23.20,4.452e-05,4.35
magistrats,19900621,128,420102,30.47,1.014e-06,5.99
magistrats,19930720,103,402826,25.57,1.342e-05,4.87
magistrats,19991203,143,502950,28.43,2.483e-06,5.61
magistrats,20000121,136,600722,22.64,4.566e-05,4.34
magistrats,20110204,157,584486,26.86,5.057e-06,5.30
magistrats,20110211,342,634968,53.86,2.132e-12,11.67
interlocuteurs,19540825,26,223806,11.62,2.290e-05,4.64
interlocuteurs,19540902,36,243006,14.81,2.560e-07,6.59
réside,19970516,30,580502,5.17,8.347e-05,4.08
d'énergie,19550812,49,222306,22.04,4.507e-06,5.35
d'énergie,19731208,97,469292,20.67,3.333e-06,5.48
d'énergie,19740204,69,411830,16.75,6.096e-05,4.21
d'énergie,19790508,78,484048,16.11,8.120e-05,4.09
d'énergie,19790618,79,468389,16.87,4.940e-05,4.31
d'énergie,19811002,81,489217,16.56,5.890e-05,4.23
d'énergie,20010713,172,1042167,16.50,3.641e-05,4.44
restauration,19930115,46,405738,11.34,4.333e-05,4.36
restauration,20090313,57,428065,13.32,3.027e-06,5.52
restauration,20100702,58,549883,10.55,6.563e-05,4.18
restauration,20190419,115,547700,21.00,3.389e-11,10.47
restauration,20210507,71,611784,11.61,1.339e-05,4.87
aventure,19610424,23,249277,9.23,9.691e-06,5.01
aventure,20181228,35,377747,9.27,6.128e-07,6.21
instrument,19900427,39,375021,10.40,1.120e-06,5.95
l'abri,19451106,16,108710,14.72,1.790e-07,6.75
l'abri,19910216,35,380590,9.20,5.589e-08,7.25
l'abri,20161028,40,589239,6.79,4.244e-06,5.37
patrie,19441230,17,80686,21.07,2.264e-05,4.65
patrie,19450511,26,97071,26.78,2.134e-07,6.67
patrie,19450816,26,115147,22.58,1.661e-06,5.78
patrie,19451122,20,119584,16.72,8.693e-05,4.06
patrie,19460605,36,125831,28.61,1.388e-08,7.86
patrie,19460621,22,129896,16.94,5.744e-05,4.24
patrie,19580516,45,232009,19.40,1.504e-06,5.82
patrie,19580602,38,261321,14.54,6.087e-05,4.22
patrie,19600128,51,252755,20.18,6.198e-07,6.21
peintre,19600213,50,250295,19.98,3.552e-07,6.45
peintre,19610218,41,256977,15.95,1.681e-05,4.77
peintre,19620221,43,263293,16.33,1.089e-05,4.96
peintre,19630831,35,228417,15.32,4.280e-05,4.37
peintre,19730413,85,418560,20.31,4.482e-08,7.35
peintre,19910827,52,320670,16.22,7.108e-06,5.15
peintre,20010727,144,800809,17.98,1.513e-07,6.82
personnelles,20001006,53,638932,8.30,3.673e-05,4.43
personnelles,20050729,45,564831,7.97,8.835e-05,4.05
personnelles,20130614,57,655834,8.69,1.648e-05,4.78
personnelles,20180126,62,682611,9.08,7.105e-06,5.15
personnelles,20180323,89,669990,13.28,1.742e-09,8.76
personnelles,20180511,56,583437,9.60,4.050e-06,5.39
personnelles,20180518,57,603300,9.45,4.892e-06,5.31
personnelles,20180525,62,689627,8.99,8.274e-06,5.08
personnelles,20190712,45,555096,8.11,7.163e-05,4.14
sénateurs,19590424,62,221102,28.04,5.484e-06,5.26
sénateurs,19690329,102,417062,24.46,1.555e-05,4.81
mécanisme,20100326,55,527664,10.42,1.242e-05,4.91
mécanisme,20100507,56,525151,10.66,8.660e-06,5.06
mécanisme,20101126,53,556730,9.52,4.425e-05,4.35
mécanisme,20120224,84,698271,12.03,4.819e-07,6.32
mécanisme,20131220,59,539382,10.94,5.283e-06,5.28
aérien,19480717,33,149884,22.02,9.755e-07,6.01
aérien,19480819,27,157034,17.19,3.382e-05,4.47
aérien,19490307,36,147219,24.45,1.590e-07,6.80
aérien,19520618,40,240383,16.64,1.617e-05,4.79
aérien,19600509,34,219693,15.48,5.253e-05,4.28
aérien,19600517,49,216042,22.68,1.377e-07,6.86
aérien,19600525,33,222997,14.80,8.812e-05,4.05
aérien,19810823,46,284752,16.15,1.655e-05,4.78
aérien,19830907,63,333378,18.90,1.044e-06,5.98
aérien,19900923,70,423388,16.53,5.510e-06,5.26
aérien,20100416,174,549293,31.68,1.572e-12,11.80
aérien,20100423,115,488894,23.52,5.922e-09,8.23
aérien,20100507,72,525151,13.71,5.361e-05,4.27
aérien,20250912,87,596307,14.59,2.048e-05,4.69
fêtes,19591226,39,229995,16.96,3.824e-05,4.42
fêtes,20031212,81,563001,14.39,7.774e-05,4.11
fêtes,20201211,117,653995,17.89,4.084e-06,5.39
fêtes,20201218,128,597189,21.43,2.525e-07,6.60
fêtes,20201225,71,425098,16.70,1.710e-05,4.77
fêtes,20211217,119,670044,17.76,4.434e-06,5.35
fêtes,20211224,99,451729,21.92,2.554e-07,6.59
fêtes,20221223,68,452943,15.01,5.904e-05,4.23
photo,20060203,387,765978,50.52,1.604e-05,4.79
municipales,19471021,47,127890,36.75,2.066e-05,4.68
municipales,19770319,131,393036,33.33,2.144e-05,4.67
municipales,19770326,152,446041,34.08,1.560e-05,4.81
municipales,19830305,117,404309,28.94,9.248e-05,4.03
municipales,19950611,141,490540,28.74,9.083e-05,4.04
municipales,20010309,459,1273997,36.03,5.677e-06,5.25
municipales,20010316,502,1525842,32.90,1.631e-05,4.79
municipales,20010323,391,1294161,30.21,4.249e-05,4.37
municipales,20080229,155,440771,35.17,1.087e-05,4.96
municipales,20080307,334,581690,57.42,4.695e-09,8.33
municipales,20080314,299,536599,55.72,8.849e-09,8.05
municipales,20140307,183,594085,30.80,4.203e-05,4.38
municipales,20140321,391,630894,61.98,9.317e-10,9.03
municipales,20140328,489,654039,74.77,1.106e-11,10.96
municipales,20200313,422,681002,61.97,8.922e-10,9.05
municipales,20200626,238,618794,38.46,3.025e-06,5.52
municipales,20200703,180,612540,29.39,6.743e-05,4.17
voisine,20240628,49,828240,5.92,9.690e-05,4.01
voisine,20240816,31,419629,7.39,2.481e-05,4.61
fondamentale,19690816,31,303528,10.21,8.834e-05,4.05
fondamentale,20080118,44,428224,10.27,3.437e-05,4.46
appellent,20060324,68,1128585,6.03,8.106e-05,4.09
courir,19791018,42,482319,8.71,5.107e-07,6.29
courir,20010810,46,770936,5.97,9.922e-05,4.00
courir,20020809,45,527796,8.53,5.131e-07,6.29
courir,20120810,37,450974,8.20,2.505e-06,5.60
mine,19480615,20,146365,13.66,5.493e-05,4.26
mine,19620102,35,238388,14.68,2.405e-06,5.62
mine,19660422,39,296474,13.15,6.854e-06,5.16
mine,19870819,33,300644,10.98,9.153e-05,4.04
mine,20100827,69,492997,14.00,5.103e-07,6.29
mine,20101015,107,580609,18.43,5.986e-10,9.22
mine,20101119,63,563172,11.19,1.730e-05,4.76
mine,20120817,40,376068,10.64,8.091e-05,4.09
mine,20120824,67,513553,13.05,1.685e-06,5.77
mine,20120831,56,537898,10.41,5.300e-05,4.28
mine,20190621,97,639961,15.16,5.120e-08,7.29
courrier,19990629,73,482565,15.13,3.776e-05,4.42
courrier,20011019,203,1181596,17.18,2.516e-06,5.60
courrier,20011026,243,1139684,21.32,5.184e-08,7.29
caire,19560730,115,221216,51.99,3.850e-05,4.41
caire,19560807,109,225864,48.26,7.837e-05,4.11
caire,19560816,111,206903,53.65,2.894e-05,4.54
caire,19560824,140,206782,67.70,1.931e-06,5.71
caire,19560901,180,203064,88.64,3.498e-08,7.46
caire,19560910,203,204384,99.32,4.473e-09,8.35
caire,19560925,117,242897,48.17,7.716e-05,4.11
caire,19561103,120,254626,47.13,9.257e-05,4.03
caire,19670605,170,339203,50.12,4.635e-05,4.33
caire,20110204,273,584486,46.71,7.909e-05,4.10
cfdt,19680530,186,337018,55.19,6.095e-05,4.22
qu'aucune,19451208,14,118136,11.85,5.987e-05,4.22
qu'aucune,19580121,20,212460,9.41,8.121e-05,4.09
chantiers,19450910,23,115772,19.87,4.171e-05,4.38
chantiers,19550829,53,234092,22.64,6.785e-07,6.17
chantiers,19550922,41,235963,17.38,3.419e-05,4.47
chantiers,19591124,46,231830,19.84,5.698e-06,5.24
chantiers,19640109,49,271360,18.06,1.546e-05,4.81
chantiers,19650120,46,270881,16.98,3.499e-05,4.46
chantiers,19650420,51,289966,17.59,1.946e-05,4.71
chantiers,19660131,98,293006,33.45,7.088e-11,10.15
chantiers,19660208,97,308327,31.46,2.945e-10,9.53
chantiers,19660216,126,308950,40.78,1.498e-13,12.82
chantiers,19660224,85,299032,28.43,3.705e-09,8.43
chantiers,19660304,89,310893,28.63,2.806e-09,8.55
chantiers,19660430,51,301315,16.93,3.016e-05,4.52
chantiers,19660509,57,274119,20.79,1.867e-06,5.73
chantiers,19660705,56,302272,18.53,8.755e-06,5.06
chantiers,19670329,51,313291,16.28,4.638e-05,4.33
chantiers,19681101,60,401714,14.94,9.226e-05,4.04
chantiers,19690207,63,422964,14.89,8.951e-05,4.05
chantiers,19690502,72,415010,17.35,1.309e-05,4.88
chantiers,19761217,83,450689,18.42,4.932e-06,5.31
chantiers,19840502,95,387384,24.52,4.463e-08,7.35
chantiers,19881102,51,327351,15.58,7.405e-05,4.13
possession,19491013,17,173696,9.79,5.831e-05,4.23
parvient,20220225,86,951901,9.03,3.130e-07,6.50
organise,20220225,61,951901,6.41,8.330e-05,4.08
triste,19860610,29,408695,7.10,4.366e-05,4.36
triste,20110819,62,459674,13.49,4.634e-13,12.33
pluie,19510628,26,173158,15.02,4.659e-06,5.33
pluie,19530604,24,205828,11.66,9.457e-05,4.02
pluie,20000714,54,518467,10.42,3.990e-05,4.40
pluie,20050812,53,527682,10.04,6.364e-05,4.20
pluie,20160603,63,640801,9.83,6.159e-05,4.21
pluie,20220819,235,1669590,14.08,2.976e-08,7.53
pluie,20230804,76,463298,16.40,1.337e-08,7.87
pluie,20230811,71,479559,14.81,1.135e-07,6.94
pluie,20240726,62,595270,10.42,3.109e-05,4.51
parts,19521206,39,239620,16.28,1.143e-05,4.94
parts,19551102,43,241434,17.81,2.845e-06,5.55
parts,20030307,69,540368,12.77,6.601e-05,4.18
parts,20030314,74,578210,12.80,5.922e-05,4.23
parts,20140425,80,557010,14.36,1.324e-05,4.88
religieuses,19660831,45,269700,16.69,1.193e-09,8.92
religieuses,19700109,64,386773,16.55,1.287e-10,9.89
religieuses,19700826,44,361253,12.18,3.986e-07,6.40
religieuses,19910404,34,368649,9.22,4.901e-05,4.31
religieuses,20031212,98,563001,17.41,2.600e-12,11.59
religieuses,20031219,46,517376,8.89,3.249e-05,4.49
religieuses,20051209,80,842158,9.50,3.375e-06,5.47
dommages,19450808,17,95904,17.73,1.194e-05,4.92
dommages,19460218,18,118098,15.24,3.624e-05,4.44
dommages,19460716,29,152961,18.96,2.503e-07,6.60
dommages,19460809,29,165039,17.57,6.963e-07,6.16
dommages,19491202,28,179229,15.62,3.635e-06,5.44
dommages,19510620,26,181873,14.30,1.383e-05,4.86
dommages,19511224,40,197602,20.24,1.410e-08,7.85
dommages,19531201,30,226189,13.26,1.869e-05,4.73
dommages,19550127,32,220489,14.51,5.125e-06,5.29
dommages,19591210,30,233128,12.87,2.614e-05,4.58
dommages,19620309,34,261881,12.98,1.581e-05,4.80
dommages,19991231,49,451816,10.85,5.199e-05,4.28
dommages,20221118,73,742269,9.83,8.756e-05,4.06
proposée,19580806,17,208292,8.16,7.766e-05,4.11
l'avance,19441222,16,80998,19.75,5.039e-08,7.30
l'avance,19441230,11,80686,13.63,4.648e-05,4.33
l'avance,19450107,12,77964,15.39,9.259e-06,5.03
l'avance,19450116,14,55684,25.14,1.799e-08,7.74
l'avance,19450124,20,61155,32.70,2.278e-12,11.64
l'avance,19450201,26,74306,34.99,3.855e-15,14.41
l'avance,19450209,18,73221,24.58,7.656e-10,9.12
l'avance,19450217,13,74935,17.35,1.618e-06,5.79
l'avance,19450226,16,75971,21.06,2.416e-08,7.62
l'avance,19450306,16,86677,18.46,1.082e-07,6.97
l'avance,19450322,12,73564,16.31,5.715e-06,5.24
l'avance,19450330,24,94939,25.28,6.858e-12,11.16
l'avance,19450407,18,74241,24.25,9.202e-10,9.04
l'avance,19450416,14,87678,15.97,1.782e-06,5.75
l'avance,19450424,18,89029,20.22,9.737e-09,8.01
l'avance,19450503,14,93625,14.95,3.317e-06,5.48
l'avance,19571108,22,246414,8.93,3.173e-05,4.50
l'avance,20021011,58,875960,6.62,4.681e-05,4.33
souverain,19460511,25,114205,21.89,9.546e-05,4.02
souverain,19520125,41,198336,20.67,6.133e-05,4.21
souverain,19520211,42,188404,22.29,2.837e-05,4.55
souverain,19520331,42,205082,20.48,6.450e-05,4.19
souverain,19520729,94,225002,41.78,5.067e-10,9.30
souverain,19520806,52,236026,22.03,2.272e-05,4.64
souverain,19521215,52,245890,21.15,3.463e-05,4.46
souverain,19530815,43,199108,21.60,3.736e-05,4.43
souverain,19530825,81,228966,35.38,1.638e-08,7.79
souverain,19550914,48,205932,23.31,1.419e-05,4.85
souverain,19550930,47,218700,21.49,3.410e-05,4.47
souverain,19551110,49,223200,21.95,2.577e-05,4.59
souverain,19600831,46,218376,21.06,4.295e-05,4.37
souverain,19630627,59,286230,20.61,3.818e-05,4.42
souverain,19720819,82,256005,32.03,8.154e-08,7.09
chaleur,19520704,32,201208,15.90,2.964e-05,4.53
chaleur,19570708,41,230997,17.75,4.459e-06,5.35
chaleur,20030808,101,366851,27.53,1.774e-10,9.75
chaleur,20030815,164,331693,49.44,3.123e-19,18.51
chaleur,20030822,96,415652,23.10,7.953e-09,8.10
chaleur,20030829,62,454342,13.65,4.329e-05,4.36
chaleur,20060721,60,295045,20.34,2.431e-07,6.61
chaleur,20060728,47,313389,15.00,2.355e-05,4.63
chaleur,20180803,69,395838,17.43,1.703e-06,5.77
chaleur,20180810,54,415741,12.99,8.831e-05,4.05
chaleur,20190628,172,617861,27.84,3.206e-11,10.49
chaleur,20190726,96,472038,20.34,8.081e-08,7.09
chaleur,20220617,200,731688,27.33,3.730e-11,10.43
chaleur,20220715,167,629206,26.54,1.109e-10,9.96
chaleur,20220722,166,580844,28.58,1.781e-11,10.75
