mot,total,jours_actifs,n_medias
aime,328111,6806,36
chantier,722352,6803,36
centrales,169259,6754,36
réunit,184001,6796,36
ambassadeur,62147,6655,36
détention,428666,6798,36
demandait,104601,6780,36
générales,75605,6693,36
contribuer,157766,6765,36
rouges,236251,6796,36
oublié,171170,6802,36
regarder,346465,6809,36
fourni,160259,6786,36
réalisés,347868,6790,36
tourne,243085,6804,36
commandement,98333,6725,36
allons,527470,6809,36
provenance,385500,6795,36
tarifs,620290,6796,36
offensive,173530,6799,36
global,273216,6791,36
relevé,258261,6801,36
conférences,216544,6759,36
radical,102784,6751,36
repose,189476,6784,36
employé,163832,6788,36
récents,107731,6763,36
africaine,115860,6770,36
attendent,224024,6803,36
fortune,179892,6789,36
dimension,229401,6804,36
rumeurs,151920,6804,36
l'enfant,396751,6801,36
prévisions,232093,6789,36
sorti,496466,6809,36
l'usine,284896,6774,36
mairie,1788993,6805,36
africain,138392,6786,36
fondateur,349567,6804,36
rappelant,222888,6797,36
instance,179480,6778,36
cache,222934,6796,36
commentaire,132797,6790,36
confédération,100931,6692,36
pleinement,230123,6794,36
entrepris,96524,6743,36
quarts,324524,6803,36
supérieurs,102968,6752,36
considérablement,110776,6765,36
l'ambassadeur,76112,6605,36
disparaître,157176,6787,36
manche,595735,6809,36
parallèlement,152200,6787,36
considèrent,94741,6763,36
occidental,56987,6608,36
l'échelle,230221,6786,36
balance,117904,6762,36
religion,152747,6790,36
suède,186670,6777,36
disposent,129436,6770,36
fiscale,263827,6760,36
accuse,154492,6790,36
sortant,391920,6799,36
finir,358601,6806,36
heureusement,256637,6807,36
renoncé,99508,6786,36
électrique,499282,6794,36
signer,240832,6805,36
chinoise,218976,6796,36
ordres,85535,6748,36
espoirs,226784,6802,36
vives,123393,6761,36
l'église,814626,6805,36
renouvellement,205199,6773,36
jouent,223783,6801,36
avantage,211058,6807,36
exécutif,120753,6730,36
office,193363,6792,36
artistique,409731,6793,36
soucieux,83358,6768,36
l'efficacité,153117,6778,36
commissions,131253,6729,36
tire,170747,6796,36
conçu,200938,6773,36
combattre,130609,6776,36
précédents,145853,6789,36
adopter,138245,6775,36
classement,855929,6809,36
présentent,176932,6780,36
dépôt,356263,6796,36
stratégique,277267,6787,36
intitulé,200510,6778,36
royal,292001,6806,36
annuelle,258684,6784,36
machines,200808,6769,36
référendum,198917,6710,36
cercle,285148,6798,36
levée,211577,6786,36
techniciens,127284,6744,36
menées,225420,6785,36
d'ores,242095,6802,36
détermination,162209,6800,36
nucléaires,144884,6699,36
déjeuner,277954,6798,36
exclu,123775,6784,36
turquie,317209,6791,36
septième,146704,6795,36
paysage,258665,6787,36
décrit,320129,6793,36
défi,445681,6804,36
musulmans,214864,6769,36
scandale,207384,6793,36
travaillé,503126,6807,36
satisfaire,129512,6775,36
indépendante,178540,6773,36
fût,33746,6518,36
parlant,104979,6764,36
commandes,353097,6806,36
autorisé,171572,6785,36
maritime,392398,6798,36
globale,214525,6774,36
régionales,255028,6788,36
sentiments,91262,6768,36
adversaire,335755,6806,36
écrire,201715,6791,36
officielles,97116,6749,36
dame,573966,6803,36
lourdes,223239,6792,36
modification,131877,6728,36
inscrits,330781,6798,36
longuement,94210,6751,36
ouverture,385037,6805,36
défend,236244,6802,36
légitime,137798,6781,36
industrie,103945,6712,36
appels,258939,6799,36
armés,160765,6790,36
l'actuel,165189,6799,36
présidé,132318,6760,36
acheter,302272,6800,36
édition,1270349,6809,36
fixée,168976,6772,36
incident,144200,6790,36
sensiblement,61774,6686,36
alliance,166220,6774,36
durable,396362,6807,36
frappe,388035,6806,36
leaders,158775,6804,36
chapitre,120034,6767,36
réclamer,109081,6782,36
fermé,360668,6799,36
joueurs,1981886,6809,36
sensibles,171278,6787,36
objets,430450,6785,36
antoine,462361,6801,36
vraisemblablement,93593,6764,36
génie,120538,6778,36
malaise,117459,6772,36
étudier,111527,6756,36
usine,194936,6772,36
critiqué,149539,6793,36
représenter,192386,6781,36
évoquant,247759,6796,36
scènes,258736,6794,36
divergences,53414,6585,36
crimes,186343,6769,36
don,322029,6792,36
rose,389374,6799,36
d'elle,183699,6791,36
accepte,99952,6773,36
notes,204964,6779,36
niveaux,339880,6794,36
normalement,185826,6792,36
leçon,111280,6790,36
prouver,141530,6791,36
l'institution,171477,6732,36
bénéficié,212708,6792,36
majeur,326857,6801,36
filiale,293974,6780,36
autonome,131695,6743,36
subir,155962,6800,36
d'appel,254389,6768,36
suscite,131053,6786,36
l'adoption,125480,6734,36
aboutir,97094,6754,36
logements,657889,6795,36
mourir,174218,6787,36
clé,359224,6808,36
véritables,98894,6763,36
occupe,156819,6783,36
j'en,320373,6808,36
étapes,258297,6785,36
posée,128786,6772,36
visiteurs,931677,6807,36
l'avocat,355337,6791,36
l'hypothèse,127101,6783,36
inutile,95222,6774,36
tokyo,213929,6759,36
l'aéroport,338776,6800,36
l'offre,553956,6798,36
paysans,73708,6700,36
débuts,242834,6800,36
quantité,184091,6777,36
finit,219471,6805,36
parlent,155982,6796,36
etienne,244734,6803,36
inférieur,140055,6766,36
traditionnel,301749,6795,36
rapporte,449176,6804,36
mystère,136223,6787,36
digne,159794,6793,36
soudain,96454,6780,36
l'encontre,221342,6798,36
cherché,128540,6790,36
s'élève,220432,6771,36
générations,323495,6795,36
couvert,384060,6800,36
al,578260,6808,36
obligatoire,362997,6776,36
essentielle,108287,6741,36
l'analyse,131299,6762,36
adressée,76011,6699,36
dynamique,509182,6801,36
étrange,107552,6787,36
quarantaine,359716,6800,36
symbolique,229733,6797,36
bombe,136343,6792,36
l'engagement,256463,6802,36
partenaire,332558,6795,36
rentrer,312508,6807,36
lever,264118,6805,36
secrétariat,86447,6713,36
chrétien,67008,6735,36
suppose,64339,6711,36
villages,260903,6777,36
importations,86546,6415,36
découvre,243373,6800,36
j'étais,667232,6809,36
chancelier,55582,5922,36
pauvre,101703,6788,36
inspiré,201829,6797,36
calendrier,430470,6805,36
profondeur,204666,6801,36
fonctionnaire,112605,6747,36
montagne,311772,6803,36
touché,429931,6808,36
spécialement,154980,6783,36
démonstration,209385,6795,36
pur,116562,6782,36
maintenu,150857,6774,36
d'établir,89842,6737,36
mines,109164,6736,36
l'atmosphère,105561,6757,36
peux,461679,6809,36
tourné,264733,6807,36
administratif,265047,6773,36
chercheurs,310078,6776,36
installés,285071,6790,36
dégâts,266423,6802,36
d'ouvrir,239490,6801,36
ben,312940,6808,36
s'impose,164453,6802,36
marquer,302178,6808,36
ressemble,179381,6798,36
préparé,241198,6794,36
conservateurs,106872,6711,36
soulignant,189862,6804,36
trimestre,590988,6793,36
compétence,167659,6740,36
passées,200287,6794,36
concentration,159820,6781,36
utilisés,195451,6770,36
thomas,739216,6809,36
facteurs,171662,6742,36
suspension,252572,6798,36
amateurs,462949,6797,36
d'organiser,189446,6786,36
cesser,118007,6750,36
observe,238358,6787,36
consacre,100802,6761,36
réseaux,1175695,6786,36
syndicale,86661,6675,36
meurtre,287596,6791,36
comédie,315808,6796,36
allé,227813,6808,36
épouse,433805,6806,36
forts,342622,6808,36
richesse,179824,6784,36
syndicales,89488,6544,36
preuves,171369,6780,36
dignité,101765,6748,36
d'octobre,164726,6745,36
intervient,285517,6801,36
site,3141893,6809,36
tenait,174898,6799,36
actif,209281,6794,36
potentiel,313071,6809,36
and,380922,6803,36
permanence,279571,6796,36
laboratoire,268901,6775,36
nationaliste,61246,6547,36
situe,178175,6782,36
citoyen,219701,6782,36
mineurs,290567,6778,36
délais,169076,6754,36
trait,129399,6762,36
redressement,150610,6699,36
autrefois,118074,6779,36
naturelle,209723,6782,36
amené,126635,6769,36
malade,182810,6798,36
envie,826574,6809,36
d'enfants,336031,6798,36
arrêter,197843,6801,36
patrimoine,952040,6800,36
moteur,316099,6806,36
dégager,122246,6778,36
provoque,106498,6780,36
réduite,195071,6782,36
rhin,121159,6754,36
opinion,84895,6744,36
triomphe,87699,6766,36
garantir,202572,6769,36
client,416970,6799,36
officier,94820,6752,36
échapper,121219,6796,36
l'accent,130558,6778,36
l'inverse,235970,6803,36
poursuivent,157957,6765,36
essais,304746,6803,36
déclarer,118345,6779,36
démontrer,108485,6776,36
mobilisation,472317,6801,36
psychologique,157185,6789,36
existent,131980,6754,36
magasins,321446,6788,36
toucher,264772,6806,36
d'activité,314605,6771,36
l'otan,181360,6663,36
qu'aucun,89138,6762,36
violences,807729,6809,36
achats,201599,6748,36
comparaison,140489,6777,36
l'exposition,497138,6802,36
courants,92145,6749,36
tournant,177471,6800,36
réussir,237278,6805,36
comptait,174502,6804,36
industrielles,77326,6651,36
partager,610648,6800,36
instant,121648,6776,36
taxe,401935,6777,36
championnat,1360373,6809,36
curieux,190467,6775,36
assister,283663,6802,36
l'avion,206048,6787,36
inquiétude,112191,6771,36
accueillir,542653,6798,36
directeurs,109662,6738,36
ajoutant,233149,6809,36
conforme,102591,6761,36
dominique,622237,6807,36
dites,131884,6791,36
motif,168154,6783,36
subventions,310234,6762,36
anglaise,132795,6791,36
nicolas,1597745,6809,36
gré,124353,6763,36
attaqué,140905,6789,36
clientèle,284294,6782,36
faculté,77229,6703,36
culturelles,205488,6772,36
nécessairement,71891,6669,36
peinture,392852,6786,36
véhicule,724667,6805,36
gloire,99044,6774,36
déplacement,638419,6807,36
gestes,282019,6790,36
l'office,483274,6769,36
jardin,705597,6797,36
algérie,111106,6709,36
l'occupation,79806,6701,36
mesurer,228560,6774,36
d'histoire,260843,6784,36
dollar,158073,6624,36
vendu,275911,6796,36
associés,184746,6767,36
universitaires,71819,6665,36
administration,93643,6704,36
comptent,190233,6802,36
appelés,172088,6782,36
l'amélioration,115709,6731,36
chrétienne,68229,6724,36
déclarait,87661,6781,36
militant,154850,6783,36
humains,279772,6785,36
juifs,154264,6758,36
huitième,139567,6776,36
hostiles,55657,6674,36
élève,256438,6788,36
coupable,208430,6797,36
relatif,63582,6685,36
d'entreprises,252992,6780,36
disponibles,413935,6795,36
allemandes,71999,6676,36
susceptibles,210831,6772,36
s'explique,125244,6767,36
relais,464902,6804,36
garçon,317974,6807,36
d'avance,313002,6809,36
ouvertes,353407,6785,36
l'inde,143161,6772,36
peau,348154,6806,36
religieuse,118146,6780,36
policier,303525,6801,36
diversité,245754,6788,36
personnellement,107819,6779,36
guerres,101519,6745,36
ouvrages,163291,6745,36
écrite,111641,6772,36
énergie,307037,6795,36
existence,75082,6750,36
gardé,143185,6782,36
souffre,204828,6808,36
l'environnement,663561,6808,36
parallèle,280989,6771,36
facteur,133934,6763,36
l'avantage,217941,6809,36
pousser,211752,6801,36
israélien,195564,6745,36
professionnelles,186364,6756,36
invite,267497,6781,36
substance,84463,6715,36
développé,225867,6782,36
tombé,246627,6804,36
retenue,180378,6785,36
file,222486,6801,36
démenti,85109,6759,36
précieux,219539,6797,36
accompli,109148,6766,36
passagers,335563,6800,36
puissante,119335,6783,36
librement,90628,6719,36
décès,606004,6800,36
cycle,218076,6801,36
volontaires,332569,6793,36
apparaissent,92481,6738,36
noël,1265961,6799,36
jusqu'aux,149699,6776,36
l'écrivain,153640,6773,36
deviennent,140714,6769,36
hôtel,235143,6796,36
chronique,160137,6780,36
bouche,233781,6793,36
poussé,224283,6801,36
posent,99229,6759,36
sérieuse,84349,6780,36
d'habitants,223804,6785,36
relance,241291,6800,36
l'attaque,328174,6807,36
scénario,384091,6809,36
promesse,196759,6785,36
vietnam,72320,6647,36
l'interdiction,206488,6761,36
organisateurs,498735,6806,36
val,487368,6800,36
éventuellement,90872,6749,36
observer,133686,6765,36
tableaux,220962,6776,36
éventuel,111090,6779,36
l'événement,460512,6798,36
payé,185067,6803,36
déposer,262723,6793,36
terrorisme,232424,6772,36
l'installation,288300,6772,36
james,298422,6809,36
olivier,830829,6807,36
voyages,235729,6791,36
imaginer,171229,6794,36
arrondissement,258073,6788,36
commissariat,261245,6782,36
massif,189434,6788,36
justifie,158937,6785,36
suivent,191271,6792,36
libéré,137427,6795,36
ramener,168309,6802,36
l'émission,438735,6796,36
attentats,276818,6777,36
tâches,127827,6702,36
nullement,31881,6494,36
soutient,196738,6791,36
restés,152237,6789,36
absence,171803,6797,36
développe,185297,6758,36
d'outre,51780,6652,36
l'hebdomadaire,75935,6692,36
issue,173411,6795,36
exceptionnel,254818,6797,36
hiérarchie,105298,6790,36
démocratiques,52570,6533,36
assurée,171788,6785,36
manquent,144331,6783,36
théorie,129155,6759,36
foyer,440110,6785,36
d'opposition,174547,6767,36
têtes,225234,6802,36
d'informations,305048,6789,36
occidentales,61146,6595,36
constamment,71977,6734,36
fleurs,334822,6779,36
examiner,61999,6641,36
lycée,706152,6788,36
san,220431,6804,36
côtes,475012,6798,36
forêt,404235,6783,36
réglementation,164093,6751,36
gouvernementales,71355,6658,36
chemins,230376,6775,36
ambitions,211106,6801,36
plateau,431092,6803,36
orientale,60911,6589,36
immédiat,108715,6766,36
corée,258890,6769,36
ennemis,75208,6749,36
précisant,239470,6804,36
albert,193556,6782,36
délicate,106514,6789,36
espace,671411,6796,36
révolte,91527,6763,36
susceptible,188404,6768,36
réclamé,119187,6774,36
calcul,144384,6760,36
jeter,147764,6783,36
mitterrand,142368,6784,36
diminuer,140851,6765,36
roland,286541,6800,36
détriment,107866,6785,36
l'avoir,188458,6794,36
conversation,123162,6748,36
proprement,51308,6688,36
proposent,278124,6788,36
conserve,138710,6796,36
hypothèse,85596,6763,36
oppose,68790,6740,36
luxembourg,103246,6691,36
bénéficient,157308,6772,36
approche,268276,6798,36
vin,424641,6781,36
l'entretien,214419,6771,36
polonais,123481,6750,36
individus,214582,6773,36
engagées,152941,6779,36
procédures,197025,6769,36
rebelles,175175,6746,36
placée,203215,6794,36
monté,206097,6799,36
envisager,115367,6769,36
ap,52359,6626,36
espagnole,191511,6797,36
ouvrier,83099,6732,36
envisagé,112481,6756,36
jugée,150081,6788,36
l'explosion,142786,6795,36
inquiétudes,144679,6766,36
ps,766467,6809,36
critères,256842,6780,36
suffrages,164667,6706,36
performance,549789,6808,36
urs,246337,6757,36
aspect,94797,6728,36
coûte,223275,6799,36
résume,381839,6805,36
affirmer,59397,6697,36
libérer,144997,6785,36
d'emploi,320103,6783,36
grosse,422491,6809,36
opposés,105365,6761,36
entraîner,134722,6769,36
méditerranée,226949,6771,36
retrouvent,261980,6802,36
cite,115598,6775,36
couverture,216797,6799,36
terroristes,205091,6771,36
secondes,365756,6808,36
régionaux,168230,6770,36
présidentiel,150481,6783,36
fusion,231065,6782,36
liées,356724,6794,36
soumettre,79795,6693,36
progressé,183447,6778,36
cités,108364,6771,36
modifié,106723,6751,36
rire,274902,6798,36
morte,144483,6778,36
ouverts,246882,6781,36
présentant,178634,6772,36
vincent,711282,6806,36
firme,84040,6659,36
verra,238201,6806,36
métropole,437672,6764,36
impose,133591,6768,36
universités,125256,6716,36
visiblement,228664,6808,36
épreuves,314970,6780,36
organisées,248674,6779,36
l'algérie,98173,6571,36
daté,49992,6668,36
peser,137328,6779,36
provence,409589,6794,36
conjoncture,84445,6653,36
pourparlers,67850,6550,36
émission,217712,6782,36
lorsqu'on,131045,6778,36
remplir,173692,6775,36
citer,109648,6768,36
types,183030,6766,36
bénéficie,201049,6784,36
constante,115990,6759,36
tactique,92490,6785,36
l'audience,323458,6749,36
etats,1760258,6809,36
vedette,149189,6799,36
l'occident,59793,6592,36
nulle,97981,6779,36
retenir,172233,6794,36
fausse,119560,6767,36
budgétaires,143703,6721,36
boulevard,311801,6777,36
diminué,108096,6751,36
recrutement,292944,6779,36
rechercher,70129,6696,36
jadis,54102,6727,36
prestige,67947,6713,36
associé,247007,6790,36
enseignants,406989,6771,36
sondages,208855,6800,36
essayer,264991,6805,36
connues,118919,6755,36
participe,258301,6788,36
ouvertement,69033,6718,36
caisses,129501,6782,36
d'entrée,296427,6805,36
d'ouverture,315872,6800,36
gouvernemental,58982,6589,36
donnait,110902,6799,36
civilisation,59836,6632,36
informé,124376,6746,36
post,321211,6801,36
trouvaient,131250,6794,36
lourds,192722,6788,36
exemples,90201,6737,36
élevée,174949,6778,36
tranche,228059,6782,36
millier,131737,6789,36
stratégiques,135032,6747,36
futurs,254246,6794,36
verts,404621,6807,36
l'ouvrage,127258,6746,36
peines,159761,6750,36
différences,119898,6765,36
danse,708370,6799,36
attaché,110633,6765,36
défenseurs,132552,6794,36
massive,130498,6763,36
pro,655303,6808,36
sombre,129737,6783,36
longueur,168031,6799,36
arme,267918,6794,36
marins,279022,6780,36
accorder,63912,6706,36
hélas,94885,6767,36
misère,63721,6712,36
cheval,290299,6789,36
majoritaire,124680,6761,36
latine,93480,6736,36
nationalité,155391,6761,36
matignon,197675,6755,36
assurant,193873,6787,36
d'exploitation,199316,6751,36
actifs,292006,6791,36
annonçant,122905,6772,36
empêché,124387,6783,36
capacités,265320,6792,36
coin,273835,6802,36
multiplient,130958,6785,36
s'agisse,83439,6723,36
concernent,138862,6753,36
fermer,250306,6793,36
quête,246256,6801,36
dette,452104,6776,36
haine,176756,6750,36
matériels,131661,6745,36
hebdomadaire,121680,6756,36
politiquement,86290,6755,36
réfléchir,220579,6796,36
commerçants,517062,6763,36
quelconque,66605,6703,36
scolaires,557910,6777,36
étudiant,176820,6781,36
abouti,97154,6737,36
photos,837739,6808,36
prévenir,187618,6776,36
cheveux,254949,6792,36
d'augmenter,154560,6773,36
familiale,354817,6795,36
franchir,206377,6797,36
excès,103348,6766,36
d'israël,131497,6619,36
familiales,157352,6762,36
partiellement,124169,6746,36
planète,354363,6807,36
l'angleterre,163372,6771,36
mécanique,164865,6783,36
bateau,463260,6795,36
institution,110517,6771,36
tragique,101025,6742,36
enquêteurs,409851,6801,36
chaînes,241780,6789,36
allaient,149036,6800,36
amélioration,103711,6717,36
froide,122018,6778,36
s'ouvre,117711,6767,36
systématiquement,113315,6767,36
indispensables,102350,6726,36
géant,475601,6807,36
poussée,92870,6738,36
suivantes,100312,6716,36
libéraux,80670,6636,35
tiendra,284430,6780,36
implique,176404,6705,36
nationalistes,47586,6242,35
terrible,198709,6804,36
moyennes,135759,6760,36
magazine,335907,6801,36
jusqu'alors,106210,6772,36
no,111462,6727,36
touristes,329072,6786,36
vois,252275,6807,36
balles,240178,6805,36
charme,140796,6782,36
l'aventure,250470,6798,36
participent,193766,6755,36
concessions,84635,6666,36
d'année,592695,6803,36
dis,222768,6803,36
normes,302042,6791,36
remonter,243776,6806,36
résister,110897,6789,36
transition,485551,6777,36
malades,279469,6782,36
pilote,339557,6802,36
mélange,196632,6798,36
traditionnels,181266,6770,36
reine,345521,6802,36
d'enquête,169312,6731,36
faim,123930,6783,36
libérale,58838,6652,36
l'achat,250977,6777,36
détruire,103032,6722,36
strictement,75443,6709,36
équipements,291092,6774,36
définitif,98414,6766,36
alimentaires,227121,6760,36
balle,349755,6808,36
douzaine,164785,6789,36
intellectuels,38626,6528,36
suggère,86558,6740,36
d'anciens,127446,6756,36
tensions,321532,6797,36
noter,444897,6804,36
unes,99679,6774,36
remonte,196561,6801,36
étroite,71997,6713,36
terrains,326141,6791,36
sortes,90622,6728,36
constitutionnel,148028,6674,36
raisonnable,96470,6752,36
volontaire,226643,6785,36
confrontation,116637,6778,36
émis,134313,6777,36
diriger,126215,6779,36
syrie,425577,6612,36
branche,177135,6778,36
désigner,97498,6769,36
accrue,80709,6700,36
tentent,130885,6784,36
détruit,146311,6780,36
coûts,330454,6787,36
certitude,109416,6776,36
patrick,791975,6808,36
concernés,387156,6799,36
tuer,176532,6793,36
défendu,190644,6797,36
appliquer,98887,6732,36
préside,71404,6751,36
appeler,140614,6792,36
technologie,337835,6777,36
amour,240520,6794,36
l'obligation,162422,6775,36
contraintes,230973,6773,36
républicaine,118376,6718,36
réalités,59455,6625,36
ministères,69699,6652,36
d'avant,144575,6767,36
terminée,212547,6792,36
considérés,88714,6707,36
audience,135528,6744,36
vérifier,228510,6792,36
sites,699601,6808,36
doctrine,45261,6359,36
angleterre,167786,6792,36
expression,82681,6739,36
livré,200528,6802,36
universel,94864,6683,36
versailles,185841,6768,36
explications,149293,6770,36
l'opéra,140513,6732,36
l'assistance,117644,6746,36
modernisation,97228,6727,36
d'expression,144049,6731,36
littéraire,144944,6755,36
listes,203326,6743,36
susciter,89388,6742,36
performances,322740,6808,36
producteur,244610,6794,36
violente,125525,6779,36
voulaient,118537,6786,36
agriculteurs,380944,6750,36
l'etat,1299687,6809,36
obstacles,83484,6699,36
trace,155129,6772,36
considérables,50140,6618,36
s'opposer,59994,6657,36
toile,193299,6791,36
clubs,753280,6809,36
appareil,171813,6764,36
l'actualité,222476,6788,36
détenu,167217,6785,36
modestes,118541,6770,36
utilisée,168816,6764,36
admet,117231,6772,36
alexandre,385991,6793,36
installée,325946,6787,36
confier,109506,6770,36
d'etat,559358,6809,36
rejet,122411,6736,36
d'utiliser,141344,6768,36
internes,119850,6743,36
fragile,148283,6789,36
dangereuse,103735,6772,36
retourner,181231,6792,36
refusant,77723,6762,36
traces,231012,6801,36
jérusalem,100936,6628,35
corruption,240259,6781,36
tribunaux,82370,6716,36
suivants,113888,6728,36
langues,150418,6782,36
assurent,153185,6784,36
l'abandon,122043,6785,36
compréhension,84700,6699,36
l'intégration,111073,6741,36
satisfait,194847,6802,36
verre,374494,6791,36
détient,123229,6775,36
admettre,30003,6400,36
d'entrer,137061,6781,36
oblige,174301,6789,36
représenté,129117,6760,36
magistrats,161720,6716,36
interlocuteurs,52999,6613,36
réside,124810,6770,36
d'énergie,313012,6800,36
promouvoir,199840,6781,36
restauration,714148,6781,36
aventure,311954,6798,36
instrument,95035,6719,36
l'abri,179079,6796,36
parfaite,162035,6791,36
patrie,46048,6561,36
peintre,244161,6776,36
judiciaires,177053,6763,36
prétendre,87119,6769,36
personnelles,262815,6775,36
sénateurs,149668,6663,36
déplore,252414,6792,36
mécanisme,116008,6714,36
aérien,182121,6778,36
fêtes,1093091,6787,36
photo,982415,6809,36
n'empêche,111853,6795,36
municipales,464941,6766,36
systématique,67722,6657,36
pousse,187778,6792,36
enquêtes,298289,6776,36
voisine,179651,6784,36
fondamentale,51837,6588,36
appellent,129183,6759,36
courir,206379,6800,36
relancer,213319,6801,36
mine,143202,6789,36
déclarant,62242,6702,36
obstacle,65581,6701,36
pensé,214245,6802,36
courrier,408860,6791,36
caire,69179,6292,36
cfdt,201024,6646,36
rendant,139270,6786,36
qu'aucune,71709,6717,36
chantiers,246040,6778,36
possession,156795,6787,36
traverse,153150,6787,36
suffisant,137274,6789,36
croissante,84110,6702,36
l'enjeu,208967,6791,36
parvient,150997,6800,36
établie,81213,6730,36
organise,615847,6789,36
duré,146153,6791,36
triste,183569,6804,36
médicale,272123,6786,36
pluie,375819,6799,36
parts,158658,6776,36
religieuses,87175,6739,36
dommages,153104,6737,36
proposée,300167,6771,36
l'avance,105761,6779,36
souverain,84518,6662,36
chaleur,359176,6775,36
allié,124464,6748,36
l'empire,89244,6744,36
modifications,93071,6707,36
catholiques,84396,6708,36
lorsqu'ils,115461,6770,36
drapeau,190597,6780,36
électorales,92186,6699,36
nantes,1045990,6803,36
positive,207718,6799,36
gérer,418278,6807,36
aimé,236603,6805,36
mexique,204605,6780,36
exception,91735,6749,36
partisan,44877,6605,36
pèse,144976,6783,36
asie,138681,6757,36
abandonner,77765,6770,36
pari,211708,6799,36
verser,167197,6776,36
guide,298194,6791,36
forment,95477,6745,36
agent,284996,6796,36
regarde,203381,6804,36
william,246163,6784,36
biais,195313,6788,36
pensait,146836,6801,36
préoccupation,83776,6738,36
larges,78671,6697,36
l'hiver,230764,6779,36
l'habitude,184136,6795,36
terminer,275986,6803,36
identité,180457,6792,36
dira,92492,6761,36
lentement,67920,6736,36
conséquent,137202,6777,36
l'ai,304808,6806,36
civiles,145807,6739,36
échoué,113868,6788,36
l'univers,231045,6790,36
considération,59547,6627,36
témoignent,107592,6747,36
baissé,175678,6796,36
d'investissement,323172,6785,36
l'afp,1120916,6809,36
doublé,247121,6809,36
lecteur,105155,6756,36
micro,321033,6804,36
régimes,85203,6630,36
répondant,93859,6746,36
péril,98806,6720,36
maréchal,119050,6606,36
précisions,85231,6734,36
essentiels,105194,6623,36
baisser,268738,6804,36
portugal,223710,6781,36
dangers,87717,6731,36
écrivain,113939,6765,36
poète,97041,6724,36
vrais,115463,6777,36
complexes,115443,6747,36
croient,64731,6741,36
municipalité,798865,6781,36
l'identité,190212,6794,36
jugés,141809,6750,36
vallée,348465,6785,36
essayé,199529,6804,36
adhérents,605279,6766,36
sûrement,169168,6799,36
soumise,79510,6701,36
abus,130757,6721,36
super,503210,6807,36
spéciaux,79789,6736,36
complicité,166527,6779,36
exemplaires,136345,6781,36
l'aviation,90622,6627,36
contrainte,147793,6773,36
avancé,168089,6785,36
apprendre,284133,6793,36
fou,233524,6801,36
pape,282947,6798,36
pourcentage,85948,6728,36
vieilles,117503,6768,36
tutelle,68463,6675,36
réagi,350110,6807,36
israéliens,143869,6623,36
portait,145839,6791,36
s'exprimer,195496,6794,36
hôpitaux,224884,6757,36
l'atlantique,117499,6774,36
bulletin,133607,6731,36
origines,132955,6770,36
recourir,70034,6667,36
l'intermédiaire,95692,6778,36
restant,165145,6793,36
annoncer,147572,6794,36
consultations,99326,6704,36
josé,193032,6808,36
traditionnelles,136239,6758,36
ampleur,112887,6761,36
contrepartie,88108,6745,36
l'assassinat,91893,6669,36
miracle,106546,6791,36
mépris,74365,6692,36
conquête,112612,6772,36
appliquée,74782,6689,36
conventions,61630,6637,36
spécialisée,290992,6792,36
séances,418993,6792,36
contemporaine,117042,6758,36
fo,149721,6585,36
carrés,138332,6746,36
culte,160847,6783,36
défenseur,300399,6809,36
restée,151165,6781,36
présentées,122910,6742,36
fermeté,72062,6652,36
emporté,149660,6798,36
clés,248356,6800,36
l'américain,159724,6804,36
jaune,387519,6802,36
l'autorisation,112967,6730,36
traits,75395,6716,36
figures,155337,6778,36
incapable,88143,6795,36
venues,190202,6778,36
aériennes,136970,6731,36
patrons,145772,6777,36
rétablissement,73845,6600,36
transmis,168530,6775,36
s'inscrit,249948,6781,36
francis,256133,6799,36
divisions,80294,6718,36
durer,201538,6796,36
contradiction,43995,6587,36
confiée,185133,6785,36
israélienne,203505,6687,36
lot,541987,6798,36
prouve,94046,6782,36
désaccord,74316,6690,36
l'aube,161551,6780,36
rapprocher,141743,6784,36
soldat,118604,6776,36
médical,294687,6789,36
restaurant,657214,6800,36
d'amérique,87544,6729,36
observé,134120,6762,36
d'avril,156125,6732,36
savons,140300,6774,36
transformé,176574,6790,36
administratives,127774,6706,36
maritimes,227176,6778,36
l'approche,186305,6796,36
idéal,193479,6788,36
traite,110008,6753,36
grosses,217476,6804,36
d'emplois,197711,6776,36
champions,629826,6807,36
entretenu,76530,6720,36
croissant,91243,6754,36
stocks,148283,6721,36
métro,225075,6791,36
profité,311277,6809,36
instruments,139500,6749,36
ignore,62609,6719,36
parfait,234370,6807,36
fiscales,129334,6722,36
dégradation,155378,6765,36
actionnaires,207112,6748,36
saisie,129262,6731,36
fonctionne,278405,6793,36
qu'ont,80384,6738,36
magistrat,168009,6750,36
reconstruction,132638,6739,36
compétences,378923,6777,36
d'accueil,451486,6795,36
légende,218423,6792,36
l'acte,141173,6758,36
km,2197566,6809,36
exercer,83867,6707,36
opposants,174787,6768,36
prétend,51745,6686,36
fournit,89688,6717,36
néo,120655,6762,36
âgés,351721,6799,36
l'exécution,54062,6503,36
ateliers,811872,6776,36
violents,142722,6762,36
écho,127613,6762,36
pc,117570,6726,36
l'équipement,80222,6699,36
intervenu,75669,6730,36
autorisés,108026,6718,36
servent,105885,6759,36
gravement,98885,6770,36
exprimer,110128,6755,36
traditions,106958,6703,36
socialisme,25068,5772,35
simultanément,60659,6656,36
souhaitait,154881,6798,36
efficacité,127138,6761,36
formules,62428,6673,36
facilité,107947,6769,36
